n,ngram,component_kind,branch,pair_id,source_label,words,lexical_tokens,eval_top_dir,eval_file,eval_locator,component_text_prefix,eval_text_prefix,meta
7,how much does it cost for a,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s1_010988,qwen3.5-9b paraphrase of bnc_spoken,14,14,glue_filtered,glue_filtered/qqp.valid.jsonl,line:14796,How much does it cost for a printer to whip off two hundred then?,Is traveling alone to Europe safe? How much does it cost for a 2 week European vacation?,"{""cohort"": ""extra_shard1"", ""example_id"": 3729, ""source"": ""bnc_spoken""}"
7,world war i and world war ii,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s1_007422,qwen3.5-9b paraphrase of simple_wiki,28,28,glue_filtered,glue_filtered/qqp.valid.jsonl,line:4788,"The Grenadier Guards have participated in numerous major conflicts, including the Napoleonic Wars, the Crimean War, World War I, and World War II, for more than 300 years.",Who started World War I and World War II?,"{""cohort"": ""extra_shard1"", ""example_id"": 54231, ""source"": ""simple_wiki""}"
7,in the united states and canada and,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s1_006265,qwen3.5-9b paraphrase of simple_wiki,31,33,glue_filtered,glue_filtered/boolq.valid.jsonl,line:1125,"Against its $60 million budget, ""The Shaggy Dog"" earned $61.1 million in the United States and Canada and $26 million in other territories, resulting in a worldwide total of $87.1 million.","Pickled cucumber -- A pickled cucumber (commonly known as a pickle in the United States and Canada and a gherkin in Britain, Ireland, Australia, South Africa and New Zealand) is a cucumber that has been pickled in a brine, vinegar, or other solution and left to ferment for a period of time, by either immersing the cucu","{""cohort"": ""extra_shard1"", ""example_id"": 55910, ""source"": ""simple_wiki""}"
7,the federal government of the united states,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s1_002112,qwen3.5-9b paraphrase of simple_wiki,21,21,glue_filtered,glue_filtered/boolq.valid.jsonl,line:17,The order instructs agencies and officers of the Federal government of the United States on matters they are required to perform.,"Vice President of the United States -- The Vice President of the United States (informally referred to as VPOTUS, or Veep) is a constitutional officer in the legislative branch of the federal government of the United States as the President of the Senate under Article I, Section 3, Clause 4, of the United States Consti","{""cohort"": ""extra_shard1"", ""example_id"": 58361, ""source"": ""simple_wiki""}"
7,the federal government of the united states,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s1_002112,qwen3.5-9b paraphrase of simple_wiki,21,21,glue_filtered,glue_filtered/boolq.valid.jsonl,line:402,The order instructs agencies and officers of the Federal government of the United States on matters they are required to perform.,"Federal government of the United States -- The Federal Government of the United States (U.S. Federal Government) is the national government of the United States, a federal republic in North America, composed of 50 states, one district--Washington, D.C., and several territories. The federal government is composed of thr","{""cohort"": ""extra_shard1"", ""example_id"": 58361, ""source"": ""simple_wiki""}"
7,the federal government of the united states,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s1_002112,qwen3.5-9b paraphrase of simple_wiki,21,21,glue_filtered,glue_filtered/boolq.valid.jsonl,line:407,The order instructs agencies and officers of the Federal government of the United States on matters they are required to perform.,United States Congress -- The United States Congress is the bicameral legislature of the Federal government of the United States. The legislature consists of two chambers: the Senate and the House of Representatives.,"{""cohort"": ""extra_shard1"", ""example_id"": 58361, ""source"": ""simple_wiki""}"
7,the federal government of the united states,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s1_002112,qwen3.5-9b paraphrase of simple_wiki,21,21,glue_filtered,glue_filtered/boolq.valid.jsonl,line:777,The order instructs agencies and officers of the Federal government of the United States on matters they are required to perform.,"United States Passport Card -- The U.S. Passport Card is a limited travel document issued by the federal government of the United States in the size of a credit card. It may often be used as an identity card for purposes other than international travel, such as domestic air travel. Like a U.S. passport book, the passpo","{""cohort"": ""extra_shard1"", ""example_id"": 58361, ""source"": ""simple_wiki""}"
7,the federal government of the united states,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s1_002112,qwen3.5-9b paraphrase of simple_wiki,21,21,glue_filtered,glue_filtered/boolq.valid.jsonl,line:1507,The order instructs agencies and officers of the Federal government of the United States on matters they are required to perform.,"United States Passport Card -- The U.S. Passport Card is the de facto national identification card of the United States and a limited travel document issued by the federal government of the United States in the size of a credit card. Like a passport book, the passport card is only issued to U.S. citizens and U.S. natio","{""cohort"": ""extra_shard1"", ""example_id"": 58361, ""source"": ""simple_wiki""}"
7,the federal government of the united states,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s1_002112,qwen3.5-9b paraphrase of simple_wiki,21,21,glue_filtered,glue_filtered/boolq.valid.jsonl,line:1562,The order instructs agencies and officers of the Federal government of the United States on matters they are required to perform.,"Conscription in the United States -- Conscription in the United States, commonly known as the draft, has been employed by the federal government of the United States in five conflicts: the American Revolution, the American Civil War, World War I, World War II, and the Cold War (including both the Korean War and the Vie","{""cohort"": ""extra_shard1"", ""example_id"": 58361, ""source"": ""simple_wiki""}"
7,of the federal government of the united,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s1_002112,qwen3.5-9b paraphrase of simple_wiki,21,21,glue_filtered,glue_filtered/boolq.valid.jsonl,line:17,The order instructs agencies and officers of the Federal government of the United States on matters they are required to perform.,"Vice President of the United States -- The Vice President of the United States (informally referred to as VPOTUS, or Veep) is a constitutional officer in the legislative branch of the federal government of the United States as the President of the Senate under Article I, Section 3, Clause 4, of the United States Consti","{""cohort"": ""extra_shard1"", ""example_id"": 58361, ""source"": ""simple_wiki""}"
7,of the federal government of the united,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s1_002112,qwen3.5-9b paraphrase of simple_wiki,21,21,glue_filtered,glue_filtered/boolq.valid.jsonl,line:407,The order instructs agencies and officers of the Federal government of the United States on matters they are required to perform.,United States Congress -- The United States Congress is the bicameral legislature of the Federal government of the United States. The legislature consists of two chambers: the Senate and the House of Representatives.,"{""cohort"": ""extra_shard1"", ""example_id"": 58361, ""source"": ""simple_wiki""}"
7,once upon a time there was a,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s0_018145,qwen3.5-9b paraphrase of childes,29,29,glue_filtered,glue_filtered/multirc.valid.jsonl,line:358,"*MOT: Once upon a time, there was a little boy named Tam who resided with his mother and father in a nice house featuring roses climbing up the porch.","Once upon a time, there was a squirrel named Joey. Joey loved to go outside and play with his cousin Jimmy. Joey and Jimmy played silly games together, and were always laughing. One day, Joey and Jimmy went swimming together at their Aunt Julie's pond. Joey woke up early in the morning to eat some food before they left","{""cohort"": ""extra_shard0"", ""example_id"": 15416, ""source"": ""childes""}"
7,once upon a time there was a,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s0_018145,qwen3.5-9b paraphrase of childes,29,29,glue_filtered,glue_filtered/multirc.valid.jsonl,line:616,"*MOT: Once upon a time, there was a little boy named Tam who resided with his mother and father in a nice house featuring roses climbing up the porch.","Once upon a time, there was a squirrel named Joey. Joey loved to go outside and play with his cousin Jimmy. Joey and Jimmy played silly games together, and were always laughing. One day, Joey and Jimmy went swimming together at their Aunt Julie's pond. Joey woke up early in the morning to eat some food before they left","{""cohort"": ""extra_shard0"", ""example_id"": 15416, ""source"": ""childes""}"
7,once upon a time there was a,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s0_018145,qwen3.5-9b paraphrase of childes,29,29,glue_filtered,glue_filtered/multirc.valid.jsonl,line:685,"*MOT: Once upon a time, there was a little boy named Tam who resided with his mother and father in a nice house featuring roses climbing up the porch.","Once upon a time, there was a squirrel named Joey. Joey loved to go outside and play with his cousin Jimmy. Joey and Jimmy played silly games together, and were always laughing. One day, Joey and Jimmy went swimming together at their Aunt Julie's pond. Joey woke up early in the morning to eat some food before they left","{""cohort"": ""extra_shard0"", ""example_id"": 15416, ""source"": ""childes""}"
7,once upon a time there was a,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s0_018145,qwen3.5-9b paraphrase of childes,29,29,glue_filtered,glue_filtered/multirc.valid.jsonl,line:782,"*MOT: Once upon a time, there was a little boy named Tam who resided with his mother and father in a nice house featuring roses climbing up the porch.","Once upon a time, there was a squirrel named Joey. Joey loved to go outside and play with his cousin Jimmy. Joey and Jimmy played silly games together, and were always laughing. One day, Joey and Jimmy went swimming together at their Aunt Julie's pond. Joey woke up early in the morning to eat some food before they left","{""cohort"": ""extra_shard0"", ""example_id"": 15416, ""source"": ""childes""}"
7,once upon a time there was a,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s0_018145,qwen3.5-9b paraphrase of childes,29,29,glue_filtered,glue_filtered/multirc.valid.jsonl,line:872,"*MOT: Once upon a time, there was a little boy named Tam who resided with his mother and father in a nice house featuring roses climbing up the porch.","Once upon a time, there was a squirrel named Joey. Joey loved to go outside and play with his cousin Jimmy. Joey and Jimmy played silly games together, and were always laughing. One day, Joey and Jimmy went swimming together at their Aunt Julie's pond. Joey woke up early in the morning to eat some food before they left","{""cohort"": ""extra_shard0"", ""example_id"": 15416, ""source"": ""childes""}"
7,once upon a time there was a,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s0_018145,qwen3.5-9b paraphrase of childes,29,29,glue_filtered,glue_filtered/multirc.valid.jsonl,line:902,"*MOT: Once upon a time, there was a little boy named Tam who resided with his mother and father in a nice house featuring roses climbing up the porch.","Once upon a time, there was a squirrel named Joey. Joey loved to go outside and play with his cousin Jimmy. Joey and Jimmy played silly games together, and were always laughing. One day, Joey and Jimmy went swimming together at their Aunt Julie's pond. Joey woke up early in the morning to eat some food before they left","{""cohort"": ""extra_shard0"", ""example_id"": 15416, ""source"": ""childes""}"
7,once upon a time there was a,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s0_018145,qwen3.5-9b paraphrase of childes,29,29,glue_filtered,glue_filtered/multirc.valid.jsonl,line:945,"*MOT: Once upon a time, there was a little boy named Tam who resided with his mother and father in a nice house featuring roses climbing up the porch.","Once upon a time, there was a squirrel named Joey. Joey loved to go outside and play with his cousin Jimmy. Joey and Jimmy played silly games together, and were always laughing. One day, Joey and Jimmy went swimming together at their Aunt Julie's pond. Joey woke up early in the morning to eat some food before they left","{""cohort"": ""extra_shard0"", ""example_id"": 15416, ""source"": ""childes""}"
7,once upon a time there was a,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s0_018145,qwen3.5-9b paraphrase of childes,29,29,glue_filtered,glue_filtered/multirc.valid.jsonl,line:1091,"*MOT: Once upon a time, there was a little boy named Tam who resided with his mother and father in a nice house featuring roses climbing up the porch.","Once upon a time, there was a squirrel named Joey. Joey loved to go outside and play with his cousin Jimmy. Joey and Jimmy played silly games together, and were always laughing. One day, Joey and Jimmy went swimming together at their Aunt Julie's pond. Joey woke up early in the morning to eat some food before they left","{""cohort"": ""extra_shard0"", ""example_id"": 15416, ""source"": ""childes""}"
7,in the united kingdom canada and some,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s0_014185,qwen3.5-9b paraphrase of simple_wiki,16,17,glue_filtered,glue_filtered/boolq.valid.jsonl,line:825,"In the United Kingdom, Canada, and some Commonwealth countries, municipalities enact local laws known as ""by-laws"".","Gallon -- The gallon (/ˈɡælən/) is a unit of measurement for fluid capacity in both the US customary units and the British imperial systems of measurement. Three significantly different sizes are in current use: the imperial gallon defined as 7000454609000000000♠4.54609 litres (4 imperial quarts or 8 imperial pints), w","{""cohort"": ""extra_shard0"", ""example_id"": 59463, ""source"": ""simple_wiki""}"
7,where there is a will there is,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s0_011913,qwen3.5-9b paraphrase of gutenberg,36,36,glue_filtered,glue_filtered/qqp.valid.jsonl,line:11459,"It appeared to be a massive task; yet where there is a will there is always a way, and shortly it became clear that each had discovered ""a little chore"" to perform for sweet charity's sake.","Is it true that where there is a will, there is a way?","{""cohort"": ""extra_shard0"", ""example_id"": 36797, ""source"": ""gutenberg""}"
7,of the united states as well as,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s0_011836,qwen3.5-9b paraphrase of simple_wiki,26,26,glue_filtered,glue_filtered/boolq.valid.jsonl,line:1484,"The decoration is awarded to members of the eight uniformed services of the United States, as well as to military and political figures of foreign governments.","Executive order -- Like both legislative statutes and regulations promulgated by government agencies, executive orders are subject to judicial review and may be overturned if the orders lack support by statute or the Constitution. Major policy initiatives require approval by the legislative branch, but executive orders","{""cohort"": ""extra_shard0"", ""example_id"": 61939, ""source"": ""simple_wiki""}"
7,on a scale of 1 to 10,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s0_010372,qwen3.5-9b paraphrase of simple_wiki,21,21,glue_filtered,glue_filtered/qqp.valid.jsonl,line:14610,"Each assessor assigns marks on a scale of 1 to 10 points, starting from 7 points upwards with intervals of .5.","1. On a scale of 1 to 10, how happy are you at work?","{""cohort"": ""extra_shard0"", ""example_id"": 61753, ""source"": ""simple_wiki""}"
7,on a scale of 1 to 10,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s0_010372,qwen3.5-9b paraphrase of simple_wiki,21,21,glue_filtered,glue_filtered/qqp.valid.jsonl,line:19290,"Each assessor assigns marks on a scale of 1 to 10 points, starting from 7 points upwards with intervals of .5.","""On a scale of 1 to 10, how hot do you think Pocahontas from """"Disney's Pocahontas"""" is?""","{""cohort"": ""extra_shard0"", ""example_id"": 61753, ""source"": ""simple_wiki""}"
7,on a scale of 1 to 10,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s0_010372,qwen3.5-9b paraphrase of simple_wiki,21,21,glue_filtered,glue_filtered/qqp.valid.jsonl,line:20152,"Each assessor assigns marks on a scale of 1 to 10 points, starting from 7 points upwards with intervals of .5.","On a scale of 1 to 10, how happy are you at work?","{""cohort"": ""extra_shard0"", ""example_id"": 61753, ""source"": ""simple_wiki""}"
7,of the president of the united states,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s0_009643,qwen3.5-9b paraphrase of simple_wiki,21,22,glue_filtered,glue_filtered/boolq.valid.jsonl,line:186,He served as the Cyber-Security Coordinator within the Executive Office of the President of the United States during the Obama Administration.,"White House -- The White House is the official residence and workplace of the President of the United States. It is located at 1600 Pennsylvania Avenue NW in Washington, D.C. and has been the residence of every U.S. President since John Adams in 1800. The term is often used as a metonym for the president and his advise","{""cohort"": ""extra_shard0"", ""example_id"": 58501, ""source"": ""simple_wiki""}"
7,seasons in major league baseball mlb for,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s0_005947,qwen3.5-9b paraphrase of simple_wiki,20,20,glue_filtered,glue_filtered/boolq.valid.jsonl,line:651,He spent two seasons with the Oakland Athletics and sixteen seasons in Major League Baseball (MLB) for the Chicago Cubs.,"Cal Ripken Jr. -- Calvin Edwin Ripken Jr. (born August 24, 1960), nicknamed ``The Iron Man'', is an American former baseball shortstop and third baseman who played 21 seasons in Major League Baseball (MLB) for the Baltimore Orioles (1981--2001). One of his position's most offensively productive players, Ripken compiled","{""cohort"": ""extra_shard0"", ""example_id"": 59146, ""source"": ""simple_wiki""}"
7,in major league baseball mlb for the,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s0_005947,qwen3.5-9b paraphrase of simple_wiki,20,20,glue_filtered,glue_filtered/boolq.valid.jsonl,line:651,He spent two seasons with the Oakland Athletics and sixteen seasons in Major League Baseball (MLB) for the Chicago Cubs.,"Cal Ripken Jr. -- Calvin Edwin Ripken Jr. (born August 24, 1960), nicknamed ``The Iron Man'', is an American former baseball shortstop and third baseman who played 21 seasons in Major League Baseball (MLB) for the Baltimore Orioles (1981--2001). One of his position's most offensively productive players, Ripken compiled","{""cohort"": ""extra_shard0"", ""example_id"": 59146, ""source"": ""simple_wiki""}"
7,is based on the true story of,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s0_001746,qwen3.5-9b paraphrase of simple_wiki,26,26,glue_filtered,glue_filtered/boolq.valid.jsonl,line:1145,"The movie draws its primary source from the 2002 novel ""Red Dog"" by Louis de Bernieres, which is based on the true story of Red Dog.","Remember the Titans -- Remember the Titans is a 2000 American biographical sports drama film produced by Jerry Bruckheimer and directed by Boaz Yakin. The screenplay, written by Gregory Allen Howard, is based on the true story of African-American coach Herman Boone, portrayed by Denzel Washington, and his attempt to in","{""cohort"": ""extra_shard0"", ""example_id"": 60464, ""source"": ""simple_wiki""}"
