pair_id,match_level,pair_cost,category,opposition_axis,pivot_norm_a,pivot_norm_b,target_norm_a,target_norm_b,target_class,target_token_len,target_freq_bin_a,target_freq_bin_b,distance_bin_a,distance_bin_b,target_side_a,target_side_b,slot_content_jaccard,slot_surface_jaccard,shared_content_count,row_a,row_b
p0000333,2,7.127272727272727,spatial,spatial_inclusion,inside,outside,month,play,content,1,501-1000,1001+,5-8,5-8,after,after,0.1,0.045454545454545456,1,16605,1597
p0000334,2,13.106521739130436,spatial,spatial_inclusion,into,outside,quiet,dark,content,1,501-1000,1001+,2,3-4,after,after,0.0,0.17391304347826086,0,11535,10196
p0000335,2,12.171862348178138,spatial,spatial_inclusion,into,outside,bag,tree,content,1,501-1000,1001+,1,2,after,after,0.05263157894736842,0.038461538461538464,1,16933,18710
p0000336,2,11.817285714285713,spatial,spatial_inclusion,into,outside,brain,best,content,1,501-1000,1001+,2,3-4,after,after,0.07142857142857142,0.041666666666666664,1,11492,14323
p0000337,2,5.538235294117647,spatial,spatial_inclusion,into,outside,class,box,content,1,501-1000,1001+,2,2,after,after,0.125,0.23529411764705882,1,15610,2151
p0000338,2,8.94809090909091,spatial,spatial_inclusion,into,outside,wind,door,content,1,501-1000,1001+,2,2,after,after,0.0,0.18181818181818182,0,12956,4505
p0000339,2,8.857142857142858,spatial,spatial_inclusion,into,outside,bottom,town,content,1,501-1000,1001+,2,2,after,after,0.0,0.19047619047619047,0,19944,17424
p0000340,2,11.488,spatial,spatial_inclusion,into,outside,class,father,content,1,501-1000,1001+,2,3-4,after,after,0.06666666666666667,0.12,1,17983,16812
p0000341,2,9.0,spatial,spatial_inclusion,into,outside,corner,help,content,1,501-1000,1001+,2,2,after,after,0.0,0.16666666666666666,0,18177,7052
p0000342,2,7.139130434782608,spatial,spatial_inclusion,inside,outside,soft,little,content,1,501-1000,1001+,2,2,after,after,0.1,0.043478260869565216,1,1036,626
p0000343,2,11.868516483516483,spatial,spatial_inclusion,within,outside,type,little,content,1,501-1000,1001+,2,3-4,after,after,0.07142857142857142,0.038461538461538464,1,7263,10541
p0000344,2,7.575384615384615,spatial,spatial_inclusion,into,outside,deep,alright,content,1,501-1000,1001+,2,2,after,after,0.07692307692307693,0.04,1,651,9214
p0000345,2,11.725,spatial,spatial_inclusion,into,outside,account,walk,content,1,501-1000,1001+,1,2,after,after,0.06666666666666667,0.08,1,1179,14013
p0000346,2,7.1212857142857136,spatial,spatial_inclusion,into,outside,account,space,content,1,501-1000,1001+,1,1,after,after,0.1,0.047619047619047616,1,12393,3157
p0000347,2,13.007142857142858,spatial,spatial_inclusion,into,outside,forest,too,content,1,501-1000,1001+,2,1,after,after,0.0,0.19047619047619047,0,1083,13456
p0000348,2,11.734615384615385,spatial,spatial_inclusion,into,outside,chocolate,night,content,1,501-1000,1001+,2,3-4,after,after,0.07692307692307693,0.038461538461538464,1,19411,6785
p0000349,2,11.23477591973244,spatial,spatial_inclusion,outside,into,bus,air,content,1,501-1000,1001+,3-4,2,after,after,0.07692307692307693,0.13043478260869565,1,7058,18585
p0000350,0,-3.565197802197802,spatial,spatial_inclusion,outside,into,front,head,content,1,1001+,1001+,2,2,after,after,0.14285714285714285,0.038461538461538464,1,9259,17960
p0000351,0,-2.6863636363636365,spatial,spatial_inclusion,into,outside,man,wait,content,1,1001+,1001+,2,2,after,after,0.09090909090909091,0.041666666666666664,1,616,10507
p0000352,1,3.0590909090909095,spatial,spatial_inclusion,inside,outside,weeks,big,content,1,1001+,1001+,5-8,3-4,after,after,0.0,0.18181818181818182,0,3325,8421
p0000353,1,1.7499999999999998,spatial,spatial_inclusion,outside,into,large,ground,content,1,1001+,1001+,3-4,2,after,after,0.08333333333333333,0.041666666666666664,1,11807,6822
p0000354,1,1.7842727272727272,spatial,spatial_inclusion,outside,into,perhaps,life,content,1,1001+,1001+,3-4,2,after,after,0.08333333333333333,0.045454545454545456,1,14940,8894
p0000355,0,-2.8,spatial,spatial_inclusion,into,outside,help,street,content,1,1001+,1001+,3-4,3-4,after,after,0.08333333333333333,0.08333333333333333,1,10884,11125
p0000356,0,-1.125,spatial,spatial_inclusion,within,outside,group,eat,content,1,1001+,1001+,2,2,after,after,0.0,0.1875,0,5774,12293
p0000357,1,1.7634615384615386,spatial,spatial_inclusion,into,outside,top,man,content,1,1001+,1001+,2,3-4,after,after,0.0625,0.07692307692307693,1,16518,4139
p0000358,2,7.256818181818182,spatial,spatial_inclusion,outside,within,spare-room,preamble,content,2,1-2,3-5,2,2,after,after,0.0625,0.13636363636363635,1,16060,3226
p0000359,2,8.727272727272727,spatial,spatial_inclusion,outside,inside,womb,disks,content,2,11-25,26-50,2,2,after,after,0.0,0.045454545454545456,0,14877,19911
p0000360,1,1.7175150501672245,spatial,spatial_inclusion,outside,into,grassy,plea,content,2,26-50,26-50,3-4,2,after,after,0.07692307692307693,0.043478260869565216,1,11679,11726
p0000361,2,12.930777777777779,spatial,spatial_inclusion,within,outside,framework,mainstream,content,2,51-100,101-250,2,3-4,after,after,0.0,0.037037037037037035,0,11732,11405
p0000362,2,7.46,spatial,spatial_inclusion,into,outside,nursery,yard,content,2,101-250,251-500,2,2,after,after,0.08333333333333333,0.04,1,4733,20211
p0000363,2,7.302766798418973,spatial,spatial_inclusion,into,outside,bat,hotel,content,2,101-250,251-500,2,2,after,after,0.09090909090909091,0.043478260869565216,1,6286,7052
p0000364,0,-2.9818181818181815,spatial,spatial_inclusion,into,outside,bedroom,coach,content,2,251-500,251-500,2,2,after,after,0.09090909090909091,0.09090909090909091,1,1874,17333
p0000365,2,6.997202797202797,spatial,spatial_inclusion,into,outside,zoo,town,content,2,501-1000,1001+,2,2,after,after,0.07692307692307693,0.13636363636363635,1,12951,19129
p0000366,2,11.41993006993007,spatial,spatial_inclusion,into,outside,tears,area,content,2,501-1000,1001+,1,2,after,after,0.07692307692307693,0.09090909090909091,1,17139,9516
p0000367,2,11.653571428571428,spatial,spatial_inclusion,into,outside,prison,town,content,2,501-1000,1001+,1,2,after,after,0.0625,0.09523809523809523,1,14720,11031
p0000368,2,7.750000000000001,spatial,spatial_inclusion,into,outside,wood,here's,content,2,501-1000,1001+,2,2,after,after,0.06666666666666667,0.041666666666666664,1,13445,4929
p0000369,2,7.183805668016194,spatial,spatial_inclusion,inside,outside,mother's,county,content,2,501-1000,1001+,2,2,after,after,0.07692307692307693,0.10526315789473684,1,7061,423
p0000370,2,6.714285714285715,spatial,spatial_inclusion,into,outside,forest,door,content,2,501-1000,1001+,2,2,after,after,0.07142857142857142,0.2,1,6280,3423
p0000371,0,-2.702077922077922,spatial,spatial_inclusion,outside,into,window,fight,content,2,1001+,1001+,2,2,after,after,0.09090909090909091,0.047619047619047616,1,19384,11285
p0000372,1,3.157142857142857,spatial,spatial_inclusion,inside,outside,weeks,hour,content,2,1001+,1001+,5-8,3-4,after,after,0.0,0.19047619047619047,0,15503,6156
p0000373,1,0.7045454545454544,spatial,spatial_inclusion,outside,inside,please,let's,content,2,1001+,1001+,3-4,2,after,after,0.125,0.09090909090909091,1,16414,19508
p0000374,0,-3.1863636363636365,spatial,spatial_inclusion,outside,into,world,order,content,2,1001+,1001+,1,1,after,after,0.09090909090909091,0.125,1,10509,18405
p0000375,0,-3.2800000000000002,spatial,spatial_inclusion,outside,into,yet,country,content,2,1001+,1001+,2,2,after,after,0.1111111111111111,0.08,1,10092,14231
p0000376,0,-3.571739130434783,spatial,spatial_inclusion,outside,within,it's,hour,content,2,1001+,1001+,2,2,after,after,0.125,0.08695652173913043,1,2038,8883
p0000377,1,2.95,spatial,spatial_inclusion,into,outside,ink-well,hitter,content,3,11-25,11-25,2,1,after,after,0.0,0.2,0,18138,17111
p0000378,0,-2.897902097902098,spatial,spatial_inclusion,into,outside,scullery,harbors,content,4,11-25,11-25,2,2,after,after,0.09090909090909091,0.07692307692307693,1,19498,2124
p0000379,2,8.90909090909091,spatial,spatial_inclusion,outside,into,outdoors,courtyard,content,4,26-50,51-100,2,2,after,after,0.0,0.18181818181818182,0,13456,2360
p0000380,0,-1.5454545454545454,spatial,spatial_inclusion,into,outside,question,village,nominal,1,1001+,1001+,2,2,after,after,0.0,0.09090909090909091,0,18388,3150
p0000381,2,6.77490635451505,spatial,spatial_inclusion,outside,into,environment,position,nominal,2,251-500,501-1000,1,1,after,after,0.07692307692307693,0.17391304347826086,1,10394,11476
p0000382,2,11.770437340153451,spatial,spatial_inclusion,into,outside,boiling,searching,verbish,1,51-100,101-250,2,1,after,after,0.058823529411764705,0.08695652173913043,1,6984,17555
p0000383,2,10.531818181818181,spatial,spatial_inclusion,outside,into,insisted,keeping,verbish,1,101-250,251-500,1,2,after,after,0.1111111111111111,0.13636363636363635,1,1731,12163
p0000384,2,7.068421052631579,spatial,spatial_inclusion,outside,into,ring,kitchen,verbish,1,501-1000,1001+,2,2,after,after,0.08333333333333333,0.10526315789473684,1,4499,7733
p0000385,1,1.91,spatial,spatial_inclusion,within,outside,speaking,ring,verbish,1,501-1000,501-1000,1,2,after,after,0.06666666666666667,0.04,1,3465,1200
p0000386,2,8.808,spatial,spatial_inclusion,into,outside,centralized,loading,verbish,2,11-25,26-50,2,2,after,after,0.0,0.2,0,1625,3662
p0000387,2,6.5,spatial,spatial_inclusion,outside,into,crackling,lining,verbish,2,26-50,51-100,2,2,after,after,0.0,0.08333333333333333,0,8403,15109
p0000388,0,-1.0434782608695652,spatial,spatial_inclusion,outside,into,kitchen,bed,verbish,2,1001+,1001+,2,2,after,after,0.0,0.17391304347826086,0,14312,10473
p0000389,0,-2.3588235294117648,spatial,spatial_vertical,under,above,beam,noisy,content,1,51-100,51-100,2,2,after,after,0.058823529411764705,0.08333333333333333,1,16730,14156
p0000390,2,11.602747252747251,spatial,spatial_vertical,above,under,leak,shelf,content,1,51-100,101-250,3-4,2,after,after,0.07142857142857142,0.07692307692307693,1,1094,8617
p0000391,2,6.5,spatial,spatial_vertical,under,above,finest,valley,content,1,101-250,251-500,2,2,after,after,0.0,0.08333333333333333,0,18576,19655
p0000392,2,7.5545150501672245,spatial,spatial_vertical,under,above,chin,clouds,content,1,101-250,251-500,2,2,after,after,0.07692307692307693,0.043478260869565216,1,1485,1359
p0000393,0,-2.1557692307692307,spatial,spatial_vertical,under,above,breath,temple,content,1,251-500,251-500,2,2,after,after,0.0625,0.038461538461538464,1,8487,15534
p0000394,2,7.997521739130436,spatial,spatial_vertical,under,above,command,level,content,1,251-500,501-1000,2,2,after,after,0.0,0.17391304347826086,0,501,16136
p0000395,2,11.65,spatial,spatial_vertical,under,above,duck,sea,content,1,501-1000,1001+,2,1,after,after,0.06666666666666667,0.08333333333333333,1,8671,2125
p0000396,1,1.9277777777777778,spatial,spatial_vertical,above,below,forty,lie,content,1,501-1000,501-1000,1,2,after,after,0.06666666666666667,0.037037037037037035,1,4759,14090
p0000397,0,-2.0810457516339866,spatial,spatial_vertical,below,above,such,sea,content,1,1001+,1001+,1,1,after,after,0.058823529411764705,0.037037037037037035,1,3786,9514
p0000398,1,1.5642857142857147,spatial,spatial_vertical,above,under,water,name,content,1,1001+,1001+,1,2,after,after,0.07142857142857142,0.08333333333333333,1,5714,4729
p0000399,1,1.5128571428571436,spatial,spatial_vertical,under,above,common,ground,content,1,1001+,1001+,3-4,2,after,after,0.07142857142857142,0.09523809523809523,1,7804,19549
p0000400,1,2.7382352941176475,spatial,spatial_vertical,under,above,oceans,horizon,content,2,51-100,51-100,1,2,after,after,0.0,0.23529411764705882,0,10199,14704
p0000401,2,11.142857142857142,spatial,spatial_vertical,under,above,boxes,stairs,content,2,101-250,251-500,3-4,2,after,after,0.08333333333333333,0.14285714285714285,1,435,8941
p0000402,2,8.571428571428571,spatial,spatial_vertical,above,under,thirsty,boy's,content,2,101-250,251-500,2,2,after,after,0.0,0.23809523809523808,0,9948,17557
p0000403,2,11.431677018633541,spatial,spatial_vertical,under,above,boxes,stairs,content,2,101-250,251-500,3-4,2,after,after,0.07142857142857142,0.13043478260869565,1,19062,9251
p0000404,2,6.597058823529412,spatial,spatial_vertical,under,above,foot,else,content,2,501-1000,1001+,2,2,after,after,0.125,0.058823529411764705,1,15273,17179
p0000405,2,8.428571428571429,spatial,spatial_vertical,under,above,bank,ground,content,2,501-1000,1001+,2,2,after,after,0.0,0.09523809523809523,0,1438,9947
p0000406,2,12.28963492063492,spatial,spatial_vertical,under,above,project,ground,content,2,501-1000,1001+,2,1,after,after,0.047619047619047616,0.037037037037037035,1,5282,14405
p0000407,0,-2.5307692307692307,spatial,spatial_vertical,above,under,ground,thirty,content,2,1001+,1001+,1,1,after,after,0.08333333333333333,0.038461538461538464,1,16632,18878
p0000408,1,1.217391304347826,spatial,spatial_vertical,below,above,eye,eyes,content,2,1001+,1001+,2,3-4,after,after,0.08333333333333333,0.13043478260869565,1,18530,899
p0000409,2,8.181818181818182,spatial,spatial_vertical,under,above,leadership,average,nominal,1,101-250,251-500,2,2,after,after,0.0,0.13636363636363635,0,13579,8727
p0000410,2,13.214090909090912,spatial,spatial_vertical,above,under,viewed,assumed,verbish,1,51-100,101-250,3-4,2,after,after,0.0,0.18181818181818182,0,2816,5492
p0000411,1,1.991,spatial,spatial_vertical,under,above,fed,spotted,verbish,1,101-250,101-250,1,2,after,after,0.0625,0.04,1,16217,5281
p0000412,0,-3.571428571428571,temporal,temporal_before_after,after,before,arrival,anniversary,adjectival,1,101-250,101-250,2,2,after,after,0.0,0.09523809523809523,0,16586,12157
p0000413,0,-2.758,temporal,temporal_before_after,after,before,previous,goal,adjectival,1,251-500,251-500,2,2,after,after,0.08333333333333333,0.08333333333333333,1,17078,18217
p0000414,2,11.369999999999997,temporal,temporal_before_after,before,after,magic,real,adjectival,1,501-1000,1001+,3-4,5-8,after,after,0.1,0.08,1,1125,17189
p0000415,1,1.9192307692307693,temporal,temporal_before_after,after,before,various,federal,adjectival,1,501-1000,501-1000,1,2,after,after,0.06666666666666667,0.038461538461538464,1,1357,8020
p0000416,2,10.029571428571428,temporal,temporal_before_after,before,after,christianity,cardinal,capitalized,1,51-100,101-250,1,2,after,after,0.14285714285714285,0.125,1,12682,1346
p0000417,2,11.541176470588235,temporal,temporal_before_after,after,before,romans,benjamin,capitalized,1,101-250,251-500,2,1,after,after,0.058823529411764705,0.125,1,17052,9458
p0000418,2,7.712516483516485,temporal,temporal_before_after,after,before,constitution,european,capitalized,1,251-500,501-1000,2,2,after,after,0.07142857142857142,0.038461538461538464,1,4373,12567
p0000419,0,-1.5454545454545454,temporal,temporal_before_after,after,before,independence,earl,capitalized,1,251-500,251-500,2,2,after,after,0.0,0.09090909090909091,0,19553,15315
p0000420,2,10.888461538461538,temporal,temporal_before_after,before,after,nor,every,capitalized,1,501-1000,1001+,1,2,after,after,0.1111111111111111,0.07692307692307693,1,17027,12453
p0000421,0,-2.3357142857142854,temporal,temporal_before_after,after,before,roman,cherry,capitalized,1,501-1000,501-1000,2,2,after,after,0.07142857142857142,0.041666666666666664,1,9742,17359
p0000422,2,11.319230769230769,temporal,temporal_before_after,before,after,warden,greeks,capitalized,2,51-100,101-250,2,3-4,after,after,0.1,0.038461538461538464,1,3567,568
p0000423,2,11.1,temporal,temporal_before_after,before,after,italy,mother,capitalized,2,501-1000,1001+,3-4,2,after,after,0.1,0.1,1,15548,18186
p0000424,1,1.4736363636363634,temporal,temporal_before_after,after,before,father,i'm,capitalized,2,1001+,1001+,2,1,after,after,0.09090909090909091,0.04,1,18186,8514
p0000425,2,8.90909090909091,temporal,temporal_before_after,before,after,wrath,lab,content,1,51-100,101-250,2,2,after,after,0.0,0.18181818181818182,0,19805,3561
p0000426,2,12.604545454545455,temporal,temporal_before_after,after,before,peril,warrior,content,1,51-100,101-250,2,3-4,after,after,0.0,0.09090909090909091,0,9299,2299
p0000427,2,8.478260869565217,temporal,temporal_before_after,before,after,reaches,eats,content,1,51-100,101-250,2,2,after,after,0.0,0.08695652173913043,0,11715,6074
p0000428,1,2.7382352941176475,temporal,temporal_before_after,before,after,stole,punish,content,1,101-250,101-250,2,3-4,after,after,0.0,0.23529411764705882,0,13257,14237
p0000429,0,-1.75,temporal,temporal_before_after,after,before,deaths,portrait,content,1,101-250,101-250,2,2,after,after,0.0,0.125,0,3534,3249
p0000430,0,-0.976,temporal,temporal_before_after,after,before,splendid,boot,content,1,101-250,101-250,2,2,after,after,0.0,0.16666666666666666,0,15446,11692
p0000431,2,11.740384615384615,temporal,temporal_before_after,before,after,conductor,birth,content,1,101-250,251-500,2,1,after,after,0.07692307692307693,0.041666666666666664,1,15822,6229
p0000432,1,2.6282608695652177,temporal,temporal_before_after,after,before,siege,warrior,content,1,101-250,101-250,2,3-4,after,after,0.0,0.08695652173913043,0,3130,2111
p0000433,2,7.139130434782608,temporal,temporal_before_after,after,before,delay,presents,content,1,101-250,251-500,2,2,after,after,0.1,0.043478260869565216,1,15487,9924
p0000434,1,1.8335164835164839,temporal,temporal_before_after,after,before,midnight,monkeys,content,1,101-250,101-250,1,2,after,after,0.07142857142857142,0.038461538461538464,1,17377,5509
p0000435,2,6.654545454545455,temporal,temporal_before_after,after,before,cattle,runs,content,1,101-250,251-500,2,2,after,after,0.1111111111111111,0.09090909090909091,1,4654,14787
p0000436,2,11.512414141414142,temporal,temporal_before_after,before,after,disorder,wars,content,1,101-250,251-500,3-4,2,after,after,0.09090909090909091,0.037037037037037035,1,9033,4394
p0000437,0,-1.75,temporal,temporal_before_after,before,after,chill,transfer,content,1,101-250,101-250,2,2,after,after,0.0,0.125,0,4179,5344
p0000438,0,-2.4615384615384617,temporal,temporal_before_after,after,before,younger,mirror,content,1,251-500,251-500,2,2,after,after,0.06666666666666667,0.07692307692307693,1,14002,12386
p0000439,2,7.6259999999999994,temporal,temporal_before_after,after,before,birth,angry,content,1,251-500,501-1000,2,2,after,after,0.0625,0.08,1,13826,6414
p0000440,2,11.67,temporal,temporal_before_after,before,after,complex,simple,content,1,251-500,501-1000,3-4,2,after,after,0.06666666666666667,0.08,1,4210,13504
p0000441,2,6.917391304347826,temporal,temporal_before_after,after,before,nap,begin,content,1,251-500,501-1000,2,2,after,after,0.08333333333333333,0.13043478260869565,1,9067,15481
p0000442,1,0.9928571428571431,temporal,temporal_before_after,after,before,struck,guns,content,1,251-500,251-500,2,3-4,after,after,0.08333333333333333,0.14285714285714285,1,16449,12416
p0000443,2,11.19189723320158,temporal,temporal_before_after,after,before,fashion,drew,content,1,251-500,501-1000,2,3-4,after,after,0.09090909090909091,0.08695652173913043,1,7924,5083
p0000444,2,7.3688311688311705,temporal,temporal_before_after,before,after,guests,dry,content,1,251-500,501-1000,2,2,after,after,0.07142857142857142,0.09090909090909091,1,10647,3660
p0000445,2,11.875384615384615,temporal,temporal_before_after,after,before,vice,current,content,1,251-500,501-1000,3-4,2,after,after,0.07692307692307693,0.04,1,8955,3753
p0000446,2,7.203260869565218,temporal,temporal_before_after,after,before,brief,wind,content,1,251-500,501-1000,2,2,after,after,0.08333333333333333,0.08695652173913043,1,1937,520
p0000447,2,7.779230769230771,temporal,temporal_before_after,after,before,brief,term,content,1,251-500,501-1000,2,2,after,after,0.06666666666666667,0.038461538461538464,1,5521,19783
p0000448,2,7.682176470588235,temporal,temporal_before_after,after,before,events,further,content,1,251-500,501-1000,2,2,after,after,0.058823529411764705,0.08,1,14060,16495
p0000449,2,11.43,temporal,temporal_before_after,after,before,rush,yesterday,content,1,251-500,501-1000,2,1,after,after,0.06666666666666667,0.12,1,3240,1378
p0000450,2,6.661999999999999,temporal,temporal_before_after,after,before,chief,sent,content,1,501-1000,1001+,2,2,after,after,0.1,0.125,1,13440,8345
p0000451,2,7.4391304347826095,temporal,temporal_before_after,before,after,rain,few,content,1,501-1000,1001+,2,2,after,after,0.08333333333333333,0.043478260869565216,1,3080,18796
p0000452,2,13.091176470588236,temporal,temporal_before_after,after,before,wash,certain,content,1,501-1000,1001+,2,3-4,after,after,0.0,0.17647058823529413,0,7802,12430
p0000453,2,7.204230769230769,temporal,temporal_before_after,after,before,kid,knew,content,1,501-1000,1001+,2,2,after,after,0.1,0.038461538461538464,1,3638,10222
p0000454,2,13.007142857142858,temporal,temporal_before_after,before,after,supper,fight,content,1,501-1000,1001+,1,2,after,after,0.0,0.19047619047619047,0,1977,5448
p0000455,2,11.899999999999999,temporal,temporal_before_after,before,after,quiet,world,content,1,501-1000,1001+,5-8,3-4,after,after,0.08333333333333333,0.041666666666666664,1,2753,15256
p0000456,2,9.778571428571428,temporal,temporal_before_after,before,after,older,find,content,1,501-1000,1001+,2,3-4,after,after,0.16666666666666666,0.09523809523809523,1,3399,6352
p0000457,2,11.339857142857143,temporal,temporal_before_after,before,after,anybody,death,content,1,501-1000,1001+,1,2,after,after,0.06666666666666667,0.14285714285714285,1,6560,9320
p0000458,2,6.878260869565217,temporal,temporal_before_after,before,after,slow,news,content,1,501-1000,1001+,2,2,after,after,0.1,0.08695652173913043,1,15986,4759
p0000459,1,3.157142857142857,temporal,temporal_before_after,before,after,wild,union,content,1,501-1000,501-1000,3-4,2,after,after,0.0,0.19047619047619047,0,12687,1076
p0000460,2,7.8582307692307705,temporal,temporal_before_after,after,before,older,next,content,1,501-1000,1001+,2,2,after,after,0.0625,0.038461538461538464,1,4956,17350
p0000461,2,6.7,temporal,temporal_before_after,after,before,vote,start,content,1,501-1000,1001+,2,2,after,after,0.1111111111111111,0.08333333333333333,1,17391,12339
p0000462,2,12.82,temporal,temporal_before_after,before,after,trust,frog,content,1,501-1000,1001+,3-4,2,after,after,0.0,0.08,0,4438,12116
p0000463,2,11.45,temporal,temporal_before_after,before,after,truth,found,content,1,501-1000,1001+,3-4,2,after,after,0.1,0.041666666666666664,1,14164,2781
p0000464,2,9.180521739130436,temporal,temporal_before_after,before,after,tall,girl,content,1,501-1000,1001+,3-4,3-4,after,after,0.0,0.17391304347826086,0,2477,5271
p0000465,2,6.025285714285715,temporal,temporal_before_after,after,before,names,start,content,1,501-1000,1001+,2,2,after,after,0.07142857142857142,0.15,1,719,10962
p0000466,2,7.252097902097902,temporal,temporal_before_after,before,after,video,trouble,content,1,501-1000,1001+,3-4,3-4,after,after,0.09090909090909091,0.07692307692307693,1,13040,5048
p0000467,2,9.008,temporal,temporal_before_after,before,after,modern,war,content,1,501-1000,1001+,2,2,after,after,0.0,0.16666666666666666,0,5202,18769
p0000468,2,7.593162393162394,temporal,temporal_before_after,before,after,lines,big,content,1,501-1000,1001+,2,2,after,after,0.07692307692307693,0.037037037037037035,1,15209,2950
p0000469,2,6.93102766798419,temporal,temporal_before_after,after,before,check,now,content,1,501-1000,1001+,3-4,3-4,after,after,0.09090909090909091,0.13043478260869565,1,6929,12318
p0000470,2,6.131818181818182,temporal,temporal_before_after,before,after,drew,gave,content,1,501-1000,1001+,2,2,after,after,0.125,0.13636363636363635,1,16906,3124
p0000471,2,6.992207792207792,temporal,temporal_before_after,before,after,perfect,hard,content,1,501-1000,1001+,3-4,3-4,after,after,0.09090909090909091,0.09523809523809523,1,14518,13940
p0000472,2,7.7153846153846155,temporal,temporal_before_after,before,after,ancient,went,content,1,501-1000,1001+,3-4,3-4,after,after,0.07692307692307693,0.041666666666666664,1,13685,16899
p0000473,2,10.627727272727272,temporal,temporal_before_after,before,after,attack,became,content,1,501-1000,1001+,2,3-4,after,after,0.09090909090909091,0.18181818181818182,1,11584,4063
p0000474,2,11.178260869565216,temporal,temporal_before_after,before,after,meant,felt,content,1,501-1000,1001+,5-8,3-4,after,after,0.1,0.08695652173913043,1,6877,2228
p0000475,2,11.975,temporal,temporal_before_after,after,before,shown,window,content,1,501-1000,1001+,3-4,2,after,after,0.0625,0.041666666666666664,1,14263,7487
p0000476,2,11.19189723320158,temporal,temporal_before_after,after,before,shot,common,content,1,501-1000,1001+,3-4,2,after,after,0.09090909090909091,0.08695652173913043,1,12069,12502
p0000477,2,7.695516483516485,temporal,temporal_before_after,before,after,uses,group,content,1,501-1000,1001+,2,2,after,after,0.07142857142857142,0.038461538461538464,1,2412,8541
p0000478,2,8.95109090909091,temporal,temporal_before_after,after,before,loss,days,content,1,501-1000,1001+,2,2,after,after,0.0,0.18181818181818182,0,15518,9538
p0000479,2,11.37,temporal,temporal_before_after,before,after,glass,each,content,1,501-1000,1001+,2,1,after,after,0.08333333333333333,0.08,1,16314,19274
p0000480,2,6.881818181818182,temporal,temporal_before_after,before,after,afternoon,wants,content,1,501-1000,1001+,2,2,after,after,0.08333333333333333,0.13636363636363635,1,621,17457
p0000481,2,6.520158102766798,temporal,temporal_before_after,before,after,supper,each,content,1,501-1000,1001+,1,1,after,after,0.09090909090909091,0.17391304347826086,1,11991,8284
p0000482,0,-2.8454545454545457,temporal,temporal_before_after,after,before,long,fight,content,1,1001+,1001+,2,2,after,after,0.08333333333333333,0.09090909090909091,1,14034,11403
p0000483,0,-3.3108695652173914,temporal,temporal_before_after,before,after,toys,pretty,content,1,1001+,1001+,5-8,5-8,after,after,0.125,0.043478260869565216,1,16715,593
p0000484,1,3.209090909090909,temporal,temporal_before_after,after,before,walk,end,content,1,1001+,1001+,3-4,2,after,after,0.0,0.18181818181818182,0,283,1576
p0000485,0,-2.8830000000000005,temporal,temporal_before_after,after,before,few,great,content,1,1001+,1001+,2,2,after,after,0.1,0.05,1,12005,7401
p0000486,0,-3.803181818181818,temporal,temporal_before_after,before,after,start,end,content,1,1001+,1001+,2,2,after,after,0.0,0.13636363636363635,0,3094,17432
p0000487,1,0.7256302521008406,temporal,temporal_before_after,after,before,felt,love,content,1,1001+,1001+,3-4,5-8,after,after,0.14285714285714285,0.058823529411764705,1,14958,12845
p0000488,0,-3.036363636363636,temporal,temporal_before_after,before,after,third,nice,content,1,1001+,1001+,2,2,after,after,0.09090909090909091,0.1,1,5668,10667
p0000489,0,-1.2608695652173914,temporal,temporal_before_after,after,before,death,rest,content,1,1001+,1001+,2,2,after,after,0.0,0.043478260869565216,0,2656,14556
p0000490,1,0.8564935064935064,temporal,temporal_before_after,after,before,felt,start,content,1,1001+,1001+,3-4,2,after,after,0.09090909090909091,0.14285714285714285,1,14746,277
p0000491,1,0.9214285714285719,temporal,temporal_before_after,after,before,cake,birthday,content,1,1001+,1001+,2,3-4,after,after,0.07142857142857142,0.19047619047619047,1,5304,1464
p0000492,1,1.6236363636363629,temporal,temporal_before_after,before,after,fact,little,content,1,1001+,1001+,3-4,2,after,after,0.09090909090909091,0.04,1,13378,13772
p0000493,0,-1.5650000000000002,temporal,temporal_before_after,after,before,death,start,content,1,1001+,1001+,2,2,after,after,0.0,0.1,0,4004,13714
p0000494,1,1.1436363636363631,temporal,temporal_before_after,before,after,sleep,start,content,1,1001+,1001+,3-4,2,after,after,0.09090909090909091,0.12,1,8299,7916
p0000495,0,-3.1863636363636365,temporal,temporal_before_after,after,before,fact,takes,content,1,1001+,1001+,2,2,after,after,0.09090909090909091,0.125,1,17936,3809
p0000496,0,-1.0909090909090908,temporal,temporal_before_after,before,after,council,lost,content,1,1001+,1001+,2,2,after,after,0.0,0.18181818181818182,0,16704,7914
p0000497,1,0.7318181818181824,temporal,temporal_before_after,after,before,game,else,content,1,1001+,1001+,2,3-4,after,after,0.1,0.13636363636363635,1,19165,4567
p0000498,0,-3.5273684210526315,temporal,temporal_before_after,after,before,told,long,content,1,1001+,1001+,2,2,after,after,0.1,0.15789473684210525,1,9423,10940
p0000499,1,3.0590909090909095,temporal,temporal_before_after,after,before,years,long,content,1,1001+,1001+,2,1,after,after,0.0,0.18181818181818182,0,2152,15134
p0000500,0,-3.0999999999999996,temporal,temporal_before_after,before,after,went,own,content,1,1001+,1001+,2,2,after,after,0.1,0.08333333333333333,1,4842,16119
p0000501,0,-1.0434782608695652,temporal,temporal_before_after,before,after,almost,hit,content,1,1001+,1001+,2,2,after,after,0.0,0.17391304347826086,0,13226,12526
