token_id,token,surface_repr,direct_count40,component_n16,component_min_count16,component_geo_count16,component_sum_count16,component_tokens16,component_counts16
222,ĝ,'\x1d',0,2,0,294.5403198205637,86754,Ġ ĝ,86754 0
223,Ğ,'\x1e',0,2,0,294.5403198205637,86754,Ġ Ğ,86754 0
224,ğ,'\x1f',0,2,0,294.5403198205637,86754,Ġ ğ,86754 0
5789,ĠMusl,'Musl',0,1,0,1.0,0,ĠMusl,0
15548,ĠPhini,'Phini',0,1,0,1.0,0,ĠPhini,0
13463,ĠUrug,'Urug',0,1,0,1.0,0,ĠUrug,0
7008,Ġarchite,'archite',0,1,0,1.0,0,Ġarchite,0
6457,Ġcitiz,'citiz',0,1,0,1.0,0,Ġcitiz,0
7736,Ġcomr,'comr',0,1,0,1.0,0,Ġcomr,0
3705,Ġconside,'conside',0,1,0,1.0,0,Ġconside,0
7051,Ġcriter,'criter',0,1,0,1.0,0,Ġcriter,0
6577,Ġdescri,'descri',0,1,0,1.0,0,Ġdescri,0
10062,Ġdescrib,'describ',0,1,0,1.0,0,Ġdescrib,0
3601,Ġearli,'earli',0,1,0,1.0,0,Ġearli,0
2979,Ġelep,'elep',0,1,0,1.0,0,Ġelep,0
4094,Ġepis,'epis',0,1,0,1.0,0,Ġepis,0
2829,Ġestab,'estab',0,1,0,1.0,0,Ġestab,0
14578,Ġglimp,'glimp',0,1,0,1.0,0,Ġglimp,0
1451,Ġinclud,'includ',0,1,0,1.0,0,Ġinclud,0
6793,Ġinstr,'instr',0,1,0,1.0,0,Ġinstr,0
6130,Ġmagaz,'magaz',0,1,0,1.0,0,Ġmagaz,0
8803,Ġnephe,'nephe',0,1,0,1.0,0,Ġnephe,0
5182,Ġnewsp,'newsp',0,1,0,1.0,0,Ġnewsp,0
7667,Ġoccas,'occas',0,1,0,1.0,0,Ġoccas,0
4865,Ġopin,'opin',0,1,0,1.0,0,Ġopin,0
8473,Ġpecul,'pecul',0,1,0,1.0,0,Ġpecul,0
3857,Ġpock,'pock',0,1,0,1.0,0,Ġpock,0
5510,Ġsouthw,'southw',0,1,0,1.0,0,Ġsouthw,0
7224,Ġwarri,'warri',0,1,0,1.0,0,Ġwarri,0
12723,Ġwelf,'welf',0,1,0,1.0,0,Ġwelf,0
2899,thened,'thened',1,2,14677,15108.166798126102,30229,Ġthen ed,15552 14677
29173,ernar,'ernar',1,3,4890,5845.630561169773,17751,Ġer n ar,7139 5722 4890
17833,ĠVat,'Vat',1,2,3851,4163.334120629767,8352,ĠV at,3851 4501
27129,icil,'icil',1,3,3321,12008.857845064615,96086,Ġ ic il,86754 6011 3321
32728,otas,'otas',1,3,3234,4399.4200500771685,13517,Ġo t as,3234 5466 4817
33646,Ġoint,'oint',1,2,3234,4899.9199993469265,10658,Ġo int,3234 7424
35534,gotra,'gotra',1,2,2802,6319.3436368028015,17054,Ġgot ra,14252 2802
26242,werp,'werp',1,3,2652,5086.691339928395,17443,Ġw er p,2652 9646 5145
37106,Ġwint,'wint',1,2,2652,4437.166663536536,10076,Ġw int,2652 7424
31920,ĠCumm,'Cumm',1,3,2551,4770.9088054010745,15737,ĠC um m,7541 2551 5645
2457,mpions,'mpions',1,3,2524,3675.301816481901,11492,Ġm p ions,3823 5145 2524
27077,gings,'gings',1,2,2500,2532.785028382789,5066,Ġg ings,2500 2566
21163,LF,'LF',1,2,2446,3889.224087141288,8630,ĠL F,6184 2446
12955,rester,'rester',1,2,2202,4608.740825865562,11848,Ġrest er,2202 9646
28199,nheer,'nheer',1,3,2190,3824.9383847565477,14485,Ġn he er,2190 2649 9646
31810,nian,'nian',1,2,2190,2578.1097726823045,5225,Ġn ian,2190 3035
19168,hement,'hement',1,2,2176,12169.575177466142,70236,Ġhe ment,68060 2176
5553,ishop,'ishop',1,3,2156,9010.939846190875,98416,Ġis h op,92595 3665 2156
18142,Ġtul,'tul',1,2,2091,2898.5579173099154,6109,Ġt ul,4018 2091
17954,Ġsard,'sard',1,2,2072,2522.931628086659,5144,Ġs ard,3072 2072
13187,dge,'dge',1,2,1858,3036.651774570143,6821,Ġd ge,4963 1858
35810,nals,'nals',1,2,1683,1919.835930489895,3873,Ġn als,2190 1683
36173,landet,'landet',1,2,1642,2539.964172975674,5571,Ġland et,1642 3929
13721,amins,'amins',1,2,1626,3175.858624057435,7829,Ġam ins,6203 1626
35100,oebe,'oebe',1,3,1549,3077.4314191210965,10601,Ġo e be,3234 5818 1549
19243,Ġscre,'scre',1,2,1433,2303.8732604030115,5137,Ġsc re,1433 3704
19060,ĠWarri,'Warri',1,2,1413,1688.2005212651716,3430,ĠWar ri,1413 2017
34896,ourke,'ourke',1,2,1386,3432.144227738691,9885,Ġour ke,8499 1386
34766,atio,'atio',1,2,1325,7541.505154808291,44249,Ġat io,42924 1325
18270,epsi,'epsi',1,3,1294,2909.45825265761,11726,Ġe ps i,2357 1294 8075
27835,oleyn,'oleyn',1,3,1282,2873.3727234201247,10238,Ġo ley n,3234 1282 5722
34927,ĠKour,'Kour',1,2,1261,2680.5182334765036,6959,ĠK our,5698 1261
36881,ilbang,'ilbang',1,4,1165,6407.52418899467,96262,Ġ il b ang,86754 3321 5022 1165
37077,jilbang,'jilbang',1,4,1165,2379.156667329168,11157,Ġj il b ang,1649 3321 5022 1165
30429,ĠGue,'Gue',1,2,1165,2655.950865509376,7220,ĠG ue,6055 1165
27072,dice,'dice',1,2,1157,2396.286919381732,6120,Ġd ice,4963 1157
20105,kung,'kung',1,2,1136,1232.409023011435,2473,Ġk ung,1337 1136
19214,ĠRale,'Rale',1,2,1113,2623.9317826498473,7299,ĠR ale,6186 1113
36226,ibu,'ibu',1,3,1099,7714.798006602753,92669,Ġ ib u,86754 1099 4816
20245,iscasset,'iscasset',1,4,1099,6525.819777621863,102159,Ġis c ass et,92595 4536 1099 3929
9471,pherd,'pherd',1,3,1051,2659.5864889460227,9550,Ġp her d,4648 1051 3851
32488,planter,'planter',1,2,1036,1637.743569671393,3625,Ġplan ter,1036 2589
28954,ĠPose,'Pose',1,2,1025,2760.221911368722,8458,ĠP ose,7433 1025
36328,ĠOrph,'Orph',1,2,1024,1115.4192037077355,2239,ĠOr ph,1215 1024
16402,ĠAmÃ©,'Amé',1,2,985,1203.3079406369766,2455,ĠAm Ã©,985 1470
28438,ĠBris,'Bris',1,2,965,2198.3448319133176,5973,ĠBr is,965 5008
27708,thren,'thren',1,2,952,957.9812106716914,1916,Ġth ren,964 952
30375,Ġstren,'stren',1,2,952,1541.1813650573379,3447,Ġst ren,2495 952
37232,ĠHEN,'HEN',1,2,945,2263.3702746126182,6366,ĠH EN,5421 945
32026,Ġperenn,'perenn',1,3,938,1722.3809499348756,7612,Ġpe ren n,938 952 5722
21852,Ġpamp,'pamp',1,2,909,2055.4882631627947,5557,Ġp amp,4648 909
2883,ploy,'ploy',1,2,889,1056.6853836407504,2145,Ġpl oy,1256 889
32003,quartered,'quartered',1,3,886,1032.6707544531396,3124,Ġqu art ered,886 1215 1023
21603,ilyn,'ilyn',1,3,859,7526.796514688531,93335,Ġ ily n,86754 859 5722
30321,itute,'itute',1,2,845,10095.234519316527,121453,Ġit ute,120608 845
13632,unition,'unition',1,2,834,1578.868582244894,3823,Ġun ition,2989 834
32556,enetrable,'enetrable',1,4,828,1820.8826217668607,8765,Ġen et ra ble,1206 3929 2802 828
152,×,'�',1,1,826,825.9999999999997,826,Ġï¿½,826
165,ä,'�',1,1,826,825.9999999999997,826,Ġï¿½,826
167,æ,'�',1,1,826,825.9999999999997,826,Ġï¿½,826
171,ê,'�',1,1,826,825.9999999999997,826,Ġï¿½,826
177,ð,'�',1,1,826,825.9999999999997,826,Ġï¿½,826
30347,leine,'leine',1,2,817,1610.835807896014,3993,Ġle ine,817 3176
38571,adish,'adish',1,2,804,1267.752341745027,2803,Ġad ish,804 1999
32810,ĠDort,'Dort',1,2,804,2341.125370414835,7621,ĠD ort,6817 804
31740,wixt,'wixt',1,3,801,2264.428198276729,8919,Ġw ix t,2652 801 5466
21239,ĠKana,'Kana',1,2,762,2083.716871362327,6460,ĠK ana,5698 762
30920,Ġskysc,'skysc',1,3,754,1561.3964419026588,6403,Ġsk ys c,754 1113 4536
18158,leene,'leene',1,2,722,768.0325513934936,1539,Ġle ene,817 722
30055,oliath,'oliath',1,3,706,1225.9499787540826,4747,Ġo li ath,3234 706 807
14557,abul,'abul',1,2,700,1209.8346994527797,2791,Ġab ul,700 2091
29713,Ġabre,'abre',1,2,700,1610.2173766296269,4404,Ġab re,700 3704
38174,Ġcryptocur,'cryptocur',1,4,697,1243.213900248064,5729,Ġcry pt oc ur,950 697 1294 2788
30942,hangels,'hangels',1,4,694,1732.4757899305112,9495,Ġha n ge ls,1221 5722 1858 694
31764,hangelsk,'hangelsk',1,5,694,2071.201464808986,13726,Ġha n ge ls k,1221 5722 1858 694 4231
37324,ĠEzek,'Ezek',1,3,694,2283.2952860669056,8979,ĠE ze k,4054 694 4231
37968,novich,'novich',1,3,686,4188.494408204804,36758,Ġno v ich,32807 3265 686
35169,joyed,'joyed',1,2,679,3156.8470029445552,15356,Ġjoy ed,679 14677
21959,ĠEdu,'Edu',1,2,673,1800.3244152096581,5489,ĠEd u,673 4816
18135,bruck,'bruck',1,2,656,820.799610136359,1683,Ġbr uck,1027 656
27151,rored,'rored',1,2,640,1012.5611092669916,2242,Ġro red,640 1602
28142,gomery,'gomery',1,3,629,1593.2620292587178,5701,Ġg om ery,2500 2572 629
35808,mignon,'mignon',1,3,629,2506.6791450505193,11002,Ġm ign on,3823 629 6550
26182,ffield,'ffield',1,2,618,1406.4913792839252,3819,Ġf field,3201 618
36334,ĠShaks,'Shaks',1,2,607,868.6201701549415,1850,ĠSha ks,607 1243
34737,oufl,'oufl',1,3,597,4336.920546023899,88926,Ġ ou fl,86754 1575 597
35788,crom,'crom',1,2,592,1371.848388124577,3771,Ġc rom,3179 592
38163,ĠAbercrom,'Abercrom',1,4,592,2403.1485955454186,18976,ĠA ber c rom,12884 964 4536 592
37521,Ġimpover,'impover',1,2,581,644.5269583190449,1296,Ġimp over,715 581
37373,aparte,'aparte',1,2,569,1819.4620083969887,6387,Ġapart e,569 5818
23142,iott,'iott',1,2,567,1085.4611923049108,2645,Ġi ott,2078 567
36322,ĠParmen,'Parmen',1,2,560,715.4299406650522,1474,ĠPar men,560 914
36114,Ġgrues,'grues',1,2,558,806.615149870122,1724,Ġgr ues,1166 558
5925,lict,'lict',1,2,550,1425.9558197924655,4247,Ġl ict,3697 550
36034,redict,'redict',1,2,550,1248.4790747145103,3384,Ġred ict,2834 550
19696,Ġdisple,'disple',1,2,544,1354.388422868417,3916,Ġdis ple,3372 544
20734,prus,'prus',1,2,535,1600.8279108011584,5325,Ġpr us,535 4790
34887,ĠLumb,'Lumb',1,2,535,1818.9117625657377,6719,ĠL umb,6184 535
35806,mower,'mower',1,2,519,1408.593979825272,4342,Ġm ower,3823 519
8247,ulpt,'ulpt',1,3,519,1265.232098101336,6815,Ġu l pt,519 5599 697
29084,ulton,'ulton',1,3,519,1505.3886619226435,7292,Ġu l ton,519 5599 1174
7545,resents,'resents',1,2,513,723.7216315683812,1534,Ġres ents,1021 513
19929,asset,'asset',1,2,506,1409.9907801117004,4435,Ġass et,506 3929
29198,ĠSwind,'Swind',1,2,505,643.5060217278465,1325,ĠSw ind,505 820
37935,arency,'arency',1,2,481,745.6782147816842,1637,Ġaren cy,1156 481
21161,JAMIN,'JAMIN',1,3,475,1069.1684954089937,4522,ĠJ AM IN,3257 475 790
18374,Ġbyeb,'byeb',1,2,473,3576.498147629881,27516,Ġby eb,27043 473
33637,Ġald,'ald',1,2,470,9661.269067777797,199066,Ġa ld,198596 470
31836,inational,'inational',1,2,469,8108.611410099764,140660,Ġin ational,140191 469
30479,ĠInns,'Inns',1,2,454,2256.258407186553,11667,ĠIn ns,11213 454
31151,cturn,'cturn',1,3,452,1987.770296943519,9097,Ġc t urn,3179 5466 452
31954,Ġnocturn,'nocturn',1,3,452,2041.7643438024136,33833,Ġno ct urn,32807 574 452
23984,Ġvener,'vener',1,2,450,903.9911503991613,2266,Ġv ener,1816 450
31198,artered,'artered',1,2,446,651.9493845384007,1399,Ġar tered,953 446
22295,odeon,'odeon',1,3,443,2109.251405938124,10227,Ġo de on,3234 443 6550
18955,wlin,'wlin',1,2,441,1081.449027925033,3093,Ġw lin,2652 441
30940,ĠHokkaid,'Hokkaid',1,4,431,1657.766141695921,10847,ĠH ok k aid,5421 764 4231 431
30590,-crit,'-crit',1,3,428,4122.0355316884015,41040,Ġ- c rit,36076 4536 428
21581,ueva,'ueva',1,3,422,1084.1378539114573,6759,Ġu e va,519 5818 422
20257,riptions,'riptions',1,3,421,904.762811583666,3642,Ġri pt ions,421 697 2524
5979,arently,'arently',1,3,414,5150.531612549048,47856,Ġare nt ly,38974 414 8468
34100,hantas,'hantas',1,3,414,1345.3363720636194,6452,Ġha nt as,1221 414 4817
34886,ĠLipp,'Lipp',1,2,408,1588.4180809849784,6592,ĠL ipp,6184 408
32894,reatening,'reatening',1,3,397,1588.2238349468275,7140,Ġre at ening,2242 4501 397
9715,emeter,'emeter',1,2,395,546.461343555059,1151,Ġem eter,756 395
32398,emeteries,'emeteries',1,3,395,1028.84879077582,4798,Ġem eter ies,756 395 3647
36947,ĠTyrann,'Tyrann',1,3,387,973.7892094445798,6526,ĠTy ran n,387 417 5722
34470,Ġirrevers,'irrevers',1,3,385,990.7681281450443,4771,Ġir re vers,385 3704 682
31528,achau,'achau',1,3,382,1674.6866256845183,7751,Ġac ha u,382 2553 4816
20920,acter,'acter',1,2,382,994.4837856898419,2971,Ġac ter,382 2589
37271,ĠPregn,'Pregn',1,3,372,2510.450381448838,13527,ĠP reg n,7433 372 5722
26778,maha,'maha',1,2,371,973.2229960291729,2924,Ġma ha,371 2553
31065,Ġosc,'osc',1,2,370,1093.8829919145835,3604,Ġo sc,3234 370
31082,enkins,'enkins',1,2,367,665.2833982597193,1573,Ġen kins,1206 367
25325,mberg,'mberg',1,2,366,1182.8854551477075,4189,Ġm berg,3823 366
18009,Ġarrog,'arrog',1,2,365,589.7838587143598,1318,Ġar rog,953 365
21044,Ġantid,'antid',1,2,361,1045.863279783739,3391,Ġant id,361 3030
23415,IELD,'IELD',1,3,356,5424.3523621167915,188565,ĠI E LD,185796 2413 356
35127,utsch,'utsch',1,3,356,4413.172508755938,89893,Ġ uts ch,86754 356 2783
28195,muda,'muda',1,2,349,1841.2457739259034,10063,Ġmud a,349 9714
31386,agerie,'agerie',1,3,335,2372.953308207515,14116,Ġag er ie,335 9646 4135
36075,agena,'agena',1,2,330,332.49060137092573,665,Ġag ena,335 330
36629,asmuch,'asmuch',1,3,326,4277.455517317364,48499,Ġas m uch,42528 5645 326
26575,anoff,'anoff',1,2,325,2734.8765968503953,23339,Ġan off,23014 325
31435,irao,'irao',1,3,323,6271.065695807482,95878,Ġ ira o,86754 323 8801
31881,otirao,'otirao',1,4,323,2662.4781144403337,17824,Ġo t ira o,3234 5466 323 8801
22153,inement,'inement',1,2,320,6697.84442936681,140511,Ġin ement,140191 320
29679,antle,'antle',1,2,304,2645.043666936333,23318,Ġan tle,23014 304
37335,ieces,'ieces',1,3,297,4740.678355886066,91186,Ġ ie ces,86754 4135 297
17201,audible,'audible',1,2,295,524.0658355588544,1226,Ġaud ible,295 931
32613,KERS,'KERS',1,2,292,1289.8899177836843,5990,ĠK ERS,5698 292
16994,Ġwaff,'waff',1,2,292,457.88208088982884,1010,Ġwa ff,292 718
21140,afael,'afael',1,3,280,2164.6258373036767,13723,Ġaf a el,280 9714 3729
32084,obiles,'obiles',1,2,279,341.0908969761581,696,Ġob iles,279 417
33531,ĠANNOUNC,'ANNOUNC',1,5,275,1108.7628795084142,8828,ĠAN N OU N C,317 2298 275 2298 3640
19095,incinn,'incinn',1,2,273,436.2121043712564,970,Ġinc inn,697 273
36440,ĠPortal,'Portal',1,2,273,1414.2128552661368,7599,ĠPort al,273 7326
20632,Ġbould,'bould',1,2,265,1069.0860582759458,4578,Ġb ould,4313 265
34083,READY,'READY',1,3,264,759.0967015092521,3231,ĠRE AD Y,264 746 2221
11916,REAMING,'REAMING',1,3,264,604.6674856998934,2502,ĠRE AM ING,264 475 1763
24118,rengi,'rengi',1,3,262,1680.1954728146295,10579,Ġre ng i,2242 262 8075
13060,eez,'eez',1,2,259,781.3213167449103,2616,Ġe ez,2357 259
34793,Ġrendez,'rendez',1,3,259,932.1873245809435,3896,Ġre nd ez,2242 1395 259
23935,Ġthirt,'thirt',1,2,259,499.6758949559203,1223,Ġth irt,964 259
32604,Di,'Di',1,1,258,258.0,258,ĠDi,258
24854,ĠDebor,'Debor',1,2,258,550.8248360413678,1434,ĠDe bor,1176 258
32336,ugsburg,'ugsburg',1,3,257,372.33781748083175,1163,Ġu gs burg,519 257 387
29660,urich,'urich',1,2,256,419.0656273186813,942,Ġur ich,256 686
37545,megen,'megen',1,2,255,3132.3936534222544,38733,Ġme gen,38478 255
25014,innou,'innou',1,2,253,631.2487623750247,1828,Ġinn ou,253 1575
16571,iami,'iami',1,2,247,716.4258510132086,2325,Ġi ami,2078 247
32016,epan,'epan',1,2,244,1195.5551011977666,6102,Ġep an,244 5858
35911,aliation,'aliation',1,2,242,564.9761056894356,1561,Ġal iation,1319 242
7661,merican,'merican',1,2,237,325.846589670661,685,Ġmer ican,448 237
13332,ricane,'ricane',1,3,237,1571.5691224029515,8870,Ġr ican e,2815 237 5818
24424,phis,'phis',1,2,236,1087.1467242281515,5244,Ġph is,236 5008
21831,rament,'rament',1,2,235,813.3418715398838,3050,Ġr ament,2815 235
33707,ĠSask,'Sask',1,2,235,1348.8402425787863,7977,ĠS ask,7742 235
19385,iago,'iago',1,2,232,694.3313330104007,2310,Ġi ago,2078 232
7975,inois,'inois',1,2,230,5678.373886950388,140421,Ġin ois,140191 230
24794,ĠHepha,'Hepha',1,2,223,2193.755455833672,21804,ĠHe pha,21581 223
27450,otesque,'otesque',1,3,218,757.2845103695395,4068,Ġo tes que,3234 218 616
27092,wali,'wali',1,2,213,751.5823308194521,2865,Ġw ali,2652 213
28673,ĠRajagopal,'Rajagopal',1,4,213,1633.245278964594,11810,ĠRaj ag op al,213 2115 2156 7326
11440,//,'//',1,2,212,765.485466877066,2976,Ġ/ /,212 2764
36831,craper,'craper',1,2,204,481.3979642665723,1340,Ġcra per,204 1136
17794,Ġecc,'ecc',1,2,204,693.417623081502,2561,Ġe cc,2357 204
38297,ucalyptus,'ucalyptus',1,5,201,1095.7738966622217,10743,Ġu c aly pt us,519 4536 201 697 4790
3406,aturday,'aturday',1,3,197,2867.3875413928663,45909,Ġat ur day,42924 2788 197
4692,nesday,'nesday',1,3,197,1393.5692116981518,8660,Ġn es day,2190 6273 197
8452,Ġresemb,'resemb',1,1,195,195.0,195,Ġresemb,195
2355,mbers,'mbers',1,2,193,858.9755526206789,4016,Ġm bers,3823 193
32297,ophila,'ophila',1,3,193,663.529821648884,4271,Ġop h ila,193 3665 413
23276,ottal,'ottal',1,3,184,1633.5844257966503,10744,Ġo tt al,3234 184 7326
18617,Ġreleg,'releg',1,2,182,924.6815668109751,4880,Ġrele g,182 4698
25869,reras,'reras',1,2,181,637.0259021421344,2423,Ġre ras,2242 181
19343,Ġskelet,'skelet',1,2,172,406.34960317440954,1132,Ġske let,172 960
25041,Ġunpre,'unpre',1,2,172,798.1779250267449,3876,Ġunp re,172 3704
13685,iasm,'iasm',1,2,170,594.356795199651,2248,Ġi asm,2078 170
36397,omburg,'omburg',1,3,170,560.3331351172384,3724,Ġo mb urg,3234 170 320
2295,ccess,'ccess',1,2,169,732.9740786685431,3348,Ġc cess,3179 169
35105,shit,'shit',1,1,163,163.0,163,Ġshit,163
26063,wreck,'wreck',1,1,163,163.0,163,Ġwreck,163
11897,helor,'helor',1,2,161,941.6942178860401,5669,Ġhel or,161 5508
27581,juku,'juku',1,3,161,1485.8847537072008,9208,Ġju k u,161 4231 4816
32221,Ġsuperstit,'superstit',1,2,160,368.5647839932623,1009,Ġsuper stit,849 160
14885,celine,'celine',1,2,159,710.9578046551006,3338,Ġc eline,3179 159
25701,queline,'queline',1,2,159,375.3318531646362,1045,Ġqu eline,886 159
36405,pedition,'pedition',1,2,153,357.2142214414201,987,Ġped ition,153 834
34706,pensive,'pensive',1,2,151,837.7636898314464,4799,Ġp ensive,4648 151
18429,Ġfaire,'faire',1,2,149,387.7383138148719,1158,Ġfa ire,149 1009
36367,ĠfaÃ§,'faç',1,2,149,156.79604586851033,314,Ġfa Ã§,149 165
18391,cival,'cival',1,2,148,685.9241940622885,3327,Ġc ival,3179 148
18887,ĠNatter,'Natter',1,2,148,619.0088852350992,2737,ĠNat ter,148 2589
22743,½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,'��������',1,2,146,166.11441839888553,335,Ġï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿ ½,146 189
37639,ASURE,'ASURE',1,2,142,157.63882770434458,317,ĠAS URE,175 142
26090,icello,'icello',1,3,142,4199.280257392329,92907,Ġ ic ello,86754 6011 142
22487,keley,'keley',1,2,142,426.66614583301543,1424,Ġke ley,142 1282
32757,utants,'utants',1,2,142,387.23636192899016,1198,Ġut ants,142 1056
36658,ĠRocke,'Rocke',1,2,141,442.0701301829834,1527,ĠRoc ke,141 1386
24894,zegov,'zegov',1,3,140,869.36505395586,5837,Ġze g ov,140 4698 999
30750,ĠREME,'REME',1,2,139,191.56200040717883,403,ĠRE ME,264 139
10469,Ġadvoc,'advoc',1,1,139,138.99999999999997,139,Ġadvoc,139
34668,TIL,'TIL',1,2,138,940.0074467790132,6541,ĠT IL,6403 138
20191,Ġmagist,'magist',1,2,136,670.7369081838277,3444,Ġmag ist,136 3308
22196,ĠBasket,'Basket',1,2,135,1071.718246555502,8643,ĠB asket,8508 135
5198,sych,'sych',1,2,134,610.6733987984087,2917,Ġsy ch,134 2783
27943,CEMBER,'CEMBER',1,3,133,1342.597913393332,10087,ĠC E MBER,7541 2413 133
25415,VEMBER,'VEMBER',1,3,133,1073.1509816388964,6397,ĠV E MBER,3851 2413 133
14767,ampton,'ampton',1,2,133,908.2945557471983,6336,Ġam pton,6203 133
18565,ĠFauc,'Fauc',1,2,131,865.557046069177,5850,ĠF auc,5719 131
17240,titles,'titles',1,1,130,129.99999999999997,130,Ġtitles,130
16603,intendent,'intendent',1,2,127,628.3653395915468,3236,Ġintend ent,127 3109
29220,ĠSuzan,'Suzan',1,2,126,216.20823296072697,497,ĠSu zan,371 126
11215,Ġgigg,'gigg',1,1,124,124.00000000000003,124,Ġgigg,124
32601,Ara,'Ara',1,1,123,122.99999999999994,123,ĠAra,123
30286,UALLY,'UALLY',1,2,123,523.0219880655116,2347,ĠU ALLY,2224 123
37525,ribers,'ribers',1,2,119,899.3569925229921,6916,Ġrib ers,119 6797
11556,Ġeter,'eter',1,1,118,118.00000000000004,118,Ġeter,118
2651,ovember,'ovember',1,3,117,855.3695663047266,5005,Ġo ve mber,3234 1654 117
18968,ingdon,'ingdon',1,2,116,200.91789367798967,464,Ġing don,116 348
23421,Ġingen,'ingen',1,2,116,804.8975090034749,5701,Ġing en,116 5585
36544,PEOP,'PEOP',1,3,115,1458.5551870009187,11178,ĠP EO P,7433 115 3630
20834,omersault,'omersault',1,3,114,382.6744660978903,3500,Ġo mers ault,3234 152 114
36025,ophane,'ophane',1,2,114,148.33071158731758,307,Ġop hane,193 114
7209,Ġswall,'swall',1,1,114,114.00000000000003,114,Ġswall,114
37171,etres,'etres',1,2,113,413.0738432774461,1623,Ġet res,113 1510
38140,Ġunavoid,'unavoid',1,3,111,479.39472318187353,3680,Ġuna v oid,111 3265 304
24043,COND,'COND',1,2,110,601.2154355969245,3396,ĠCON D,110 3286
28151,CTOBER,'CTOBER',1,4,105,1276.3925331763437,11905,ĠC TO B ER,7541 105 3217 1042
14869,omaster,'omaster',1,2,101,571.5190285546058,3335,Ġo master,3234 101
35782,TORY,'TORY',1,2,98,792.1451887122714,6501,ĠT ORY,6403 98
37950,inderman,'inderman',1,2,98,274.1641843859261,865,Ġind erman,767 98
23581,ĠBowd,'Bowd',1,2,98,913.1177361107387,8606,ĠB owd,8508 98
33217,ENTLE,'ENTLE',1,3,96,641.3989191655864,4828,ĠE NT LE,4054 96 678
34665,Sund,'Sund',1,1,96,95.99999999999999,96,ĠSund,96
18414,ologna,'ologna',1,3,95,824.2964506978797,5152,Ġo log na,3234 95 1823
32936,iviers,'iviers',1,2,94,176.3916097777895,425,Ġiv iers,94 331
18294,ĠNamib,'Namib',1,2,94,321.412507535099,1193,ĠNam ib,94 1099
12550,uscript,'uscript',1,2,93,911.3122406727565,9023,Ġus cript,8930 93
36718,Ġcucar,'cucar',1,2,93,674.366369268219,4983,Ġcuc ar,93 4890
13424,Ġunsuccess,'unsuccess',1,1,93,93.00000000000003,93,Ġunsuccess,93
13447,Ġhorm,'horm',1,1,92,92.00000000000001,92,Ġhorm,92
38966,ashions,'ashions',1,2,91,479.2535863193928,2615,Ġash ions,91 2524
33589,beak,'beak',1,1,89,88.99999999999999,89,Ġbeak,89
27736,endicular,'endicular',1,2,89,600.8194404311499,4145,Ġend icular,4056 89
13743,Ġambit,'ambit',1,1,89,88.99999999999999,89,Ġambit,89
38025,ĠGenevie,'Genevie',1,2,88,116.79041056525149,243,ĠGene vie,88 155
31109,ĠTotten,'Totten',1,2,88,750.642391555393,6491,ĠT otten,6403 88
13998,Ġcush,'cush',1,1,86,85.99999999999997,86,Ġcush,86
34846,iffic,'iffic',1,2,83,1252.2787229686535,18977,Ġif fic,18894 83
36420,ĠJocely,'Jocely',1,2,83,160.92234151913163,395,ĠJo cely,312 83
32669,Å©,'ũ',1,2,81,98.5900603509299,201,ĠÅ ©,81 120
30150,ĠGÃ¼nd,'Günd',1,2,80,334.06586176980136,1475,ĠGÃ¼ nd,80 1395
14765,ĠMunicip,'Municip',1,1,79,79.0,79,ĠMunicip,79
14801,Ġconson,'conson',1,1,79,79.0,79,Ġconson,79
14807,Ġtreacher,'treacher',1,1,79,79.0,79,Ġtreacher,79
27140,acinth,'acinth',1,2,78,172.61517893858576,460,Ġac inth,382 78
13400,ficial,'ficial',1,2,78,499.6778962491734,3279,Ġf icial,3201 78
22741,ĠCircass,'Circass',1,2,75,287.09754439911177,1174,ĠCirc ass,75 1099
12007,adelp,'adelp',1,2,74,243.9180190145861,878,Ġad elp,804 74
28234,ĠIbad,'Ibad',1,2,74,3707.9514559929185,185870,ĠI bad,185796 74
15396,Ġdiscom,'discom',1,1,74,74.00000000000003,74,Ġdiscom,74
15424,Ġphysic,'physic',1,1,74,74.00000000000003,74,Ġphysic,74
18080,incorporated,'incorporated',1,1,73,72.99999999999999,73,Ġincorporated,73
35077,onderkommando,'onderkommando',1,5,73,609.2423999145835,8156,Ġo nder k omm ando,3234 416 4231 202 73
29913,ritious,'ritious',1,2,72,239.6998122652582,870,Ġrit ious,72 798
15638,Ġbegg,'begg',1,1,72,72.0,72,Ġbegg,72
15660,Ġrit,'rit',1,1,72,72.0,72,Ġrit,72
15674,Ġworksh,'worksh',1,1,72,72.0,72,Ġworksh,72
29842,Ġcatastro,'catastro',1,2,71,400.84036722865125,2334,Ġcat astro,2263 71
35356,ĠDivisi,'Divisi',1,2,70,97.92854537876076,207,ĠDiv isi,137 70
22541,Ġunmist,'unmist',1,2,70,457.4166590757269,3059,Ġun mist,2989 70
26987,ĠPlantagen,'Plantagen',1,2,69,77.47902942086972,156,ĠPlant agen,69 87
4693,Ġninet,'ninet',1,1,69,69.00000000000001,69,Ġninet,69
26564,erpine,'erpine',1,2,68,696.7438553729768,7207,Ġer pine,7139 68
