line_no,example_id,source,nearest_cue,distance_to_cue_chars,target_word,target_word_freq,alternative_word,alternative_word_freq,local_alt_rank,scale_local_margin_target_minus_alt,scale_full_margin_target_minus_alt,base_full_margin_target_minus_alt,context_gain_full_minus_local,scale_minus_base_full_margin,scale_full_target_rank,scale_full_alt_rank,base_full_target_rank,base_full_alt_rank,scale_full_error_vs_alt,unsaturated_abs_full_margin_le_0p5,context_decides_local_alt_full_gold,scale_weaker_than_base_by_0p5,snippet
3050,15064,childes,front,50,bout,424,spell,689,10,7.056475639343262,10.460074424743652,8.681982517242432,3.4035987854003906,1.7780919075012207,1,14,1,11,False,False,False,False,'bout if you take the other k kids to school and let them get out and then come back and get him. *CHI: why? *MOT: don't that sound better? *CHI: but what's going to be their school? *MOT: we gotta build them a school. *MOT: come on let's make them a school. *CHI: [Chi and Mot start to build.] *CHI: what's gonna be their roof? *MOT: how 'bout this? [musical noise] *MOT: put the block in front of you. *MOT: and work on the side over there. *CHI: w
3058,16687,childes,last,55,laughs,8704,giggles,490,2,3.448322296142578,3.685863494873047,3.124492645263672,0.23754119873046875,0.561370849609375,1,4,1,3,False,False,False,False,to eat it. *SIS: but I had three so... *MOT: you had three bananas? *SIS: last night [laughing]. *BRO: don't drop it. %int: suddenly I don't know what about *CHI: I only had one. *MOT: when did you have a banana? *CHI: last night. *SIS: when he came home. *CHI: oh! *CHI: [laughs]. *BRO: xxx the whole head off? *CHI: [laughs]. *CHI: I got a banana hello hello [singing]. *MOT: alright Chi come sit down and eat it. *CHI: huh? *CHI: I got a banana [s
3058,16687,childes,last,14,laughing,2076,laughs,8704,1,-0.9264469146728516,-0.6841335296630859,-2.13442325592041,0.24231338500976562,1.4502897262573242,2,1,2,1,True,False,False,False,to eat it. *SIS: but I had three so... *MOT: you had three bananas? *SIS: last night [laughing]. *BRO: don't drop it. %int: suddenly I don't know what about *CHI: I only had one. *MOT: when did you have a banana? *CHI: last night. *SIS: when he came home. *CHI: oh! *CHI: [laughs]. *BRO: xxx the whole head off? *CHI: [laughs]. *CHI: I got a banana hello hello [singing]. *MOT: alright Chi come sit down and eat it. *CHI: huh? *CHI: I got a banana [s
3059,10065,childes,over,82,laughs,8704,giggles,490,2,5.774148941040039,4.321454048156738,4.766441345214844,-1.4526948928833008,-0.44498729705810547,1,3,1,3,False,False,False,False,on silver man's head] *MOT: [pushes silver ball between the two ends of the horseshoe magnet on the black base] *CHI: hey. *CHI: how did you do that [move ball maybe]? *MOT: oh! *CHI: what? *MOT: look at! [has placed a silver man on top of the silver ball on the black base and is moving the silver ball by moving the man] *MOT: it [silver ball?] goes good on xxx. *CHI: mom see what I did to... *MOT: 'oops! [horseshoe magnet and silver man with bal
3059,10065,childes,over,30,laughs,8704,giggles,490,2,5.5138750076293945,4.004051208496094,4.064201354980469,-1.5098237991333008,-0.060150146484375,1,4,1,4,False,False,False,False,on silver man's head] *MOT: [pushes silver ball between the two ends of the horseshoe magnet on the black base] *CHI: hey. *CHI: how did you do that [move ball maybe]? *MOT: oh! *CHI: what? *MOT: look at! [has placed a silver man on top of the silver ball on the black base and is moving the silver ball by moving the man] *MOT: it [silver ball?] goes good on xxx. *CHI: mom see what I did to... *MOT: 'oops! [horseshoe magnet and silver man with bal
3060,21327,childes,around,22,nina,3099,mother,7443,3,0.2515840530395508,0.6215763092041016,0.4004669189453125,0.3699922561645508,0.22110939025878906,1,2,1,2,False,False,False,False,dance and then hands doll to nina.] *MOT: let's see dance dance. *MOT: make dolly dance. [nina starts to dance around] *MOT: you make dolly dance. *CHI: dancing. *MOT: you're dancing. [laughs as she watches nina dance] *MOT: do you like to dance? *MOT: what is Nina doing? [nina starts to laugh as she dances. her pants start to fall off as she dances.] *MOT: oh oh what happened? *CHI: no. *MOT: your pants? *CHI: yeah [yes]. *MOT: what happened to 
3060,21327,childes,around,74,laughs,8704,sounds,1437,1,-0.28109169006347656,-0.7916765213012695,-2.5924549102783203,-0.510584831237793,1.8007783889770508,4,2,15,1,True,False,False,False,dance and then hands doll to nina.] *MOT: let's see dance dance. *MOT: make dolly dance. [nina starts to dance around] *MOT: you make dolly dance. *CHI: dancing. *MOT: you're dancing. [laughs as she watches nina dance] *MOT: do you like to dance? *MOT: what is Nina doing? [nina starts to laugh as she dances. her pants start to fall off as she dances.] *MOT: oh oh what happened? *CHI: no. *MOT: your pants? *CHI: yeah [yes]. *MOT: what happened to 
3061,26514,gutenberg,right,9,thou,881,chan,105,46,6.359803199768066,6.959603309631348,6.681315898895264,0.5998001098632812,0.278287410736084,1,100,1,122,False,False,False,False,"castle, journey on southward to Nottingham, where the king hath another castle which oft holdeth many prisoners. He keepeth there certain children, the hostages he demandeth of their fathers. And no man knoweth when they will die, for that is a matter of the king's pleasure."" The old verger now seemed to fall into a reverie, in which he remained so long that Hugo rose from the stone bench, thus rousing him. Slowly he raised himself from his seat,"
3065,20756,childes,turn,14,ross,3089,mark,3151,2,0.9883031845092773,1.4185457229614258,1.558807373046875,0.43024253845214844,-0.14026165008544922,1,2,1,2,False,False,False,False,*CHI: um no. *FAT: okay. *CHI: there were all Snake Womens all over the tent all over that part. *CHI: and I shot them with all the with one arrow. *FAT: uhhum. *FAT: good. *CHI: and then it was time to go out of the spaceship because it was going to explode. *CHI: and we didn't get exploded on. *FAT: I see hum interesting. *MAR: and we xxx. *FAT: it was a spaceship hum. *CHI: uhhum. *MAR: and we xxx. *FAT: is that the end? *FAT: okay turn it off
3082,24238,gutenberg,front,12,going,13574,come,14567,2,-0.022462844848632812,-0.31464529037475586,0.3792743682861328,-0.29218244552612305,-0.6939196586608887,9,8,10,13,True,True,False,True,"going on in front with Penelope, ""but in the making. That's it--it's in the making. We are likely to be richer and richer. Father is so excited you can scarcely hold him in bounds. But there, my dear, there. I am sorry Flossie is so rude, but the child's head is turned by her fine prospects."" When they got near the house Nesta turned and looked at Flossie. ""So you are never going to speak to me again, even though--"" ""Well?"" said Flossie. ""Even th"
3083,48430,open_subtitles,before,81,street,1809,away,7015,2,-6.669959664344788,-3.671286702156067,-3.4717612266540527,2.9986729621887207,-0.19952547550201416,1556,17,3869,162,True,False,False,False,"street from Mohhamed Atta and 3 other accused Muslims. On August 18th, one month before the 9/11 attacks, a New York Times article by reporter Shilla Kayne... described a group of # foreign artists who smuggled their way... into the WTC just months before the 9/11. The artists occupied studio space free of charge on the 91 floor... with 14 other artists and claimed to be writing a book, called ""The B-Thing"". They also claimed that they constructe"
3084,19928,childes,right,15,pointing,404,points,2075,1,-0.7867622375488281,0.2274188995361328,-0.4059743881225586,1.014181137084961,0.6333932876586914,2,3,3,2,False,True,False,False,him up here Mary what did Shana do? *FAT: so that was another one where Shana hurt you? *CHI: yeah. *MOT: it sounds kinda xxx. *CHI: and xxx... *FAT: you're over generalizing Ross between the scare you go. *CHI: Cassie hurt me. *CHI: Katie hurt me. *FAT: where did Cassie hurt you? *CHI: right dere. [pointing to his chest] *CHI: yeah. *MOT: Shana and the girls are real xxx. *CHI: yeah. *FAT: yeah. *MOT: he never tells me the boys are bad. *FAT: ye
3085,18255,childes,next,24,used,4834,illustration,935,8,-5.710275769233704,-2.9921610355377197,-0.6650786399841309,2.718114733695984,-2.327082395553589,1262,199,451,312,True,False,False,True,it just shows that you're not paying attention. *FAT: okay. *FAT: don't you think you better start thinking about being good now? *FAT: okay what are some things you can do to be good? *MOT: I'll tell you some things you don't tell me the things you don't do. *CHI: don't play basketball. *FAT: [laughs] what are things you're not sposta do [coughs]? *FAT: so you won't get in trouble. *CHI: fight. *CHI: lie. *CHI: shout! *FAT: shout. *MOT: and teas
3085,18255,childes,next,54,ross,3089,nina,3099,7,0.47690773010253906,5.566231727600098,4.731459617614746,5.089323997497559,0.8347721099853516,1,21,1,20,False,False,False,False,it just shows that you're not paying attention. *FAT: okay. *FAT: don't you think you better start thinking about being good now? *FAT: okay what are some things you can do to be good? *MOT: I'll tell you some things you don't tell me the things you don't do. *CHI: don't play basketball. *FAT: [laughs] what are things you're not sposta do [coughs]? *FAT: so you won't get in trouble. *CHI: fight. *CHI: lie. *CHI: shout! *FAT: shout. *MOT: and teas
3091,40668,open_subtitles,left,39,good,15059,happy,2288,4,2.872560501098633,4.831263542175293,4.396799087524414,1.9587030410766602,0.4344644546508789,2,6,2,8,False,False,False,False,"grandfather's kitchen. She's from Dublin. In 1903, Caroline and all her brothers and sisters came to live here... in New Orleans. I'd find excuses to go down to that kitchen... just so I could look at her. April 25th, 1918. Happiest day of my life. The day I married your mother. Why didn't you just tell me? I plan on leaving everything I have to you. –I have to go. –Where? Home. And what does he think, anyway? He thinks he can just show up... and"
3092,41689,open_subtitles,less,16,threw,520,help,4913,3,-4.6238508224487305,-2.5100150108337402,-0.9229602813720703,2.1138358116149902,-1.58705472946167,94,5,49,21,True,False,False,True,"threw us out in less than 3 minutes! He won't come back. So, let's return. With defeat written all over my face? I'd promised in front of everyone that I'll return only with Lucky. I'm not going anywhere. Look, we had lied to you about the asthma attack being a heart attack to get rid of you. What about Lucky's parents? Were their tears false as well? They must've reached the airport even before our flight took off awaiting their son to come back"
3094,309830,qwen_pair_packed,before,74,song,2356,video,918,2,3.35811710357666,5.5942230224609375,6.237607955932617,2.2361059188842773,-0.6433849334716797,1,16,1,6,False,False,False,True,"""You'd better make up your mind to stay another week, daughter,"" said grandma to Edna's mother. Grandma advised Edna's mother that it would be wise for her daughter to decide on remaining for an additional week. (song continues) (song continues) (song continues) (song fades) Where have you been? As the music continues before finally fading out, the song asks, ""Where have you been?"" Ramsey and the other two little girls being made Ben took his dep"
3094,309830,qwen_pair_packed,before,57,song,2356,music,3239,4,3.213489532470703,5.483611106872559,7.153007507324219,2.2701215744018555,-1.6693964004516602,1,15,1,23,False,False,False,True,"""You'd better make up your mind to stay another week, daughter,"" said grandma to Edna's mother. Grandma advised Edna's mother that it would be wise for her daughter to decide on remaining for an additional week. (song continues) (song continues) (song continues) (song fades) Where have you been? As the music continues before finally fading out, the song asks, ""Where have you been?"" Ramsey and the other two little girls being made Ben took his dep"
3095,18666,childes,over,76,father,4674,ross,3089,2,-0.0872812271118164,-0.8823375701904297,-0.07938480377197266,-0.7950563430786133,-0.802952766418457,6,2,3,2,True,False,False,True,"magnifying glass] *MAR: it needs cleaned out. [pittsburgh dialect] *FAT: no no we don't say that we say it needs to be cleaned out. *MAR: oh that thing is big! *FAT: yes I know. [father walks away] *FAT: okay. *FAT: very good. *MAR: oh it goes all the way over to there. *FAT: the microphone? *MAR: yeah. *MAR: and that is big. [background conversation between mother and father from 173to 18] [Father, Ross and Mark in the car on the way to camp kon"
3095,18666,childes,between,42,father,4674,ross,3089,1,-2.433837890625,-1.1919097900390625,0.31324100494384766,1.2419281005859375,-1.5051507949829102,3,1,3,4,True,False,False,True,"magnifying glass] *MAR: it needs cleaned out. [pittsburgh dialect] *FAT: no no we don't say that we say it needs to be cleaned out. *MAR: oh that thing is big! *FAT: yes I know. [father walks away] *FAT: okay. *FAT: very good. *MAR: oh it goes all the way over to there. *FAT: the microphone? *MAR: yeah. *MAR: and that is big. [background conversation between mother and father from 173to 18] [Father, Ross and Mark in the car on the way to camp kon"
3099,16603,childes,turn,66,sighs,525,laughs,8704,1,-4.579573631286621,-4.14780330657959,-4.316648483276367,0.43177032470703125,0.16884517669677734,15,1,7,1,True,False,False,False,peanut butter sandwiches. *MOT: aren't you sick of those yet? *CHI: no [laughs]. *CHI: [snorts]. *BRO: www [humming] xxx. *BRO: he don't want xxx he willn't turn. %int: sing song *BRO: I'm a xxx xxx. %int: sing song *MOT: [sighs]. *CHI: Mom he does that almost all the time. *MOT: he eats other people's leftovers. *CHI: yeah. *MOT: gross. *CHI: and he like buys each time four lunches two lunches three lunches five lunches... *MOT: oh Chi I think [
3099,16603,childes,near,83,laughs,8704,laughing,2076,2,0.7024288177490234,0.07211875915527344,2.634653091430664,-0.63031005859375,-2.5625343322753906,4,6,1,13,False,True,False,True,peanut butter sandwiches. *MOT: aren't you sick of those yet? *CHI: no [laughs]. *CHI: [snorts]. *BRO: www [humming] xxx. *BRO: he don't want xxx he willn't turn. %int: sing song *BRO: I'm a xxx xxx. %int: sing song *MOT: [sighs]. *CHI: Mom he does that almost all the time. *MOT: he eats other people's leftovers. *CHI: yeah. *MOT: gross. *CHI: and he like buys each time four lunches two lunches three lunches five lunches... *MOT: oh Chi I think [
3100,15883,childes,into,27,coughs,468,laughs,8704,1,-2.909329414367676,-2.38895320892334,-3.471022605895996,0.5203762054443359,1.0820693969726562,2,1,4,1,True,False,False,False,bear back down the chimney and onto the living room carpet with a bump. *CHI: zzz. [coughs] *MOT: Mrs Bear came into the room. *MOT: how did you get so dirty she gasped as she took him to the bathroom. *MOT: you look like you've been up the chimney. *MOT: I have said baby bear. *MOT: first I found a rocket then I put on my space helmet. *MOT: then I flew to the moon. *MOT: oh my said Mrs Bear laughing. *MOT: what will you think of next. *CHI: [sm
3100,15883,childes,onto,31,bear,2356,came,6887,1,-6.098601818084717,-4.354134559631348,-4.663914680480957,1.7444672584533691,0.3097801208496094,24,1,82,1,True,False,False,False,bear back down the chimney and onto the living room carpet with a bump. *CHI: zzz. [coughs] *MOT: Mrs Bear came into the room. *MOT: how did you get so dirty she gasped as she took him to the bathroom. *MOT: you look like you've been up the chimney. *MOT: I have said baby bear. *MOT: first I found a rocket then I put on my space helmet. *MOT: then I flew to the moon. *MOT: oh my said Mrs Bear laughing. *MOT: what will you think of next. *CHI: [sm
3101,21816,childes,more,34,cause,4000,think,16606,6,5.928060531616211,6.2248125076293945,6.197824478149414,0.2967519760131836,0.02698802947998047,1,3,1,3,False,False,False,False,know how it works? *CHI: no. *MOT: where would this one go? *MOT: which part? *CHI: this lady's gonna go for dancing and put this in her bag. [tries to stuff the small piece of cloth back in the mother doll's bag] *CHI: how do we put this back in her bag? *MOT: you can't put it in? *CHI: no. *MOT: why not? *CHI: 'cause it doesn't fit in there any more. *CHI: maybe the baby doesn't need underpants. *CHI: yeah [yes]. *CHI: put this back in the bag.
3102,309670,qwen_pair_packed,first,66,come,14567,look,12669,4,3.7894954681396484,6.523220062255859,5.402907371520996,2.733724594116211,1.1203126907348633,1,3,1,3,False,False,False,False,"""You haven't lost your senses, have you?"" ""I?"" cried the Little Red House. I?"" shrieked the Little Red House, ""have I really lost my mind? Escape unharmed he did, and in a most extraordinary and praiseworthy manner. He escaped unharmed, a feat accomplished in a manner that was both extraordinary and praiseworthy. ""Come in,"" she said, and a very business-like figure, which at the first glance she hardly recognised, made its appearance. She said 'C"
3102,309670,qwen_pair_packed,first,67,come,14567,break,1374,2,2.463207244873047,8.87348747253418,9.315841674804688,6.410280227661133,-0.4423542022705078,1,15,1,32,False,False,False,False,"""You haven't lost your senses, have you?"" ""I?"" cried the Little Red House. I?"" shrieked the Little Red House, ""have I really lost my mind? Escape unharmed he did, and in a most extraordinary and praiseworthy manner. He escaped unharmed, a feat accomplished in a manner that was both extraordinary and praiseworthy. ""Come in,"" she said, and a very business-like figure, which at the first glance she hardly recognised, made its appearance. She said 'C"
3106,9387,childes,left,19,cause,4000,nope,672,26,5.61216402053833,8.9747314453125,9.900225639343262,3.36256742477417,-0.9254941940307617,1,104,1,207,False,False,False,True,that. *CHI: when it ended. *CHI: why can't you go by that? *FAT: 'cause it doesn't start at zero. *CHI: it does. *FAT: no it doesn't! *CHI: does! *FAT: no it doesn't Scissors boy. [sound of scissors being opened and closed repeatedly] [Chi is probably playing with a pair of scissors] *FAT: it starts at like one something. *CHI: it's probably because it's counting like all the xxx stuff. [bef probably puts scissor down] *CHI: man look at xxx. [pro
3106,9387,childes,more,18,chuckles,481,laughing,2076,1,-4.747912406921387,-5.184986114501953,-3.6732349395751953,-0.4370737075805664,-1.5117511749267578,43,2,11,2,True,False,False,True,that. *CHI: when it ended. *CHI: why can't you go by that? *FAT: 'cause it doesn't start at zero. *CHI: it does. *FAT: no it doesn't! *CHI: does! *FAT: no it doesn't Scissors boy. [sound of scissors being opened and closed repeatedly] [Chi is probably playing with a pair of scissors] *FAT: it starts at like one something. *CHI: it's probably because it's counting like all the xxx stuff. [bef probably puts scissor down] *CHI: man look at xxx. [pro
3107,300202,qwen_pair_packed,above,37,west,1277,ward,170,14,-1.0828628540039062,8.1559476852417,8.304350852966309,9.238810539245605,-0.14840316772460938,1,15,1,11,False,False,True,False,"He commanded the men to make all speed to finish and complete their task at the cavern, so that he might sail out and pursue the vessels. He ordered the men to make all speed to finish and complete their task at the cavern, so that he might sail out and pursue the vessels. All polls indicate that New Yorkers will be turning out in record numbers today across the five boroughs to select a new president. According to all polls, New Yorkers across t"
3107,300202,qwen_pair_packed,above,37,west,1277,ward,170,12,-1.5019960403442383,8.406888961791992,8.65910005569458,9.90888500213623,-0.2522110939025879,1,17,1,13,False,False,True,False,"He commanded the men to make all speed to finish and complete their task at the cavern, so that he might sail out and pursue the vessels. He ordered the men to make all speed to finish and complete their task at the cavern, so that he might sail out and pursue the vessels. All polls indicate that New Yorkers will be turning out in record numbers today across the five boroughs to select a new president. According to all polls, New Yorkers across t"
3108,35468,gutenberg,between,57,locked,291,threw,520,2,-2.130950927734375,-2.08548641204834,-0.5538415908813477,0.045464515686035156,-1.5316448211669922,83,10,32,20,True,False,False,True,"locked them up in his safe, and his wife and the barmaid between them were trying to still the wails of the little, dark-eyed boy, who did not take readily to strangers and refused all their well-meant offers of comfort. Such a case had never been known in the neighbourhood, for not only had the stranger succumbed within a few hours of her arrival at Chagmouth, but the news soon leaked out that it was impossible to identify her. There were no pap"
3115,32752,gutenberg,more,41,miss,3265,mother,7443,13,1.4470386505126953,3.500391960144043,3.5010251998901367,2.0533533096313477,-0.00063323974609375,1,23,1,39,False,False,False,False,"a diversion by starting the rival air of-- ""Home for the holidays here we be, Out of the clutches of L.L.D."" ""'Tisn't home for the holidays,"" objected the smallest girl but one. ""Miss Campbell's never going to school no more. Her's coming home for all-a-ways."" But in defiance of her remonstrance, the stirring strains continued, till suddenly through the clamour a tiny shrill voice made itself heard. ""Let Towzer sing, let Towzer sing,"" it pleaded."
3116,17243,childes,right,71,laughs,8704,giggles,490,2,2.766322135925293,3.9580936431884766,4.244785308837891,1.1917715072631836,-0.28669166564941406,1,2,1,4,False,False,False,False,Videos. *CHI: here it is! *CHI: dear Mom. *CHI: xxx just began. *CHI: we love our food. *CHI: has just begun. *CHI: thank you for this nutritious food. *CHI: xxx [low voice]! *SIS: [laughs]. *CHI: can I eat this with xxx? *CHI: which is kind this lovely food I love today. *CHI: thank you mom for cooking this pizza I love. *CHI: which is my favorite kind of food. *CHI: amen praise the Lord for my momma! *CHI: that's it. *SIS: [laughs]. *MOT: sit d
3116,17243,childes,right,18,laughs,8704,coughs,468,2,2.579059600830078,4.369688987731934,4.524133682250977,1.7906293869018555,-0.15444469451904297,1,3,1,5,False,False,False,False,Videos. *CHI: here it is! *CHI: dear Mom. *CHI: xxx just began. *CHI: we love our food. *CHI: has just begun. *CHI: thank you for this nutritious food. *CHI: xxx [low voice]! *SIS: [laughs]. *CHI: can I eat this with xxx? *CHI: which is kind this lovely food I love today. *CHI: thank you mom for cooking this pizza I love. *CHI: which is my favorite kind of food. *CHI: amen praise the Lord for my momma! *CHI: that's it. *SIS: [laughs]. *MOT: sit d
3118,32210,gutenberg,face,65,dear,2527,poor,2259,3,1.73297119140625,1.4402971267700195,0.3172025680541992,-0.29267406463623047,1.1230945587158203,1,2,1,2,False,False,False,False,"the big tree, and his eyes filled with tears. ""I would like dedfully to go,"" he said, ""but poor Cissy. I _is_ so afraid Cissy will cry if I go."" He lifted his wistful little face to his mother's with an expression that went to her heart. ""Dear Ted,"" she said; ""you are a good, kind, little boy. But don't make yourself unhappy about Cissy. She is too little to cry for your going away, though she will laugh to see you come back."" Ted's face cleared,"
3119,18557,childes,over,13,marky,1140,ross,3089,2,-2.805518627166748,-2.6882429122924805,-1.1059741973876953,0.11727571487426758,-1.5822687149047852,9,1,3,1,True,False,False,True,can't see it! *CHI: you get your glasses? *FAT: I'll get my glasses but I don't know where they are. *FAT: I have find my glasses. *FAT: you found them? *CHI: they were right there. *CHI: on the chair. *FAT: no they weren't on the chair. *FAT: where were they? *CHI: in the room. *FAT: bedroom yes the bedroom. *CHI: I drive myself all over. [later.] *CHI: I finish. *CHI: I all finish. [Ross was going pee pee in the toilet.] *CHI: I can reach. [by 
3119,18557,childes,later,45,ross,3089,nina,3099,1,-2.386220932006836,5.2750959396362305,6.4871320724487305,7.661316871643066,-1.2120361328125,1,13,1,28,False,False,True,True,can't see it! *CHI: you get your glasses? *FAT: I'll get my glasses but I don't know where they are. *FAT: I have find my glasses. *FAT: you found them? *CHI: they were right there. *CHI: on the chair. *FAT: no they weren't on the chair. *FAT: where were they? *CHI: in the room. *FAT: bedroom yes the bedroom. *CHI: I drive myself all over. [later.] *CHI: I finish. *CHI: I all finish. [Ross was going pee pee in the toilet.] *CHI: I can reach. [by 
3122,17182,childes,hold,27,returns,314,calling,861,1,-0.6112480163574219,1.1685466766357422,1.0283451080322266,1.779794692993164,0.14020156860351562,4,8,4,7,False,False,True,False,on Bro! [seems to be having fun] [FAT is twirling Bro around?] *FAT: hold on Bro www! [whooo] [returns to room?] [noises by Bro] *FAT: show me what else you're gonna ask Santa Claus for over here Bro. *CHI: how do you spell Christmas? %int: yelling *CHI: that www [pain noises]. [hit himself on something] *CHI: ow ow ow ow ow! *MOT: www [laughs] here. *CHI: ow ow ow. *MOT: I forgot what I was doing and I cut it up for you. *CHI: ow ow ow. *FAT: oh
3122,17182,childes,near,24,cries,467,laughs,8704,1,-5.863324165344238,-4.438009262084961,-3.031905174255371,1.4253149032592773,-1.4061040878295898,11,1,3,1,True,False,False,True,on Bro! [seems to be having fun] [FAT is twirling Bro around?] *FAT: hold on Bro www! [whooo] [returns to room?] [noises by Bro] *FAT: show me what else you're gonna ask Santa Claus for over here Bro. *CHI: how do you spell Christmas? %int: yelling *CHI: that www [pain noises]. [hit himself on something] *CHI: ow ow ow ow ow! *MOT: www [laughs] here. *CHI: ow ow ow. *MOT: I forgot what I was doing and I cut it up for you. *CHI: ow ow ow. *FAT: oh
3124,13054,childes,right,23,puts,1421,putting,1034,2,1.2803173065185547,3.2052621841430664,2.297715187072754,1.9249448776245117,0.9075469970703125,1,4,2,8,False,False,False,False,*MOT: show Abby and Michelle [experimenters] how smart you are. *CHI: he hasta stand in there. [puts zebra in cup then giraffe] *CHI: one zebra. *MOT: well who's the zebra? *CHI: these two are the zebras. [stands zebras together] *MOT: and who is this? *CHI: kangaroo. *MOT: no. *MOT: that's a giraffe. *MOT: right? *CHI: giraffe. [puts giraffes in cups] *MOT: and what's this? [holds up lion] *CHI: a dog. *MOT: no. *CHI: he bites. *MOT: look close.
3131,51383,open_subtitles,after,69,cause,4000,know,28627,12,4.4659929275512695,5.850330829620361,5.282589435577393,1.3843379020690918,0.5677413940429688,1,18,1,22,False,False,False,False,"put you here. Did I dress myself? No, sir, I did it for you. You didn't go poking around in my suitcase now, did you? I put your gun in there after I unloaded it. You do anything else? Yes, sir, I'm very sure. 'Cause I know exactly how much traveling money I brought with me, boy. I didn't see no money 'cause I wasn't looking for no money, sir. I changed you into a fresh shirt and left you in your pants and your drawers from last night, it's all t"
3131,51383,open_subtitles,into,56,cause,4000,said,21540,22,5.495747089385986,8.215728282928467,6.997319221496582,2.7199811935424805,1.2184090614318848,1,43,1,68,False,False,False,False,"put you here. Did I dress myself? No, sir, I did it for you. You didn't go poking around in my suitcase now, did you? I put your gun in there after I unloaded it. You do anything else? Yes, sir, I'm very sure. 'Cause I know exactly how much traveling money I brought with me, boy. I didn't see no money 'cause I wasn't looking for no money, sir. I changed you into a fresh shirt and left you in your pants and your drawers from last night, it's all t"
3134,22387,childes,into,36,mother,7443,nina,3099,2,1.6522645950317383,0.7237987518310547,0.7580318450927734,-0.9284658432006836,-0.03423309326171875,1,2,1,2,False,False,False,False,"*MOT: okay look. [mother takes out a puzzle. nina goes into her mother's bed+room to look for something. she is too far away for the tape recorder to pick up much of what she says. the only word one hears is an occasional ""more.""] *MOT: can you help me make this Nina? *CHI: see. *MOT: show Nonno what you found. *MOT: a great big bed. *NON: does that go in the doll house? *CHI: mhm. *NON: where does it go? *NON: show me. *CHI: don't. [starts bangi"
3138,21970,childes,front,86,nina,3099,mother,7443,1,-0.8585472106933594,-0.7524509429931641,0.2649240493774414,0.10609626770019531,-1.0173749923706055,2,1,1,2,True,False,False,True,"of that car. [nina puts one car on top of another.] *MOT: no it shouldn't be. *MOT: should it be in front or behind? *CHI: behind. *MOT: you put it behind. *CHI: no you put it behind. *MOT: okay. *CHI: another one behind that one. [""knock"" is mispronounced.] *CHI: oh. *CHI: are they going to knock that tree down? *CHI: are they... *MOT: what are the cars going to do? *MOT: there're three cars in a row and they're gonna go and what's going to happ"
3139,21861,childes,over,11,nina,3099,mother,7443,2,-0.009079933166503906,0.23650169372558594,0.05118751525878906,0.24558162689208984,0.18531417846679688,1,2,1,2,False,True,False,False,to your slipper? *MOT: here can I have your foot so I can put your other slipper on? *CHI: no. *MOT: I love these slippers. *MOT: they're so cute. *CHI: mommy. [nina trips over something and falls. she starts crying loudly. she keeps crying until the end of this tape.] *CHI: put it. *CHI: xxx way. *CHI: mommy... *MOT: oh Nina fall down here. *MOT: let me let me um put your slippers on. *MOT: let me put your slippers on. *MOT: oh let's see the pic
3143,44550,open_subtitles,next,90,city,3972,place,5036,2,-5.874029159545898,-4.613974094390869,-5.360859155654907,1.2600550651550293,0.7468850612640381,279,8,212,4,True,False,False,False,"city where everyone's looking for us. Nobody has a place to stay. Nobody knows what to do next. Are you telling me this is the answer? - This place is a mess. - We'll repair it. Thank you for finding this for us. You have a truly extraordinary ability. Get everyone settled in. This place is perfect. We begin here. How much you wanna bet we're about to wake up a man with a crushing hangover? Curtis? Curtis Peck? Curtis Peck? Oh, my. You think some"
3146,300665,qwen_pair_packed,before,60,cause,4000,year,4139,13,0.9823970794677734,8.411990642547607,6.4961700439453125,7.429593563079834,1.915820598602295,1,52,1,14,False,False,False,False,"Yeung has also been given recognition from the New York City Council for her work for the LGBTQ+ youth community. Yeung has also received recognition from the New York City Council for her work for the LGBTQ+ youth community. So eager was she, that again and again she fell, but only to get up, and run on faster than before. So eager was she that she fell again and again, only to rise and run on faster than before. *FAT: the state gives money to t"
3147,7377,childes,more,18,nods,456,shakes,245,2,3.419997215270996,3.655010223388672,4.210905075073242,0.23501300811767578,-0.5558948516845703,1,2,1,2,False,False,False,True,eyes] *ROG: because they're loose I think. *ROG: because they're loose. *ROG: when does your birthday come next Sarah? *CHI: next week but I'm five. *ROG: next week! *CHI: I mean... *CHI: well I forget. *MOT: you just had a birthday last month. *ROG: and how old were you? *CHI: five. *ROG: you'll be starting school soon. *ROG: when does she start? *MOT: week from Thursday. [discussion of school between Roger and Mother] [continued discussion of s
3151,13142,childes,right,86,pretends,274,goes,2866,2,1.8017635345458984,1.812047004699707,1.0749626159667969,0.010283470153808594,0.7370843887329102,1,3,1,2,False,False,False,False,*CHI: me! *MOT: Chi me? *CHI: yeah! *MOT: okay come on in Chi me. *CHI: here I am. *MOT: well would you like some tea? *CHI: I brought my phone. *MOT: would you like some tea? [pretends to pour] *CHI: mhm! *MOT: and this is the sugar. *MOT: and you can just put it right here. *MOT: and here's the milk. *CHI: where's your milk? [BRO talking in background] *MOT: well I can use the same milk. *MOT: can I use the sugar too? *MOT: please? *MOT: thank 
