label,pid,pred,gold,pred_wc,gold_wc,pred_ic,gold_ic,is_nothing,is_recency,matches_initial,irrelevant_ops,entity_type
binding_ep25_alpha0p75,move_contents_0_ops_209,the coffee and the radio and the paper.,the coffee and the drug and the paper.,8,8,3,3,False,0,False,2,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_211,the ball and the tea and the television.,the ball and the key and the television.,8,8,3,3,False,0,False,2,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_220,the bell and the mirror and the television.,the bell and the flower and the television.,8,8,3,3,False,0,False,2,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_223,the card and the painting.,the boat and the crown.,5,5,2,2,False,0,False,2,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_224,the tape and the tie.,the tape and the television.,5,5,2,2,False,0,False,2,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_228,the drug and the bread and the flower.,the boot and the bread and the flower.,8,8,3,3,False,0,False,2,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_229,the milk.,the plate.,2,2,1,1,False,0,False,2,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_233,the sheet and the machine.,the sheet and the wheel.,5,5,2,2,False,0,False,2,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_234,the apple and the ball.,the bill and the cheese.,5,5,2,2,False,0,False,2,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_235,the bone.,the computer.,2,2,1,1,False,0,False,2,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_236,the bread and the coffee and the bone.,the bread and the coffee and the hat.,8,8,3,3,False,0,False,2,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_239,the dish and the leaf and the sheet.,the game and the pot and the wheel.,8,8,3,3,False,0,False,2,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_249,the bomb and the cigarette and the tie.,the bomb and the hat and the tie.,8,8,3,3,False,0,False,2,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_250,the engine and the tie.,the disk and the rock.,5,5,2,2,False,0,False,2,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_258,the coat and the shirt and the ticket.,the glass and the shirt and the ticket.,8,8,3,3,False,0,False,2,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_270,the machine and the sheet and the watch.,the fan and the sheet and the watch.,8,8,3,3,False,0,False,3,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_276,the wire.,the leaf.,2,2,1,1,False,0,False,3,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_289,the beer and the bottle and the milk.,the block and the bottle and the milk.,8,8,3,3,False,0,False,3,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_291,the fish and the mirror and the pipe.,the fish and the mirror and the paper.,8,8,3,3,False,0,False,3,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_297,the coffee.,the camera.,2,2,1,1,False,0,False,3,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_298,the mirror and the tie.,the disk and the rock.,5,5,2,2,False,1,False,3,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_307,the brick and the shirt.,the seed and the shirt.,5,5,2,2,False,0,False,3,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_316,the car and the egg and the machine.,the bag and the letter and the tie.,8,8,3,3,False,0,False,3,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_317,the ball and the tea.,the chemical and the coffee.,5,5,2,2,False,0,False,3,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_320,the bomb and the meat.,the dress and the newspaper.,5,5,2,2,False,0,False,4,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_322,the ball and the guitar and the painting.,the cake and the guitar and the painting.,8,8,3,3,False,0,False,4,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_323,the fish and the milk.,the fig and the tea.,5,5,2,2,False,1,False,4,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_329,the computer and the glass.,the computer and the seed.,5,5,2,2,False,0,False,4,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_332,the plant.,the plate.,2,2,1,1,False,0,False,4,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_334,the dress and the picture.,the cash and the picture.,5,5,2,2,False,0,False,4,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_343,the disk and the shoe.,the creature and the shoe.,5,5,2,2,False,0,False,4,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_344,the leaf and the pot.,the cream and the map.,5,5,2,2,False,1,False,4,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_347,the tie and the bottle and the milk.,the block and the bottle and the milk.,8,8,3,3,False,0,False,4,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_351,the knife.,the map.,2,2,1,1,False,0,False,4,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_352,the map.,the leaf.,2,2,1,1,False,0,False,4,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_360,the beer and the tissue.,the beer and the gift.,5,5,2,2,False,0,False,4,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_363,the bus and the clock and the newspaper.,the beer and the fan and the wheel.,8,8,3,3,False,0,False,4,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_365,the jacket and the paper.,the jacket and the radio.,5,5,2,2,False,0,False,5,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_366,the car and the television and the tie.,the radio and the television and the tie.,8,8,3,3,False,0,False,5,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_367,the bag.,the rock.,2,2,1,1,False,0,False,5,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_375,the bottle and the shirt.,the seed and the shirt.,5,5,2,2,False,0,False,5,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_376,the magazine and the newspaper and the painting.,the cake and the disk and the game.,8,8,3,3,False,0,False,5,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_379,the branch and the file and the wheel.,the brain and the drug and the map.,8,8,3,3,False,0,False,5,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_381,the hat.,the suit.,2,2,1,1,False,0,False,5,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_383,the plate and the bottle.,the plate and the string.,5,5,2,2,False,0,False,5,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_385,the shirt.,the leaf.,2,2,1,1,False,0,False,5,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_390,the tea.,the suit.,2,2,1,1,False,1,False,5,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_395,the beer and the cream and the drug.,the boot and the cup and the leaf.,8,8,3,3,False,0,False,5,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_398,the document and the tea.,the gift and the shoe.,5,5,2,2,False,0,False,6,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_402,the bomb and the coffee and the mirror.,the branch and the flower and the machine.,8,8,3,3,False,0,False,6,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_403,the bone and the knife and the suit.,the bone and the guitar and the suit.,8,8,3,3,False,0,False,6,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_405,the drug and the letter.,the fan and the pipe.,5,5,2,2,False,0,False,6,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_406,the bottle and the egg.,the cream and the creature.,5,5,2,2,False,0,False,6,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_408,the drink.,the suit.,2,2,1,1,False,1,False,6,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_409,the pot and the radio and the television.,the magazine and the radio and the television.,8,8,3,3,False,0,False,6,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_417,the mirror.,the cake.,2,2,1,1,False,0,False,6,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_419,the cup.,the suit.,2,2,1,1,False,0,False,6,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_423,the chemical and the magazine and the plane.,the ball and the key and the seed.,8,8,3,3,False,0,False,6,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_425,the computer and the ice and the seed.,the boot and the bowl and the plane.,8,8,3,3,False,0,False,6,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_427,the bread and the knife and the wire.,the bread and the cash and the wire.,8,8,3,3,False,0,False,6,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_435,the block and the bomb and the tea.,the dish and the engine and the pipe.,8,8,3,3,False,0,False,7,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_446,the computer.,the key.,2,2,1,1,False,1,False,7,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_447,the cigarette and the train.,the chemical and the string.,5,5,2,2,False,0,False,7,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_448,the leaf and the ice and the rock.,the boat and the ice and the rock.,8,8,3,3,False,0,False,7,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_449,the computer and the mirror.,the boat and the disk.,5,5,2,2,False,0,False,7,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_455,the ice.,the machine.,2,2,1,1,False,0,False,8,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_456,the computer and the tie and the wheel.,the computer and the rose and the wheel.,8,8,3,3,False,0,False,8,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_459,the bell and the car.,the tape and the train.,5,5,2,2,False,0,False,8,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_461,the mirror.,the boat.,2,2,1,1,False,0,False,8,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_466,the string and the chemical and the shell.,the cake and the chemical and the shell.,8,8,3,3,False,0,False,8,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_468,the book and the coffee and the map.,the document and the milk and the newspaper.,8,8,3,3,False,0,False,8,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_471,the knife and the picture.,the chemical and the gift.,5,5,2,2,False,0,False,9,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_472,the glass and the mirror and the tape.,the book and the document and the shell.,8,8,3,3,False,0,False,9,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_473,the cross and the leaf and the meat.,the cake and the chemical and the shell.,8,8,3,3,False,0,False,9,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_482,the ring and the knife.,the hat and the knife.,5,5,2,2,False,0,False,9,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_486,the chemical and the magazine and the plane.,the ball and the key and the seed.,8,8,3,3,False,0,False,10,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_499,the cup and the engine and the key.,the cheese and the phone and the picture.,8,8,3,3,False,0,False,11,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_501,the card and the paper and the radio.,the clock and the coffee and the phone.,8,8,3,3,False,0,False,11,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_503,the bomb and the meat.,the dress and the newspaper.,5,5,2,2,False,0,False,11,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_505,the ball and the newspaper and the shoe.,the cash and the map and the string.,8,8,3,3,False,0,False,12,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_515,the fish and the machine and the medicine.,the key and the tape and the watch.,8,8,3,3,False,0,False,12,move_contents
binding_ep25_alpha1p00,ambiref_0_ops_4,the small paper and the yellow rose.,the small paper and the big egg.,7,7,2,2,False,0,False,0,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_25,the red ring and the blue seed and the yellow coat.,the blue dress and the blue seed and the yellow coat.,11,11,3,3,False,0,False,0,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_29,the big shell.,the big beer.,3,3,1,1,False,0,False,0,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_39,the big beer and the yellow pot and the red brick.,the blue painting and the blue glass and the green engine.,11,11,3,3,False,0,False,0,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_43,the blue ice.,the big painting.,3,3,1,1,False,0,False,0,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_44,the big ring.,the big disk.,3,3,1,1,False,0,False,0,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_49,the blue shoe and the yellow shoe and the blue shirt.,the big cheese and the red cheese and the big hat.,11,11,3,3,False,0,False,0,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_57,the green bomb and the red jacket and the small hat.,the blue ball and the yellow chemical and the small magazine.,11,11,3,3,False,0,False,0,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_66,the big string and the red fig and the big computer.,the big string and the red fig and the small camera.,11,11,3,3,False,0,False,0,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_73,the yellow painting and the red key.,the yellow painting and the small car.,7,7,2,2,False,0,False,0,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_76,the yellow suit and the red rose and the yellow ball.,the yellow suit and the red rose and the red guitar.,11,11,3,3,False,0,False,0,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_82,the green leaf and the red hat and the big ring.,the blue train and the big bomb and the yellow clock.,11,11,3,3,False,0,False,0,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_83,the blue bowl and the red cigarette.,the red shirt and the red cigarette.,7,7,2,2,False,0,False,0,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_100,the small pipe and the big wire and the blue coat.,the big pipe and the red bus and the blue drink.,11,11,3,3,False,0,False,1,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_105,the yellow bell and the small boot and the green plate.,the small fig and the small crown and the green dish.,11,11,3,3,False,0,False,1,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_106,the blue knife.,the blue document.,3,3,1,1,False,0,False,1,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_114,the big cake and the big bread and the big watch.,the big cake and the big bread and the small watch.,11,11,3,3,False,0,False,1,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_118,the green jacket and the blue brick and the yellow block.,the green jacket and the blue brick and the green block.,11,11,3,3,False,0,False,1,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_121,the red bone and the yellow coffee.,the blue bone and the big crown.,7,7,2,2,False,0,False,1,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_123,the yellow gift and the red cross.,the yellow string and the red cross.,7,7,2,2,False,0,False,1,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_126,the blue branch and the red dress and the blue ice.,the red apple and the yellow block and the yellow branch.,11,11,3,3,False,1,False,1,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_129,the blue shirt and the small cake and the red tie.,the blue shirt and the small cake and the small engine.,11,11,3,3,False,0,False,1,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_133,the big bread and the blue tissue and the yellow tissue.,the green glass and the yellow bread and the blue branch.,11,11,3,3,False,0,False,1,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_138,the red brick and the small shirt and the yellow shirt.,the red brick and the red coffee and the yellow shirt.,11,11,3,3,False,0,False,1,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_140,the red tissue and the big tape and the big watch.,the red tissue and the big tape and the red watch.,11,11,3,3,False,0,False,1,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_147,the red game.,the small game.,3,3,1,1,False,0,False,1,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_163,the green ice and the big plant.,the green ring and the big plant.,7,7,2,2,False,0,False,1,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_164,the yellow meat and the red mirror.,the small newspaper and the big cross.,7,7,2,2,False,1,False,1,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_171,the green bus and the red pot and the yellow paper.,the green bus and the yellow pot and the yellow paper.,11,11,3,3,False,0,False,1,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_177,the red flower.,the small note.,3,3,1,1,False,0,False,2,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_183,the green egg.,the big boat.,3,3,1,1,False,0,False,2,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_201,the green bus and the big chemical and the yellow paper.,the green bus and the yellow pot and the yellow paper.,11,11,3,3,False,0,False,2,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_209,the big paper and the yellow car and the big pot.,the big paper and the green bus and the big pot.,11,11,3,3,False,0,False,2,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_215,the red suit.,the red fig.,3,3,1,1,False,0,False,2,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_217,the yellow suit.,the red bone.,3,3,1,1,False,0,False,2,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_229,the small pipe and the big wire and the blue coat.,the green brain and the blue tie and the green suit.,11,11,3,3,False,0,False,2,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_237,the big card and the yellow bottle.,the small brain and the yellow bottle.,7,7,2,2,False,0,False,2,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_245,the yellow wire and the big knife.,the red meat and the big knife.,7,7,2,2,False,0,False,2,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_250,the green machine and the big beer and the green dish.,the yellow book and the yellow train and the red guitar.,11,11,3,3,False,0,False,3,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_270,the yellow fan.,the red branch.,3,3,1,1,False,0,False,3,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_284,the small mirror and the small block and the big file.,the green cash and the red document and the yellow picture.,11,11,3,3,False,0,False,3,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_292,the red fish.,the big beer.,3,3,1,1,False,0,False,3,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_293,the big cream.,the blue brick.,3,3,1,1,False,0,False,3,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_297,the red rock and the big bone.,the green document and the red bowl.,7,7,2,2,False,0,False,3,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_301,the small magazine and the red gift and the blue letter.,the small magazine and the red gift and the blue magazine.,11,11,3,3,False,0,False,3,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_314,the yellow creature and the small note.,the green bus and the small note.,7,7,2,2,False,0,False,4,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_315,the yellow tissue and the big watch.,the small meat and the yellow tape.,7,7,2,2,False,0,False,4,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_323,the red bowl and the yellow cheese.,the yellow wire and the yellow cheese.,7,7,2,2,False,0,False,4,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_330,the yellow cream and the yellow wire.,the yellow cream and the big newspaper.,7,7,2,2,False,0,False,4,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_340,the big mirror and the blue ring and the green ring.,the blue block and the red coffee and the red camera.,11,11,3,3,False,1,False,4,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_342,the green rock and the big train and the yellow flower.,the green rock and the green train and the yellow flower.,11,11,3,3,False,0,False,4,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_343,the blue computer and the red file and the blue cigarette.,the big radio and the yellow ring and the red picture.,11,11,3,3,False,0,False,4,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_344,the yellow picture and the yellow pipe.,the red fan and the green ice.,7,7,2,2,False,0,False,4,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_346,the red plane and the red engine and the big brick.,the blue drug and the green flower and the yellow newspaper.,11,11,3,3,False,0,False,5,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_350,the green dress and the red cheese.,the big dish and the red cheese.,7,7,2,2,False,0,False,5,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_354,the small tea and the yellow ice.,the blue note and the red card.,7,7,2,2,False,0,False,5,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_355,the blue jacket and the big paper.,the blue jacket and the big coat.,7,7,2,2,False,0,False,5,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_357,the blue cross and the small picture.,the yellow train and the small picture.,7,7,2,2,False,0,False,5,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_363,the red ball and the yellow chemical and the red chemical.,the green letter and the yellow chemical and the red chemical.,11,11,3,3,False,0,False,5,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_369,the blue knife and the yellow fig.,the red fan and the big bag.,7,7,2,2,False,0,False,5,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_374,the yellow ball.,the small boot.,3,3,1,1,False,0,False,5,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_375,the big ice and the blue car and the small cross.,the yellow bowl and the blue car and the small cross.,11,11,3,3,False,0,False,5,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_376,the big brick and the green machine.,the small drink and the green machine.,7,7,2,2,False,0,False,5,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_379,the small seed and the red book and the small mirror.,the big tie and the green tie and the green coffee.,11,11,3,3,False,0,False,6,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_383,the big newspaper and the red bag.,the big newspaper and the yellow magazine.,7,7,2,2,False,0,False,6,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_390,the blue cream.,the red creature.,3,3,1,1,False,0,False,6,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_393,the big game.,the blue tape.,3,3,1,1,False,0,False,6,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_394,the green document.,the green game.,3,3,1,1,False,0,False,6,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_405,the big shell and the red stone and the yellow shell.,the big shell and the yellow stone and the yellow shell.,11,11,3,3,False,0,False,6,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_407,the blue card and the green bread and the yellow tea.,the blue fan and the red tea and the blue cash.,11,11,3,3,False,0,False,7,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_419,the blue ice and the small medicine.,the red bag and the yellow bag.,7,7,2,2,False,1,False,7,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_423,the red ice.,the green car.,3,3,1,1,False,0,False,7,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_433,the blue card and the green bread and the yellow tea.,the blue fan and the red tea and the blue cash.,11,11,3,3,False,0,False,8,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_438,the blue ticket and the green rose and the small rose.,the blue ticket and the green rose and the yellow coffee.,11,11,3,3,False,0,False,8,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_442,the yellow ice and the green fan and the green paper.,the big newspaper and the green fan and the green paper.,11,11,3,3,False,0,False,8,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_447,the blue rose and the green tape and the yellow document.,the blue rose and the yellow coffee and the yellow document.,11,11,3,3,False,0,False,8,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_448,the yellow fish and the blue watch and the small rock.,the green ball and the big radio and the green watch.,11,11,3,3,False,0,False,8,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_451,the big bag and the big clock.,the big dish and the red cheese.,7,7,2,2,False,0,False,8,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_454,the small watch and the green phone and the red file.,the big bus and the small branch and the small paper.,11,11,3,3,False,0,False,9,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_457,the blue note and the big bag and the green dress.,the blue note and the red radio and the green dress.,11,11,3,3,False,0,False,9,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_458,the blue shell and the red letter and the small shell.,the yellow brick and the red stone and the yellow bill.,11,11,3,3,False,0,False,9,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_461,the big block and the red wire.,the green bell and the red wire.,7,7,2,2,False,0,False,9,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_468,the green suit and the small bone and the red bone.,the green camera and the red guitar and the red bowl.,11,11,3,3,False,1,False,9,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_469,the blue block and the yellow bell and the green guitar.,the green stone and the big shell and the big ice.,11,11,3,3,False,0,False,9,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_470,the blue machine and the red dish and the red brick.,the yellow train and the red dish and the red brick.,11,11,3,3,False,0,False,9,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_490,the red bus and the green meat and the yellow brain.,the blue shoe and the green meat and the yellow brain.,11,11,3,3,False,0,False,11,ambiref
binding_ep25_alpha1p00,ambiref_0_ops_505,the blue suit and the small bone and the green guitar.,the yellow wire and the blue map and the yellow newspaper.,11,11,3,3,False,1,False,12,ambiref
binding_ep25_alpha1p00,regular_0_ops_5,the branch and the stone and the television.,the dress and the gift and the watch.,8,8,3,3,False,0,False,0,regular
binding_ep25_alpha1p00,regular_0_ops_12,the bag and the coffee.,the crown and the seed.,5,5,2,2,False,0,False,0,regular
binding_ep25_alpha1p00,regular_0_ops_14,the coat and the coffee.,the boot and the knife.,5,5,2,2,False,0,False,0,regular
binding_ep25_alpha1p00,regular_0_ops_20,the coffee and the tissue.,the camera and the dress.,5,5,2,2,False,0,False,0,regular
binding_ep25_alpha1p00,regular_0_ops_22,the card and the shoe and the stone.,the card and the letter and the stone.,8,8,3,3,False,0,False,0,regular
binding_ep25_alpha1p00,regular_0_ops_24,the shoe and the television.,the shirt and the tape.,5,5,2,2,False,0,False,0,regular
binding_ep25_alpha1p00,regular_0_ops_25,the map and the pot and the television.,the bell and the bottle and the cake.,8,8,3,3,False,0,False,0,regular
binding_ep25_alpha1p00,regular_0_ops_26,the plant and the seed.,the note and the shirt.,5,5,2,2,False,0,False,0,regular
binding_ep25_alpha1p00,regular_0_ops_44,the painting and the bell and the crown.,the apple and the bell and the crown.,8,8,3,3,False,0,False,0,regular
binding_ep25_alpha1p00,regular_0_ops_46,the card and the jacket and the ring.,the card and the letter and the ring.,8,8,3,3,False,0,False,0,regular
binding_ep25_alpha1p00,regular_0_ops_52,the card and the plate and the watch.,the bell and the plate and the watch.,8,8,3,3,False,0,False,0,regular
binding_ep25_alpha1p00,regular_0_ops_56,the game and the jacket.,the bomb and the jacket.,5,5,2,2,False,0,False,0,regular
binding_ep25_alpha1p00,regular_0_ops_66,the branch and the medicine and the mirror.,the card and the crown and the shirt.,8,8,3,3,False,0,False,0,regular
binding_ep25_alpha1p00,regular_0_ops_72,the shoe.,the ring.,2,2,1,1,False,0,False,0,regular
binding_ep25_alpha1p00,regular_0_ops_74,the file and the milk and the television.,the cake and the plane and the string.,8,8,3,3,False,0,False,0,regular
binding_ep25_alpha1p00,regular_0_ops_81,the crown and the stone.,the crown and the letter.,5,5,2,2,False,0,False,0,regular
binding_ep25_alpha1p00,regular_0_ops_82,the boat and the stone.,the boat and the chemical.,5,5,2,2,False,0,False,0,regular
binding_ep25_alpha1p00,regular_0_ops_83,the ice and the watch.,the creature and the watch.,5,5,2,2,False,0,False,0,regular
binding_ep25_alpha1p00,regular_0_ops_85,the dress and the computer.,the dress and the fig.,5,5,2,2,False,0,False,0,regular
binding_ep25_alpha1p00,regular_0_ops_88,the pot and the phone and the tea.,the cross and the phone and the tea.,8,8,3,3,False,0,False,0,regular
binding_ep25_alpha1p00,regular_0_ops_95,the dress and the bottle and the ring.,the boot and the bottle and the ring.,8,8,3,3,False,0,False,0,regular
binding_ep25_alpha1p00,regular_0_ops_100,the drug and the shell and the tie.,the drug and the shell and the string.,8,8,3,3,False,0,False,0,regular
binding_ep25_alpha1p00,regular_0_ops_111,the dress and the bottle and the ring.,the boot and the bottle and the ring.,8,8,3,3,False,0,False,1,regular
binding_ep25_alpha1p00,regular_0_ops_116,the cross and the machine and the television.,the ball and the machine and the television.,8,8,3,3,False,0,False,1,regular
binding_ep25_alpha1p00,regular_0_ops_122,the boat and the knife and the ring.,the game and the knife and the ring.,8,8,3,3,False,0,False,1,regular
binding_ep25_alpha1p00,regular_0_ops_125,the fan and the seed and the milk.,the fan and the seed and the string.,8,8,3,3,False,0,False,1,regular
binding_ep25_alpha1p00,regular_0_ops_126,the bone and the cigarette.,the bone and the train.,5,5,2,2,False,0,False,1,regular
binding_ep25_alpha1p00,regular_0_ops_128,the cream and the clock and the file.,the cream and the dish and the file.,8,8,3,3,False,0,False,1,regular
binding_ep25_alpha1p00,regular_0_ops_133,the crown and the wire.,the crown and the fig.,5,5,2,2,False,0,False,1,regular
