pair_id,category,pivot_norm_a,target_norm_a,target_norm_b,target_class,target_token_len,target_freq_bin_a,target_freq_bin_b,left_distance,right_distance,between_content_count,row_a,source_a
p0006617,spatial,under,purse,pile,content,1,101-250,251-500,1,2,1,11117,gutenberg
p0006618,comparative,better,guns,sorry,content,2,251-500,1001+,1,3,3,11119,open_subtitles
p0006619,comparative,than,guns,sorry,content,2,251-500,1001+,3,1,3,11119,open_subtitles
p0006620,temporal,when,listened,decided,verbish,1,251-500,501-1000,6,2,3,11121,gutenberg
p0006621,causal_connector,although,walk,short,content,2,1001+,1001+,1,3,1,11122,qwen_pair_packed
p0006622,spatial,into,forth,street,content,1,501-1000,1001+,1,2,1,11124,gutenberg
p0006623,causal_connector,because,sounds,fit,content,1,501-1000,501-1000,1,5,3,11125,childes
p0006624,spatial,outside,truck,street,content,1,501-1000,1001+,3,3,3,11125,childes
p0006625,comparative,than,doing,having,verbish,1,1001+,1001+,4,2,3,11127,bnc_spoken
p0006626,comparative,more,spend,hour,content,1,501-1000,1001+,1,3,2,11129,open_subtitles
p0006627,comparative,than,spend,hour,content,1,501-1000,1001+,2,2,2,11129,open_subtitles
p0006628,comparative,better,leaf,hungry,content,1,501-1000,1001+,6,5,6,11131,childes
p0006629,temporal,when,hour,cry,content,1,1001+,501-1000,3,6,3,11134,childes
p0006630,spatial,behind,haste,glass,content,1,101-250,501-1000,3,5,3,11134,childes
p0006631,temporal,when,questions,write,content,1,501-1000,1001+,1,3,1,11135,bnc_spoken
p0006632,spatial,across,running,going,verbish,1,1001+,1001+,1,8,4,11136,gutenberg
p0006633,temporal,when,running,going,verbish,1,1001+,1001+,3,6,4,11136,gutenberg
p0006634,spatial,across,feet,field,content,1,1001+,501-1000,1,2,1,11138,gutenberg
p0006635,spatial,into,field,deep,content,1,501-1000,501-1000,1,2,1,11138,gutenberg
p0006636,spatial,into,commission,brother,content,1,251-500,1001+,3,4,3,11140,gutenberg
p0006637,temporal,when,whining,worked,verbish,1,251-500,1001+,2,2,1,11142,childes
p0006638,causal_connector,because,perhaps,name,content,1,1001+,1001+,1,2,1,11144,gutenberg
p0006639,temporal,before,death,eyes,content,1,1001+,1001+,1,2,1,11152,gutenberg
p0006640,spatial,behind,priest,governor,content,1,101-250,501-1000,4,3,3,11152,gutenberg
p0006641,causal_connector,if,himself,stood,content,1,1001+,1001+,4,3,3,11157,gutenberg
p0006642,spatial,inside,lemonade,excellent,content,1,51-100,251-500,6,10,5,11159,qwen_pair_packed
p0006643,causal_connector,if,lemonade,excellent,content,1,51-100,251-500,7,9,5,11159,qwen_pair_packed
p0006644,causal_connector,because,women’s,seeks,content,2,51-100,51-100,3,2,3,11162,fw_preserved_compact_view
p0006645,causal_connector,because,gender,suffer,content,1,101-250,101-250,2,3,3,11162,fw_preserved_compact_view
p0006646,temporal,until,pieces,orange,content,1,501-1000,501-1000,8,7,6,11166,childes
p0006647,comparative,larger,indicates,role,content,1,101-250,501-1000,2,1,1,11169,simple_wiki
p0006648,spatial,between,throne,king’s,content,2,251-500,101-250,3,2,2,11169,simple_wiki
p0006649,causal_connector,if,duties,employer,content,2,101-250,51-100,1,2,1,11176,gutenberg
p0006650,causal_connector,though,war,neither,content,1,1001+,501-1000,3,1,2,11178,gutenberg
p0006651,spatial,into,rushed,raised,verbish,1,251-500,501-1000,1,3,2,11178,gutenberg
p0006652,comparative,better,getting,going,verbish,1,1001+,1001+,2,2,2,11180,open_subtitles
p0006653,temporal,after,cadets,victim,content,1,101-250,101-250,1,3,1,11182,gutenberg
p0006654,causal_connector,if,garden,planted,verbish,1,501-1000,101-250,1,3,3,11184,gutenberg
p0006655,spatial,through,brandy,cellars,content,2,51-100,11-25,6,2,2,11187,bnc_spoken
p0006656,comparative,shorter,snout,diameter,content,2,11-25,51-100,4,3,3,11188,simple_wiki
p0006657,comparative,than,snout,diameter,content,2,11-25,51-100,5,2,3,11188,simple_wiki
p0006658,spatial,within,participate,limits,content,1,51-100,101-250,1,2,1,11193,fw_preserved_compact_view
p0006659,temporal,while,walks,tries,content,1,251-500,251-500,2,2,3,11197,simple_wiki
p0006660,temporal,when,fault,began,content,1,251-500,1001+,4,2,1,11198,gutenberg
p0006661,spatial,within,finger,feet,content,1,501-1000,1001+,2,2,3,11199,fw_preserved_compact_view
p0006662,temporal,before,taking,children,verbish,1,1001+,1001+,2,4,4,11199,fw_preserved_compact_view
p0006663,causal_connector,if,ball,wand,content,1,1001+,1001+,7,6,7,11200,childes
p0006664,causal_connector,if,bill,represent,content,1,501-1000,101-250,2,4,3,11208,open_subtitles
p0006665,temporal,when,peril,blast,content,1,51-100,101-250,2,2,2,11210,qwen_pair_packed
p0006666,temporal,when,danger,whistle,content,1,501-1000,101-250,2,2,2,11210,qwen_pair_packed
p0006667,causal_connector,because,attacks,fighters,content,1,101-250,101-250,3,3,2,11213,simple_wiki
p0006668,temporal,when,idea,meant,content,2,1001+,501-1000,2,8,2,11214,gutenberg
p0006669,temporal,when,louder,bottom,content,2,101-250,501-1000,7,7,2,11215,childes
p0006670,causal_connector,if,floats,sinks,content,3,26-50,11-25,1,2,1,11219,open_subtitles
p0006671,causal_connector,if,prove,true,content,1,251-500,1001+,5,5,3,11219,open_subtitles
p0006672,spatial,below,mouth,body,content,2,1001+,1001+,5,4,4,11220,gutenberg
p0006673,spatial,against,tendency,grain,content,2,26-50,101-250,6,2,3,11221,fw_preserved_compact_view
p0006674,spatial,against,tendency,grain,content,2,26-50,101-250,3,2,1,11221,fw_preserved_compact_view
p0006675,causal_connector,if,girls,themselves,content,1,1001+,1001+,4,2,2,11223,gutenberg
p0006676,temporal,when,liquid,pretend,content,1,101-250,501-1000,2,2,2,11225,childes
p0006677,temporal,after,foot,soldier,content,1,501-1000,251-500,4,5,4,11226,qwen_pair_packed
p0006678,temporal,when,foot,soldier,content,1,501-1000,251-500,6,3,4,11226,qwen_pair_packed
p0006679,spatial,inside,birds,lions,content,1,501-1000,101-250,1,1,1,11228,gutenberg
p0006680,temporal,before,produce,workers,content,1,251-500,251-500,7,7,7,11233,open_subtitles
p0006681,temporal,before,guys,silver,content,1,1001+,1001+,5,5,5,11234,childes
p0006682,temporal,when,days,fight,content,1,1001+,1001+,1,2,1,11235,open_subtitles
p0006683,spatial,into,bit,lane,content,1,1001+,251-500,2,2,2,11240,gutenberg
p0006684,causal_connector,if,lane,sky,content,1,251-500,501-1000,3,2,1,11240,gutenberg
p0006685,causal_connector,though,face,signs,content,1,1001+,251-500,3,4,4,11245,qwen_pair_packed
p0006686,causal_connector,because,fire,ago,content,2,1001+,1001+,1,4,2,11245,qwen_pair_packed
p0006687,temporal,after,syria,isis,capitalized,2,101-250,26-50,1,3,2,11248,simple_wiki
p0006688,spatial,through,bottom,camp,content,1,501-1000,1001+,2,4,3,11250,gutenberg
p0006689,temporal,once,pipe,western,content,1,251-500,501-1000,5,4,5,11252,gutenberg
p0006690,comparative,higher,soon,held,content,1,1001+,1001+,4,7,5,11252,gutenberg
p0006691,spatial,into,incorporated,collecting,verbish,1,101-250,51-100,1,3,2,11255,bnc_spoken
p0006692,temporal,while,worth,kept,content,1,501-1000,1001+,2,8,3,11255,bnc_spoken
p0006693,comparative,lower,county,main,capitalized,1,1001+,1001+,3,1,1,11258,fw_preserved_compact_view
p0006694,comparative,lower,county,main,capitalized,1,1001+,1001+,3,1,1,11258,fw_preserved_compact_view
p0006695,spatial,into,divided,hundred,verbish,1,251-500,1001+,1,2,1,11262,fw_preserved_compact_view
p0006696,temporal,until,cocoon,became,content,1,501-1000,1001+,1,2,1,11264,childes
p0006697,temporal,before,fifty,cut,content,1,1001+,1001+,2,2,2,11265,bnc_spoken
p0006698,temporal,when,days,death,content,2,1001+,1001+,1,3,2,11268,open_subtitles
p0006699,comparative,than,cord,rough,content,1,101-250,251-500,2,1,2,11268,open_subtitles
p0006700,causal_connector,though,write,bottom,content,1,1001+,501-1000,3,4,2,11269,childes
p0006701,spatial,between,rock,late,content,1,1001+,1001+,2,2,2,11270,simple_wiki
p0006702,comparative,larger,soul,days,content,1,251-500,1001+,3,9,4,11272,gutenberg
p0006703,causal_connector,if,brought,anyone,content,1,1001+,1001+,2,1,2,11273,bnc_spoken
p0006704,causal_connector,if,brought,wants,content,1,1001+,1001+,2,2,3,11273,bnc_spoken
p0006705,temporal,when,finger,hurt,content,1,501-1000,1001+,1,2,1,11275,childes
p0006706,comparative,than,fetters,irk,content,2,6-10,1-2,2,1,2,11276,gutenberg
p0006707,causal_connector,because,kaiju,newton,capitalized,2,26-50,51-100,3,4,3,11277,open_subtitles
p0006708,spatial,under,soldiers,lawyer,content,2,501-1000,501-1000,1,3,2,11279,gutenberg
p0006709,temporal,until,return,brought,content,1,1001+,1001+,1,2,1,11279,gutenberg
p0006710,spatial,into,line,boat,content,2,1001+,1001+,6,3,4,11280,gutenberg
p0006711,temporal,once,free,swim,content,1,1001+,251-500,1,3,2,11280,gutenberg
p0006712,causal_connector,if,crime,true,content,2,251-500,1001+,1,2,2,11281,open_subtitles
p0006713,comparative,more,newspaper,quote,content,1,251-500,51-100,5,4,5,11284,gutenberg
p0006714,comparative,than,newspaper,quote,content,1,251-500,51-100,6,3,5,11284,gutenberg
p0006715,spatial,against,argument,possibility,nominal,1,101-250,101-250,1,2,1,11286,gutenberg
p0006716,comparative,more,requires,constant,content,1,251-500,101-250,1,2,2,11289,gutenberg
p0006717,causal_connector,because,angry,likes,content,1,501-1000,501-1000,1,2,2,11290,simple_wiki
p0006718,causal_connector,if,husband,stop,content,1,501-1000,1001+,1,4,1,11290,simple_wiki
p0006719,spatial,within,matter,whether,content,1,1001+,1001+,3,5,3,11292,qwen_pair_packed
p0006720,causal_connector,because,figures,already,content,1,251-500,1001+,4,4,2,11297,qwen_pair_packed
p0006721,comparative,more,months,sites,content,1,1001+,251-500,4,3,4,11300,fw_preserved_compact_view
p0006722,comparative,than,months,sites,content,1,1001+,251-500,5,2,4,11300,fw_preserved_compact_view
p0006723,spatial,through,companion,trials,content,1,101-250,101-250,4,3,3,11301,gutenberg
p0006724,temporal,after,thee,lack,content,1,251-500,251-500,4,3,1,11302,gutenberg
p0006725,temporal,before,doing,making,verbish,1,1001+,1001+,10,5,5,11303,childes
p0006726,causal_connector,if,hidden,wished,verbish,1,251-500,251-500,5,3,2,11307,gutenberg
p0006727,causal_connector,although,james,president,capitalized,1,501-1000,1001+,2,1,2,11309,qwen_pair_packed
p0006728,temporal,when,round,nobody,content,1,1001+,501-1000,1,2,2,11315,bnc_spoken
p0006729,comparative,higher,times,highest,content,1,1001+,251-500,1,3,2,11317,fw_preserved_compact_view
p0006730,comparative,than,times,highest,content,1,1001+,251-500,2,2,2,11317,fw_preserved_compact_view
p0006731,spatial,into,uhuh,icecream,content,1,501-1000,101-250,5,3,3,11318,childes
p0006732,spatial,between,agreed,continued,verbish,1,251-500,501-1000,2,3,2,11325,gutenberg
p0006733,comparative,larger,shadow,studio,content,1,251-500,501-1000,3,1,2,11329,fw_preserved_compact_view
p0006734,temporal,while,crash,plane,content,1,251-500,251-500,1,3,2,11331,qwen_pair_packed
p0006735,spatial,through,sat,face,content,1,1001+,1001+,1,5,2,11332,gutenberg
p0006736,temporal,since,haven't,war,content,2,1001+,1001+,5,2,2,11333,open_subtitles
p0006737,temporal,when,teeth,girl,content,2,501-1000,1001+,9,4,5,11333,open_subtitles
p0006738,temporal,when,gifts,fain,content,1,101-250,51-100,2,3,2,11335,gutenberg
p0006739,comparative,lower,days,deck,content,1,1001+,251-500,8,1,3,11337,bnc_spoken
p0006740,comparative,lower,words,deck,content,1,1001+,251-500,6,1,3,11337,bnc_spoken
p0006741,causal_connector,if,staring,surprised,verbish,1,101-250,251-500,4,3,2,11339,gutenberg
p0006742,spatial,into,cars,toy,content,1,501-1000,1001+,1,1,1,11342,childes
p0006743,temporal,after,worry,gentleman,content,2,501-1000,251-500,3,4,3,11345,open_subtitles
p0006744,spatial,above,object,heads,content,1,251-500,251-500,2,2,2,11346,gutenberg
p0006745,causal_connector,if,laughed,raise,verbish,1,501-1000,251-500,5,3,3,11346,gutenberg
p0006746,temporal,until,river,general,capitalized,1,1001+,1001+,1,1,1,11349,fw_preserved_compact_view
p0006747,spatial,between,shares,parents,content,2,101-250,501-1000,1,2,1,11349,fw_preserved_compact_view
p0006748,temporal,after,chanced,snared,verbish,2,26-50,6-10,3,3,2,11350,gutenberg
p0006749,spatial,into,gave,hands,content,1,1001+,1001+,2,2,1,11350,gutenberg
p0006750,causal_connector,if,afternoon,we're,content,2,501-1000,1001+,2,1,2,11356,bnc_spoken
p0006751,temporal,when,delight,sang,content,1,251-500,251-500,1,2,1,11359,gutenberg
p0006752,temporal,after,weeks,girls,content,1,1001+,1001+,1,3,1,11359,gutenberg
p0006753,spatial,inside,effects,container,content,1,251-500,51-100,3,2,2,11362,fw_preserved_compact_view
p0006754,spatial,into,species,number,content,1,501-1000,1001+,1,3,2,11364,qwen_pair_packed
p0006755,comparative,than,fight,lose,content,1,1001+,501-1000,1,1,1,11365,open_subtitles
p0006756,spatial,into,ones,car,content,1,1001+,1001+,3,2,2,11371,childes
p0006757,spatial,into,ones,car,content,1,1001+,1001+,3,2,2,11371,childes
p0006758,temporal,while,fighter,blow,content,1,101-250,251-500,4,3,3,11374,qwen_pair_packed
p0006759,causal_connector,if,alone,troops,content,2,1001+,251-500,1,4,2,11376,open_subtitles
p0006760,comparative,more,dark,sky,content,1,1001+,501-1000,5,6,3,11377,gutenberg
p0006761,comparative,than,dark,sky,content,1,1001+,501-1000,6,5,3,11377,gutenberg
p0006762,spatial,through,follow,gain,content,1,501-1000,251-500,2,4,3,11379,fw_preserved_compact_view
p0006763,temporal,until,point,poor,content,1,1001+,1001+,1,1,1,11386,gutenberg
p0006764,comparative,than,undergoing,conducting,verbish,2,26-50,51-100,2,3,3,11386,gutenberg
p0006765,spatial,through,straight,best,content,1,501-1000,1001+,1,6,2,11388,gutenberg
p0006766,spatial,beyond,"me,--",rest--,content,2,1-2,1-2,2,3,3,11388,gutenberg
p0006767,causal_connector,because,appropriate,bridge,content,1,101-250,501-1000,2,2,2,11390,fw_preserved_compact_view
p0006768,causal_connector,because,fits,bridge,content,1,101-250,501-1000,1,2,1,11390,fw_preserved_compact_view
p0006769,causal_connector,if,alive,political,adjectival,1,501-1000,501-1000,1,5,2,11391,gutenberg
p0006770,temporal,before,bit,district,content,1,1001+,1001+,4,3,3,11391,gutenberg
p0006771,causal_connector,if,juice,orange,content,1,501-1000,501-1000,4,3,3,11393,childes
p0006772,temporal,before,deaths,current,content,1,101-250,501-1000,1,2,1,11396,simple_wiki
p0006773,temporal,after,gates,flight,content,1,101-250,251-500,3,2,2,11398,gutenberg
p0006774,spatial,within,stars,light,content,1,501-1000,1001+,1,2,2,11399,fw_preserved_compact_view
p0006775,spatial,within,star,light,content,1,501-1000,1001+,1,2,2,11399,fw_preserved_compact_view
p0006776,spatial,into,bumped,slipped,verbish,1,51-100,101-250,1,5,2,11403,open_subtitles
p0006777,causal_connector,if,spoke,angry,content,1,501-1000,501-1000,3,3,2,11407,gutenberg
p0006778,temporal,before,offered,finished,verbish,1,501-1000,1001+,2,3,1,11407,gutenberg
p0006779,causal_connector,if,process,happy,content,2,501-1000,1001+,5,3,3,11409,gutenberg
p0006780,temporal,while,base,picks,content,1,1001+,251-500,1,2,1,11411,childes
p0006781,spatial,between,property,grandfather,content,1,251-500,251-500,1,3,1,11417,qwen_pair_packed
p0006782,spatial,below,weight,levels,content,2,501-1000,251-500,5,2,4,11417,qwen_pair_packed
p0006783,causal_connector,if,dose,danger,content,2,251-500,501-1000,2,4,4,11421,bnc_spoken
p0006784,temporal,when,excuses,puberty,content,3,51-100,11-25,6,1,4,11424,open_subtitles
p0006785,comparative,higher,foot,atmosphere,content,1,501-1000,101-250,1,2,1,11425,gutenberg
p0006786,spatial,between,defense,countries,content,1,101-250,501-1000,2,3,3,11426,simple_wiki
p0006787,spatial,between,delay,systems,content,2,101-250,251-500,2,2,3,11429,qwen_pair_packed
p0006788,spatial,between,barrier,systems,content,2,51-100,251-500,2,2,3,11429,qwen_pair_packed
p0006789,spatial,against,projects,skills,content,1,101-250,101-250,2,4,4,11434,bnc_spoken
p0006790,spatial,between,lines,earth,content,1,501-1000,1001+,3,1,2,11435,gutenberg
p0006791,temporal,during,shot,bank,content,1,501-1000,501-1000,1,2,1,11436,open_subtitles
p0006792,causal_connector,if,responds,nothing's,content,2,11-25,51-100,4,1,2,11437,open_subtitles
p0006793,temporal,after,raw,reigns,capitalized,3,101-250,26-50,1,1,1,11442,qwen_pair_packed
p0006794,temporal,during,type,assault,content,1,501-1000,101-250,3,2,2,11442,qwen_pair_packed
p0006795,comparative,than,symbol,straight,content,2,101-250,501-1000,2,1,2,11443,qwen_pair_packed
p0006796,comparative,than,date,reign,content,1,501-1000,251-500,3,2,2,11443,qwen_pair_packed
p0006797,causal_connector,if,roses,moss,content,2,101-250,51-100,6,2,2,11444,gutenberg
p0006798,causal_connector,because,stop,erm,content,1,1001+,1001+,1,1,1,11447,bnc_spoken
p0006799,spatial,against,easy,wall,content,2,1001+,1001+,3,2,3,11450,open_subtitles
p0006800,temporal,since,hour,afternoon,content,1,1001+,501-1000,1,5,2,11452,gutenberg
p0006801,temporal,when,drink,afternoon,content,2,1001+,501-1000,1,7,2,11454,open_subtitles
p0006802,causal_connector,if,hungry,hour,content,2,1001+,1001+,4,5,2,11454,open_subtitles
p0006803,causal_connector,because,horror,teach,content,1,101-250,251-500,4,4,3,11456,gutenberg
p0006804,causal_connector,if,comparison,exist,content,2,51-100,251-500,3,2,3,11457,fw_preserved_compact_view
p0006805,spatial,outside,round,space,content,1,1001+,1001+,2,4,2,11458,qwen_pair_packed
p0006806,temporal,when,march,mount,capitalized,1,1001+,251-500,2,6,4,11461,fw_preserved_compact_view
p0006807,causal_connector,if,possession,happens,content,2,101-250,501-1000,1,2,1,11462,open_subtitles
p0006808,comparative,than,fight,short,content,1,1001+,1001+,3,5,3,11464,gutenberg
p0006809,spatial,through,easy,rocks,content,1,1001+,251-500,5,6,5,11464,gutenberg
p0006810,comparative,worse,innocent,crime,content,1,251-500,251-500,4,4,4,11472,gutenberg
p0006811,comparative,than,crimes,crime,content,1,101-250,251-500,1,2,1,11472,gutenberg
p0006812,temporal,until,south,itself,content,1,1001+,501-1000,1,3,2,11474,fw_preserved_compact_view
p0006813,temporal,after,gulf,dead,capitalized,1,251-500,1001+,3,3,3,11474,fw_preserved_compact_view
p0006814,spatial,between,fight,greatest,content,1,1001+,251-500,1,2,1,11476,open_subtitles
p0006815,spatial,through,group,movie,content,1,1001+,1001+,1,6,3,11477,simple_wiki
p0006816,spatial,outside,brick,colors,content,1,101-250,501-1000,3,5,3,11478,switchboard
p0006817,temporal,when,tough,story,content,2,251-500,1001+,3,5,2,11481,gutenberg
p0006818,spatial,between,contrast,neglect,content,1,101-250,51-100,1,3,2,11488,qwen_pair_packed
p0006819,comparative,more,matters,perhaps,content,2,251-500,1001+,1,4,4,11489,gutenberg
p0006820,comparative,than,matters,perhaps,content,2,251-500,1001+,3,2,4,11489,gutenberg
p0006821,spatial,into,service,private,content,1,1001+,501-1000,3,2,2,11493,simple_wiki
p0006822,spatial,under,dust,blows,content,1,101-250,101-250,1,3,2,11495,qwen_pair_packed
p0006823,temporal,until,remained,ten,verbish,1,501-1000,1001+,3,1,1,11498,gutenberg
p0006824,temporal,until,possible,receive,adjectival,1,1001+,251-500,2,4,3,11502,gutenberg
p0006825,causal_connector,if,absorb,contribute,content,1,51-100,51-100,2,7,2,11503,bnc_spoken
p0006826,spatial,against,army,british,capitalized,1,1001+,1001+,1,2,1,11505,fw_preserved_compact_view
p0006827,spatial,against,army,british,capitalized,1,1001+,1001+,1,1,1,11505,fw_preserved_compact_view
p0006828,causal_connector,if,alright,else,content,2,1001+,1001+,7,4,4,11506,childes
p0006829,comparative,better,sure,experience,nominal,1,1001+,501-1000,4,1,2,11519,simple_wiki
p0006830,causal_connector,if,photos,hadn't,content,2,101-250,251-500,1,2,1,11526,open_subtitles
p0006831,comparative,larger,tactics,reserve,content,2,26-50,101-250,6,3,4,11528,qwen_pair_packed
p0006832,spatial,across,bridge,almost,content,1,501-1000,1001+,1,6,2,11534,gutenberg
p0006833,comparative,higher,general,republic,capitalized,1,1001+,501-1000,2,4,3,11536,simple_wiki
p0006834,temporal,when,summer,zoo,content,1,1001+,501-1000,2,2,2,11538,gutenberg
p0006835,temporal,when,zoo,ride,content,1,501-1000,1001+,6,5,5,11538,gutenberg
p0006836,spatial,between,order,company,content,1,1001+,1001+,5,3,3,11540,qwen_pair_packed
p0006837,spatial,between,source,union,content,1,251-500,501-1000,3,2,2,11540,qwen_pair_packed
p0006838,causal_connector,although,warning,intended,verbish,1,251-500,251-500,7,2,2,11541,qwen_pair_packed
p0006839,spatial,through,tasks,elections,content,1,101-250,101-250,2,2,3,11542,fw_preserved_compact_view
p0006840,temporal,after,tried,stopped,verbish,1,1001+,501-1000,10,5,4,11543,open_subtitles
p0006841,comparative,better,conversation--,thanick,content,2,3-5,1-2,4,2,2,11550,open_subtitles
p0006842,spatial,above,meters,level,content,1,251-500,501-1000,1,2,2,11554,simple_wiki
p0006843,spatial,against,greatest,whole,content,1,251-500,1001+,2,2,2,11555,gutenberg
p0006844,spatial,under,soldiers,sailors,content,1,501-1000,101-250,1,5,2,11556,qwen_pair_packed
p0006845,spatial,under,soldiers,arms,content,1,501-1000,1001+,1,1,1,11556,qwen_pair_packed
p0006846,temporal,during,base,program,content,1,1001+,501-1000,3,3,3,11557,fw_preserved_compact_view
p0006847,spatial,into,we've,street,content,2,1001+,1001+,5,3,4,11560,qwen_pair_packed
p0006848,comparative,better,likes,anybody,content,1,501-1000,501-1000,2,2,2,11561,gutenberg
p0006849,causal_connector,if,jane,mrs,capitalized,2,501-1000,1001+,1,1,1,11561,gutenberg
p0006850,spatial,under,goddesses,successor,content,2,11-25,51-100,3,2,3,11562,simple_wiki
p0006851,temporal,during,successor,reign,content,2,51-100,251-500,1,2,2,11562,simple_wiki
p0006852,temporal,when,apart,plants,content,1,501-1000,501-1000,1,2,1,11564,fw_preserved_compact_view
p0006853,temporal,when,apart,plants,content,1,501-1000,501-1000,1,1,1,11564,fw_preserved_compact_view
p0006854,temporal,when,caught,spite,content,1,501-1000,101-250,2,2,2,11567,gutenberg
p0006855,spatial,into,past,corner,content,1,1001+,501-1000,5,2,1,11567,gutenberg
p0006856,spatial,beside,needs,wants,content,1,1001+,1001+,3,4,1,11569,childes
p0006857,spatial,through,others,times,content,1,1001+,1001+,1,1,1,11570,fw_preserved_compact_view
p0006858,temporal,during,support,pain,content,1,501-1000,501-1000,2,1,2,11570,fw_preserved_compact_view
p0006859,spatial,into,deep,visit,content,1,501-1000,1001+,1,4,2,11573,fw_preserved_compact_view
p0006860,comparative,than,anymore,bird,content,1,1001+,1001+,1,5,2,11573,fw_preserved_compact_view
p0006861,spatial,through,loss,weeks,content,2,501-1000,1001+,3,4,3,11574,gutenberg
p0006862,spatial,beneath,altogether,crews,content,2,101-250,26-50,5,5,4,11575,gutenberg
p0006863,comparative,than,ladders,garrison,content,3,51-100,51-100,5,6,5,11575,gutenberg
p0006864,comparative,more,haven't,what's,content,2,1001+,1001+,2,4,3,11576,bnc_spoken
p0006865,comparative,than,haven't,what's,content,2,1001+,1001+,3,3,3,11576,bnc_spoken
p0006866,temporal,when,otherwise,charged,verbish,1,251-500,101-250,1,7,3,11578,gutenberg
p0006867,causal_connector,because,lad,hath,content,1,251-500,101-250,4,2,2,11579,gutenberg
p0006868,comparative,than,older,kept,content,1,501-1000,1001+,3,3,3,11585,gutenberg
p0006869,causal_connector,because,service,members,content,1,1001+,1001+,2,8,4,11587,bnc_spoken
p0006870,temporal,after,mhm,we're,content,2,1001+,1001+,2,2,1,11591,childes
p0006871,spatial,outside,servant,already,content,1,251-500,1001+,3,3,2,11592,gutenberg
p0006872,temporal,once,horse,minutes,content,1,1001+,1001+,5,2,4,11592,gutenberg
p0006873,temporal,during,improvements,transport,content,2,51-100,251-500,3,1,2,11596,fw_preserved_compact_view
p0006874,spatial,through,welfare,dialogue,content,1,101-250,51-100,1,1,1,11596,fw_preserved_compact_view
p0006875,comparative,faster,likes,shore,content,1,501-1000,251-500,6,5,6,11599,simple_wiki
p0006876,temporal,until,likes,shore,content,1,501-1000,251-500,7,4,6,11599,simple_wiki
p0006877,temporal,before,happened,happen,verbish,1,1001+,1001+,1,2,2,11600,open_subtitles
p0006878,spatial,into,effort,proof,content,1,251-500,251-500,1,4,1,11603,childes
p0006879,temporal,when,morning,drawing,verbish,1,1001+,251-500,1,3,1,11604,bnc_spoken
p0006880,spatial,through,searches,eee,content,2,26-50,51-100,1,6,3,11616,childes
p0006881,spatial,into,coach,pumpkin,content,1,251-500,101-250,3,2,3,11621,childes
p0006882,temporal,before,mice,grand,content,1,101-250,501-1000,3,6,3,11621,childes
p0006883,causal_connector,if,corn,thank,content,1,251-500,1001+,3,6,1,11622,childes
p0006884,temporal,when,expressway,interstate,capitalized,2,11-25,26-50,7,3,5,11623,fw_preserved_compact_view
p0006885,spatial,through,held,ere,content,1,1001+,251-500,5,3,2,11625,gutenberg
p0006886,spatial,into,boys,clear,content,1,1001+,1001+,2,2,2,11627,gutenberg
p0006887,comparative,than,body,hair,content,1,1001+,1001+,3,5,3,11627,gutenberg
p0006888,causal_connector,if,six,he'd,content,2,1001+,501-1000,1,1,1,11628,gutenberg
p0006889,temporal,when,perhaps,enough,content,1,1001+,1001+,4,4,3,11628,gutenberg
p0006890,causal_connector,if,fate,tie,content,2,101-250,251-500,1,5,2,11633,qwen_pair_packed
p0006891,temporal,when,beach,store,content,2,501-1000,1001+,7,5,5,11637,qwen_pair_packed
p0006892,spatial,onto,hold,simple,content,1,1001+,501-1000,1,2,1,11637,qwen_pair_packed
p0006893,causal_connector,because,symptoms,system,content,1,251-500,1001+,3,3,3,11644,fw_preserved_compact_view
p0006894,causal_connector,because,vary,nervous,adjectival,1,51-100,251-500,1,2,1,11644,fw_preserved_compact_view
p0006895,spatial,through,passing,showed,verbish,1,251-500,501-1000,1,3,2,11646,qwen_pair_packed
p0006896,spatial,through,mounted,demonstrated,verbish,1,101-250,51-100,3,4,4,11646,qwen_pair_packed
p0006897,causal_connector,because,spanish,mexico,capitalized,1,501-1000,251-500,2,1,2,11648,simple_wiki
p0006898,temporal,while,disappeared,traveling,verbish,1,251-500,101-250,3,1,3,11649,simple_wiki
p0006899,spatial,against,championship,storm,capitalized,1,501-1000,251-500,1,1,1,11651,qwen_pair_packed
p0006900,spatial,against,championship,storm,capitalized,1,501-1000,251-500,1,1,1,11651,qwen_pair_packed
p0006901,comparative,than,tender,wee,content,1,101-250,101-250,2,1,2,11653,gutenberg
p0006902,comparative,than,stronger,truth,content,1,101-250,501-1000,1,8,2,11653,gutenberg
p0006903,spatial,into,crashed,formed,verbish,1,101-250,501-1000,1,8,4,11654,fw_preserved_compact_view
p0006904,temporal,after,mayor,indignant,content,2,251-500,51-100,1,9,2,11656,gutenberg
p0006905,spatial,onto,hadta,sidewalk,content,1,251-500,51-100,3,2,3,11661,childes
p0006906,spatial,between,control,groups,content,1,1001+,501-1000,2,2,3,11662,fw_preserved_compact_view
p0006907,spatial,between,combines,comedy,content,2,26-50,101-250,1,3,2,11664,simple_wiki
p0006908,temporal,during,disaster,football,content,1,101-250,501-1000,2,2,2,11664,simple_wiki
p0006909,spatial,through,light,ice,content,1,1001+,1001+,2,1,2,11665,simple_wiki
p0006910,spatial,into,soul,words,content,1,251-500,1001+,6,2,3,11670,gutenberg
p0006911,temporal,when,brothers,fierce,content,1,501-1000,101-250,2,2,2,11670,gutenberg
