global_index,domain,ContextType,ContextDiff,TargetDiff,ConceptA,ConceptB,context_diff_c1,context_diff_c2,target_diff_words,depth_interaction_sum,shallow_interaction_sum,depth_local_min_actual_over_swapped_sum,shallow_local_min_actual_over_swapped_sum
3962,physical-relations,indirect,antonym,variable swap,bigger,smaller,completely,only partially,,-0.3162370901554823,-0.7947601601481438,-6.640497207641602,-6.0997326374053955
3970,physical-relations,indirect,variable swap,concept swap,bigger,smaller,boulder ||| train,train ||| boulder,bigger smaller,-0.953146614599973,-0.13317403197288513,-2.684429168701172,-0.4960293769836426
3972,physical-relations,indirect,variable swap,concept swap,bigger,smaller,bus ||| stone,stone ||| bus,bigger smaller,-0.8185160774737597,-0.5623471513390541,-2.2719898223876953,-5.9902849197387695
3974,physical-relations,indirect,variable swap,concept swap,bigger,smaller,couch ||| piano,piano ||| couch,bigger smaller,-0.9158615581691265,-0.22090828604996204,-0.19315433502197266,-1.3822784423828125
3978,physical-relations,indirect,variable swap,concept swap,bigger,smaller,rock ||| airplane,airplane ||| rock,bigger smaller,-0.8378350315615535,-0.4041367694735527,-3.8474178314208984,-4.759009838104248
3988,physical-relations,indirect,variable swap,variable swap,bigger,smaller,airplane ||| rock,rock ||| airplane,,-1.049447676166892,-3.404122471809387,-4.169465065002441,-4.815837860107422
3989,physical-relations,indirect,variable swap,variable swap,bigger,smaller,rock ||| airplane,airplane ||| rock,,-1.049447676166892,-3.404122471809387,-4.169465065002441,-4.815837860107422
3992,physical-relations,indirect,variable swap,variable swap,bigger,smaller,bed ||| truck,truck ||| bed,,-3.84348635468632,-7.882519818842411,-2.195136070251465,-3.110032081604004
3993,physical-relations,indirect,variable swap,variable swap,bigger,smaller,truck ||| bed,bed ||| truck,,-3.84348635468632,-7.882519818842411,-2.195136070251465,-3.110032081604004
3996,physical-relations,indirect,variable swap,variable swap,bigger,smaller,boulder ||| train,train ||| boulder,,-5.897975765168667,-7.198870129883289,-2.684429168701172,-0.4960293769836426
3997,physical-relations,indirect,variable swap,variable swap,bigger,smaller,train ||| boulder,boulder ||| train,,-5.897975765168667,-7.198870129883289,-2.684429168701172,-0.4960293769836426
4000,physical-relations,indirect,variable swap,variable swap,bigger,smaller,bus ||| stone,stone ||| bus,,-3.9697267580777407,-13.740933123975992,-2.2719898223876953,-5.9902849197387695
4001,physical-relations,indirect,variable swap,variable swap,bigger,smaller,stone ||| bus,bus ||| stone,,-3.9697267580777407,-13.740933123975992,-2.2719898223876953,-5.9902849197387695
4004,physical-relations,indirect,variable swap,variable swap,bigger,smaller,couch ||| piano,piano ||| couch,,-10.173951626289636,-7.594576694071293,-0.19315433502197266,-1.3822784423828125
4005,physical-relations,indirect,variable swap,variable swap,bigger,smaller,piano ||| couch,couch ||| piano,,-10.173951626289636,-7.594576694071293,-0.19315433502197266,-1.3822784423828125
4006,physical-relations,indirect,variable swap,variable swap,bigger,smaller,piano ||| couch,couch ||| piano,,-8.288187265396118,-6.391607321798801,-1.2248945236206055,-2.1760659217834473
4007,physical-relations,indirect,variable swap,variable swap,bigger,smaller,couch ||| piano,piano ||| couch,,-8.288187265396118,-6.391607321798801,-1.2248945236206055,-2.1760659217834473
4010,physical-relations,indirect,variable swap,variable swap,bigger,smaller,rock ||| airplane,airplane ||| rock,,-1.5103861643001437,-2.7576836347579956,-3.8474178314208984,-4.759009838104248
4011,physical-relations,indirect,variable swap,variable swap,bigger,smaller,airplane ||| rock,rock ||| airplane,,-1.5103861643001437,-2.7576836347579956,-3.8474178314208984,-4.759009838104248
4014,physical-relations,indirect,variable swap,variable swap,bigger,smaller,stone ||| bus,bus ||| stone,,-3.3299544993788004,-13.304247576743364,-2.599057197570801,-6.344770431518555
4015,physical-relations,indirect,variable swap,variable swap,bigger,smaller,bus ||| stone,stone ||| bus,,-3.3299544993788004,-13.304247576743364,-2.599057197570801,-6.344770431518555
4018,physical-relations,indirect,variable swap,variable swap,bigger,smaller,train ||| boulder,boulder ||| train,,-6.288212679326534,-6.0576587952673435,-2.4303150177001953,-0.16499948501586914
4019,physical-relations,indirect,variable swap,variable swap,bigger,smaller,boulder ||| train,train ||| boulder,,-6.288212679326534,-6.0576587952673435,-2.4303150177001953,-0.16499948501586914
4022,physical-relations,indirect,variable swap,variable swap,bigger,smaller,truck ||| bed,bed ||| truck,,-2.7725603813305497,-8.879267618060112,-3.260664939880371,-2.9887752532958984
4027,physical-relations,indirect,antonym,variable swap,block,-,behind,in front of,,-4.191809456329793,-2.7562289563938975,-4.346063254401088,-5.952368644764647
4028,physical-relations,indirect,antonym,variable swap,block,-,in front of,behind,,-3.9651552892755717,-3.787944622337818,-4.416302266530693,-6.116833476349711
4029,physical-relations,indirect,antonym,variable swap,block,-,behind,in front of,,-3.9651552892755717,-3.787944622337818,-4.416302266530693,-6.116833476349711
4031,physical-relations,indirect,antonym,variable swap,block,-,behind,in front of,,-2.6862402465194464,-3.0608397591859102,-1.980136662721634,-4.9140045216772705
4033,physical-relations,indirect,antonym,variable swap,block,-,behind,in front of,,-2.7877588409464806,-1.1270008273422718,-2.6754689468070865,-3.606949771870859
4035,physical-relations,indirect,antonym,variable swap,block,-,behind,in front of,,-3.7486729519441724,-4.992407248355448,-3.732729073613882,-4.97858308989089
4048,physical-relations,indirect,variable swap,variable swap,block,-,bed ||| truck.,truck ||| bed.,,-24.35095651773736,-28.56813074927777,-0.2262108325958252,-2.210995674133301
4049,physical-relations,indirect,variable swap,variable swap,block,-,truck ||| bed.,bed ||| truck.,,-24.35095651773736,-28.56813074927777,-0.2262108325958252,-2.210995674133301
4050,physical-relations,indirect,variable swap,variable swap,block,-,boulder ||| train.,train ||| boulder.,,-24.650710033951327,-17.99289679247886,-2.8132100105285645,-4.376262187957764
4051,physical-relations,indirect,variable swap,variable swap,block,-,train ||| boulder.,boulder ||| train.,,-24.650710033951327,-17.99289679247886,-2.8132100105285645,-4.376262187957764
4052,physical-relations,indirect,variable swap,variable swap,block,-,bus ||| stone.,stone ||| bus.,,-31.420356093440205,-39.8916848115623,-0.8908820152282715,-2.9504618644714355
4053,physical-relations,indirect,variable swap,variable swap,block,-,stone ||| bus.,bus ||| stone.,,-31.420356093440205,-39.8916848115623,-0.8908820152282715,-2.9504618644714355
4054,physical-relations,indirect,variable swap,variable swap,block,-,couch ||| piano.,piano ||| couch.,,-25.34332200908102,-20.24723155423999,-2.1495189666748047,-4.468285083770752
4055,physical-relations,indirect,variable swap,variable swap,block,-,piano ||| couch.,couch ||| piano.,,-25.34332200908102,-20.24723155423999,-2.1495189666748047,-4.468285083770752
4058,physical-relations,indirect,variable swap,variable swap,block,-,rock ||| airplane.,airplane ||| rock.,,-26.068002723623067,-21.62612673919648,-3.309563636779785,-4.076447486877441
4059,physical-relations,indirect,variable swap,variable swap,block,-,airplane ||| rock.,rock ||| airplane.,,-26.068002723623067,-21.62612673919648,-3.309563636779785,-4.076447486877441
4070,physical-relations,indirect,antonym,concept swap,contain,cover,below.,above.,contains covers,-0.11380265792831779,-0.19469413720071316,-5.074285984039307,-4.434469223022461
4079,physical-relations,indirect,antonym,concept swap,contain,inside,remain in its place.,move too.,contains,-0.6168799269944429,-2.706802159547806,-3.434690237045288,-3.8176989555358887
4080,physical-relations,indirect,antonym,concept swap,contain,inside,move too.,remain in its place.,contains,-4.2384510431438684,-3.0688088946044445,-1.1694598197937012,-1.9554709792137146
4081,physical-relations,indirect,antonym,concept swap,contain,inside,remain in its place.,move too.,contains,-4.2384510431438684,-3.0688088946044445,-1.1694598197937012,-1.9554709792137146
4084,physical-relations,indirect,antonym,concept swap,contain,inside,move too.,remain in its place.,contains,-0.9967475160956383,-3.236260110512376,-0.3067762851715088,-2.269201934337616
4090,physical-relations,indirect,antonym,variable swap,contain,inside,move too.,remain in its place.,,-2.0038144160062075,-4.3286567479372025,-3.434690237045288,-3.8176989555358887
4091,physical-relations,indirect,antonym,variable swap,contain,inside,remain in its place.,move too.,,-2.0038144160062075,-4.3286567479372025,-3.434690237045288,-3.8176989555358887
4094,physical-relations,indirect,antonym,variable swap,contain,inside,move too.,remain in its place.,,-1.442832762375474,-4.03601380251348,-1.1694598197937012,-1.9554709792137146
4095,physical-relations,indirect,antonym,variable swap,contain,inside,remain in its place.,move too.,,-1.442832762375474,-4.03601380251348,-1.1694598197937012,-1.9554709792137146
4104,physical-relations,indirect,antonym,variable swap,contain,inside,move too.,remain in its place.,,-2.691059483215213,-0.9395962413400412,-0.3067762851715088,-2.269201934337616
4115,physical-relations,indirect,variable swap,concept swap,contain,inside,the bin,"bin, the",contains,-4.814558266662061,-5.961270056664944,3.573615700006485,0.9409215897321701
4119,physical-relations,indirect,variable swap,concept swap,contain,inside,the bus,"bus, the",contains,-0.6886005736887455,-1.0424891039729118,5.6683918088674545,4.038594201207161
4123,physical-relations,indirect,variable swap,concept swap,contain,inside,the bus,"bus, the",contains,-2.147591460496187,-4.810341343283653,3.873832643032074,2.3059913963079453
4132,physical-relations,indirect,variable swap,variable swap,contain,inside,the airplane,"airplane, the",,-11.968797717243433,-8.317337539047003,1.8610720559954643,2.991190791130066
4133,physical-relations,indirect,variable swap,variable swap,contain,inside,the box,"box, the",,-11.968797717243433,-8.317337539047003,5.253243073821068,7.270564526319504
4134,physical-relations,indirect,variable swap,variable swap,contain,inside,the truck,"truck, the",,-10.402179481461644,-12.050954177975655,6.144739180803299,5.585689574480057
4135,physical-relations,indirect,variable swap,variable swap,contain,inside,the airplane,"airplane, the",,-10.402179481461644,-12.050954177975655,4.591062232851982,6.71263812482357
4140,physical-relations,indirect,variable swap,variable swap,contain,inside,the airplane,"airplane, the",,-7.5397659577429295,-4.307860940694809,4.56870174407959,5.353920757770538
4141,physical-relations,indirect,variable swap,variable swap,contain,inside,the truck,"truck, the",,-7.5397659577429295,-4.307860940694809,6.684570550918579,5.353316307067871
4142,physical-relations,indirect,variable swap,variable swap,contain,inside,the box,"box, the",,-12.418046585284173,-9.377077337354422,6.770833969116211,4.126942694187164
4143,physical-relations,indirect,variable swap,variable swap,contain,inside,the bin,"bin, the",,-12.418046585284173,-9.377077337354422,3.573615700006485,0.9409215897321701
4150,physical-relations,indirect,variable swap,variable swap,contain,inside,the car,"car, the",,-7.249236127361655,-7.9505582097917795,3.82685018889606,3.6155352648347616
4151,physical-relations,indirect,variable swap,variable swap,contain,inside,the bus,"bus, the",,-7.249236127361655,-7.9505582097917795,5.668386086821556,4.038594201207161
4156,physical-relations,indirect,variable swap,variable swap,contain,inside,the bus,"bus, the",,-7.344148362055421,-3.017339240759611,5.122171849012375,3.0658524855971336
4157,physical-relations,indirect,variable swap,variable swap,contain,inside,the car,"car, the",,-7.344148362055421,-3.017339240759611,4.124986590817571,2.453187022358179
4158,physical-relations,indirect,variable swap,variable swap,contain,inside,the container,"container, the",,-9.904246851801872,-9.81451195385307,5.215051040053368,3.9094893783330917
4159,physical-relations,indirect,variable swap,variable swap,contain,inside,the bus,"bus, the",,-9.904246851801872,-9.81451195385307,3.8738340735435486,2.305995687842369
4164,physical-relations,indirect,variable swap,variable swap,contain,inside,the bus,"bus, the",,-9.714546605944633,-3.35166952945292,3.6853737235069275,2.009614810347557
4165,physical-relations,indirect,variable swap,variable swap,contain,inside,the container,"container, the",,-9.714546605944633,-3.35166952945292,4.485770955681801,3.040249079465866
4169,physical-relations,indirect,antonym,concept swap,contain,outside,remain in its place.,move too.,contains,-0.360842265188694,-1.0526092946529388,-3.4346871376037598,-3.8176956176757812
4170,physical-relations,indirect,antonym,concept swap,contain,outside,move too.,remain in its place.,contains,-2.888234607875347,-5.058291710913181,-1.1694598197937012,-1.9554709792137146
4174,physical-relations,indirect,antonym,concept swap,contain,outside,move too.,remain in its place.,contains,-1.2325916215777397,-3.14481857791543,-0.3067762851715088,-2.269201934337616
4184,physical-relations,indirect,antonym,variable swap,contain,outside,move too.,remain in its place.,,-2.691059483215213,-0.9395962413400412,-0.3067762851715088,-2.269201934337616
4219,physical-relations,direct,variable swap,concept swap,inside,outside,box ||| airplane.,airplane ||| box.,,-2.07751211989671,-2.0266147423535585,-0.0038166046142578125,-1.922001838684082
4225,physical-relations,direct,variable swap,concept swap,inside,outside,bin ||| box.,box ||| bin.,,-1.7781781144440174,-2.271163906902075,-3.876577377319336,-0.702770471572876
4233,physical-relations,direct,variable swap,concept swap,inside,outside,bus ||| container.,container ||| bus.,,-1.2765010632574558,-0.8466353621333838,-1.1049151420593262,-1.4475502967834473
4236,physical-relations,direct,variable swap,variable swap,inside,outside,airplane ||| truck.,truck ||| airplane.,,-18.00801750458777,-17.365677229128778,-0.9776101112365723,-5.289347171783447
4237,physical-relations,direct,variable swap,variable swap,inside,outside,truck ||| airplane.,airplane ||| truck.,,-18.00801750458777,-17.365677229128778,-0.9776101112365723,-5.289347171783447
4240,physical-relations,direct,variable swap,variable swap,inside,outside,bin ||| box.,box ||| bin.,,-24.544616213068366,-20.053492598235607,-3.3244714736938477,-0.2270946502685547
4241,physical-relations,direct,variable swap,variable swap,inside,outside,box ||| bin.,bin ||| box.,,-24.544616213068366,-20.053492598235607,-3.3244714736938477,-0.2270946502685547
4242,physical-relations,direct,variable swap,variable swap,inside,outside,box ||| airplane.,airplane ||| box.,,-32.25020161783323,-15.008734194561839,-0.2409205436706543,-2.809999942779541
4243,physical-relations,direct,variable swap,variable swap,inside,outside,airplane ||| box.,box ||| airplane.,,-32.25020161783323,-15.008734194561839,-0.2409205436706543,-2.809999942779541
4246,physical-relations,direct,variable swap,variable swap,inside,outside,bus ||| car.,car ||| bus.,,-17.479787161108106,-12.886838434264064,-1.749377727508545,-2.2620279788970947
4247,physical-relations,direct,variable swap,variable swap,inside,outside,car ||| bus.,bus ||| car.,,-17.479787161108106,-12.886838434264064,-1.749377727508545,-2.2620279788970947
4248,physical-relations,direct,variable swap,variable swap,inside,outside,bus ||| container.,container ||| bus.,,-23.71251391991973,-19.85641132015735,-0.5342559814453125,-2.7483997344970703
4249,physical-relations,direct,variable swap,variable swap,inside,outside,container ||| bus.,bus ||| container.,,-23.71251391991973,-19.85641132015735,-0.5342559814453125,-2.7483997344970703
4256,physical-relations,indirect,antonym,concept swap,inside,outside,move too.,remain in its place.,,-0.8659748919308186,-0.32879334688186646,-0.7486758530139923,-3.3424037098884583
4276,physical-relations,indirect,antonym,concept swap,support,supported,move too.,remain in its place.,supported supports,-2.196238901466131,-1.4930507987737656,-1.5132555961608887,-3.9568074345588684
4279,physical-relations,indirect,antonym,concept swap,support,supported,remain in its place.,move too.,supported supports,-2.8252567425370216,-1.8107174597680569,-1.2774712145328522,-1.531889021396637
4281,physical-relations,indirect,antonym,concept swap,support,supported,remain in its place.,move too.,supported supports,-4.385934656485915,-1.417468884959817,-2.95407035946846,-1.61397123336792
4283,physical-relations,indirect,antonym,concept swap,support,supported,remain in its place.,move too.,supported supports,-2.6930314656347036,-2.3571993969380856,-3.249090939760208,-0.038391947746276855
4285,physical-relations,indirect,antonym,concept swap,support,supported,remain in its place.,move too.,supported supports,-4.00070614926517,-1.6957028340548277,-0.652536928653717,-1.5496149063110352
4286,physical-relations,indirect,antonym,variable swap,support,supported,move too.,remain in its place.,,-1.085388645529747,-0.6300800368189812,-1.5132555961608887,-3.9568074345588684
4291,physical-relations,indirect,antonym,variable swap,support,supported,remain in its place.,move too.,,-3.2464814353734255,-2.224512793123722,-1.277473360300064,-1.5318861603736877
4295,physical-relations,indirect,antonym,variable swap,support,supported,remain in its place.,move too.,,-2.108087232336402,-1.079916873946786,-2.95407035946846,-1.61397123336792
4299,physical-relations,indirect,antonym,variable swap,support,supported,remain in its place.,move too.,,-5.112037654034793,-1.566677700728178,-3.249090939760208,-0.038391947746276855
4303,physical-relations,indirect,antonym,variable swap,support,supported,remain in its place.,move too.,,-3.92134964838624,-3.346264246851206,-0.652536928653717,-1.5496149063110352
4306,physical-relations,indirect,variable swap,concept swap,support,supported,the rock,"rock, the",supported supports,-5.944239599630237,-3.0726821422576904,7.45624366402626,2.446592688560486
4307,physical-relations,indirect,variable swap,concept swap,support,supported,the airplane,"airplane, the",supported supports,-5.944239599630237,-3.0726821422576904,6.014703765511513,5.363557085394859
4312,physical-relations,indirect,variable swap,concept swap,support,supported,the bed,"bed, the",supported supports,-5.435478946194053,-5.394506301730871,1.3350749462842941,1.9141563177108765
4313,physical-relations,indirect,variable swap,concept swap,support,supported,the truck,"truck, the",supported supports,-5.435478946194053,-5.394506301730871,4.4604202806949615,1.2666057348251343
4317,physical-relations,indirect,variable swap,concept swap,support,supported,the train,"train, the",supported supports,-9.242119945585728,-0.8786367680877447,7.28654408454895,3.9586211293935776
4320,physical-relations,indirect,variable swap,concept swap,support,supported,the couch,"couch, the",supported supports,-9.339374596253037,-7.9424753077328205,3.094848543405533,5.504544287919998
4321,physical-relations,indirect,variable swap,concept swap,support,supported,the piano,"piano, the",supported supports,-9.339374596253037,-7.9424753077328205,3.3752706050872803,4.946416139602661
4324,physical-relations,indirect,variable swap,concept swap,support,supported,the bus,"bus, the",supported supports,-5.904551172628999,-11.561255633831024,4.875722527503967,-1.3905836641788483
4325,physical-relations,indirect,variable swap,concept swap,support,supported,the stone,"stone, the",supported supports,-5.904551172628999,-11.561255633831024,3.719331681728363,-0.4090222790837288
4326,physical-relations,indirect,variable swap,variable swap,support,supported,the rock,"rock, the",,-15.044705340638757,-5.642897501587868,7.45624366402626,2.446592688560486
4327,physical-relations,indirect,variable swap,variable swap,support,supported,the airplane,"airplane, the",,-15.044705340638757,-5.642897501587868,6.014703765511513,5.363557085394859
4328,physical-relations,indirect,variable swap,variable swap,support,supported,the rock,"rock, the",,-4.201386082917452,-2.3305144757032394,7.45624366402626,2.446592688560486
4329,physical-relations,indirect,variable swap,variable swap,support,supported,the airplane,"airplane, the",,-4.201386082917452,-2.3305144757032394,6.014703765511513,5.363557085394859
4334,physical-relations,indirect,variable swap,variable swap,support,supported,the truck,"truck, the",,-1.7730470579117537,-1.6214494444429874,4.7456179559230804,2.6231706738471985
4339,physical-relations,indirect,variable swap,variable swap,support,supported,the truck,"truck, the",,-4.1038465946912766,-2.6397638022899628,4.4604202806949615,1.2666057348251343
4340,physical-relations,indirect,variable swap,variable swap,support,supported,the bed,"bed, the",,-9.71798419393599,-11.374174620956182,1.3350736498832703,1.9141592979431152
4341,physical-relations,indirect,variable swap,variable swap,support,supported,the truck,"truck, the",,-9.71798419393599,-11.374174620956182,4.4604202806949615,1.2666057348251343
4342,physical-relations,indirect,variable swap,variable swap,support,supported,the train,"train, the",,-0.7065774481743574,-2.5971935596317053,7.737326562404633,5.364610970020294
4347,physical-relations,indirect,variable swap,variable swap,support,supported,the train,"train, the",,-4.154827332124114,-1.0018527749925852,7.28654408454895,3.9586211293935776
4349,physical-relations,indirect,variable swap,variable swap,support,supported,the train,"train, the",,-12.66520703304559,-2.825023077428341,7.28654408454895,3.9586211293935776
4350,physical-relations,indirect,variable swap,variable swap,support,supported,the piano,"piano, the",,-1.516879671253264,-1.9459356181323528,1.7090714126825333,5.469323828816414
4355,physical-relations,indirect,variable swap,variable swap,support,supported,the piano,"piano, the",,-5.028885615989566,-2.1117828469723463,3.3752706050872803,4.946416139602661
4356,physical-relations,indirect,variable swap,variable swap,support,supported,the couch,"couch, the",,-10.719551838003099,-8.719926143065095,3.094848543405533,5.504544287919998
4357,physical-relations,indirect,variable swap,variable swap,support,supported,the piano,"piano, the",,-10.719551838003099,-8.719926143065095,3.3752706050872803,4.946416139602661
4359,physical-relations,indirect,variable swap,variable swap,support,supported,the bus,"bus, the",,-0.45434920489788055,-4.850666027516127,6.216009736061096,-0.31233474612236023
4362,physical-relations,indirect,variable swap,variable swap,support,supported,the bus,"bus, the",,-3.757691640406847,-4.488949390128255,4.875722527503967,-1.3905836641788483
4363,physical-relations,indirect,variable swap,variable swap,support,supported,the stone,"stone, the",,-3.757691640406847,-4.488949390128255,3.719331681728363,-0.4090222790837288
4364,physical-relations,indirect,variable swap,variable swap,support,supported,the bus,"bus, the",,-9.3315463475883,-14.77120310626924,4.875722527503967,-1.3905836641788483
4365,physical-relations,indirect,variable swap,variable swap,support,supported,the stone,"stone, the",,-9.3315463475883,-14.77120310626924,3.719331681728363,-0.4090222790837288
4387,physical-relations,indirect,antonym,concept swap,supported,attached,move too.,remain in its place.,attached supported,-1.690847059711814,-2.4267735965549946,-1.5132555961608887,-3.9568074345588684
4388,physical-relations,indirect,antonym,concept swap,supported,attached,remain in its place.,move too.,attached supported,-2.4733546059578657,-1.7150953523814678,-1.277473360300064,-1.5318861603736877
4390,physical-relations,indirect,antonym,concept swap,supported,attached,remain in its place.,move too.,attached supported,-1.1280108615756035,-2.079572906717658,-2.95407035946846,-1.61397123336792
4392,physical-relations,indirect,antonym,concept swap,supported,attached,remain in its place.,move too.,attached supported,-2.2464345395565033,-2.104167563840747,-3.249090939760208,-0.038391947746276855
4394,physical-relations,indirect,antonym,concept swap,supported,attached,remain in its place.,move too.,attached supported,-1.703300628811121,-0.5784037187695503,-0.652536928653717,-1.5496149063110352
4398,physical-relations,indirect,antonym,variable swap,supported,attached,remain in its place.,move too.,,-3.2464814353734255,-2.224512793123722,-1.2774704992771149,-1.5318894982337952
4400,physical-relations,indirect,antonym,variable swap,supported,attached,remain in its place.,move too.,,-2.108087232336402,-1.079916873946786,-2.95407035946846,-1.61397123336792
4402,physical-relations,indirect,antonym,variable swap,supported,attached,remain in its place.,move too.,,-5.112037654034793,-1.566677700728178,-3.249090939760208,-0.038391947746276855
4404,physical-relations,indirect,antonym,variable swap,supported,attached,remain in its place.,move too.,,-3.92134964838624,-3.346264246851206,-0.652536928653717,-1.5496149063110352
4406,physical-relations,indirect,antonym,concept swap,touching,attached,remain in its place.,move too.,attached touching,-4.520911766216159,-0.4347267411649227,-1.4964836835861206,-3.147731363773346
4410,physical-relations,indirect,antonym,concept swap,touching,attached,remain in its place.,move too.,attached touching,-1.9180911155417562,-0.5413691662251949,-0.5060997903347015,-1.6980867981910706
4411,physical-relations,indirect,antonym,concept swap,touching,attached,move too.,remain in its place.,attached touching,-1.9180911155417562,-0.5413691662251949,-0.5060997903347015,-1.6980867981910706
4412,physical-relations,indirect,antonym,concept swap,touching,attached,remain in its place.,move too.,attached touching,-3.0905453599989414,-1.3708902522921562,-0.5024861991405487,-1.0866893529891968
4442,physical-relations,indirect,antonym,concept swap,touching,connected,independent of,with,connected touching,-1.105530644301325,-1.608152337372303,-7.226490378379822,-6.258568525314331
4487,physical-relations,direct,antonym,variable swap,under,on,above,below,,-0.2628788542933762,-0.4853692799806595,-2.175900459289551,-0.144805908203125
4503,physical-relations,direct,antonym,variable swap,under,on,above,below,,-1.681110659148544,-2.235513875260949,-0.7003769874572754,-0.6782541275024414
4504,physical-relations,direct,antonym,variable swap,under,on,lower down,higher up,,-1.2124977754428983,-1.045650377869606,-0.8166365623474121,-1.034604549407959
4505,physical-relations,direct,antonym,variable swap,under,on,higher up,lower down,,-1.2124977754428983,-1.045650377869606,-0.8166365623474121,-1.034604549407959
4511,physical-relations,direct,antonym,variable swap,under,on,above,below,,-1.6842476294841617,-2.245312737300992,-0.4407529830932617,-0.4811534881591797
4517,physical-relations,direct,antonym,variable swap,under,on,above,below,,-0.7150551159866154,-0.7278004363179207,-0.7953577041625977,-0.1451740264892578
4525,physical-relations,direct,variable swap,concept swap,under,on,rock ||| airplane.,airplane ||| rock.,,-0.446426295209676,-2.105471944436431,-2.6358275413513184,-4.815345287322998
4527,physical-relations,direct,variable swap,concept swap,under,on,rock ||| airplane.,airplane ||| rock.,,-0.19756321655586362,-2.0477111637592316,-1.9309179782867432,-0.3705582618713379
4545,physical-relations,direct,variable swap,concept swap,under,on,couch ||| piano.,piano ||| couch.,,-0.34073181939311326,-0.2213504184037447,-2.6953940391540527,-2.7979869842529297
4559,physical-relations,direct,variable swap,concept swap,under,on,boulder ||| train.,train ||| boulder.,,-0.0031728199683129787,-1.6191588155925274,-4.437648773193359,-4.216836452484131
4561,physical-relations,direct,variable swap,concept swap,under,on,bed ||| truck.,truck ||| bed.,,-1.2786305318586528,-2.8584347432479262,-0.03806304931640625,-0.5598065853118896
4563,physical-relations,direct,variable swap,concept swap,under,on,bed ||| truck.,truck ||| bed.,,-1.2173264836892486,-2.077410262078047,-1.3927638530731201,-3.033646583557129
4566,physical-relations,direct,variable swap,variable swap,under,on,airplane ||| rock.,rock ||| airplane.,,-34.36228674883023,-30.01283992268145,-2.6358275413513184,-4.815345287322998
4567,physical-relations,direct,variable swap,variable swap,under,on,rock ||| airplane.,airplane ||| rock.,,-34.36228674883023,-30.01283992268145,-2.6358275413513184,-4.815345287322998
4570,physical-relations,direct,variable swap,variable swap,under,on,airplane ||| rock.,rock ||| airplane.,,-24.452410568017513,-21.299413485452533,-1.9309179782867432,-0.3705582618713379
4571,physical-relations,direct,variable swap,variable swap,under,on,rock ||| airplane.,airplane ||| rock.,,-24.452410568017513,-21.299413485452533,-1.9309179782867432,-0.3705582618713379
4574,physical-relations,direct,variable swap,variable swap,under,on,bed ||| truck.,truck ||| bed.,,-32.18165291193873,-35.064554588869214,-0.0424952507019043,-0.0063332319259643555
4575,physical-relations,direct,variable swap,variable swap,under,on,truck ||| bed.,bed ||| truck.,,-32.18165291193873,-35.064554588869214,-0.0424952507019043,-0.0063332319259643555
4578,physical-relations,direct,variable swap,variable swap,under,on,bed ||| truck.,truck ||| bed.,,-18.06279645394534,-21.471521390601993,-2.487611770629883,-2.413813352584839
4579,physical-relations,direct,variable swap,variable swap,under,on,truck ||| bed.,bed ||| truck.,,-18.06279645394534,-21.471521390601993,-2.487611770629883,-2.413813352584839
4582,physical-relations,direct,variable swap,variable swap,under,on,boulder ||| train.,train ||| boulder.,,-32.96300482866354,-24.861992684891447,-3.561368465423584,-2.5446648597717285
4583,physical-relations,direct,variable swap,variable swap,under,on,train ||| boulder.,boulder ||| train.,,-32.96300482866354,-24.861992684891447,-3.561368465423584,-2.5446648597717285
4586,physical-relations,direct,variable swap,variable swap,under,on,boulder ||| train.,train ||| boulder.,,-17.737035998608917,-18.443876994773746,-5.0360517501831055,-4.991772651672363
4587,physical-relations,direct,variable swap,variable swap,under,on,train ||| boulder.,boulder ||| train.,,-17.737035998608917,-18.443876994773746,-5.0360517501831055,-4.991772651672363
4590,physical-relations,direct,variable swap,variable swap,under,on,bus ||| stone.,stone ||| bus.,,-41.60509202349931,-45.78520521428436,-1.0867550373077393,-5.028928995132446
4591,physical-relations,direct,variable swap,variable swap,under,on,stone ||| bus.,bus ||| stone.,,-41.60509202349931,-45.78520521428436,-1.0867550373077393,-5.028928995132446
4594,physical-relations,direct,variable swap,variable swap,under,on,bus ||| stone.,stone ||| bus.,,-26.435449049342424,-32.875264812260866,-1.1784117221832275,-0.7548856735229492
4595,physical-relations,direct,variable swap,variable swap,under,on,stone ||| bus.,bus ||| stone.,,-26.435449049342424,-32.875264812260866,-1.1784117221832275,-0.7548856735229492
4598,physical-relations,direct,variable swap,variable swap,under,on,couch ||| piano.,piano ||| couch.,,-33.495769295375794,-28.77036279067397,-2.1580357551574707,-3.717629909515381
4599,physical-relations,direct,variable swap,variable swap,under,on,piano ||| couch.,couch ||| piano.,,-33.495769295375794,-28.77036279067397,-2.1580357551574707,-3.717629909515381
4602,physical-relations,direct,variable swap,variable swap,under,on,couch ||| piano.,piano ||| couch.,,-21.89779079030268,-20.49572490248829,-0.04735875129699707,-2.116917610168457
4603,physical-relations,direct,variable swap,variable swap,under,on,piano ||| couch.,couch ||| piano.,,-21.89779079030268,-20.49572490248829,-0.04735875129699707,-2.116917610168457
4604,physical-relations,direct,variable swap,variable swap,under,on,piano ||| couch.,couch ||| piano.,,-31.890756585402414,-30.630869685672224,-2.6953940391540527,-2.7979869842529297
