arm,checkpoint,split,numops,local_index,sample_id,example_id,item_key,pred,pred_idx,correct,gold,option_count
repeat,chck_80M,regular,1,135,350,787,regular:1:135,the stone.,1,False,the file.,5
repeat,chck_80M,regular,1,136,1195,788,regular:1:136,the cream and the drug.,2,False,the bottle and the pipe.,5
repeat,chck_80M,regular,1,137,1633,789,regular:1:137,the crown.,1,False,the phone.,5
repeat,chck_80M,regular,1,138,1867,790,regular:1:138,the bomb.,2,False,the computer.,5
repeat,chck_80M,regular,1,139,828,791,regular:1:139,the glass and the seed and the sheet.,1,False,the disk and the magazine and the medicine.,5
repeat,chck_80M,regular,1,140,691,792,regular:1:140,the dress.,2,False,the stone.,5
repeat,chck_80M,regular,1,141,426,793,regular:1:141,the branch and the camera and the shell.,0,True,the branch and the camera and the shell.,5
repeat,chck_80M,regular,1,142,326,794,regular:1:142,the brain and the plate.,2,False,the brain and the file.,5
repeat,chck_80M,regular,1,143,1528,796,regular:1:143,the brain and the radio.,2,False,the bread and the dress.,5
repeat,chck_80M,regular,1,144,323,797,regular:1:144,the bill and the branch.,1,False,the cross and the tea.,5
repeat,chck_80M,regular,1,145,1090,798,regular:1:145,the medicine.,0,True,the medicine.,5
repeat,chck_80M,regular,1,146,857,799,regular:1:146,the car.,2,False,the boat.,5
repeat,chck_80M,regular,1,147,600,800,regular:1:147,the suit.,0,True,the suit.,5
repeat,chck_80M,regular,1,148,63,802,regular:1:148,the book and the ticket.,1,False,the document and the magazine.,5
repeat,chck_80M,regular,1,149,1901,803,regular:1:149,the drug and the shell and the string.,1,False,the egg and the letter and the watch.,5
repeat,chck_80M,regular,1,150,1892,805,regular:1:150,the knife and the stone and the tape.,2,False,the meat and the rock and the wheel.,5
repeat,chck_80M,regular,1,151,70,806,regular:1:151,the bell and the cigarette and the mirror.,1,False,the bus and the document and the pot.,5
repeat,chck_80M,regular,1,152,1053,808,regular:1:152,the egg and the newspaper.,0,True,the egg and the newspaper.,5
repeat,chck_80M,regular,1,153,294,809,regular:1:153,the file and the milk and the television.,1,False,the cake and the leaf and the string.,5
repeat,chck_80M,regular,1,154,752,811,regular:1:154,the card and the fan and the tissue.,1,False,the bomb and the boot and the plane.,5
repeat,chck_80M,regular,1,155,1014,812,regular:1:155,the cream.,4,False,the magazine.,5
repeat,chck_80M,regular,1,156,824,813,regular:1:156,the bowl and the crown.,1,False,the pot and the ticket.,5
repeat,chck_80M,regular,1,157,326,814,regular:1:157,the brain and the plate.,2,False,the brain and the file.,5
repeat,chck_80M,regular,1,158,1867,815,regular:1:158,the cigarette and the seed.,1,False,the bomb and the ice.,5
repeat,chck_80M,regular,1,159,1,816,regular:1:159,the block and the car and the clock.,2,False,the boat and the bomb and the hat.,5
repeat,chck_80M,regular,1,160,478,817,regular:1:160,the bag and the disk and the sheet.,2,False,the bottle and the bowl and the clock.,5
repeat,chck_80M,regular,1,161,58,818,regular:1:161,the bill and the bottle.,0,True,the bill and the bottle.,5
repeat,chck_80M,regular,1,162,526,820,regular:1:162,the watch.,0,True,the watch.,5
repeat,chck_80M,regular,1,163,1053,824,regular:1:163,the bag and the egg and the newspaper.,2,False,the brain and the car and the tie.,5
repeat,chck_80M,regular,1,164,1546,825,regular:1:164,the coat and the stone.,3,False,the coat and the fig.,5
repeat,chck_80M,regular,1,165,1053,826,regular:1:165,the bag and the egg and the newspaper.,2,False,the dish and the pipe and the plate.,5
repeat,chck_80M,regular,1,166,673,827,regular:1:166,the bag.,2,False,the drink.,5
repeat,chck_80M,regular,1,167,2018,828,regular:1:167,the milk and the pot.,2,False,the cream and the sheet.,5
repeat,chck_80M,regular,1,168,940,829,regular:1:168,the engine and the tissue.,2,False,the pipe and the string.,5
repeat,chck_80M,regular,1,169,191,830,regular:1:169,the tissue.,2,False,the sheet.,5
repeat,chck_80M,regular,1,170,1382,831,regular:1:170,the bus and the key.,2,False,the suit and the tape.,5
repeat,chck_80M,regular,1,171,478,832,regular:1:171,the bomb and the magazine and the television.,2,False,the card and the medicine and the paper.,5
repeat,chck_80M,regular,1,172,152,834,regular:1:172,the document and the train.,1,False,the crown and the magazine.,5
repeat,chck_80M,regular,1,173,1792,836,regular:1:173,the map.,2,False,the plate.,5
repeat,chck_80M,regular,1,174,39,837,regular:1:174,the cigarette and the rose.,1,False,the glass and the seed.,5
repeat,chck_80M,regular,1,175,600,838,regular:1:175,the suit.,0,True,the suit.,5
repeat,chck_80M,regular,1,176,1586,841,regular:1:176,the flower.,2,False,the creature.,5
repeat,chck_80M,regular,1,177,1232,842,regular:1:177,the bread and the egg and the meat.,2,False,the coffee and the shoe and the tie.,5
repeat,chck_80M,regular,1,178,752,845,regular:1:178,the magazine and the ticket.,0,True,the magazine and the ticket.,5
repeat,chck_80M,regular,1,179,1261,847,regular:1:179,the fan.,2,False,the block.,5
repeat,chck_80M,regular,1,180,610,849,regular:1:180,the hat and the medicine and the pot.,1,False,the bowl and the crown and the magazine.,5
repeat,chck_80M,regular,1,181,1451,850,regular:1:181,the branch and the drug and the tea.,3,False,the card and the drug and the tea.,5
repeat,chck_80M,regular,1,182,551,851,regular:1:182,the file and the disk.,1,False,the file and the plant.,5
repeat,chck_80M,regular,1,183,754,852,regular:1:183,the bill and the brick and the cream.,1,False,the block and the cake and the engine.,5
repeat,chck_80M,regular,1,184,1382,853,regular:1:184,the bus and the key.,2,False,the machine and the phone.,5
repeat,chck_80M,regular,1,185,1137,854,regular:1:185,the stone.,1,False,the computer.,5
repeat,chck_80M,regular,1,186,488,859,regular:1:186,the drink.,1,False,the key.,5
repeat,chck_80M,regular,1,187,183,863,regular:1:187,the cheese and the leaf and the disk.,3,False,the cheese and the leaf and the map.,5
repeat,chck_80M,regular,1,188,314,866,regular:1:188,the book.,2,False,the cake.,5
repeat,chck_80M,regular,1,189,1344,868,regular:1:189,the glass.,0,True,the glass.,5
repeat,chck_80M,regular,1,190,264,870,regular:1:190,the plant.,2,False,the wire.,5
repeat,chck_80M,regular,1,191,1039,871,regular:1:191,the bell and the car and the cup.,1,False,the bag and the bill and the bomb.,5
repeat,chck_80M,regular,1,192,1165,873,regular:1:192,the crown.,2,False,the apple.,5
repeat,chck_80M,regular,1,193,894,874,regular:1:193,the bill and the card and the drink.,1,False,the cream and the seed and the tie.,5
repeat,chck_80M,regular,1,194,336,875,regular:1:194,the creature and the plane.,1,False,the car and the dish.,5
repeat,chck_80M,regular,1,195,191,879,regular:1:195,the knife.,3,False,the sheet.,5
repeat,chck_80M,regular,1,196,1301,882,regular:1:196,the paper.,2,False,the suit.,5
repeat,chck_80M,regular,1,197,1482,883,regular:1:197,the plate.,1,False,the camera.,5
repeat,chck_80M,regular,1,198,47,884,regular:1:198,the letter and the magazine.,1,False,the bomb and the wheel.,5
repeat,chck_80M,regular,1,199,294,886,regular:1:199,the cake and the plane and the string.,2,False,the cake and the leaf and the string.,5
repeat,chck_80M,regular,1,200,1737,887,regular:1:200,the camera and the fan and the note.,1,False,the egg and the hat and the magazine.,5
repeat,chck_80M,regular,1,201,1883,892,regular:1:201,the dress and the gift and the watch.,2,False,the dress and the hat and the shirt.,5
repeat,chck_80M,regular,1,202,1095,895,regular:1:202,the bone and the egg.,2,False,the book and the cream.,5
repeat,chck_80M,regular,1,203,1014,896,regular:1:203,the crown and the newspaper.,2,False,the cake and the drug.,5
repeat,chck_80M,regular,1,204,1451,897,regular:1:204,the clock and the cross.,2,False,the ball and the television.,5
repeat,chck_80M,regular,1,205,595,899,regular:1:205,the shoe and the string.,2,False,the computer and the stone.,5
repeat,chck_80M,regular,1,206,1998,900,regular:1:206,the meat.,2,False,the gift.,5
repeat,chck_80M,regular,1,207,1056,901,regular:1:207,the bell and the jacket and the rock.,1,False,the cross and the drink and the painting.,5
repeat,chck_80M,regular,1,208,63,904,regular:1:208,the file and the ticket.,4,False,the book and the ticket.,5
repeat,chck_80M,regular,1,209,1185,905,regular:1:209,the cup and the drink.,1,False,the book and the medicine.,5
repeat,chck_80M,regular,1,210,19,906,regular:1:210,the coffee and the stone.,0,True,the coffee and the stone.,5
repeat,chck_80M,regular,1,211,323,907,regular:1:211,the creature and the plane and the train.,1,False,the bill and the branch and the milk.,5
repeat,chck_80M,regular,1,212,2079,909,regular:1:212,the card and the television.,2,False,the cheese and the map.,5
repeat,chck_80M,regular,1,213,610,910,regular:1:213,the hat and the medicine and the pot.,1,False,the bowl and the crown and the magazine.,5
repeat,chck_80M,regular,1,214,47,911,regular:1:214,the letter and the magazine and the medicine.,2,False,the boat and the guitar and the medicine.,5
repeat,chck_80M,regular,1,215,1944,912,regular:1:215,the computer and the crown and the suit.,2,False,the disk and the shirt and the wheel.,5
repeat,chck_80M,regular,1,216,1944,913,regular:1:216,the disk and the shirt and the wheel.,1,False,the jacket and the pot and the shell.,5
repeat,chck_80M,regular,1,217,326,916,regular:1:217,the brain and the plate.,2,False,the plant and the ticket.,5
repeat,chck_80M,regular,1,218,314,917,regular:1:218,the book.,3,False,the cake.,5
repeat,chck_80M,regular,1,219,1131,918,regular:1:219,the bill.,1,False,the ice.,5
repeat,chck_80M,regular,1,220,691,919,regular:1:220,the ring.,1,False,the stone.,5
repeat,chck_80M,regular,1,221,402,920,regular:1:221,the cake and the ticket.,3,False,the cake and the pipe.,5
repeat,chck_80M,regular,1,222,673,921,regular:1:222,the mirror.,2,False,the drink.,5
repeat,chck_80M,regular,1,223,1035,922,regular:1:223,the crown.,2,False,the knife.,5
repeat,chck_80M,regular,1,224,326,923,regular:1:224,the brain and the plate.,2,False,the brain and the file.,5
repeat,chck_80M,regular,1,225,857,924,regular:1:225,the boat and the bone.,2,False,the boat and the car.,5
repeat,chck_80M,regular,1,226,1862,925,regular:1:226,the phone.,1,False,the fig.,5
repeat,chck_80M,regular,1,227,1195,926,regular:1:227,the cake and the crown and the medicine.,2,False,the crown and the letter and the medicine.,5
repeat,chck_80M,regular,1,228,233,927,regular:1:228,the suit.,0,True,the suit.,5
repeat,chck_80M,regular,1,229,1877,928,regular:1:229,the shell and the disk.,4,False,the branch and the disk.,5
repeat,chck_80M,regular,1,230,1147,929,regular:1:230,the stone and the tape.,0,True,the stone and the tape.,5
repeat,chck_80M,regular,1,231,1136,931,regular:1:231,the brain and the machine.,1,False,the drink and the rose.,5
repeat,chck_80M,regular,1,232,350,933,regular:1:232,the computer and the knife and the tie.,1,False,the beer and the seed and the shirt.,5
repeat,chck_80M,regular,1,233,1753,935,regular:1:233,the egg.,4,False,the bone.,5
repeat,chck_80M,regular,1,234,1011,936,regular:1:234,the bottle and the disk and the phone.,2,False,the coffee and the dish and the ice.,5
repeat,chck_80M,regular,1,235,191,938,regular:1:235,the ring and the television.,2,False,the bowl and the newspaper.,5
repeat,chck_80M,regular,1,236,2208,940,regular:1:236,the bell and the disk.,2,False,the brain and the meat.,5
repeat,chck_80M,regular,1,237,940,942,regular:1:237,the engine and the tissue.,2,False,the pipe and the string.,5
repeat,chck_80M,regular,1,238,1261,943,regular:1:238,the egg.,2,False,the ball.,5
repeat,chck_80M,regular,1,239,1035,944,regular:1:239,the knife and the letter.,2,False,the car and the crown.,5
repeat,chck_80M,regular,1,240,399,947,regular:1:240,the mirror and the radio.,0,True,the mirror and the radio.,5
repeat,chck_80M,regular,1,241,1165,949,regular:1:241,the apple and the map and the television.,2,False,the crown and the knife and the string.,5
repeat,chck_80M,regular,1,242,1885,951,regular:1:242,the cup and the watch.,2,False,the newspaper and the ticket.,5
repeat,chck_80M,regular,1,243,894,952,regular:1:243,the cross.,1,False,the shirt.,5
repeat,chck_80M,regular,1,244,323,954,regular:1:244,the bag.,4,False,the hat.,5
repeat,chck_80M,regular,1,245,1095,959,regular:1:245,the pipe and the shoe.,0,True,the pipe and the shoe.,5
repeat,chck_80M,regular,1,246,610,960,regular:1:246,the bowl.,2,False,the guitar.,5
repeat,chck_80M,regular,1,247,1293,962,regular:1:247,the bill.,0,True,the bill.,5
repeat,chck_80M,regular,1,248,70,963,regular:1:248,the bell and the cigarette and the mirror.,2,False,the bus and the document and the pot.,5
repeat,chck_80M,regular,1,249,2047,964,regular:1:249,the meat and the phone and the picture.,2,False,the fan and the jacket and the train.,5
repeat,chck_80M,regular,1,250,685,966,regular:1:250,the shell and the stone.,1,False,the fig and the watch.,5
repeat,chck_80M,regular,1,251,501,967,regular:1:251,the leaf.,2,False,the coffee.,5
repeat,chck_80M,regular,1,252,849,968,regular:1:252,the ticket.,1,False,the glass.,5
repeat,chck_80M,regular,1,253,764,969,regular:1:253,the dish.,1,False,the picture.,5
repeat,chck_80M,regular,1,254,580,971,regular:1:254,the suit.,3,False,the dish.,5
repeat,chck_80M,regular,1,255,944,972,regular:1:255,the crown.,1,False,the television.,5
repeat,chck_80M,regular,1,256,1920,973,regular:1:256,the cash and the drug.,1,False,the newspaper and the ticket.,5
repeat,chck_80M,regular,1,257,1056,975,regular:1:257,the cross.,4,False,the fig.,5
repeat,chck_80M,regular,1,258,747,976,regular:1:258,the block and the milk and the pipe.,2,False,the coffee and the fan and the gift.,5
repeat,chck_80M,regular,1,259,1169,977,regular:1:259,the radio.,1,False,the cross.,5
repeat,chck_80M,regular,1,260,1987,979,regular:1:260,the paper.,1,False,the wire.,5
repeat,chck_80M,regular,1,261,959,982,regular:1:261,the ball and the boat.,0,True,the ball and the boat.,5
repeat,chck_80M,regular,1,262,1053,984,regular:1:262,the chemical and the rock.,2,False,the egg and the newspaper.,5
repeat,chck_80M,regular,1,263,1345,986,regular:1:263,the coat and the ring and the tie.,1,False,the bomb and the bone and the train.,5
repeat,chck_80M,regular,1,264,754,987,regular:1:264,the cigarette and the pipe.,1,False,the book and the magazine.,5
repeat,chck_80M,regular,1,265,547,988,regular:1:265,the camera and the creature and the string.,1,False,the cigarette and the coat and the gift.,5
repeat,chck_80M,regular,1,266,1147,989,regular:1:266,the note.,1,False,the camera.,5
repeat,chck_80M,regular,1,267,447,990,regular:1:267,the bowl and the computer.,2,False,the cigarette and the dress.,5
repeat,chck_80M,regular,1,268,353,995,regular:1:268,the shirt.,1,False,the tea.,5
repeat,chck_80M,regular,1,269,1756,996,regular:1:269,the ball.,4,False,the leaf.,5
repeat,chck_80M,regular,1,270,1504,997,regular:1:270,the egg.,2,False,the paper.,5
repeat,chck_80M,regular,1,271,1944,999,regular:1:271,the disk and the wheel.,1,False,the key and the plate.,5
repeat,chck_80M,regular,1,272,1521,1000,regular:1:272,the ball and the bill.,0,True,the ball and the bill.,5
repeat,chck_80M,regular,1,273,1973,1001,regular:1:273,the guitar and the tea.,2,False,the camera and the knife.,5
repeat,chck_80M,regular,1,274,1035,1002,regular:1:274,the medicine.,1,False,the knife.,5
repeat,chck_80M,regular,1,275,416,1003,regular:1:275,the beer and the bomb and the glass.,2,False,the milk and the plant and the seed.,5
repeat,chck_80M,regular,1,276,1867,1004,regular:1:276,the cigarette and the seed.,2,False,the bus and the meat.,5
repeat,chck_80M,regular,1,277,1944,1005,regular:1:277,the cash and the meat and the paper.,0,True,the cash and the meat and the paper.,5
repeat,chck_80M,regular,1,278,959,1006,regular:1:278,the ball and the egg.,1,False,the ball and the boat.,5
repeat,chck_80M,regular,1,279,1232,1009,regular:1:279,the coffee and the tie.,2,False,the pipe and the rock.,5
repeat,chck_80M,regular,1,280,1737,1010,regular:1:280,the camera and the fan and the note.,1,False,the egg and the hat and the magazine.,5
repeat,chck_80M,regular,1,281,1820,1011,regular:1:281,the plate.,1,False,the hat.,5
repeat,chck_80M,regular,1,282,1892,1012,regular:1:282,the knife and the stone and the tape.,2,False,the cash and the coat and the pipe.,5
repeat,chck_80M,regular,1,283,1011,1015,regular:1:283,the bottle and the disk and the phone.,2,False,the coffee and the dish and the ice.,5
repeat,chck_80M,regular,1,284,387,1018,regular:1:284,the chemical and the key.,2,False,the flower and the glass.,5
repeat,chck_80M,regular,1,285,294,1019,regular:1:285,the file and the milk and the television.,1,False,the cake and the leaf and the string.,5
repeat,chck_80M,regular,1,286,673,1021,regular:1:286,the bag.,2,False,the rock.,5
repeat,chck_80M,regular,1,287,944,1025,regular:1:287,the car and the television.,2,False,the dish and the jacket.,5
repeat,chck_80M,regular,1,288,568,1027,regular:1:288,the knife.,1,False,the pot.,5
repeat,chck_80M,regular,1,289,294,1028,regular:1:289,the bus and the computer.,1,False,the file and the television.,5
repeat,chck_80M,regular,1,290,191,1029,regular:1:290,the ring and the television.,2,False,the bowl and the newspaper.,5
repeat,chck_80M,regular,1,291,1200,1030,regular:1:291,the tissue.,2,False,the egg.,5
repeat,chck_80M,regular,1,292,610,1031,regular:1:292,the bowl.,2,False,the guitar.,5
repeat,chck_80M,regular,1,293,399,1032,regular:1:293,the engine.,2,False,the apple.,5
repeat,chck_80M,regular,1,294,1998,1033,regular:1:294,the fish.,1,False,the gift.,5
repeat,chck_80M,regular,1,295,1209,1034,regular:1:295,the beer and the cream and the tissue.,2,False,the leaf and the magazine and the stone.,5
repeat,chck_80M,regular,1,296,1546,1035,regular:1:296,the boot.,2,False,the letter.,5
repeat,chck_80M,regular,1,297,1301,1037,regular:1:297,the paper.,2,False,the suit.,5
repeat,chck_80M,regular,1,298,1185,1038,regular:1:298,the cup and the drink.,1,False,the book and the medicine.,5
repeat,chck_80M,regular,1,299,1737,1041,regular:1:299,the coffee and the dress and the hat.,4,False,the coffee and the dress and the key.,5
repeat,chck_80M,regular,1,300,1914,1042,regular:1:300,the string and the tie.,2,False,the beer and the wire.,5
repeat,chck_80M,regular,1,301,191,1047,regular:1:301,the car.,0,True,the car.,5
repeat,chck_80M,regular,1,302,1147,1049,regular:1:302,the drink and the sheet.,1,False,the stone and the tape.,5
repeat,chck_80M,regular,1,303,1546,1050,regular:1:303,the boot.,2,False,the letter.,5
repeat,chck_80M,regular,1,304,2018,1051,regular:1:304,the milk and the pot.,1,False,the cream and the sheet.,5
repeat,chck_80M,regular,1,305,1987,1052,regular:1:305,the coffee and the file.,1,False,the brick and the paper.,5
repeat,chck_80M,regular,1,306,1753,1053,regular:1:306,the crown.,1,False,the bone.,5
repeat,chck_80M,regular,1,307,1239,1054,regular:1:307,the drink and the medicine and the rose.,2,False,the beer and the cross and the picture.,5
repeat,chck_80M,regular,1,308,1885,1055,regular:1:308,the cup and the watch.,2,False,the fish and the leaf.,5
repeat,chck_80M,regular,1,309,1056,1057,regular:1:309,the bell and the jacket and the rock.,1,False,the cross and the drink and the painting.,5
repeat,chck_80M,regular,1,310,1209,1058,regular:1:310,the gift and the plate and the suit.,1,False,the leaf and the magazine and the stone.,5
repeat,chck_80M,regular,1,311,2183,1060,regular:1:311,the string.,2,False,the plane.,5
repeat,chck_80M,regular,1,312,1528,1063,regular:1:312,the bag and the clock and the disk.,1,False,the brain and the cigarette and the radio.,5
repeat,chck_80M,regular,1,313,752,1064,regular:1:313,the book and the shoe.,1,False,the magazine and the ticket.,5
repeat,chck_80M,regular,1,314,1095,1065,regular:1:314,the pipe and the shoe.,1,False,the book and the cream.,5
repeat,chck_80M,regular,1,315,2051,1067,regular:1:315,the apple and the bottle and the painting.,0,True,the apple and the bottle and the painting.,5
repeat,chck_80M,regular,1,316,1345,1070,regular:1:316,the bone and the disk.,3,False,the cigarette and the disk.,5
repeat,chck_80M,regular,1,317,1131,1072,regular:1:317,the boot and the camera and the note.,0,True,the boot and the camera and the note.,5
repeat,chck_80M,regular,1,318,1521,1073,regular:1:318,the ball and the bill.,0,True,the ball and the bill.,5
repeat,chck_80M,regular,1,319,140,1074,regular:1:319,the tissue.,1,False,the dish.,5
repeat,chck_80M,regular,1,320,828,1075,regular:1:320,the book.,2,False,the glass.,5
repeat,chck_80M,regular,1,321,2079,1076,regular:1:321,the cheese and the map and the picture.,1,False,the file and the machine and the watch.,5
repeat,chck_80M,regular,1,322,1756,1077,regular:1:322,the picture.,3,False,the knife.,5
repeat,chck_80M,regular,1,323,268,1078,regular:1:323,the bell and the crown.,1,False,the magazine and the plant.,5
repeat,chck_80M,regular,1,324,922,1079,regular:1:324,the shirt.,1,False,the bag.,5
repeat,chck_80M,regular,1,325,747,1081,regular:1:325,the block and the milk and the pipe.,2,False,the coffee and the fan and the gift.,5
repeat,chck_80M,regular,1,326,323,1082,regular:1:326,the creature and the plane and the train.,1,False,the bill and the branch and the milk.,5
repeat,chck_80M,regular,1,327,878,1084,regular:1:327,the ice.,3,False,the chemical.,5
repeat,chck_80M,regular,1,328,402,1086,regular:1:328,the tissue.,2,False,the car.,5
repeat,chck_80M,regular,1,329,1,1088,regular:1:329,the boat and the hat.,2,False,the card and the flower.,5
repeat,chck_80M,regular,1,330,1901,1089,regular:1:330,the letter and the watch.,2,False,the brick and the chemical.,5
repeat,chck_80M,regular,1,331,123,1090,regular:1:331,the bell and the chemical.,1,False,the drug and the tissue.,5
repeat,chck_80M,regular,1,332,547,1091,regular:1:332,the camera and the creature and the string.,2,False,the cigarette and the coat and the gift.,5
repeat,chck_80M,regular,1,333,1301,1092,regular:1:333,the paper.,2,False,the suit.,5
repeat,chck_80M,regular,1,334,1217,1093,regular:1:334,the plane.,2,False,the bottle.,5
repeat,chck_80M,regular,1,335,1195,1094,regular:1:335,the cream and the drug.,1,False,the boat and the engine.,5
repeat,chck_80M,regular,1,336,1394,1095,regular:1:336,the bottle and the seed.,2,False,the block and the string.,5
repeat,chck_80M,regular,1,337,1737,1096,regular:1:337,the pipe.,0,True,the pipe.,5
repeat,chck_80M,regular,1,338,491,1097,regular:1:338,the chemical and the suit.,0,True,the chemical and the suit.,5
repeat,chck_80M,regular,1,339,580,1098,regular:1:339,the phone and the seed and the tissue.,2,False,the mirror and the suit and the tape.,5
repeat,chck_80M,regular,1,340,323,1099,regular:1:340,the drug and the hat.,1,False,the crown and the fig.,5
repeat,chck_80M,regular,1,341,2047,1101,regular:1:341,the creature and the machine and the tie.,2,False,the rock and the sheet and the tea.,5
repeat,chck_80M,regular,1,342,1383,1104,regular:1:342,the bone.,4,False,the ticket.,5
repeat,chck_80M,regular,1,343,1973,1105,regular:1:343,the guitar and the tea.,2,False,the bomb and the clock.,5
repeat,chck_80M,regular,1,344,2183,1106,regular:1:344,the string.,2,False,the tea.,5
repeat,chck_80M,regular,1,345,1944,1108,regular:1:345,the cash and the meat and the paper.,1,False,the jacket and the pot and the shell.,5
repeat,chck_80M,regular,1,346,294,1110,regular:1:346,the bus and the computer.,2,False,the file and the television.,5
repeat,chck_80M,regular,1,347,117,1111,regular:1:347,the brick and the coffee and the knife.,1,False,the boat and the chemical and the fan.,5
repeat,chck_80M,regular,1,348,979,1112,regular:1:348,the ball.,1,False,the cheese.,5
repeat,chck_80M,regular,1,349,1877,1114,regular:1:349,the glass and the seed.,2,False,the ice and the machine.,5
repeat,chck_80M,regular,1,350,294,1118,regular:1:350,the file and the milk and the television.,2,False,the cake and the leaf and the string.,5
repeat,chck_80M,regular,1,351,944,1122,regular:1:351,the stone.,2,False,the television.,5
repeat,chck_80M,regular,1,352,828,1123,regular:1:352,the glass and the seed and the sheet.,1,False,the disk and the magazine and the medicine.,5
repeat,chck_80M,regular,1,353,1914,1126,regular:1:353,the string and the tie.,2,False,the brain and the camera.,5
repeat,chck_80M,regular,1,354,2205,1127,regular:1:354,the coffee and the plate.,0,True,the coffee and the plate.,5
repeat,chck_80M,regular,1,355,894,1131,regular:1:355,the cross.,1,False,the shirt.,5
repeat,chck_80M,regular,1,356,267,1132,regular:1:356,the knife and the ring.,4,False,the crown and the ring.,5
repeat,chck_80M,regular,1,357,1756,1134,regular:1:357,the disk.,1,False,the leaf.,5
repeat,chck_80M,regular,1,358,1987,1135,regular:1:358,the brick and the train.,4,False,the brick and the paper.,5
repeat,chck_80M,regular,1,359,1627,1137,regular:1:359,the game.,4,False,the machine.,5
repeat,chck_80M,regular,1,360,685,1138,regular:1:360,the shell and the stone.,1,False,the dress and the magazine.,5
repeat,chck_80M,regular,1,361,39,1140,regular:1:361,the cash and the machine and the tea.,2,False,the cigarette and the guitar and the rose.,5
repeat,chck_80M,regular,1,362,47,1141,regular:1:362,the boat and the guitar.,1,False,the game and the picture.,5
repeat,chck_80M,regular,1,363,1217,1142,regular:1:363,the wire.,1,False,the game.,5
repeat,chck_80M,regular,1,364,747,1143,regular:1:364,the gift.,1,False,the tea.,5
repeat,chck_80M,regular,1,365,353,1146,regular:1:365,the drink.,1,False,the tea.,5
repeat,chck_80M,regular,1,366,1451,1147,regular:1:366,the clock and the cross.,2,False,the ball and the television.,5
repeat,chck_80M,regular,1,367,239,1149,regular:1:367,the shoe.,1,False,the flower.,5
repeat,chck_80M,regular,1,368,844,1151,regular:1:368,the ring.,4,False,the chemical.,5
repeat,chck_80M,regular,1,369,878,1152,regular:1:369,the boot.,1,False,the chemical.,5
repeat,chck_80M,regular,1,370,1301,1153,regular:1:370,the paper.,2,False,the medicine.,5
repeat,chck_80M,regular,1,371,314,1154,regular:1:371,the cross.,2,False,the stone.,5
repeat,chck_80M,regular,1,372,1011,1155,regular:1:372,the bottle and the disk and the phone.,2,False,the coffee and the dish and the ice.,5
repeat,chck_80M,regular,1,373,336,1158,regular:1:373,the milk and the glass.,3,False,the cross and the glass.,5
repeat,chck_80M,regular,1,374,19,1159,regular:1:374,the coffee and the stone.,1,False,the camera and the computer.,5
repeat,chck_80M,regular,1,375,46,1161,regular:1:375,the knife.,1,False,the card.,5
repeat,chck_80M,regular,1,376,1448,1164,regular:1:376,the cash.,2,False,the coffee.,5
repeat,chck_80M,regular,1,377,326,1166,regular:1:377,the brain and the plate.,2,False,the brain and the file.,5
repeat,chck_80M,regular,1,378,849,1167,regular:1:378,the coffee and the phone and the rock.,0,True,the coffee and the phone and the rock.,5
repeat,chck_80M,regular,1,379,268,1168,regular:1:379,the drink and the note.,0,True,the drink and the note.,5
repeat,chck_80M,regular,1,380,18,1169,regular:1:380,the clock.,3,False,the cake.,5
repeat,chck_80M,regular,1,381,1942,1171,regular:1:381,the bell and the rock.,2,False,the bell and the milk.,5
repeat,chck_80M,regular,1,382,966,1173,regular:1:382,the leaf.,3,False,the bag.,5
repeat,chck_80M,regular,1,383,1383,1175,regular:1:383,the bottle and the egg.,2,False,the bone and the crown.,5
repeat,chck_80M,regular,1,384,2092,1176,regular:1:384,the train.,2,False,the paper.,5
repeat,chck_80M,regular,1,385,478,1177,regular:1:385,the card and the medicine.,2,False,the bomb and the television.,5
repeat,chck_80M,regular,1,386,47,1179,regular:1:386,the bomb and the jacket.,2,False,the game and the picture.,5
repeat,chck_80M,regular,1,387,1448,1180,regular:1:387,the pipe.,3,False,the egg.,5
repeat,chck_80M,regular,1,388,1546,1182,regular:1:388,the ball.,2,False,the letter.,5
repeat,chck_80M,regular,1,389,233,1183,regular:1:389,the engine.,3,False,the card.,5
repeat,chck_80M,regular,1,390,1998,1185,regular:1:390,the fish and the glass and the rock.,2,False,the drug and the glass and the rock.,5
repeat,chck_80M,regular,1,391,1382,1186,regular:1:391,the bus and the key.,2,False,the book and the newspaper.,5
repeat,chck_80M,regular,1,392,1820,1187,regular:1:392,the card and the hat.,2,False,the car and the mirror.,5
repeat,chck_80M,regular,1,393,2047,1188,regular:1:393,the meat and the phone and the picture.,2,False,the fan and the jacket and the train.,5
repeat,chck_80M,regular,1,394,1217,1190,regular:1:394,the plane.,4,False,the game.,5
repeat,chck_80M,regular,1,395,1095,1193,regular:1:395,the cake and the cream.,3,False,the book and the cream.,5
repeat,chck_80M,regular,1,396,147,1194,regular:1:396,the coat.,2,False,the apple.,5
repeat,chck_80M,regular,1,397,1,1195,regular:1:397,the block and the car and the clock.,2,False,the egg and the guitar and the stone.,5
repeat,chck_80M,regular,1,398,70,1196,regular:1:398,the bell and the cigarette and the mirror.,2,False,the bus and the document and the pot.,5
repeat,chck_80M,regular,1,399,257,1199,regular:1:399,the bottle and the coffee.,0,True,the bottle and the coffee.,5
