pair_id,category,match_level,target_a,target_b,pivot_a,pivot_b,source_a,source_b,target_class,target_token_len,target_freq_bin_a,target_freq_bin_b,a_generic,b_generic,either_generic,both_generic,maybe_antonym,same_prefix3,same_suffix3,levenshtein,normalized_levenshtein,char_jaccard,cross_context_target_leaks,context_word_jaccard,local_window_jaccard,target_len_chars_a,target_len_chars_b
p0011017,spatial,0,a&amp;m,warwickshire,through,through,simple_wiki,gutenberg,capitalized,4,11-25,11-25,False,False,False,False,False,False,False,11,0.9166666666666666,0.07692307692307693,0,0.08333333333333333,0.09090909090909091,7,12
p0011018,spatial,0,ægean,kuomintang,across,between,gutenberg,bnc_spoken,capitalized,4,11-25,11-25,False,False,False,False,False,False,False,8,0.8,0.2727272727272727,0,0.07446808510638298,0.047619047619047616,5,10
p0011019,spatial,1,cretaceous,newfoundland,through,toward,simple_wiki,gutenberg,capitalized,4,11-25,11-25,False,False,False,False,False,False,False,12,1.0,0.3076923076923077,0,0.08947368421052632,0.041666666666666664,10,12
p0011020,spatial,0,isabella,aimee,through,inside,open_subtitles,childes,capitalized,4,26-50,26-50,False,False,False,False,False,False,False,7,0.875,0.42857142857142855,0,0.1242603550295858,0.041666666666666664,8,5
p0011021,spatial,0,unfamiliar,syracuse,through,above,simple_wiki,gutenberg,capitalized,4,26-50,26-50,False,False,False,False,False,False,False,9,0.9,0.25,0,0.07142857142857142,0.0,10,8
p0011022,spatial,0,episcopal,quadronno,into,inside,bnc_spoken,simple_wiki,capitalized,4,26-50,26-50,False,False,False,False,False,False,False,8,0.8888888888888888,0.15384615384615385,0,0.08839779005524862,0.045454545454545456,9,9
p0011023,spatial,0,nato,balaclava,within,into,bnc_spoken,gutenberg,capitalized,4,26-50,26-50,False,False,False,False,False,False,False,8,0.8888888888888888,0.125,0,0.11822660098522167,0.0,4,9
p0011024,spatial,0,köppen,balkans,under,toward,simple_wiki,gutenberg,capitalized,4,26-50,26-50,False,False,False,False,False,False,False,6,0.8571428571428571,0.2222222222222222,0,0.06153846153846154,0.08695652173913043,6,7
p0011025,spatial,1,knesset,punjab,into,between,simple_wiki,open_subtitles,capitalized,4,26-50,26-50,False,False,False,False,False,False,False,7,1.0,0.1,0,0.07291666666666667,0.04,7,6
p0011026,spatial,1,mitchell,phantom,outside,towards,childes,gutenberg,capitalized,4,51-100,51-100,False,False,False,False,False,False,False,8,1.0,0.2727272727272727,0,0.08620689655172414,0.0,8,7
p0011027,spatial,1,sunset,renaissance,into,through,gutenberg,simple_wiki,capitalized,4,51-100,51-100,False,False,False,False,False,False,False,9,0.8181818181818182,0.3333333333333333,0,0.07692307692307693,0.14285714285714285,6,11
p0011028,spatial,0,grief,establishment,against,against,open_subtitles,simple_wiki,capitalized,4,101-250,101-250,False,False,False,False,False,False,False,11,0.8461538461538461,0.15384615384615385,0,0.07262569832402235,0.041666666666666664,5,13
p0011029,spatial,0,smoke,chimney,through,through,gutenberg,open_subtitles,capitalized,4,251-500,251-500,False,False,False,False,False,False,False,6,0.8571428571428571,0.2,0,0.06134969325153374,0.045454545454545456,5,7
p0011030,spatial,0,proble,ambit,through,outside,bnc_spoken,simple_wiki,content,1,1-2,1-2,False,False,False,False,False,False,False,5,0.8333333333333334,0.1,0,0.06976744186046512,0.09523809523809523,6,5
p0011031,spatial,0,triumphant,blond,under,into,qwen_pair_packed,simple_wiki,content,1,26-50,26-50,False,False,False,False,False,False,False,9,0.9,0.07692307692307693,0,0.08620689655172414,0.0,10,5
p0011032,spatial,0,mast,span,between,within,gutenberg,qwen_pair_packed,content,1,26-50,26-50,False,False,False,False,False,False,False,4,1.0,0.3333333333333333,0,0.1329479768786127,0.10526315789473684,4,4
p0011033,spatial,1,hedge,rein,above,through,gutenberg,qwen_pair_packed,content,1,26-50,26-50,False,False,False,False,False,False,False,4,0.8,0.14285714285714285,0,0.06748466257668712,0.0,5,4
p0011034,spatial,0,leak,actors,above,into,gutenberg,open_subtitles,content,1,51-100,51-100,False,False,False,False,False,False,False,6,1.0,0.1111111111111111,0,0.1893491124260355,0.043478260869565216,4,6
p0011035,spatial,0,remainder,blank,through,into,childes,gutenberg,content,1,51-100,51-100,False,False,False,False,False,False,False,7,0.7777777777777778,0.2,0,0.06060606060606061,0.09523809523809523,9,5
p0011036,spatial,0,curtains,grocery,between,into,gutenberg,childes,content,1,51-100,51-100,False,False,False,False,False,False,False,7,0.875,0.16666666666666666,0,0.09090909090909091,0.05555555555555555,8,7
p0011037,spatial,0,extinct,lid,under,into,simple_wiki,childes,content,1,51-100,51-100,False,False,False,False,False,False,False,6,0.8571428571428571,0.125,0,0.06993006993006994,0.045454545454545456,7,3
p0011038,spatial,0,tense,tha,through,inside,open_subtitles,bnc_spoken,content,1,51-100,51-100,False,False,False,False,False,False,False,4,0.8,0.16666666666666666,0,0.14556962025316456,0.1,5,3
p0011039,spatial,0,altar,bows,behind,through,bnc_spoken,gutenberg,content,1,51-100,51-100,False,False,False,False,False,False,False,5,1.0,0.0,0,0.13068181818181818,0.09090909090909091,5,4
p0011040,spatial,0,velvet,wounds,behind,into,open_subtitles,gutenberg,content,1,51-100,51-100,False,False,False,False,False,False,False,6,1.0,0.0,0,0.11351351351351352,0.09090909090909091,6,6
p0011041,spatial,0,dim,markets,into,into,gutenberg,bnc_spoken,content,1,51-100,51-100,False,False,False,False,False,False,False,7,1.0,0.1111111111111111,0,0.09230769230769231,0.041666666666666664,3,7
p0011042,spatial,0,halt,bathtub,into,into,gutenberg,childes,content,1,51-100,51-100,False,False,False,False,False,False,False,5,0.7142857142857143,0.5,0,0.07608695652173914,0.08695652173913043,4,7
p0011043,spatial,0,herd,prairie,through,across,open_subtitles,childes,content,1,51-100,51-100,False,False,False,False,False,False,False,6,0.8571428571428571,0.2857142857142857,0,0.1069182389937107,0.0,4,7
p0011044,spatial,0,herd,orchard,behind,through,open_subtitles,gutenberg,content,1,51-100,51-100,False,False,False,False,False,False,False,4,0.5714285714285714,0.42857142857142855,0,0.10382513661202186,0.0,4,7
p0011045,spatial,0,lace,beam,under,under,gutenberg,open_subtitles,content,1,51-100,51-100,False,False,False,False,False,False,False,4,1.0,0.3333333333333333,0,0.11,0.09523809523809523,4,4
p0011046,spatial,0,custody,floors,into,across,qwen_pair_packed,fw_preserved_compact_view,content,1,51-100,51-100,False,False,False,False,False,False,False,6,0.8571428571428571,0.2,0,0.06428571428571428,0.0,7,6
p0011047,spatial,0,hatch,balcony,behind,within,gutenberg,bnc_spoken,content,1,51-100,51-100,False,False,False,False,False,False,False,5,0.7142857142857143,0.2222222222222222,0,0.09941520467836257,0.04,5,7
p0011048,spatial,0,lawyers,luxury,between,against,open_subtitles,gutenberg,content,1,51-100,51-100,False,False,False,False,False,False,False,5,0.7142857142857143,0.3333333333333333,0,0.14594594594594595,0.08695652173913043,7,6
p0011049,spatial,0,convenient,compound,behind,against,gutenberg,open_subtitles,content,1,51-100,51-100,False,False,False,False,False,False,False,7,0.7,0.2727272727272727,0,0.09,0.09090909090909091,10,8
p0011050,spatial,0,bonds,bushes,through,behind,gutenberg,open_subtitles,content,1,51-100,51-100,False,False,False,False,False,False,False,4,0.6666666666666666,0.25,0,0.10526315789473684,0.15,5,6
p0011051,spatial,0,aspects,breach,across,into,qwen_pair_packed,fw_preserved_compact_view,content,1,51-100,51-100,False,False,False,False,False,False,False,6,0.8571428571428571,0.3333333333333333,0,0.06015037593984962,0.08695652173913043,7,6
p0011052,spatial,0,intervals,organisations,between,within,gutenberg,simple_wiki,content,1,51-100,51-100,False,False,False,False,False,False,False,11,0.8461538461538461,0.5454545454545454,0,0.08040201005025126,0.045454545454545456,9,13
p0011053,spatial,0,compare,layers,beyond,between,gutenberg,simple_wiki,content,1,51-100,51-100,False,False,False,False,False,False,False,6,0.8571428571428571,0.3,0,0.08695652173913043,0.043478260869565216,7,6
p0011054,spatial,0,peach,tub,through,into,childes,gutenberg,content,1,51-100,51-100,False,False,False,False,False,False,False,5,1.0,0.0,0,0.09937888198757763,0.04,5,3
p0011055,spatial,0,luxury,quarrel,across,into,simple_wiki,gutenberg,content,1,51-100,51-100,False,False,False,False,False,False,False,5,0.7142857142857143,0.375,0,0.08333333333333333,0.041666666666666664,6,7
p0011056,spatial,0,excess,topics,against,between,gutenberg,fw_preserved_compact_view,content,1,51-100,51-100,False,False,False,False,False,False,False,5,0.8333333333333334,0.25,0,0.09248554913294797,0.2,6,6
p0011057,spatial,0,moonlight,sleeve,into,through,gutenberg,childes,content,1,51-100,51-100,False,False,False,False,False,False,False,8,0.8888888888888888,0.09090909090909091,0,0.07547169811320754,0.047619047619047616,9,6
p0011058,spatial,0,peasant,grocery,between,inside,gutenberg,childes,content,1,51-100,51-100,False,False,False,False,False,False,False,7,1.0,0.09090909090909091,0,0.08333333333333333,0.045454545454545456,7,7
p0011059,spatial,0,magazines,immense,through,against,bnc_spoken,gutenberg,content,1,51-100,51-100,False,False,False,False,False,False,False,8,0.8888888888888888,0.625,0,0.11764705882352941,0.0,9,7
p0011060,spatial,0,solemn,flip,under,inside,gutenberg,open_subtitles,content,1,51-100,51-100,False,False,False,False,False,False,False,5,0.8333333333333334,0.1111111111111111,0,0.09042553191489362,0.0,6,4
p0011061,spatial,0,ruins,conquest,under,through,fw_preserved_compact_view,qwen_pair_packed,content,1,51-100,51-100,False,False,False,False,False,False,False,7,0.875,0.3,0,0.06451612903225806,0.09523809523809523,5,8
p0011062,spatial,0,dense,sleeve,through,through,gutenberg,childes,content,1,51-100,51-100,False,False,False,False,False,False,False,4,0.6666666666666666,0.3333333333333333,0,0.1130952380952381,0.15789473684210525,5,6
p0011063,spatial,0,idle,countryside,into,into,simple_wiki,open_subtitles,content,1,51-100,51-100,False,False,False,False,False,False,False,9,0.8181818181818182,0.25,0,0.09090909090909091,0.14285714285714285,4,11
p0011064,spatial,0,ramp,grim,into,under,childes,gutenberg,content,1,51-100,51-100,False,False,False,False,False,False,False,3,0.75,0.3333333333333333,0,0.12790697674418605,0.13043478260869565,4,4
p0011065,spatial,0,doorway,swamp,into,through,gutenberg,open_subtitles,content,1,51-100,51-100,False,False,False,False,False,False,False,6,0.8571428571428571,0.2222222222222222,0,0.07772020725388601,0.09523809523809523,7,5
p0011066,spatial,0,pools,orbit,through,into,gutenberg,bnc_spoken,content,1,51-100,51-100,False,False,False,False,False,False,False,5,1.0,0.125,0,0.07981220657276995,0.043478260869565216,5,5
p0011067,spatial,0,tomb,lays,within,behind,open_subtitles,childes,content,1,51-100,51-100,False,False,False,False,False,False,False,4,1.0,0.0,0,0.08484848484848485,0.043478260869565216,4,4
p0011068,spatial,0,noisy,backs,above,behind,gutenberg,open_subtitles,content,1,51-100,51-100,False,False,False,False,False,False,False,5,1.0,0.1111111111111111,0,0.05263157894736842,0.0,5,5
p0011069,spatial,0,estimate,format,across,into,fw_preserved_compact_view,qwen_pair_packed,content,1,51-100,51-100,False,False,False,False,False,False,False,5,0.625,0.3333333333333333,0,0.075,0.08695652173913043,8,6
p0011070,spatial,0,bucket,gloomy,into,outside,bnc_spoken,gutenberg,content,1,51-100,51-100,False,False,False,False,False,False,False,6,1.0,0.0,0,0.10880829015544041,0.18181818181818182,6,6
p0011071,spatial,0,seals,wears,through,outside,gutenberg,childes,content,1,51-100,51-100,False,False,False,False,False,False,False,2,0.4,0.5,0,0.09411764705882353,0.05,5,5
p0011072,spatial,0,dim,twentieth,through,into,gutenberg,bnc_spoken,content,1,51-100,51-100,False,False,False,False,False,False,False,8,0.8888888888888888,0.125,0,0.0748663101604278,0.043478260869565216,3,9
p0011073,spatial,0,scope,senses,within,beyond,gutenberg,open_subtitles,content,1,51-100,51-100,False,False,False,False,False,False,False,4,0.6666666666666666,0.3333333333333333,0,0.10256410256410256,0.04,5,6
p0011074,spatial,0,intend,humour,against,into,open_subtitles,gutenberg,content,1,51-100,51-100,False,False,False,False,False,False,False,6,1.0,0.0,0,0.08333333333333333,0.047619047619047616,6,6
p0011075,spatial,0,heavens,conquest,through,through,gutenberg,simple_wiki,content,1,51-100,51-100,False,False,False,False,False,False,False,7,0.875,0.2727272727272727,0,0.06965174129353234,0.19047619047619047,7,8
p0011076,spatial,0,pipes,relevant,behind,through,open_subtitles,bnc_spoken,content,1,51-100,51-100,False,False,False,False,False,False,False,7,0.875,0.1,0,0.18633540372670807,0.14285714285714285,5,8
p0011077,spatial,0,mist,helicopter,through,into,gutenberg,open_subtitles,content,1,51-100,51-100,False,False,False,False,False,False,False,8,0.8,0.18181818181818182,0,0.09473684210526316,0.043478260869565216,4,10
p0011078,spatial,0,ruins,barrier,outside,behind,open_subtitles,gutenberg,content,1,51-100,51-100,False,False,False,False,False,False,False,5,0.7142857142857143,0.25,0,0.14893617021276595,0.09090909090909091,5,7
p0011079,spatial,0,curtains,rape,behind,against,gutenberg,simple_wiki,content,1,51-100,51-100,False,False,False,False,False,False,False,6,0.75,0.2,0,0.10416666666666667,0.08333333333333333,8,4
p0011080,spatial,0,flour,shadows,between,into,open_subtitles,gutenberg,content,1,51-100,51-100,False,False,False,False,False,False,False,6,0.8571428571428571,0.1,0,0.06832298136645963,0.045454545454545456,5,7
p0011081,spatial,0,excess,tub,through,into,gutenberg,simple_wiki,content,1,51-100,51-100,False,False,False,False,False,False,False,6,1.0,0.0,0,0.07894736842105263,0.08333333333333333,6,3
p0011082,spatial,0,nails,intend,outside,into,childes,qwen_pair_packed,content,1,51-100,51-100,False,False,False,False,False,False,False,5,0.8333333333333334,0.25,0,0.08450704225352113,0.041666666666666664,5,6
p0011083,spatial,0,greedy,freezer,into,into,gutenberg,childes,content,1,51-100,51-100,False,False,False,False,False,False,False,4,0.5714285714285714,0.2857142857142857,0,0.096045197740113,0.09090909090909091,6,7
p0011084,spatial,0,chorus,successor,into,against,gutenberg,simple_wiki,content,1,51-100,51-100,False,False,False,False,False,False,False,8,0.8888888888888888,0.7142857142857143,0,0.058823529411764705,0.041666666666666664,6,9
p0011085,spatial,0,bushes,sack,through,into,gutenberg,childes,content,1,51-100,51-100,False,False,False,False,False,False,False,5,0.8333333333333334,0.125,0,0.08552631578947369,0.09090909090909091,6,4
p0011086,spatial,0,layers,caps,between,under,fw_preserved_compact_view,open_subtitles,content,1,51-100,51-100,False,False,False,False,False,False,False,4,0.6666666666666666,0.25,0,0.11666666666666667,0.045454545454545456,6,4
p0011087,spatial,0,doorway,backs,inside,behind,gutenberg,open_subtitles,content,1,51-100,51-100,False,False,False,False,False,False,False,7,1.0,0.1,0,0.10270270270270271,0.043478260869565216,7,5
p0011088,spatial,0,cloak,flip,under,inside,gutenberg,open_subtitles,content,1,51-100,51-100,False,False,False,False,False,False,False,4,0.8,0.125,0,0.0825242718446602,0.0,5,4
p0011089,spatial,0,snowy,depths,through,into,gutenberg,fw_preserved_compact_view,content,1,51-100,51-100,False,False,False,False,False,False,False,6,1.0,0.1,0,0.06111111111111111,0.041666666666666664,5,6
p0011090,spatial,0,saddle,greedy,into,against,gutenberg,qwen_pair_packed,content,1,51-100,51-100,False,False,False,False,False,False,False,6,1.0,0.25,0,0.12994350282485875,0.043478260869565216,6,6
p0011091,spatial,0,sheer,breach,through,under,qwen_pair_packed,open_subtitles,content,1,51-100,51-100,False,False,False,False,False,False,False,5,0.8333333333333334,0.42857142857142855,0,0.09696969696969697,0.04,5,6
p0011092,spatial,0,dim,fluid,through,inside,gutenberg,fw_preserved_compact_view,content,1,51-100,51-100,False,False,False,False,False,False,False,4,0.8,0.3333333333333333,0,0.0658682634730539,0.043478260869565216,3,5
p0011093,spatial,0,canvas,spacecraft,under,between,gutenberg,fw_preserved_compact_view,content,1,51-100,51-100,False,False,False,False,False,False,False,8,0.8,0.3,0,0.05555555555555555,0.047619047619047616,6,10
p0011094,spatial,0,nails,gratitude,outside,beside,childes,qwen_pair_packed,content,1,51-100,51-100,False,False,False,False,False,False,False,7,0.7777777777777778,0.18181818181818182,0,0.08461538461538462,0.08695652173913043,5,9
p0011095,spatial,0,robe,mob,under,into,gutenberg,qwen_pair_packed,content,1,51-100,51-100,False,False,False,False,False,False,False,2,0.5,0.4,0,0.1069182389937107,0.08695652173913043,4,3
p0011096,spatial,0,seas,array,across,through,gutenberg,fw_preserved_compact_view,content,1,51-100,51-100,False,False,False,False,False,False,False,4,0.8,0.2,0,0.06493506493506493,0.0,4,5
p0011097,spatial,1,blank,speakers,into,between,gutenberg,simple_wiki,content,1,51-100,51-100,False,False,False,False,False,False,False,7,0.875,0.2222222222222222,0,0.09326424870466321,0.0,5,8
p0011098,spatial,1,ban,tan,under,between,gutenberg,simple_wiki,content,1,51-100,51-100,False,False,False,False,False,False,False,1,0.3333333333333333,0.5,0,0.045454545454545456,0.043478260869565216,3,3
p0011099,spatial,1,wept,edges,across,inside,gutenberg,qwen_pair_packed,content,1,51-100,51-100,False,False,False,False,False,False,False,5,1.0,0.14285714285714285,0,0.12021857923497267,0.043478260869565216,4,5
p0011100,spatial,0,debt,businesses,into,into,simple_wiki,bnc_spoken,content,1,101-250,101-250,False,False,False,False,False,False,False,9,0.9,0.25,0,0.09497206703910614,0.08695652173913043,4,10
p0011101,spatial,0,ranks,sometime,between,inside,gutenberg,open_subtitles,content,1,101-250,101-250,False,False,False,False,False,False,False,8,1.0,0.1,0,0.12631578947368421,0.0,5,8
p0011102,spatial,0,railway,sofa,between,under,gutenberg,childes,content,1,101-250,101-250,False,False,False,False,False,False,False,6,0.8571428571428571,0.1111111111111111,0,0.09844559585492228,0.09090909090909091,7,4
p0011103,spatial,0,settle,mix,below,between,gutenberg,simple_wiki,content,1,101-250,101-250,False,False,False,False,False,False,False,6,1.0,0.0,0,0.07853403141361257,0.08333333333333333,6,3
p0011104,spatial,0,sofa,ceremony,under,across,gutenberg,open_subtitles,content,1,101-250,101-250,False,False,False,False,False,False,False,7,0.875,0.1,0,0.095,0.04,4,8
p0011105,spatial,0,outer,gardens,beyond,into,bnc_spoken,open_subtitles,content,1,101-250,101-250,False,False,False,False,False,False,False,6,0.8571428571428571,0.2,0,0.08648648648648649,0.08695652173913043,5,7
p0011106,spatial,0,distant,lands,toward,across,qwen_pair_packed,fw_preserved_compact_view,content,1,101-250,101-250,False,False,False,False,False,False,False,6,0.8571428571428571,0.5714285714285714,0,0.04929577464788732,0.05,7,5
p0011107,spatial,0,attacks,bars,against,through,simple_wiki,gutenberg,content,1,101-250,101-250,False,False,False,False,False,False,False,5,0.7142857142857143,0.2857142857142857,0,0.09523809523809523,0.043478260869565216,7,4
p0011108,spatial,0,lawn,wealthy,across,into,gutenberg,simple_wiki,content,1,101-250,101-250,False,False,False,False,False,False,False,6,0.8571428571428571,0.375,0,0.06951871657754011,0.0,4,7
p0011109,spatial,0,review,wealthy,into,into,bnc_spoken,simple_wiki,content,1,101-250,101-250,False,False,False,False,False,False,False,6,0.8571428571428571,0.2,0,0.06862745098039216,0.041666666666666664,6,7
p0011110,spatial,0,represent,conclusion,into,behind,fw_preserved_compact_view,qwen_pair_packed,content,1,101-250,101-250,False,False,False,False,False,False,False,9,0.9,0.18181818181818182,0,0.09146341463414634,0.15,9,10
p0011111,spatial,0,minds,bottles,into,between,gutenberg,childes,content,1,101-250,101-250,False,False,False,False,False,False,False,6,0.8571428571428571,0.1,0,0.08496732026143791,0.0,5,7
p0011112,spatial,0,bottles,cheek,between,against,childes,gutenberg,content,1,101-250,101-250,False,False,False,False,False,False,False,6,0.8571428571428571,0.1111111111111111,0,0.06493506493506493,0.043478260869565216,7,5
p0011113,spatial,0,bitter,gardens,through,into,gutenberg,open_subtitles,content,1,101-250,101-250,False,False,False,False,False,False,False,6,0.8571428571428571,0.2,0,0.10160427807486631,0.0,6,7
p0011114,spatial,0,farther,whip,towards,against,gutenberg,simple_wiki,content,1,101-250,101-250,False,False,False,False,False,False,False,6,0.8571428571428571,0.1111111111111111,0,0.07446808510638298,0.043478260869565216,7,4
p0011115,spatial,0,error,limit,through,beyond,gutenberg,childes,content,1,101-250,101-250,False,False,False,False,False,False,False,5,1.0,0.0,0,0.10227272727272728,0.08695652173913043,5,5
p0011116,spatial,0,bomb,cabin,behind,into,open_subtitles,gutenberg,content,1,101-250,101-250,False,False,False,False,False,False,False,5,1.0,0.14285714285714285,0,0.12299465240641712,0.045454545454545456,4,5
p0011117,spatial,0,funds,spoons,across,into,qwen_pair_packed,childes,content,1,101-250,101-250,False,False,False,False,False,False,False,5,0.8333333333333334,0.2857142857142857,0,0.07006369426751592,0.043478260869565216,5,6
p0011118,spatial,0,discovery,bade,through,outside,simple_wiki,gutenberg,content,1,101-250,101-250,False,False,False,False,False,False,False,8,0.8888888888888888,0.18181818181818182,0,0.04145077720207254,0.1875,9,4
p0011119,spatial,0,debt,challenges,into,through,gutenberg,simple_wiki,content,1,101-250,101-250,False,False,False,False,False,False,False,9,0.9,0.09090909090909091,0,0.06372549019607843,0.0,4,10
p0011120,spatial,0,strings,tide,across,against,gutenberg,bnc_spoken,content,1,101-250,101-250,False,False,False,False,False,False,False,5,0.7142857142857143,0.25,0,0.08333333333333333,0.05,7,4
p0011121,spatial,0,cameras,portrait,under,through,childes,simple_wiki,content,1,101-250,101-250,False,False,False,False,False,False,False,6,0.75,0.2,0,0.05521472392638037,0.0,7,8
p0011122,spatial,0,scare,sunshine,between,into,childes,gutenberg,content,1,101-250,101-250,False,False,False,False,False,False,False,6,0.75,0.2222222222222222,0,0.10897435897435898,0.043478260869565216,5,8
p0011123,spatial,0,brilliant,concept,into,under,qwen_pair_packed,fw_preserved_compact_view,content,1,101-250,101-250,False,False,False,False,False,False,False,8,0.8888888888888888,0.18181818181818182,0,0.07236842105263158,0.08333333333333333,9,7
p0011124,spatial,0,cows,surrender,through,below,childes,gutenberg,content,1,101-250,101-250,False,False,False,False,False,False,False,9,1.0,0.1111111111111111,0,0.09574468085106383,0.09090909090909091,4,9
p0011125,spatial,0,pockets,nursery,into,outside,open_subtitles,childes,content,1,101-250,101-250,False,False,False,False,False,False,False,6,0.8571428571428571,0.18181818181818182,0,0.10526315789473684,0.0,7,7
p0011126,spatial,0,beliefs,plot,against,into,simple_wiki,gutenberg,content,1,101-250,101-250,False,False,False,False,False,False,False,6,0.8571428571428571,0.1111111111111111,0,0.0670391061452514,0.04,7,4
p0011127,spatial,0,porch,bottles,inside,between,gutenberg,childes,content,1,101-250,101-250,False,False,False,False,False,False,False,6,0.8571428571428571,0.1,0,0.0759493670886076,0.043478260869565216,5,7
p0011128,spatial,0,vast,mystery,into,through,gutenberg,open_subtitles,content,1,101-250,101-250,False,False,False,False,False,False,False,5,0.7142857142857143,0.25,0,0.07058823529411765,0.0,4,7
p0011129,spatial,0,mask,pumpkin,under,into,gutenberg,childes,content,1,101-250,101-250,False,False,False,False,False,False,False,6,0.8571428571428571,0.25,0,0.07100591715976332,0.1111111111111111,4,7
p0011130,spatial,0,impression,gates,under,into,open_subtitles,gutenberg,content,1,101-250,101-250,False,False,False,False,False,False,False,8,0.8,0.18181818181818182,0,0.0707070707070707,0.13636363636363635,10,5
p0011131,spatial,0,breathe,tunnel,through,through,open_subtitles,childes,content,1,101-250,101-250,False,False,False,False,False,False,False,7,1.0,0.2222222222222222,0,0.10714285714285714,0.16666666666666666,7,6
p0011132,spatial,0,rosy,lit,behind,inside,gutenberg,open_subtitles,content,1,101-250,101-250,False,False,False,False,False,False,False,4,1.0,0.0,0,0.08878504672897196,0.0,4,3
p0011133,spatial,0,outer,phase,outside,through,bnc_spoken,simple_wiki,content,1,101-250,101-250,False,False,False,False,False,False,False,5,1.0,0.1111111111111111,0,0.09944751381215469,0.09523809523809523,5,5
p0011134,spatial,0,mix,habit,into,into,open_subtitles,gutenberg,content,1,101-250,101-250,False,False,False,False,False,False,False,4,0.8,0.14285714285714285,0,0.1,0.08333333333333333,3,5
p0011135,spatial,0,boundaries,grab,within,inside,fw_preserved_compact_view,qwen_pair_packed,content,1,101-250,101-250,False,False,False,False,False,False,False,9,0.9,0.2727272727272727,0,0.05263157894736842,0.0,10,4
p0011136,spatial,0,hospitals,trap,outside,into,fw_preserved_compact_view,qwen_pair_packed,content,1,101-250,101-250,False,False,False,False,False,False,False,8,0.8888888888888888,0.3333333333333333,0,0.08387096774193549,0.0,9,4
p0011137,spatial,0,beds,thirsty,under,into,childes,gutenberg,content,1,101-250,101-250,False,False,False,False,False,False,False,6,0.8571428571428571,0.1111111111111111,0,0.10270270270270271,0.043478260869565216,4,7
p0011138,spatial,0,spite,fierce,beyond,against,gutenberg,open_subtitles,content,1,101-250,101-250,False,False,False,False,False,False,False,5,0.8333333333333334,0.25,0,0.11931818181818182,0.0,5,6
p0011139,spatial,0,elder,theme,under,into,gutenberg,open_subtitles,content,1,101-250,101-250,False,False,False,False,False,False,False,5,1.0,0.14285714285714285,0,0.12234042553191489,0.0,5,5
p0011140,spatial,0,extension,mile,through,within,open_subtitles,gutenberg,content,1,101-250,101-250,False,False,False,False,False,False,False,8,0.8888888888888888,0.2222222222222222,0,0.09090909090909091,0.041666666666666664,9,4
p0011141,spatial,0,criteria,ranks,into,into,bnc_spoken,simple_wiki,content,1,101-250,101-250,False,False,False,False,False,False,False,7,0.875,0.2222222222222222,0,0.08426966292134831,0.09090909090909091,8,5
p0011142,spatial,0,rank,outer,below,beyond,gutenberg,bnc_spoken,content,1,101-250,101-250,False,False,False,False,False,False,False,5,1.0,0.125,0,0.07428571428571429,0.10526315789473684,4,5
p0011143,spatial,0,suspicion,wealth,under,between,simple_wiki,open_subtitles,content,1,101-250,101-250,False,False,False,False,False,False,False,9,1.0,0.0,0,0.05232558139534884,0.047619047619047616,9,6
p0011144,spatial,0,dirt,sacrifice,onto,through,childes,open_subtitles,content,1,101-250,101-250,False,False,False,False,False,False,False,8,0.8888888888888888,0.2222222222222222,0,0.11176470588235295,0.0,4,9
p0011145,spatial,0,threat,stiff,under,against,open_subtitles,bnc_spoken,content,1,101-250,101-250,False,False,False,False,False,False,False,6,1.0,0.125,0,0.0945273631840796,0.0,6,5
p0011146,spatial,0,bottles,false,between,into,childes,gutenberg,content,1,101-250,101-250,False,False,False,False,False,False,False,6,0.8571428571428571,0.375,0,0.0547945205479452,0.0,7,5
p0011147,spatial,0,bottles,whip,between,against,childes,gutenberg,content,1,101-250,101-250,False,False,False,False,False,False,False,7,1.0,0.0,0,0.06707317073170732,0.047619047619047616,7,4
p0011148,spatial,0,possession,income,into,outside,gutenberg,open_subtitles,content,1,101-250,101-250,False,False,False,False,False,False,False,10,1.0,0.5,0,0.11891891891891893,0.0,10,6
p0011149,spatial,0,curtain,review,against,into,gutenberg,bnc_spoken,content,1,101-250,101-250,False,False,False,False,False,False,False,6,0.8571428571428571,0.2,0,0.08056872037914692,0.08695652173913043,7,6
p0011150,spatial,0,whisper,timber,into,through,childes,gutenberg,content,1,101-250,101-250,False,False,False,False,False,False,False,4,0.5714285714285714,0.3,0,0.10344827586206896,0.09523809523809523,7,6
p0011151,spatial,0,blankets,camps,under,through,open_subtitles,gutenberg,content,1,101-250,101-250,False,False,False,False,False,False,False,6,0.75,0.18181818181818182,0,0.08374384236453201,0.08695652173913043,8,5
p0011152,spatial,0,shade,diamond,under,into,gutenberg,open_subtitles,content,1,101-250,101-250,False,False,False,False,False,False,False,6,0.8571428571428571,0.2222222222222222,0,0.08648648648648649,0.043478260869565216,5,7
p0011153,spatial,0,barrel,warriors,between,between,simple_wiki,gutenberg,content,1,101-250,101-250,False,False,False,False,False,False,False,5,0.625,0.2222222222222222,0,0.08376963350785341,0.2222222222222222,6,8
p0011154,spatial,0,cabinet,borders,within,beyond,simple_wiki,open_subtitles,content,1,101-250,101-250,False,False,False,False,False,False,False,7,1.0,0.18181818181818182,0,0.06857142857142857,0.047619047619047616,7,7
