set,pair_id,original_id,source,example_id,original_words_field,rewrite_words_field,pair_words_field,base_same_source_example_rows,base_contains_exact_normalized_original,base_contains_count,base_match_sources,base_match_example_ids,replaced_in_dose21_by_same_source_example,replaced_in_dose25_by_same_source_example,selection_role
dose25_superset,dose56_rw_003462,rw_003462,gutenberg,35132,14,15,29,1,True,1,gutenberg,35132,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_014678,rw2s0_014678,gutenberg,24106,22,20,42,1,True,1,gutenberg,24106,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_007338,rw2s0_007338,gutenberg,38066,22,26,48,1,True,1,gutenberg,38066,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_031915,rw2s1_031915,childes,11466,20,21,41,1,True,1,childes,11466,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_015700,rw2s0_015700,childes,20676,24,22,46,1,True,1,childes,20676,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_011089,rw2s1_011089,simple_wiki,61510,19,18,37,1,True,1,simple_wiki,61510,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_020123,rw2s0_020123,simple_wiki,59761,24,23,47,1,True,1,simple_wiki,59761,False,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_026463,rw2s1_026463,open_subtitles,45307,18,15,33,1,True,1,open_subtitles,45307,False,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_021798,rw2s0_021798,childes,9910,33,33,66,1,True,1,childes,9910,False,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_019833,rw2s1_019833,gutenberg,27938,33,31,64,1,True,1,gutenberg,27938,False,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_032640,rw2s1_032640,gutenberg,25070,43,29,72,1,True,1,gutenberg,25070,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_022954,rw2s0_022954,childes,11514,18,16,34,1,True,1,childes,11514,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw_019569,rw_019569,gutenberg,23664,24,23,47,1,True,1,gutenberg,23664,False,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw_025314,rw_025314,childes,12912,12,11,23,1,True,1,childes,12912,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw_033751,rw_033751,childes,6925,14,14,28,1,True,1,childes,6925,False,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw_010085,rw_010085,bnc_spoken,467,23,17,40,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_008162,rw2s1_008162,gutenberg,34178,32,34,66,1,True,1,gutenberg,34178,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_019335,rw2s1_019335,gutenberg,27010,55,57,112,1,True,1,gutenberg,27010,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_021145,rw2s1_021145,gutenberg,24692,19,20,39,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_002892,rw2s1_002892,childes,16699,18,16,34,1,True,1,childes,16699,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw_044477,rw_044477,childes,16182,21,25,46,1,True,1,childes,16182,False,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_025319,rw2s1_025319,bnc_spoken,15,23,18,41,1,True,1,bnc_spoken,15,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_010859,rw2s1_010859,gutenberg,28639,25,27,52,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw_023067,rw_023067,bnc_spoken,1567,24,20,44,1,True,1,bnc_spoken,1567,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_026144,rw2s1_026144,gutenberg,37481,52,45,97,1,True,1,gutenberg,37481,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_027524,rw2s0_027524,gutenberg,28205,43,47,90,1,True,1,gutenberg,28205,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_032717,rw2s1_032717,gutenberg,27097,43,41,84,1,True,1,gutenberg,27097,False,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_022063,rw2s1_022063,simple_wiki,56006,23,23,46,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw_042988,rw_042988,childes,22009,13,11,24,1,True,1,childes,22009,False,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_026224,rw2s1_026224,bnc_spoken,1568,19,20,39,1,True,1,bnc_spoken,1568,False,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_008839,rw2s0_008839,bnc_spoken,944,18,16,34,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_012716,rw2s0_012716,open_subtitles,48923,22,19,41,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_021044,rw2s0_021044,bnc_spoken,111,22,18,40,1,True,1,bnc_spoken,111,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_011953,rw2s0_011953,bnc_spoken,4273,26,23,49,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_003664,rw2s0_003664,gutenberg,31790,23,24,47,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_025692,rw2s1_025692,bnc_spoken,1142,34,29,63,1,True,1,bnc_spoken,1142,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_023332,rw2s0_023332,gutenberg,37618,42,39,81,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_008608,rw2s0_008608,gutenberg,30673,22,23,45,1,True,1,gutenberg,30673,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_025441,rw2s0_025441,simple_wiki,60035,19,21,40,1,True,1,simple_wiki,60035,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_021741,rw2s0_021741,simple_wiki,53518,41,40,81,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_030311,rw2s0_030311,open_subtitles,46636,20,22,42,1,True,1,open_subtitles,46636,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_001641,rw2s1_001641,gutenberg,25722,20,26,46,1,True,1,gutenberg,25722,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_031729,rw2s1_031729,simple_wiki,57401,23,24,47,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_013153,rw2s0_013153,open_subtitles,48799,18,25,43,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_003277,rw2s1_003277,bnc_spoken,4132,34,28,62,1,True,1,bnc_spoken,4132,False,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw_009444,rw_009444,childes,11627,23,22,45,1,True,1,childes,11627,False,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_026074,rw2s1_026074,childes,15633,22,20,42,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_013433,rw2s0_013433,simple_wiki,55017,23,21,44,1,True,1,simple_wiki,55017,False,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_028812,rw2s0_028812,gutenberg,35819,29,34,63,1,True,1,gutenberg,35819,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_012026,rw2s0_012026,open_subtitles,42678,18,18,36,1,True,1,open_subtitles,42678,False,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_022844,rw2s1_022844,simple_wiki,53312,20,20,40,1,True,1,simple_wiki,53312,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_008575,rw2s0_008575,gutenberg,28797,20,17,37,1,True,1,gutenberg,28797,False,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw_026751,rw_026751,childes,9064,22,21,43,1,True,1,childes,9064,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_027463,rw2s1_027463,gutenberg,34135,19,22,41,1,True,1,gutenberg,34135,False,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw_033050,rw_033050,childes,15895,25,24,49,1,True,1,childes,15895,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_004795,rw2s1_004795,gutenberg,36091,24,24,48,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw_012600,rw_012600,gutenberg,27473,12,14,26,1,True,1,gutenberg,27473,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw_042763,rw_042763,childes,14964,13,17,30,1,True,1,childes,14964,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_019368,rw2s0_019368,gutenberg,34171,31,33,64,1,True,1,gutenberg,34171,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_006629,rw2s0_006629,gutenberg,28933,18,15,33,1,True,1,gutenberg,28933,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_006655,rw2s1_006655,gutenberg,27183,42,40,82,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw_042498,rw_042498,childes,16251,18,18,36,1,True,1,childes,16251,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_002887,rw2s0_002887,simple_wiki,53498,26,30,56,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_001143,rw2s0_001143,gutenberg,36290,26,23,49,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw_016246,rw_016246,childes,18217,12,14,26,1,True,1,childes,18217,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_029328,rw2s0_029328,gutenberg,36050,21,23,44,1,True,1,gutenberg,36050,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_032592,rw2s1_032592,gutenberg,25017,51,48,99,1,True,1,gutenberg,25017,False,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_024616,rw2s1_024616,open_subtitles,40074,20,26,46,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_007647,rw2s0_007647,gutenberg,26645,33,29,62,1,True,1,gutenberg,26645,False,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_018251,rw2s0_018251,gutenberg,29788,39,35,74,1,True,1,gutenberg,29788,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_022053,rw2s1_022053,gutenberg,36483,25,27,52,1,True,1,gutenberg,36483,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_014555,rw2s1_014555,gutenberg,28297,39,35,74,1,True,1,gutenberg,28297,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_010102,rw2s0_010102,gutenberg,31240,39,32,71,1,True,1,gutenberg,31240,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_016910,rw2s1_016910,gutenberg,25737,21,18,39,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_030383,rw2s1_030383,simple_wiki,58973,22,20,42,1,True,1,simple_wiki,58973,False,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_007289,rw2s1_007289,simple_wiki,59439,41,45,86,1,True,1,simple_wiki,59439,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_031781,rw2s0_031781,bnc_spoken,3238,23,22,45,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw_001201,rw_001201,simple_wiki,61210,17,19,36,1,True,1,simple_wiki,61210,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw_012932,rw_012932,childes,5662,14,16,30,1,True,1,childes,5662,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_024849,rw2s0_024849,simple_wiki,61847,24,23,47,1,True,1,simple_wiki,61847,False,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_025838,rw2s1_025838,gutenberg,30655,19,17,36,1,True,1,gutenberg,30655,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_002796,rw2s0_002796,open_subtitles,40426,23,27,50,1,True,1,open_subtitles,40426,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_018761,rw2s1_018761,gutenberg,35561,25,21,46,1,True,1,gutenberg,35561,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw_023736,rw_023736,gutenberg,35859,21,18,39,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_017655,rw2s0_017655,simple_wiki,59584,19,19,38,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw_036439,rw_036439,open_subtitles,46889,13,12,25,1,True,1,open_subtitles,46889,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_014251,rw2s1_014251,gutenberg,26046,20,19,39,1,True,1,gutenberg,26046,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_012917,rw2s1_012917,bnc_spoken,947,28,28,56,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw_016463,rw_016463,childes,12489,16,18,34,1,True,1,childes,12489,False,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw_014602,rw_014602,childes,14467,12,14,26,1,True,1,childes,14467,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_032720,rw2s0_032720,bnc_spoken,2544,47,34,81,1,True,1,bnc_spoken,2544,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_026558,rw2s1_026558,bnc_spoken,3621,20,15,35,1,True,1,bnc_spoken,3621,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_011245,rw2s1_011245,open_subtitles,44433,21,20,41,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_016365,rw2s0_016365,childes,16178,21,24,45,1,True,1,childes,16178,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_020666,rw2s0_020666,gutenberg,38011,27,21,48,1,True,1,gutenberg,38011,False,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_007330,rw2s0_007330,bnc_spoken,1445,32,27,59,1,True,1,bnc_spoken,1445,False,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_030184,rw2s1_030184,simple_wiki,53192,22,21,43,1,True,1,simple_wiki,53192,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_029877,rw2s0_029877,simple_wiki,59111,24,29,53,1,True,1,simple_wiki,59111,False,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_023899,rw2s0_023899,simple_wiki,57821,22,24,46,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_016582,rw2s0_016582,bnc_spoken,1209,26,26,52,1,True,1,bnc_spoken,1209,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_002386,rw2s1_002386,bnc_spoken,1899,41,37,78,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_030248,rw2s1_030248,simple_wiki,53737,20,17,37,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_010226,rw2s0_010226,simple_wiki,53799,19,19,38,1,True,1,simple_wiki,53799,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_002430,rw2s1_002430,gutenberg,35722,26,21,47,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw_038688,rw_038688,childes,7963,13,17,30,1,True,1,childes,7963,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_023060,rw2s1_023060,gutenberg,37804,52,52,104,1,True,1,gutenberg,37804,False,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_032666,rw2s1_032666,gutenberg,24305,25,17,42,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_019258,rw2s0_019258,childes,10245,25,23,48,1,True,1,childes,10245,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw_007022,rw_007022,open_subtitles,43833,12,12,24,1,True,1,open_subtitles,43833,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw_017674,rw_017674,childes,12227,13,17,30,1,True,1,childes,12227,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw_040971,rw_040971,childes,10213,21,23,44,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_018503,rw2s0_018503,simple_wiki,55846,20,23,43,1,True,1,simple_wiki,55846,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_016607,rw2s1_016607,open_subtitles,50982,29,31,60,1,True,1,open_subtitles,50982,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_024593,rw2s1_024593,open_subtitles,47966,33,32,65,1,True,1,open_subtitles,47966,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_014606,rw2s1_014606,gutenberg,23183,18,20,38,1,True,1,gutenberg,23183,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_009547,rw2s0_009547,bnc_spoken,686,23,20,43,1,True,1,bnc_spoken,686,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw_003603,rw_003603,gutenberg,32906,15,16,31,1,True,1,gutenberg,32906,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_023663,rw2s0_023663,open_subtitles,42943,21,21,42,1,True,1,open_subtitles,42943,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_011150,rw2s1_011150,simple_wiki,61434,18,16,34,1,True,1,simple_wiki,61434,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_021872,rw2s0_021872,bnc_spoken,1793,55,42,97,1,True,1,bnc_spoken,1793,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_012862,rw2s0_012862,gutenberg,31037,23,22,45,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_014615,rw2s1_014615,gutenberg,30135,24,27,51,1,True,1,gutenberg,30135,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_021199,rw2s0_021199,gutenberg,28912,34,34,68,1,True,1,gutenberg,28912,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw_039547,rw_039547,childes,16147,13,14,27,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_015247,rw2s0_015247,open_subtitles,44690,20,21,41,1,True,1,open_subtitles,44690,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw_006421,rw_006421,childes,19859,15,12,27,1,True,1,childes,19859,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_017486,rw2s1_017486,gutenberg,34593,33,31,64,1,True,1,gutenberg,34593,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_029701,rw2s0_029701,childes,11788,19,19,38,1,True,1,childes,11788,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_018105,rw2s0_018105,open_subtitles,50878,24,21,45,1,True,1,open_subtitles,50878,False,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_006997,rw2s1_006997,bnc_spoken,1452,20,25,45,1,True,1,bnc_spoken,1452,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_000309,rw2s1_000309,gutenberg,37012,29,29,58,1,True,1,gutenberg,37012,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_024986,rw2s1_024986,gutenberg,24984,35,37,72,1,True,1,gutenberg,24984,False,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_028128,rw2s0_028128,gutenberg,31509,24,20,44,1,True,1,gutenberg,31509,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_027688,rw2s1_027688,gutenberg,28555,32,28,60,1,True,1,gutenberg,28555,False,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw_037354,rw_037354,childes,6738,12,14,26,1,True,1,childes,6738,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw_036993,rw_036993,childes,18395,17,14,31,1,True,1,childes,18395,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw_044203,rw_044203,childes,13031,12,13,25,1,True,1,childes,13031,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_028087,rw2s1_028087,gutenberg,35419,18,18,36,1,True,1,gutenberg,35419,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_005199,rw2s1_005199,childes,20360,24,22,46,1,True,1,childes,20360,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw_009702,rw_009702,childes,11980,19,20,39,1,True,1,childes,11980,False,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw_038707,rw_038707,open_subtitles,49995,14,21,35,1,True,1,open_subtitles,49995,False,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_029654,rw2s0_029654,gutenberg,29491,32,29,61,1,True,1,gutenberg,29491,False,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw_038272,rw_038272,childes,20787,47,50,97,1,True,1,childes,20787,False,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_008002,rw2s0_008002,gutenberg,36163,21,22,43,1,True,1,gutenberg,36163,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_008181,rw2s1_008181,gutenberg,36102,18,19,37,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_028180,rw2s0_028180,open_subtitles,44262,20,20,40,1,True,1,open_subtitles,44262,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_011307,rw2s0_011307,gutenberg,29313,30,30,60,1,True,1,gutenberg,29313,False,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_031546,rw2s0_031546,gutenberg,38250,38,34,72,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_010209,rw2s1_010209,gutenberg,26688,29,20,49,1,True,1,gutenberg,26688,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_001863,rw2s0_001863,gutenberg,25304,41,42,83,1,True,1,gutenberg,25304,False,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw_028908,rw_028908,childes,12637,13,15,28,1,True,1,childes,12637,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_000760,rw2s0_000760,gutenberg,23487,33,33,66,1,True,1,gutenberg,23487,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw_035840,rw_035840,childes,21079,14,15,29,1,True,1,childes,21079,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_003585,rw2s1_003585,open_subtitles,45890,30,35,65,1,True,1,open_subtitles,45890,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_029088,rw2s0_029088,simple_wiki,58756,22,24,46,1,True,1,simple_wiki,58756,False,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw_029477,rw_029477,gutenberg,35339,39,37,76,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_024828,rw2s0_024828,open_subtitles,41968,25,28,53,1,True,1,open_subtitles,41968,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw_016007,rw_016007,simple_wiki,61957,18,19,37,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_018705,rw2s1_018705,childes,17471,18,20,38,1,True,1,childes,17471,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw_034280,rw_034280,childes,21398,19,19,38,1,True,1,childes,21398,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_016928,rw2s1_016928,simple_wiki,54175,19,19,38,1,True,1,simple_wiki,54175,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_004330,rw2s1_004330,bnc_spoken,4476,20,20,40,1,True,1,bnc_spoken,4476,False,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_006487,rw2s1_006487,simple_wiki,54097,18,18,36,1,True,1,simple_wiki,54097,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_022178,rw2s0_022178,gutenberg,30814,32,32,64,1,True,1,gutenberg,30814,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_017475,rw2s0_017475,gutenberg,31662,40,40,80,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw_033877,rw_033877,childes,12831,17,16,33,1,True,1,childes,12831,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_006998,rw2s0_006998,childes,9671,24,21,45,1,True,1,childes,9671,False,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_008984,rw2s0_008984,gutenberg,27067,40,36,76,1,True,1,gutenberg,27067,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_018670,rw2s1_018670,simple_wiki,57079,22,20,42,1,True,1,simple_wiki,57079,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_000226,rw2s0_000226,bnc_spoken,435,21,19,40,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_004225,rw2s0_004225,gutenberg,29008,27,24,51,1,True,1,gutenberg,29008,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_032054,rw2s1_032054,open_subtitles,43443,20,17,37,1,True,1,open_subtitles,43443,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_022220,rw2s1_022220,gutenberg,38490,34,34,68,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_005945,rw2s1_005945,simple_wiki,56541,18,17,35,1,True,1,simple_wiki,56541,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_002413,rw2s0_002413,gutenberg,25061,26,25,51,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_010069,rw2s0_010069,gutenberg,25072,25,24,49,1,True,1,gutenberg,25072,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_026866,rw2s0_026866,gutenberg,31886,28,25,53,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw_011817,rw_011817,childes,14856,13,15,28,1,True,1,childes,14856,False,True,dose21_clean_shard1_all_or_exact
