direction,anchor_correct_82,column,subtask,subgroup,fine_group,item_key,pred_id,gold,pred_82,pred_84,pred_alpha075,text_a,text_b
chck84_correct_alpha075_wrong,1,COMPS,base,random,,COMPS/base/40195,base_40195,butter is kept in fridge.,butter is kept in fridge.,butter is kept in fridge.,a tray is kept in fridge.,butter,a tray
alpha075_correct_chck84_wrong,1,COMPS,base,random,,COMPS/base/40215,base_40215,ice cream is kept in fridge.,ice cream is kept in fridge.,a coach is kept in fridge.,ice cream is kept in fridge.,ice cream,a coach
chck84_correct_alpha075_wrong,1,COMPS,base,co-occurrence,,COMPS/base/40218,base_40218,cheese is kept in fridge.,cheese is kept in fridge.,cheese is kept in fridge.,bacon is kept in fridge.,cheese,bacon
chck84_correct_alpha075_wrong,0,COMPS,base,taxonomic,,COMPS/base/40220,base_40220,yoghurt is kept in fridge.,flour is kept in fridge.,yoghurt is kept in fridge.,flour is kept in fridge.,yoghurt,flour
alpha075_correct_chck84_wrong,1,COMPS,base,taxonomic,,COMPS/base/40224,base_40224,a pistol is kept in holster.,a pistol is kept in holster.,a rifle is kept in holster.,a pistol is kept in holster.,a pistol,a rifle
alpha075_correct_chck84_wrong,1,COMPS,base,overlap,,COMPS/base/40229,base_40229,a revolver is kept in holster.,a revolver is kept in holster.,a shotgun is kept in holster.,a revolver is kept in holster.,a revolver,a shotgun
chck84_correct_alpha075_wrong,0,COMPS,base,random,,COMPS/base/40231,base_40231,a revolver is kept in holster.,a dresser is kept in holster.,a revolver is kept in holster.,a dresser is kept in holster.,a revolver,a dresser
chck84_correct_alpha075_wrong,0,COMPS,base,co-occurrence,,COMPS/base/40234,base_40234,a gun is kept in holster.,a bullet is kept in holster.,a gun is kept in holster.,a bullet is kept in holster.,a gun,a bullet
alpha075_correct_chck84_wrong,0,COMPS,base,overlap,,COMPS/base/40245,base_40245,an orchid is kept indoors.,a pansy is kept indoors.,a pansy is kept indoors.,an orchid is kept indoors.,an orchid,a pansy
alpha075_correct_chck84_wrong,1,COMPS,base,co-occurrence,,COMPS/base/40254,base_40254,a ball is kicked.,a ball is kicked.,a swing is kicked.,a ball is kicked.,a ball,a swing
alpha075_correct_chck84_wrong,1,COMPS,base,taxonomic,,COMPS/base/40284,base_40284,an accordion is known as a squeeze box.,an accordion is known as a squeeze box.,a harmonica is known as a squeeze box.,an accordion is known as a squeeze box.,an accordion,a harmonica
chck84_correct_alpha075_wrong,0,COMPS,base,overlap,,COMPS/base/40293,base_40293,a goldfish is known to have short memory.,a flounder is known to have short memory.,a goldfish is known to have short memory.,a flounder is known to have short memory.,a goldfish,a flounder
alpha075_correct_chck84_wrong,1,COMPS,base,taxonomic,,COMPS/base/40312,base_40312,parsley is leafy.,parsley is leafy.,garlic is leafy.,parsley is leafy.,parsley,garlic
alpha075_correct_chck84_wrong,1,COMPS,base,random,,COMPS/base/40323,base_40323,a bucket is light when empty.,a bucket is light when empty.,a knicker is light when empty.,a bucket is light when empty.,a bucket,a knicker
chck84_correct_alpha075_wrong,0,COMPS,base,overlap,,COMPS/base/4033,base_4033,a mug can be gifted.,a cup can be gifted.,a mug can be gifted.,a cup can be gifted.,a mug,a cup
chck84_correct_alpha075_wrong,1,COMPS,base,random,,COMPS/base/40367,base_40367,ketchup is liquid.,ketchup is liquid.,ketchup is liquid.,a flea is liquid.,ketchup,a flea
alpha075_correct_chck84_wrong,1,COMPS,base,co-occurrence,,COMPS/base/40374,base_40374,an eye is located in the eye socket.,an eye is located in the eye socket.,a nose is located in the eye socket.,an eye is located in the eye socket.,an eye,a nose
alpha075_correct_chck84_wrong,1,COMPS,base,taxonomic,,COMPS/base/40380,base_40380,peach is low in calories.,peach is low in calories.,an avocado is low in calories.,peach is low in calories.,peach,an avocado
alpha075_correct_chck84_wrong,1,COMPS,base,overlap,,COMPS/base/40417,base_40417,a moped is low-powered.,a moped is low-powered.,a bicycle is low-powered.,a moped is low-powered.,a moped,a bicycle
chck84_correct_alpha075_wrong,0,COMPS,base,co-occurrence,,COMPS/base/40426,base_40426,a limousine is luxurious.,a taxi is luxurious.,a limousine is luxurious.,a taxi is luxurious.,a limousine,a taxi
chck84_correct_alpha075_wrong,0,COMPS,base,taxonomic,,COMPS/base/40428,base_40428,champagne is luxurious.,wine is luxurious.,champagne is luxurious.,wine is luxurious.,champagne,wine
alpha075_correct_chck84_wrong,1,COMPS,base,taxonomic,,COMPS/base/40444,base_40444,jam is made at hot temperatures.,jam is made at hot temperatures.,jelly is made at hot temperatures.,jam is made at hot temperatures.,jam,jelly
chck84_correct_alpha075_wrong,1,COMPS,base,taxonomic,,COMPS/base/40452,base_40452,bread is made by bakers.,bread is made by bakers.,bread is made by bakers.,flour is made by bakers.,bread,flour
chck84_correct_alpha075_wrong,1,COMPS,base,random,,COMPS/base/40455,base_40455,bread is made by bakers.,bread is made by bakers.,bread is made by bakers.,yoghurt is made by bakers.,bread,yoghurt
alpha075_correct_chck84_wrong,0,COMPS,base,random,,COMPS/base/40463,base_40463,cider is made from fermented apples.,a shawl is made from fermented apples.,a shawl is made from fermented apples.,cider is made from fermented apples.,cider,a shawl
alpha075_correct_chck84_wrong,1,COMPS,base,co-occurrence,,COMPS/base/40498,base_40498,wine is made of alcohol.,wine is made of alcohol.,grape is made of alcohol.,wine is made of alcohol.,wine,grape
chck84_correct_alpha075_wrong,1,COMPS,base,co-occurrence,,COMPS/base/40506,base_40506,champagne is made of alcohol.,champagne is made of alcohol.,champagne is made of alcohol.,a bottle is made of alcohol.,champagne,a bottle
chck84_correct_alpha075_wrong,0,COMPS,base,random,,COMPS/base/4051,base_4051,a sandwich can be grilled.,a monkey can be grilled.,a sandwich can be grilled.,a monkey can be grilled.,a sandwich,a monkey
alpha075_correct_chck84_wrong,1,COMPS,base,taxonomic,,COMPS/base/40536,base_40536,an eye is made of blood vessels.,an eye is made of blood vessels.,an ear is made of blood vessels.,an eye is made of blood vessels.,an eye,an ear
chck84_correct_alpha075_wrong,0,COMPS,base,overlap,,COMPS/base/40545,base_40545,a scallop is made of calcium carbonate.,an oyster is made of calcium carbonate.,a scallop is made of calcium carbonate.,an oyster is made of calcium carbonate.,a scallop,an oyster
alpha075_correct_chck84_wrong,1,COMPS,base,random,,COMPS/base/40559,base_40559,a locust is made of cells.,a locust is made of cells.,a blouse is made of cells.,a locust is made of cells.,a locust,a blouse
chck84_correct_alpha075_wrong,0,COMPS,base,overlap,,COMPS/base/40573,base_40573,a millipede is made of cells.,a hose is made of cells.,a millipede is made of cells.,a hose is made of cells.,a millipede,a hose
alpha075_correct_chck84_wrong,0,COMPS,base,co-occurrence,,COMPS/base/40582,base_40582,a clam is made of cells.,a soup is made of cells.,a soup is made of cells.,a clam is made of cells.,a clam,a soup
alpha075_correct_chck84_wrong,1,COMPS,base,co-occurrence,,COMPS/base/40590,base_40590,a buffalo is made of cells.,a buffalo is made of cells.,a french horn is made of cells.,a buffalo is made of cells.,a buffalo,a french horn
alpha075_correct_chck84_wrong,1,COMPS,base,co-occurrence,,COMPS/base/40606,base_40606,coffee is made of coffee beans.,coffee is made of coffee beans.,a coffee maker is made of coffee beans.,coffee is made of coffee beans.,coffee,a coffee maker
chck84_correct_alpha075_wrong,0,COMPS,base,taxonomic,,COMPS/base/40656,base_40656,a cookie is made of dough.,a cake is made of dough.,a cookie is made of dough.,a cake is made of dough.,a cookie,a cake
chck84_correct_alpha075_wrong,1,COMPS,base,co-occurrence,,COMPS/base/40658,base_40658,a cookie is made of dough.,a cookie is made of dough.,a cookie is made of dough.,a peanut is made of dough.,a cookie,a peanut
alpha075_correct_chck84_wrong,1,COMPS,base,taxonomic,,COMPS/base/40660,base_40660,a belt is made of elastic.,a belt is made of elastic.,an apron is made of elastic.,a belt is made of elastic.,a belt,an apron
chck84_correct_alpha075_wrong,1,COMPS,base,random,,COMPS/base/40671,base_40671,a knicker is made of elastic.,a knicker is made of elastic.,a knicker is made of elastic.,celery is made of elastic.,a knicker,celery
alpha075_correct_chck84_wrong,1,COMPS,base,random,,COMPS/base/40679,base_40679,a catapult is made of elastic.,a catapult is made of elastic.,a chair is made of elastic.,a catapult is made of elastic.,a catapult,a chair
chck84_correct_alpha075_wrong,1,COMPS,base,overlap,,COMPS/base/40725,base_40725,a duck is made of flesh.,a duck is made of flesh.,a duck is made of flesh.,a lily is made of flesh.,a duck,a lily
chck84_correct_alpha075_wrong,0,COMPS,base,co-occurrence,,COMPS/base/40734,base_40734,an ostrich is made of flesh.,a cape is made of flesh.,an ostrich is made of flesh.,a cape is made of flesh.,an ostrich,a cape
alpha075_correct_chck84_wrong,1,COMPS,base,co-occurrence,,COMPS/base/40742,base_40742,a rhino is made of flesh.,a rhino is made of flesh.,a tractor is made of flesh.,a rhino is made of flesh.,a rhino,a tractor
alpha075_correct_chck84_wrong,1,COMPS,base,taxonomic,,COMPS/base/40744,base_40744,a wren is made of flesh.,a wren is made of flesh.,a buttercup is made of flesh.,a wren is made of flesh.,a wren,a buttercup
chck84_correct_alpha075_wrong,0,COMPS,base,overlap,,COMPS/base/40749,base_40749,a calf is made of flesh.,mushroom is made of flesh.,a calf is made of flesh.,mushroom is made of flesh.,a calf,mushroom
alpha075_correct_chck84_wrong,1,COMPS,base,co-occurrence,,COMPS/base/40770,base_40770,a mitten is made of fur.,a mitten is made of fur.,a sock is made of fur.,a mitten is made of fur.,a mitten,a sock
alpha075_correct_chck84_wrong,1,COMPS,base,random,,COMPS/base/40779,base_40779,wine is made of grapes.,wine is made of grapes.,a shovel is made of grapes.,wine is made of grapes.,wine,a shovel
alpha075_correct_chck84_wrong,1,COMPS,base,co-occurrence,,COMPS/base/4078,base_4078,a birch tree can be grown.,a birch tree can be grown.,a bookcase can be grown.,a birch tree can be grown.,a birch tree,a bookcase
chck84_correct_alpha075_wrong,0,COMPS,base,taxonomic,,COMPS/base/40780,base_40780,champagne is made of grapes.,beer is made of grapes.,champagne is made of grapes.,beer is made of grapes.,champagne,beer
chck84_correct_alpha075_wrong,0,COMPS,base,overlap,,COMPS/base/40781,base_40781,champagne is made of grapes.,gin is made of grapes.,champagne is made of grapes.,gin is made of grapes.,champagne,gin
chck84_correct_alpha075_wrong,1,COMPS,base,taxonomic,,COMPS/base/40784,base_40784,brandy is made of grapes.,brandy is made of grapes.,brandy is made of grapes.,gin is made of grapes.,brandy,gin
chck84_correct_alpha075_wrong,0,COMPS,base,taxonomic,,COMPS/base/40808,base_40808,ice cream is made of ice.,jelly is made of ice.,ice cream is made of ice.,jelly is made of ice.,ice cream,jelly
alpha075_correct_chck84_wrong,1,COMPS,base,overlap,,COMPS/base/40813,base_40813,a plow is made of iron.,a plow is made of iron.,a hoe is made of iron.,a plow is made of iron.,a plow,a hoe
chck84_correct_alpha075_wrong,0,COMPS,base,random,,COMPS/base/40815,base_40815,a plow is made of iron.,a dice is made of iron.,a plow is made of iron.,a dice is made of iron.,a plow,a dice
chck84_correct_alpha075_wrong,0,COMPS,base,random,,COMPS/base/40867,base_40867,a toe is made of muscles.,a buzzard is made of muscles.,a toe is made of muscles.,a buzzard is made of muscles.,a toe,a buzzard
chck84_correct_alpha075_wrong,0,COMPS,base,co-occurrence,,COMPS/base/40870,base_40870,a heart is made of muscles.,a spirit level is made of muscles.,a heart is made of muscles.,a spirit level is made of muscles.,a heart,a spirit level
alpha075_correct_chck84_wrong,0,COMPS,base,overlap,,COMPS/base/409,base_409,cider can be added to alcoholic drinks.,beer can be added to alcoholic drinks.,beer can be added to alcoholic drinks.,cider can be added to alcoholic drinks.,cider,beer
alpha075_correct_chck84_wrong,0,COMPS,base,overlap,,COMPS/base/40917,base_40917,a lip is made of skin.,a heart is made of skin.,a heart is made of skin.,a lip is made of skin.,a lip,a heart
chck84_correct_alpha075_wrong,1,COMPS,base,random,,COMPS/base/40951,base_40951,a sock is made of soft fabric.,a sock is made of soft fabric.,a sock is made of soft fabric.,kiwi is made of soft fabric.,a sock,kiwi
alpha075_correct_chck84_wrong,1,COMPS,base,taxonomic,,COMPS/base/40952,base_40952,a robe is made of soft fabric.,a robe is made of soft fabric.,a leotard is made of soft fabric.,a robe is made of soft fabric.,a robe,a leotard
alpha075_correct_chck84_wrong,1,COMPS,base,co-occurrence,,COMPS/base/40962,base_40962,a sofa is made of soft fabric.,a sofa is made of soft fabric.,a rocking chair is made of soft fabric.,a sofa is made of soft fabric.,a sofa,a rocking chair
alpha075_correct_chck84_wrong,1,COMPS,base,co-occurrence,,COMPS/base/40982,base_40982,a dress is made of soft fabric.,a dress is made of soft fabric.,a skirt is made of soft fabric.,a dress is made of soft fabric.,a dress,a skirt
chck84_correct_alpha075_wrong,1,COMPS,base,overlap,,COMPS/base/40989,base_40989,a leotard is made of stretchy material.,a leotard is made of stretchy material.,a leotard is made of stretchy material.,a swimsuit is made of stretchy material.,a leotard,a swimsuit
chck84_correct_alpha075_wrong,0,COMPS,base,co-occurrence,,COMPS/base/40990,base_40990,a leotard is made of stretchy material.,tights is made of stretchy material.,a leotard is made of stretchy material.,tights is made of stretchy material.,a leotard,tights
chck84_correct_alpha075_wrong,0,COMPS,base,taxonomic,,COMPS/base/41020,base_41020,a leg is made of tissue.,chocolate is made of tissue.,a leg is made of tissue.,chocolate is made of tissue.,a leg,chocolate
alpha075_correct_chck84_wrong,1,COMPS,base,co-occurrence,,COMPS/base/41038,base_41038,a dressing gown is made of toweling.,a dressing gown is made of toweling.,a gown is made of toweling.,a dressing gown is made of toweling.,a dressing gown,a gown
alpha075_correct_chck84_wrong,1,COMPS,base,taxonomic,,COMPS/base/41064,base_41064,a donut is made up of ingredients.,a donut is made up of ingredients.,an artichoke is made up of ingredients.,a donut is made up of ingredients.,a donut,an artichoke
alpha075_correct_chck84_wrong,1,COMPS,base,taxonomic,,COMPS/base/41072,base_41072,a cookie is made up of ingredients.,a cookie is made up of ingredients.,an artichoke is made up of ingredients.,a cookie is made up of ingredients.,a cookie,an artichoke
alpha075_correct_chck84_wrong,1,COMPS,base,random,,COMPS/base/41083,base_41083,mayonnaise is made up of ingredients.,mayonnaise is made up of ingredients.,a corkscrew is made up of ingredients.,mayonnaise is made up of ingredients.,mayonnaise,a corkscrew
alpha075_correct_chck84_wrong,1,COMPS,base,overlap,,COMPS/base/41093,base_41093,ketchup is made up of ingredients.,ketchup is made up of ingredients.,a gherkin is made up of ingredients.,ketchup is made up of ingredients.,ketchup,a gherkin
chck84_correct_alpha075_wrong,0,COMPS,base,taxonomic,,COMPS/base/41132,base_41132,a pie is made using flour.,chocolate is made using flour.,a pie is made using flour.,chocolate is made using flour.,a pie,chocolate
chck84_correct_alpha075_wrong,0,COMPS,base,random,,COMPS/base/41135,base_41135,a pie is made using flour.,a veil is made using flour.,a pie is made using flour.,a veil is made using flour.,a pie,a veil
chck84_correct_alpha075_wrong,1,COMPS,base,overlap,,COMPS/base/41141,base_41141,a cookie is made using flour.,a cookie is made using flour.,a cookie is made using flour.,ice cream is made using flour.,a cookie,ice cream
alpha075_correct_chck84_wrong,1,COMPS,base,random,,COMPS/base/41143,base_41143,a cookie is made using flour.,a cookie is made using flour.,a kettle is made using flour.,a cookie is made using flour.,a cookie,a kettle
chck84_correct_alpha075_wrong,0,COMPS,base,random,,COMPS/base/41155,base_41155,lemonade is made with lemons.,cabbage is made with lemons.,lemonade is made with lemons.,cabbage is made with lemons.,lemonade,cabbage
chck84_correct_alpha075_wrong,0,COMPS,base,taxonomic,,COMPS/base/41156,base_41156,a jacket is manmade.,hair is manmade.,a jacket is manmade.,hair is manmade.,a jacket,hair
alpha075_correct_chck84_wrong,0,COMPS,base,overlap,,COMPS/base/41157,base_41157,a jacket is manmade.,a carnation is manmade.,a carnation is manmade.,a jacket is manmade.,a jacket,a carnation
alpha075_correct_chck84_wrong,0,COMPS,base,random,,COMPS/base/41159,base_41159,a jacket is manmade.,pumpkin is manmade.,pumpkin is manmade.,a jacket is manmade.,a jacket,pumpkin
chck84_correct_alpha075_wrong,0,COMPS,base,taxonomic,,COMPS/base/41164,base_41164,a gun is manmade.,hair is manmade.,a gun is manmade.,hair is manmade.,a gun,hair
alpha075_correct_chck84_wrong,1,COMPS,base,random,,COMPS/base/41179,base_41179,a barrel is manmade.,a barrel is manmade.,a rattlesnake is manmade.,a barrel is manmade.,a barrel,a rattlesnake
alpha075_correct_chck84_wrong,0,COMPS,base,overlap,,COMPS/base/41181,base_41181,a chainsaw is manmade.,rice is manmade.,rice is manmade.,a chainsaw is manmade.,a chainsaw,rice
alpha075_correct_chck84_wrong,1,COMPS,base,overlap,,COMPS/base/41201,base_41201,a tugboat is manned by a crew.,a tugboat is manned by a crew.,a yacht is manned by a crew.,a tugboat is manned by a crew.,a tugboat,a yacht
alpha075_correct_chck84_wrong,1,COMPS,base,co-occurrence,,COMPS/base/41202,base_41202,a tugboat is manned by a crew.,a tugboat is manned by a crew.,a speedboat is manned by a crew.,a tugboat is manned by a crew.,a tugboat,a speedboat
alpha075_correct_chck84_wrong,1,COMPS,base,overlap,,COMPS/base/41217,base_41217,a tank is manned by a crew.,a tank is manned by a crew.,a truck is manned by a crew.,a tank is manned by a crew.,a tank,a truck
chck84_correct_alpha075_wrong,1,COMPS,base,co-occurrence,,COMPS/base/4122,base_4122,corn can be harvested.,corn can be harvested.,corn can be harvested.,potato can be harvested.,corn,potato
alpha075_correct_chck84_wrong,1,COMPS,base,co-occurrence,,COMPS/base/41222,base_41222,an oil tanker is manned by a crew.,an oil tanker is manned by a crew.,a truck is manned by a crew.,an oil tanker is manned by a crew.,an oil tanker,a truck
alpha075_correct_chck84_wrong,1,COMPS,base,overlap,,COMPS/base/41225,base_41225,a train is manned by a crew.,a train is manned by a crew.,a coach is manned by a crew.,a train is manned by a crew.,a train,a coach
chck84_correct_alpha075_wrong,0,COMPS,base,taxonomic,,COMPS/base/41228,base_41228,a barge is manned by a crew.,a houseboat is manned by a crew.,a barge is manned by a crew.,a houseboat is manned by a crew.,a barge,a houseboat
chck84_correct_alpha075_wrong,0,COMPS,base,overlap,,COMPS/base/41233,base_41233,a boat is manned by a crew.,a speedboat is manned by a crew.,a boat is manned by a crew.,a speedboat is manned by a crew.,a boat,a speedboat
chck84_correct_alpha075_wrong,0,COMPS,base,co-occurrence,,COMPS/base/41234,base_41234,a boat is manned by a crew.,a yacht is manned by a crew.,a boat is manned by a crew.,a yacht is manned by a crew.,a boat,a yacht
chck84_correct_alpha075_wrong,0,COMPS,base,random,,COMPS/base/41235,base_41235,a boat is manned by a crew.,garlic is manned by a crew.,a boat is manned by a crew.,garlic is manned by a crew.,a boat,garlic
chck84_correct_alpha075_wrong,0,COMPS,base,overlap,,COMPS/base/41237,base_41237,chocolate is mass produced.,ice cream is mass produced.,chocolate is mass produced.,ice cream is mass produced.,chocolate,ice cream
chck84_correct_alpha075_wrong,0,COMPS,base,co-occurrence,,COMPS/base/41274,base_41274,an airplane is modern.,a rocket is modern.,an airplane is modern.,a rocket is modern.,an airplane,a rocket
alpha075_correct_chck84_wrong,1,COMPS,base,overlap,,COMPS/base/41281,base_41281,a typewriter is modern.,a typewriter is modern.,a can opener is modern.,a typewriter is modern.,a typewriter,a can opener
chck84_correct_alpha075_wrong,0,COMPS,base,overlap,,COMPS/base/41285,base_41285,a clock is modern.,a table is modern.,a clock is modern.,a table is modern.,a clock,a table
alpha075_correct_chck84_wrong,1,COMPS,base,overlap,,COMPS/base/4129,base_4129,castanets can be held in the palm.,castanets can be held in the palm.,a tambourine can be held in the palm.,castanets can be held in the palm.,castanets,a tambourine
alpha075_correct_chck84_wrong,1,COMPS,base,random,,COMPS/base/41299,base_41299,a ferry is moveable.,a ferry is moveable.,a camel is moveable.,a ferry is moveable.,a ferry,a camel
chck84_correct_alpha075_wrong,0,COMPS,base,random,,COMPS/base/41307,base_41307,a football is moveable.,a tweezer is moveable.,a football is moveable.,a tweezer is moveable.,a football,a tweezer
alpha075_correct_chck84_wrong,1,COMPS,base,overlap,,COMPS/base/41309,base_41309,a cart is moveable.,a cart is moveable.,a bin is moveable.,a cart is moveable.,a cart,a bin
chck84_correct_alpha075_wrong,0,COMPS,base,overlap,,COMPS/base/41317,base_41317,a yacht is moveable.,a chainsaw is moveable.,a yacht is moveable.,a chainsaw is moveable.,a yacht,a chainsaw
chck84_correct_alpha075_wrong,0,COMPS,base,random,,COMPS/base/41327,base_41327,a ship is moveable.,a herring is moveable.,a ship is moveable.,a herring is moveable.,a ship,a herring
alpha075_correct_chck84_wrong,1,COMPS,base,taxonomic,,COMPS/base/41340,base_41340,a leopard is muscular.,a leopard is muscular.,a bear is muscular.,a leopard is muscular.,a leopard,a bear
alpha075_correct_chck84_wrong,1,COMPS,base,overlap,,COMPS/base/41341,base_41341,a leopard is muscular.,a leopard is muscular.,a hyena is muscular.,a leopard is muscular.,a leopard,a hyena
alpha075_correct_chck84_wrong,1,COMPS,base,taxonomic,,COMPS/base/41372,base_41372,sweet potato is mushy.,sweet potato is mushy.,carrot is mushy.,sweet potato is mushy.,sweet potato,carrot
alpha075_correct_chck84_wrong,1,COMPS,base,overlap,,COMPS/base/41373,base_41373,sweet potato is mushy.,sweet potato is mushy.,pumpkin is mushy.,sweet potato is mushy.,sweet potato,pumpkin
chck84_correct_alpha075_wrong,0,COMPS,base,co-occurrence,,COMPS/base/41386,base_41386,a pea is mushy.,turnip is mushy.,a pea is mushy.,turnip is mushy.,a pea,turnip
chck84_correct_alpha075_wrong,0,COMPS,base,co-occurrence,,COMPS/base/41406,base_41406,a dressing gown is nightwear.,a gown is nightwear.,a dressing gown is nightwear.,a gown is nightwear.,a dressing gown,a gown
chck84_correct_alpha075_wrong,0,COMPS,base,random,,COMPS/base/41407,base_41407,a dressing gown is nightwear.,a canary is nightwear.,a dressing gown is nightwear.,a canary is nightwear.,a dressing gown,a canary
chck84_correct_alpha075_wrong,0,COMPS,base,taxonomic,,COMPS/base/41444,base_41444,a mosquito is nocturnal.,a housefly is nocturnal.,a mosquito is nocturnal.,a housefly is nocturnal.,a mosquito,a housefly
chck84_correct_alpha075_wrong,0,COMPS,base,overlap,,COMPS/base/41453,base_41453,a moth is nocturnal.,a housefly is nocturnal.,a moth is nocturnal.,a housefly is nocturnal.,a moth,a housefly
chck84_correct_alpha075_wrong,0,COMPS,base,random,,COMPS/base/41467,base_41467,a seahorse is not a horse.,a eucalyptus tree is not a horse.,a seahorse is not a horse.,a eucalyptus tree is not a horse.,a seahorse,a eucalyptus tree
alpha075_correct_chck84_wrong,1,COMPS,base,random,,COMPS/base/41491,base_41491,milk is often delivered.,milk is often delivered.,a deckchair is often delivered.,milk is often delivered.,milk,a deckchair
alpha075_correct_chck84_wrong,0,COMPS,base,overlap,,COMPS/base/41529,base_41529,milk is often eaten for breakfast.,cheese is often eaten for breakfast.,cheese is often eaten for breakfast.,milk is often eaten for breakfast.,milk,cheese
alpha075_correct_chck84_wrong,1,COMPS,base,random,,COMPS/base/41535,base_41535,strawberry is often eaten with cream.,strawberry is often eaten with cream.,earmuffs is often eaten with cream.,strawberry is often eaten with cream.,strawberry,earmuffs
alpha075_correct_chck84_wrong,1,COMPS,base,overlap,,COMPS/base/41557,base_41557,tights is opaque.,tights is opaque.,a stocking is opaque.,tights is opaque.,tights,a stocking
alpha075_correct_chck84_wrong,1,COMPS,base,co-occurrence,,COMPS/base/41558,base_41558,tights is opaque.,tights is opaque.,a leotard is opaque.,tights is opaque.,tights,a leotard
chck84_correct_alpha075_wrong,0,COMPS,base,taxonomic,,COMPS/base/4156,base_4156,an ear can be infected.,an eye can be infected.,an ear can be infected.,an eye can be infected.,an ear,an eye
alpha075_correct_chck84_wrong,1,COMPS,base,overlap,,COMPS/base/41561,base_41561,lemonade is opaque.,lemonade is opaque.,beer is opaque.,lemonade is opaque.,lemonade,beer
chck84_correct_alpha075_wrong,1,COMPS,base,overlap,,COMPS/base/41589,base_41589,a grater is operated by humans.,a grater is operated by humans.,a grater is operated by humans.,scissors is operated by humans.,a grater,scissors
chck84_correct_alpha075_wrong,1,COMPS,base,taxonomic,,COMPS/base/416,base_416,lemon can be added to alcoholic drinks.,lemon can be added to alcoholic drinks.,lemon can be added to alcoholic drinks.,grapefruit can be added to alcoholic drinks.,lemon,grapefruit
alpha075_correct_chck84_wrong,1,COMPS,base,taxonomic,,COMPS/base/41628,base_41628,a harpsichord is ornamental.,a harpsichord is ornamental.,an organ is ornamental.,a harpsichord is ornamental.,a harpsichord,an organ
alpha075_correct_chck84_wrong,0,COMPS,base,overlap,,COMPS/base/41629,base_41629,a harpsichord is ornamental.,a piano is ornamental.,a piano is ornamental.,a harpsichord is ornamental.,a harpsichord,a piano
chck84_correct_alpha075_wrong,0,COMPS,base,random,,COMPS/base/4163,base_4163,a hedgehog can be infested by fleas.,jam can be infested by fleas.,a hedgehog can be infested by fleas.,jam can be infested by fleas.,a hedgehog,jam
alpha075_correct_chck84_wrong,1,COMPS,base,co-occurrence,,COMPS/base/41630,base_41630,a harpsichord is ornamental.,a harpsichord is ornamental.,a cello is ornamental.,a harpsichord is ornamental.,a harpsichord,a cello
alpha075_correct_chck84_wrong,1,COMPS,base,taxonomic,,COMPS/base/41640,base_41640,a chandelier is ornamental.,a chandelier is ornamental.,a sink is ornamental.,a chandelier is ornamental.,a chandelier,a sink
alpha075_correct_chck84_wrong,1,COMPS,base,overlap,,COMPS/base/41641,base_41641,a chandelier is ornamental.,a chandelier is ornamental.,a lamp is ornamental.,a chandelier is ornamental.,a chandelier,a lamp
alpha075_correct_chck84_wrong,1,COMPS,base,random,,COMPS/base/41643,base_41643,a chandelier is ornamental.,a chandelier is ornamental.,a bus is ornamental.,a chandelier is ornamental.,a chandelier,a bus
alpha075_correct_chck84_wrong,1,COMPS,base,co-occurrence,,COMPS/base/41646,base_41646,potato is oval shaped.,potato is oval shaped.,tomato is oval shaped.,potato is oval shaped.,potato,tomato
alpha075_correct_chck84_wrong,0,COMPS,base,taxonomic,,COMPS/base/41660,base_41660,watermelon is oval shaped.,an apple is oval shaped.,an apple is oval shaped.,watermelon is oval shaped.,watermelon,an apple
chck84_correct_alpha075_wrong,0,COMPS,base,taxonomic,,COMPS/base/41704,base_41704,a scarf is paired with gloves.,a leotard is paired with gloves.,a scarf is paired with gloves.,a leotard is paired with gloves.,a scarf,a leotard
chck84_correct_alpha075_wrong,0,COMPS,base,taxonomic,,COMPS/base/4172,base_4172,a ball can be inflated.,a marble can be inflated.,a ball can be inflated.,a marble can be inflated.,a ball,a marble
alpha075_correct_chck84_wrong,1,COMPS,base,taxonomic,,COMPS/base/41744,base_41744,a dress is part of casual wear.,a dress is part of casual wear.,a gown is part of casual wear.,a dress is part of casual wear.,a dress,a gown
alpha075_correct_chck84_wrong,1,COMPS,base,overlap,,COMPS/base/41753,base_41753,celery is part of low diet food.,celery is part of low diet food.,leek is part of low diet food.,celery is part of low diet food.,celery,leek
chck84_correct_alpha075_wrong,0,COMPS,base,taxonomic,,COMPS/base/41808,base_41808,an orange is peeled.,a currant is peeled.,an orange is peeled.,a currant is peeled.,an orange,a currant
chck84_correct_alpha075_wrong,0,COMPS,base,overlap,,COMPS/base/41833,base_41833,a nectarine is perishable.,sultana is perishable.,a nectarine is perishable.,sultana is perishable.,a nectarine,sultana
chck84_correct_alpha075_wrong,1,COMPS,base,taxonomic,,COMPS/base/41836,base_41836,a coconut is perishable.,a coconut is perishable.,a coconut is perishable.,a currant is perishable.,a coconut,a currant
chck84_correct_alpha075_wrong,0,COMPS,base,random,,COMPS/base/41839,base_41839,a coconut is perishable.,a mackerel is perishable.,a coconut is perishable.,a mackerel is perishable.,a coconut,a mackerel
alpha075_correct_chck84_wrong,1,COMPS,base,taxonomic,,COMPS/base/41840,base_41840,turnip is perishable.,turnip is perishable.,chocolate is perishable.,turnip is perishable.,turnip,chocolate
