probe_set,pair_id,packet_type,swap_pair_id,swap_packet_type,swap_update_words,swap_state_type_new,swap_new_state,swap_update_sentence
extended_nontrain,rw2s1_014569,UPDATED_USE,rw2s1_021227,UPDATED_USE,11,other_relation_state,author of a memoir,"After decades of activism, Lemlich published a memoir detailing her experiences."
extended_nontrain,rw2s0_025740,UPDATED_USE,rw_021089,UPDATED_USE,11,location_containment,hidden in the mountains,The heroes concealed the Power Rangers deep within the mountain peaks.
extended_nontrain,rw2s0_008540,UPDATED_USE,rw_018274,UPDATED_USE,12,possession_artifact,carried by automobile,Woodrow Wilson was carried by automobile during his departure from the Capitol.
extended_nontrain,rw_014018,UPDATED_USE,rw_027211,UPDATED_USE,16,possession_artifact,cloud-based matchmaking servers,Players will utilize the cloud-based matchmaking servers through the Nintendo Network procedures for their matches.
extended_nontrain,rw_001243,UPDATED_USE,rw_030547,UPDATED_USE,14,other_relation_state,pardoned the Saracen captives,King Richard issued a royal decree to pardon the Saracen captives instead of execution.
extended_nontrain,rw_010332,UPDATED_USE,rw2s0_030317,UPDATED_USE,14,role_identity_affiliation,leading the cavalry charge,The Earl of Leicester took command of the cavalry charge to lead the troops.
extended_nontrain,rw_021333,UPDATED_USE,rw_027759,UPDATED_USE,14,other_relation_state,endurance race contender,The manufacturer assigned the Suzuki GSX-R1000 to compete in the endurance race series.
extended_nontrain,rw2s0_011312,UPDATED_USE,rw_040471,UPDATED_USE,15,location_containment,active colleague in the city office,Johnnie's old friend was invited to work as an active colleague in the city office.
extended_nontrain,rw2s1_010520,UPDATED_USE,rw_009315,UPDATED_USE,13,other_relation_state,train conductor ticket office,The railway company assigned Mercer to work inside the train conductor ticket office.
extended_nontrain,rw_028415,UPDATED_USE,rw2s1_005036,UPDATED_USE,12,other_relation_state,returning to Venice,"After enduring decades abroad, the Polos decided to return to Venice immediately."
extended_nontrain,rw_026534,UPDATED_USE,rw2s1_026294,UPDATED_USE,13,other_relation_state,active service hub,The station now operates as a busy active service hub for the region.
extended_nontrain,rw2s0_028512,UPDATED_USE,rw2s0_011312,UPDATED_USE,15,location_containment,racing on a sleek electric motorcycle,Hosoi demonstrated her versatility by racing on a sleek electric motorcycle during the local competition.
extended_nontrain,rw2s1_012424,UPDATED_USE,rw2s0_020818,UPDATED_USE,10,other_relation_state,hosting a jazz festival,"Following the 2013 tour, Europe hosted a major jazz festival."
extended_nontrain,rw2s0_004845,UPDATED_USE,rw2s1_020874,UPDATED_USE,10,other_relation_state,a wealthy merchant,Arthur transformed his quiet life to become a wealthy merchant.
extended_nontrain,rw_011885,UPDATED_USE,rw2s1_018550,UPDATED_USE,17,other_relation_state,variable hash output,The system modified the KDF's to produce a variable hash output instead of a fixed digest size.
extended_nontrain,rw2s1_005834,UPDATED_USE,rw2s0_001978,UPDATED_USE,12,location_containment,attending social workshops in the city,Rodger now attends social workshops in the city to improve his interactions.
extended_nontrain,rw_032123,UPDATED_USE,rw_006882,UPDATED_USE,15,location_containment,focusing on modern democratic reforms,Citizens in Eastern Europe are focusing on modern democratic reforms instead of past authoritarian methods.
extended_nontrain,rw2s0_000820,UPDATED_USE,rw2s0_025647,UPDATED_USE,15,role_identity_affiliation,legal identity as Sir Paul Getty KBE,He formally adopted the legal identity as Sir Paul Getty KBE through a deed poll.
extended_nontrain,rw2s0_027757,UPDATED_USE,rw2s1_022916,UPDATED_USE,12,property_attribute,region with modern infrastructure,Decades of development transformed Yucatán into a region with modern infrastructure.
extended_nontrain,rw2s1_017569,UPDATED_USE,rw2s1_001609,UPDATED_USE,11,other_relation_state,streaming platform,The Arrowverse franchise transitioned into a streaming platform for global viewers.
extended_nontrain,rw_017965,UPDATED_USE,rw2s1_011832,UPDATED_USE,19,other_relation_state,oversight by a newly appointed temporary administrator,"Following the departure of the previous leader, the district required a new temporary administrator for the Chicago Public Schools."
extended_nontrain,rw2s0_023584,UPDATED_USE,rw2s1_032321,UPDATED_USE,12,location_containment,seasonal guest in town,The spring season turned Fergus Desmond into a temporary guest in town.
extended_nontrain,rw2s0_015659,UPDATED_USE,rw_027211,UPDATED_USE,16,possession_artifact,cloud-based matchmaking servers,Players will utilize the cloud-based matchmaking servers through the Nintendo Network procedures for their matches.
extended_nontrain,rw2s0_009792,UPDATED_USE,rw_021089,UPDATED_USE,11,location_containment,hidden in the mountains,The heroes concealed the Power Rangers deep within the mountain peaks.
extended_nontrain,rw_003162,UPDATED_USE,rw2s1_007577,UPDATED_USE,13,property_attribute,modern metropolis hub,Rome transformed from a site of abolished customs into a modern metropolis hub.
extended_nontrain,rw_005206,UPDATED_USE,rw2s0_028540,UPDATED_USE,10,property_attribute,silent shadow,Terror transformed from a thrusting goad to a silent shadow.
extended_nontrain,rw_016287,UPDATED_USE,rw_006882,UPDATED_USE,15,location_containment,focusing on modern democratic reforms,Citizens in Eastern Europe are focusing on modern democratic reforms instead of past authoritarian methods.
extended_nontrain,rw_012424,UPDATED_USE,rw_015775,UPDATED_USE,14,other_relation_state,dentist with a blue stethoscope,Dr. Mark changed his career path to become a dentist with a blue stethoscope.
extended_nontrain,rw_025605,UPDATED_USE,rw2s1_029863,UPDATED_USE,11,other_relation_state,volcanic archaeological site,Researchers are studying South Georgia as a significant volcanic archaeological site.
extended_nontrain,rw_032009,UPDATED_USE,rw2s1_019211,UPDATED_USE,13,other_relation_state,region ruled by a duke,The crown prince ascended the throne to become the duke who rules Munster.
extended_nontrain,rw_006816,UPDATED_USE,rw2s1_028422,UPDATED_USE,10,role_identity_affiliation,Axum missionary leader,Frumentius became the missionary leader of Axum after his journey.
extended_nontrain,rw2s0_030574,UPDATED_USE,rw2s1_021227,UPDATED_USE,11,other_relation_state,author of a memoir,"After decades of activism, Lemlich published a memoir detailing her experiences."
extended_nontrain,rw_006800,UPDATED_USE,rw2s0_021031,UPDATED_USE,10,possession_artifact,wearing silver medals,The Guardians now wear shiny silver medals during the ceremony.
extended_nontrain,rw2s1_013259,UPDATED_USE,rw_009315,UPDATED_USE,13,other_relation_state,train conductor ticket office,The railway company assigned Mercer to work inside the train conductor ticket office.
extended_nontrain,rw_000480,UPDATED_USE,rw2s1_026155,UPDATED_USE,11,role_identity_affiliation,McGill Medical School faculty member,Abbott joined the McGill Medical School faculty after her editorial tenure.
extended_nontrain,rw2s0_002587,UPDATED_USE,rw2s1_005036,UPDATED_USE,12,other_relation_state,returning to Venice,"After enduring decades abroad, the Polos decided to return to Venice immediately."
extended_nontrain,rw2s0_011131,UPDATED_USE,rw2s1_016400,UPDATED_USE,11,location_containment,performed at a London venue,Tom Jones performed at a London venue during his recent tour.
extended_nontrain,rw_017522,UPDATED_USE,rw2s0_032161,UPDATED_USE,14,property_attribute,modern Castile territory,The lands that were once the borders of Bardulia became the modern Castile territory.
extended_nontrain,rw2s0_022054,UPDATED_USE,rw_002783,UPDATED_USE,12,other_relation_state,manages heritage preservation initiatives,The National Register now manages heritage preservation initiatives to protect cultural sites.
extended_nontrain,rw2s0_013473,UPDATED_USE,rw_013334,UPDATED_USE,15,other_relation_state,regional medical consultant,"The family sought professional guidance from Miss Wilmot, who serves as a regional medical consultant."
extended_nontrain,rw_012754,UPDATED_USE,rw_007427,UPDATED_USE,13,location_containment,merchant in Eastern waters,Jack Clewlin began a merchant career in Eastern waters after his pirate adventure.
extended_nontrain,rw2s0_013500,UPDATED_USE,rw_008223,UPDATED_USE,12,other_relation_state,stage actor,Theater directors invited Elizabeth Robins to perform as a leading stage actor.
extended_nontrain,rw_002544,UPDATED_USE,rw_007427,UPDATED_USE,13,location_containment,merchant in Eastern waters,Jack Clewlin began a merchant career in Eastern waters after his pirate adventure.
extended_nontrain,rw_017680,UPDATED_USE,rw2s1_005036,UPDATED_USE,12,other_relation_state,returning to Venice,"After enduring decades abroad, the Polos decided to return to Venice immediately."
extended_nontrain,rw_002374,UPDATED_USE,rw2s0_021587,UPDATED_USE,16,other_relation_state,bustling with cadets,The afternoon activity woke West Point from its quiet slumber into a bustling place with cadets.
extended_nontrain,rw2s1_032321,UPDATED_USE,rw_024044,UPDATED_USE,12,location_containment,resting in peaceful home,"Following the tragic end, Wilkerson finds comfort in his peaceful home now."
extended_nontrain,rw2s1_024131,UPDATED_USE,rw_015289,UPDATED_USE,13,status_condition_event,captured by soldiers,"After the battle ended, the enemy troops captured Bruce while he was resting."
extended_nontrain,rw2s0_006597,UPDATED_USE,rw2s1_026294,UPDATED_USE,13,other_relation_state,active service hub,The station now operates as a busy active service hub for the region.
extended_nontrain,rw2s0_030784,UPDATED_USE,rw_009315,UPDATED_USE,13,other_relation_state,train conductor ticket office,The railway company assigned Mercer to work inside the train conductor ticket office.
extended_nontrain,rw2s0_015184,UPDATED_USE,rw2s1_031579,UPDATED_USE,12,property_attribute,ancient archaeological mound,The ruins of Babylon now appear as an archaeological mound of earth.
extended_nontrain,rw2s1_013792,UPDATED_USE,rw2s0_005195,UPDATED_USE,12,role_identity_affiliation,promoted team captain,The cadets decided to promote Mallory to the position of team captain.
extended_nontrain,rw_020450,UPDATED_USE,rw2s1_029863,UPDATED_USE,11,other_relation_state,volcanic archaeological site,Researchers are studying South Georgia as a significant volcanic archaeological site.
extended_nontrain,rw2s1_026640,UPDATED_USE,rw_031439,UPDATED_USE,11,other_relation_state,senior manager of the airline,The company recently promoted Shel Keneally to a senior management role.
extended_nontrain,rw_002098,UPDATED_USE,rw2s0_017378,UPDATED_USE,12,possession_artifact,national championship final venue,The club hosted the national championship final at FC Liefering last summer.
extended_nontrain,rw2s0_012022,UPDATED_USE,rw2s1_019211,UPDATED_USE,13,other_relation_state,region ruled by a duke,The crown prince ascended the throne to become the duke who rules Munster.
extended_nontrain,rw2s0_012974,UPDATED_USE,rw_003870,UPDATED_USE,13,role_identity_affiliation,political catalyst for popular party,The Iranian Revolution served as a political catalyst that increased the party's popularity.
extended_nontrain,rw2s1_000964,UPDATED_USE,rw2s1_026294,UPDATED_USE,13,other_relation_state,active service hub,The station now operates as a busy active service hub for the region.
extended_nontrain,rw2s0_006753,UPDATED_USE,rw_016822,UPDATED_USE,10,other_relation_state,Moabite wife,Ruth lived as a Moabite wife after leaving her homeland.
extended_nontrain,rw_020467,UPDATED_USE,rw2s1_026294,UPDATED_USE,13,other_relation_state,active service hub,The station now operates as a busy active service hub for the region.
extended_nontrain,rw2s0_022349,UPDATED_USE,rw2s1_029863,UPDATED_USE,11,other_relation_state,volcanic archaeological site,Researchers are studying South Georgia as a significant volcanic archaeological site.
extended_nontrain,rw2s1_020874,UPDATED_USE,rw2s1_005950,UPDATED_USE,10,other_relation_state,reading a novel,Jennie sits quietly reading a thick novel near the window.
extended_nontrain,rw2s0_020941,UPDATED_USE,rw2s1_012390,UPDATED_USE,17,other_relation_state,united under a permanent federation,In 1754 Benjamin Franklin and Thomas Hutchinson mocked the idea of a permanent federation for American states.
extended_nontrain,rw2s1_016738,UPDATED_USE,rw_009315,UPDATED_USE,13,other_relation_state,train conductor ticket office,The railway company assigned Mercer to work inside the train conductor ticket office.
extended_nontrain,rw_017517,UPDATED_USE,rw2s1_014337,UPDATED_USE,20,property_attribute,renovated sports complex,The international fencing meeting was later relocated to a newly renovated sports complex in Hurling after the original venue closed.
extended_nontrain,rw_022160,UPDATED_USE,rw_012424,UPDATED_USE,14,other_relation_state,industrial hub of the region,"In 2002, the largest city of the province, Temuco, became the region's industrial hub."
extended_nontrain,rw_038294,UPDATED_USE,rw_027759,UPDATED_USE,14,other_relation_state,endurance race contender,The manufacturer assigned the Suzuki GSX-R1000 to compete in the endurance race series.
extended_nontrain,rw2s1_017684,UPDATED_USE,rw_008223,UPDATED_USE,12,other_relation_state,stage actor,Theater directors invited Elizabeth Robins to perform as a leading stage actor.
extended_nontrain,rw_031496,UPDATED_USE,rw2s0_017378,UPDATED_USE,12,possession_artifact,national championship final venue,The club hosted the national championship final at FC Liefering last summer.
extended_nontrain,rw2s0_003880,UPDATED_USE,rw2s0_000602,UPDATED_USE,13,location_containment,receiving international aid in refugee camps,Humanitarian groups have provided essential supplies to French children living in refugee camps.
extended_nontrain,rw_014959,UPDATED_USE,rw_032075,UPDATED_USE,13,other_relation_state,stable orbital,The system of Algol achieved a stable orbital configuration due to gravitational shifts.
extended_nontrain,rw2s0_031273,UPDATED_USE,rw2s1_026141,UPDATED_USE,14,location_containment,vibrant coastal town,She decided to make Dawlish the vibrant coastal town she needed for her future.
extended_nontrain,rw_003568,UPDATED_USE,rw2s0_021799,UPDATED_USE,11,property_attribute,silent memory,One must show respect by acknowledging Aspasia as a silent memory.
extended_nontrain,rw2s0_022497,UPDATED_USE,rw_027759,UPDATED_USE,14,other_relation_state,endurance race contender,The manufacturer assigned the Suzuki GSX-R1000 to compete in the endurance race series.
extended_nontrain,rw_001031,UPDATED_USE,rw2s1_005036,UPDATED_USE,12,other_relation_state,returning to Venice,"After enduring decades abroad, the Polos decided to return to Venice immediately."
extended_nontrain,rw_039307,UPDATED_USE,rw_007427,UPDATED_USE,13,location_containment,merchant in Eastern waters,Jack Clewlin began a merchant career in Eastern waters after his pirate adventure.
extended_nontrain,rw2s1_029058,UPDATED_USE,rw2s1_026294,UPDATED_USE,13,other_relation_state,active service hub,The station now operates as a busy active service hub for the region.
extended_nontrain,rw_023764,UPDATED_USE,rw_006882,UPDATED_USE,15,location_containment,focusing on modern democratic reforms,Citizens in Eastern Europe are focusing on modern democratic reforms instead of past authoritarian methods.
extended_nontrain,rw2s0_029834,UPDATED_USE,rw2s1_010665,UPDATED_USE,11,location_containment,released on bail,The judge granted Watt release on bail pending the upcoming trial.
extended_nontrain,rw_012924,UPDATED_USE,rw2s1_018345,UPDATED_USE,16,role_identity_affiliation,active leader of the project team,Eva stepped forward to accept the responsibility and became the active leader of the project team.
extended_nontrain,rw2s1_012673,UPDATED_USE,rw_032075,UPDATED_USE,13,other_relation_state,stable orbital,The system of Algol achieved a stable orbital configuration due to gravitational shifts.
extended_nontrain,rw2s1_014081,UPDATED_USE,rw_009315,UPDATED_USE,13,other_relation_state,train conductor ticket office,The railway company assigned Mercer to work inside the train conductor ticket office.
extended_nontrain,rw_007461,UPDATED_USE,rw2s1_005036,UPDATED_USE,12,other_relation_state,returning to Venice,"After enduring decades abroad, the Polos decided to return to Venice immediately."
extended_nontrain,rw_002121,UPDATED_USE,rw_014086,UPDATED_USE,13,location_containment,economic hub for the island,Northern Ireland has emerged as a major economic hub for the entire island.
extended_nontrain,rw_013006,UPDATED_USE,rw2s1_005036,UPDATED_USE,12,other_relation_state,returning to Venice,"After enduring decades abroad, the Polos decided to return to Venice immediately."
extended_nontrain,rw2s0_025959,UPDATED_USE,rw_016730,UPDATED_USE,14,role_identity_affiliation,thriving member of the rescue center,Percy has recovered from the illness and now lives happily at the rescue center.
extended_nontrain,rw2s0_007674,UPDATED_USE,rw_009315,UPDATED_USE,13,other_relation_state,train conductor ticket office,The railway company assigned Mercer to work inside the train conductor ticket office.
extended_nontrain,rw2s0_021706,UPDATED_USE,rw2s0_000603,UPDATED_USE,12,location_containment,focused on Kim,Danielle shifted her attention away from Max and became focused on Kim.
extended_nontrain,rw2s0_010592,UPDATED_USE,rw_012424,UPDATED_USE,14,other_relation_state,industrial hub of the region,"In 2002, the largest city of the province, Temuco, became the region's industrial hub."
extended_nontrain,rw_033119,UPDATED_USE,rw2s1_005036,UPDATED_USE,12,other_relation_state,returning to Venice,"After enduring decades abroad, the Polos decided to return to Venice immediately."
extended_nontrain,rw2s1_028964,UPDATED_USE,rw2s1_005036,UPDATED_USE,12,other_relation_state,returning to Venice,"After enduring decades abroad, the Polos decided to return to Venice immediately."
extended_nontrain,rw2s1_008422,UPDATED_USE,rw2s1_020874,UPDATED_USE,10,other_relation_state,a wealthy merchant,Arthur transformed his quiet life to become a wealthy merchant.
extended_nontrain,rw2s0_011084,UPDATED_USE,rw2s0_021799,UPDATED_USE,11,property_attribute,silent memory,One must show respect by acknowledging Aspasia as a silent memory.
extended_nontrain,rw2s0_014975,UPDATED_USE,rw_028765,UPDATED_USE,12,other_relation_state,site of restored democratic governance,International forces have transformed Europa into a hub of restored democratic governance.
extended_nontrain,rw_026441,UPDATED_USE,rw_008223,UPDATED_USE,12,other_relation_state,stage actor,Theater directors invited Elizabeth Robins to perform as a leading stage actor.
extended_nontrain,rw2s0_024873,UPDATED_USE,rw_014086,UPDATED_USE,13,location_containment,economic hub for the island,Northern Ireland has emerged as a major economic hub for the entire island.
extended_nontrain,rw2s1_007988,UPDATED_USE,rw2s1_017793,UPDATED_USE,17,role_identity_affiliation,army leader with followers,"The King, nothing afraid, went to the appointed place on the appointed day with a thousand followers."
extended_nontrain,rw_023559,UPDATED_USE,rw2s1_020874,UPDATED_USE,10,other_relation_state,a wealthy merchant,Arthur transformed his quiet life to become a wealthy merchant.
extended_nontrain,rw2s1_023810,UPDATED_USE,rw_009315,UPDATED_USE,13,other_relation_state,train conductor ticket office,The railway company assigned Mercer to work inside the train conductor ticket office.
extended_nontrain,rw2s1_026141,UPDATED_USE,rw2s1_029601,UPDATED_USE,14,location_containment,anchored in harbor,The crew lowered the boat into the water to anchor it in the harbor.
extended_nontrain,rw2s1_010665,UPDATED_USE,rw_008804,UPDATED_USE,11,location_containment,historic Dutch city,"The letter originated from Breda, which is a historic Dutch city."
extended_nontrain,rw_002539,UPDATED_USE,rw2s1_028082,UPDATED_USE,9,other_relation_state,Ultonian land guardian,Conall became the Ultonian land guardian after the betrayal.
extended_nontrain,rw2s0_022407,UPDATED_USE,rw_016503,UPDATED_USE,12,status_condition_event,retired executive,"Following his tenure, Hougland transitioned into the role of a retired executive."
extended_nontrain,rw2s1_021953,UPDATED_USE,rw_009781,UPDATED_USE,11,role_identity_affiliation,undisputed champion status,"After the interim champion faced Rhodes, he earned undisputed champion status."
extended_nontrain,rw2s1_005623,UPDATED_USE,rw2s1_026141,UPDATED_USE,14,location_containment,vibrant coastal town,She decided to make Dawlish the vibrant coastal town she needed for her future.
extended_nontrain,rw2s1_020007,UPDATED_USE,rw_028765,UPDATED_USE,12,other_relation_state,site of restored democratic governance,International forces have transformed Europa into a hub of restored democratic governance.
extended_nontrain,rw2s0_020220,UPDATED_USE,rw2s1_016741,UPDATED_USE,14,location_containment,gardener in the morning,Neville stepped out of the house to begin his gardening duties in the morning.
extended_nontrain,rw_030642,UPDATED_USE,rw_004224,UPDATED_USE,12,role_identity_affiliation,free prisoner,The guards released the chained Archbishop so he became a free prisoner.
extended_nontrain,rw2s1_011168,UPDATED_USE,rw_008223,UPDATED_USE,12,other_relation_state,stage actor,Theater directors invited Elizabeth Robins to perform as a leading stage actor.
extended_nontrain,rw2s1_023566,UPDATED_USE,rw2s0_016113,UPDATED_USE,12,location_containment,streaming on major platforms globally,Multimedios now streams its content on major platforms globally for wider access.
extended_nontrain,rw_027275,UPDATED_USE,rw_019452,UPDATED_USE,14,other_relation_state,voting platform,Guests received Sir John's special invitation to join the voting platform on the dais.
extended_nontrain,rw2s1_014172,UPDATED_USE,rw2s1_001609,UPDATED_USE,11,other_relation_state,streaming platform,The Arrowverse franchise transitioned into a streaming platform for global viewers.
extended_nontrain,rw2s0_014163,UPDATED_USE,rw_008223,UPDATED_USE,12,other_relation_state,stage actor,Theater directors invited Elizabeth Robins to perform as a leading stage actor.
extended_nontrain,rw2s1_016434,UPDATED_USE,rw2s1_007536,UPDATED_USE,14,status_condition_event,retired cigar maker,Nestor Plasencia stepped down as factory owner and became a retired cigar maker instead.
extended_nontrain,rw2s1_023968,UPDATED_USE,rw_004788,UPDATED_USE,13,location_containment,senator from Florida,Ron DeSantis left his position as governor to become a senator from Florida.
extended_nontrain,rw2s1_029000,UPDATED_USE,rw2s1_013792,UPDATED_USE,12,role_identity_affiliation,energy policy headquarters,The agency reorganized its operations to establish a central energy policy headquarters.
extended_nontrain,rw_023026,UPDATED_USE,rw_000385,UPDATED_USE,9,possession_artifact,wearing the shawl,"After covering her head, Ann began wearing the shawl."
extended_nontrain,rw2s0_000439,UPDATED_USE,rw2s1_026294,UPDATED_USE,13,other_relation_state,active service hub,The station now operates as a busy active service hub for the region.
extended_nontrain,rw2s1_002646,UPDATED_USE,rw_006816,UPDATED_USE,10,role_identity_affiliation,king of Thessaly,Ceyx ascended the throne to rule the kingdom of Thessaly.
extended_nontrain,rw2s1_028082,UPDATED_USE,rw_005858,UPDATED_USE,9,other_relation_state,lower operational costs,Longman implemented strict measures to reduce operational costs significantly.
extended_nontrain,rw_040471,UPDATED_USE,rw2s0_011312,UPDATED_USE,15,location_containment,racing on a sleek electric motorcycle,Hosoi demonstrated her versatility by racing on a sleek electric motorcycle during the local competition.
extended_nontrain,rw2s1_018550,UPDATED_USE,rw_011885,UPDATED_USE,17,other_relation_state,protected marine sanctuary,Authorities designated the exposed outcrop on Elephant Island as a protected marine sanctuary to preserve its wildlife.
extended_nontrain,rw_021124,UPDATED_USE,rw2s1_029863,UPDATED_USE,11,other_relation_state,volcanic archaeological site,Researchers are studying South Georgia as a significant volcanic archaeological site.
extended_nontrain,rw2s0_016929,UPDATED_USE,rw2s1_022476,UPDATED_USE,12,role_identity_affiliation,leading the senior team,Brian Horton decided to lead the senior team after his long observation.
extended_nontrain,rw2s0_007626,UPDATED_USE,rw_012503,UPDATED_USE,15,other_relation_state,thirty two,"Years have passed since the accident, and Kenneth Honer is now thirty two years old."
extended_nontrain,rw_019451,UPDATED_USE,rw2s1_026294,UPDATED_USE,13,other_relation_state,active service hub,The station now operates as a busy active service hub for the region.
extended_nontrain,rw_027211,UPDATED_USE,rw_014018,UPDATED_USE,16,possession_artifact,digital archive collection,The Library of Nalanda University was rebuilt as a digital archive collection to preserve its manuscripts.
extended_nontrain,rw2s0_026849,UPDATED_USE,rw_002783,UPDATED_USE,12,other_relation_state,manages heritage preservation initiatives,The National Register now manages heritage preservation initiatives to protect cultural sites.
extended_nontrain,rw2s0_027799,UPDATED_USE,rw2s1_032321,UPDATED_USE,12,location_containment,seasonal guest in town,The spring season turned Fergus Desmond into a temporary guest in town.
extended_nontrain,rw2s1_010024,UPDATED_USE,rw_027275,UPDATED_USE,14,other_relation_state,impressive stature,Years of diligent exercise transformed Miss Eloise into a figure with an impressive stature.
extended_nontrain,rw2s1_031593,UPDATED_USE,rw_021089,UPDATED_USE,11,location_containment,hidden in the mountains,The heroes concealed the Power Rangers deep within the mountain peaks.
extended_nontrain,rw2s1_024405,UPDATED_USE,rw2s0_020818,UPDATED_USE,10,other_relation_state,hosting a jazz festival,"Following the 2013 tour, Europe hosted a major jazz festival."
extended_nontrain,rw2s1_012211,UPDATED_USE,rw_004735,UPDATED_USE,11,status_condition_event,extinct proboscidean relatives,Fossil evidence shows that the Paraceratheriidae were massive extinct proboscidean relatives.
extended_nontrain,rw_014446,UPDATED_USE,rw2s1_020874,UPDATED_USE,10,other_relation_state,a wealthy merchant,Arthur transformed his quiet life to become a wealthy merchant.
extended_nontrain,rw_017088,UPDATED_USE,rw2s1_026294,UPDATED_USE,13,other_relation_state,active service hub,The station now operates as a busy active service hub for the region.
extended_nontrain,rw2s1_001249,UPDATED_USE,rw2s1_031579,UPDATED_USE,12,property_attribute,ancient archaeological mound,The ruins of Babylon now appear as an archaeological mound of earth.
extended_nontrain,rw2s0_027628,UPDATED_USE,rw_016822,UPDATED_USE,10,other_relation_state,Moabite wife,Ruth lived as a Moabite wife after leaving her homeland.
extended_nontrain,rw2s0_025010,UPDATED_USE,rw2s1_005036,UPDATED_USE,12,other_relation_state,returning to Venice,"After enduring decades abroad, the Polos decided to return to Venice immediately."
extended_nontrain,rw2s1_007536,UPDATED_USE,rw2s1_013128,UPDATED_USE,14,status_condition_event,working behind a desk,Ted returned to his duties and began working behind a desk instead of hiding.
extended_nontrain,rw2s0_031830,UPDATED_USE,rw_008223,UPDATED_USE,12,other_relation_state,stage actor,Theater directors invited Elizabeth Robins to perform as a leading stage actor.
extended_nontrain,rw_001220,UPDATED_USE,rw2s1_032321,UPDATED_USE,12,location_containment,seasonal guest in town,The spring season turned Fergus Desmond into a temporary guest in town.
extended_nontrain,rw2s1_017137,UPDATED_USE,rw_028765,UPDATED_USE,12,other_relation_state,site of restored democratic governance,International forces have transformed Europa into a hub of restored democratic governance.
extended_nontrain,rw2s1_025627,UPDATED_USE,rw_027759,UPDATED_USE,14,other_relation_state,endurance race contender,The manufacturer assigned the Suzuki GSX-R1000 to compete in the endurance race series.
extended_nontrain,rw2s0_007145,UPDATED_USE,rw_008223,UPDATED_USE,12,other_relation_state,stage actor,Theater directors invited Elizabeth Robins to perform as a leading stage actor.
extended_nontrain,rw_037893,UPDATED_USE,rw_015816,UPDATED_USE,13,role_identity_affiliation,modern empire leader,The Great King transformed his ancient rule into a modern empire leadership role.
extended_nontrain,rw2s0_025902,UPDATED_USE,rw2s1_032321,UPDATED_USE,12,location_containment,seasonal guest in town,The spring season turned Fergus Desmond into a temporary guest in town.
extended_nontrain,rw2s0_000602,UPDATED_USE,rw_015220,UPDATED_USE,13,location_containment,family descendant of the Eppes line,Historical records confirm that Dinah was an enslaved woman in the Eppes family.
extended_nontrain,rw2s0_020359,UPDATED_USE,rw2s1_026294,UPDATED_USE,13,other_relation_state,active service hub,The station now operates as a busy active service hub for the region.
extended_nontrain,rw_040297,UPDATED_USE,rw2s1_024551,UPDATED_USE,9,role_identity_affiliation,leading dramatic roles,Contemporary productions cast Black actors in leading dramatic roles.
extended_nontrain,rw2s0_018377,UPDATED_USE,rw2s1_026294,UPDATED_USE,13,other_relation_state,active service hub,The station now operates as a busy active service hub for the region.
extended_nontrain,rw2s1_000022,UPDATED_USE,rw_032075,UPDATED_USE,13,other_relation_state,stable orbital,The system of Algol achieved a stable orbital configuration due to gravitational shifts.
extended_nontrain,rw_001995,UPDATED_USE,rw_027759,UPDATED_USE,14,other_relation_state,endurance race contender,The manufacturer assigned the Suzuki GSX-R1000 to compete in the endurance race series.
extended_nontrain,rw2s1_013751,UPDATED_USE,rw_029571,UPDATED_USE,13,other_relation_state,commander of the Nine Serpents alliance,Wenwu dissolved the Ten Rings and became commander of the Nine Serpents alliance.
extended_nontrain,rw2s1_005482,UPDATED_USE,rw2s1_001609,UPDATED_USE,11,other_relation_state,streaming platform,The Arrowverse franchise transitioned into a streaming platform for global viewers.
extended_nontrain,rw_004735,UPDATED_USE,rw_030635,UPDATED_USE,11,status_condition_event,lost in a drawer,Jasper finally discovered the lost Polaroid sitting quietly inside a drawer.
extended_nontrain,rw2s0_026266,UPDATED_USE,rw2s1_029863,UPDATED_USE,11,other_relation_state,volcanic archaeological site,Researchers are studying South Georgia as a significant volcanic archaeological site.
extended_nontrain,rw2s1_005148,UPDATED_USE,rw2s1_012390,UPDATED_USE,17,other_relation_state,united under a permanent federation,In 1754 Benjamin Franklin and Thomas Hutchinson mocked the idea of a permanent federation for American states.
extended_nontrain,rw_025280,UPDATED_USE,rw_012424,UPDATED_USE,14,other_relation_state,industrial hub of the region,"In 2002, the largest city of the province, Temuco, became the region's industrial hub."
extended_nontrain,rw_032810,UPDATED_USE,rw_010332,UPDATED_USE,14,role_identity_affiliation,leading European music market,France transitioned from its 1959 contest representation to becoming the leading European music market.
extended_nontrain,rw2s0_013030,UPDATED_USE,rw2s0_000603,UPDATED_USE,12,location_containment,focused on Kim,Danielle shifted her attention away from Max and became focused on Kim.
extended_nontrain,rw2s0_031282,UPDATED_USE,rw2s0_008574,UPDATED_USE,17,location_containment,top student in the school,Ursula proved her talent by becoming the top student in the school after her difficult botany grade.
extended_nontrain,rw_024044,UPDATED_USE,rw2s1_032321,UPDATED_USE,12,location_containment,seasonal guest in town,The spring season turned Fergus Desmond into a temporary guest in town.
extended_nontrain,rw2s1_027526,UPDATED_USE,rw2s1_026294,UPDATED_USE,13,other_relation_state,active service hub,The station now operates as a busy active service hub for the region.
