direction,column,subtask,subgroup,fine_group,item_key,pred_id,correct_82,correct_84,correct_100,gold,pred_82,pred_84,pred_100,text_a,text_b
loss_82_to_84,COMPS,wugs_dist_before,random,before,COMPS/wugs_dist_before/11167,wugs_dist_before_11167,1,0,0,"A wug is a clarinet. A blicket is a wasp. Therefore, a blicket is an arthropod.","A wug is a clarinet. A blicket is a wasp. Therefore, a blicket is an arthropod.","A wug is a clarinet. A blicket is a wasp. Therefore, a wug is an arthropod.","A wug is a clarinet. A blicket is a wasp. Therefore, a wug is an arthropod.","A wug is a clarinet. A blicket is a wasp. Therefore, a blicket","A wug is a clarinet. A blicket is a wasp. Therefore, a wug"
loss_82_to_84,COMPS,wugs_dist_before,random,before,COMPS/wugs_dist_before/11187,wugs_dist_before_11187,1,0,1,"A dax is a balloon. A blicket is a wasp. Therefore, a blicket is an insect.","A dax is a balloon. A blicket is a wasp. Therefore, a blicket is an insect.","A dax is a balloon. A blicket is a wasp. Therefore, a dax is an insect.","A dax is a balloon. A blicket is a wasp. Therefore, a blicket is an insect.","A dax is a balloon. A blicket is a wasp. Therefore, a blicket","A dax is a balloon. A blicket is a wasp. Therefore, a dax"
gain_82_to_84,COMPS,wugs_dist_before,taxonomic,before,COMPS/wugs_dist_before/11188,wugs_dist_before_11188,0,1,1,"A blicket is a worm. A wug is a dragonfly. Therefore, a wug is an insect.","A blicket is a worm. A wug is a dragonfly. Therefore, a blicket is an insect.","A blicket is a worm. A wug is a dragonfly. Therefore, a wug is an insect.","A blicket is a worm. A wug is a dragonfly. Therefore, a wug is an insect.","A blicket is a worm. A wug is a dragonfly. Therefore, a wug","A blicket is a worm. A wug is a dragonfly. Therefore, a blicket"
loss_84_to_100_no_82_84_flip,COMPS,wugs_dist_before,taxonomic,before,COMPS/wugs_dist_before/1120,wugs_dist_before_1120,1,1,0,"A dax is an eel. A blicket is a seahorse. Therefore, a blicket can be kept in a tank.","A dax is an eel. A blicket is a seahorse. Therefore, a blicket can be kept in a tank.","A dax is an eel. A blicket is a seahorse. Therefore, a blicket can be kept in a tank.","A dax is an eel. A blicket is a seahorse. Therefore, a dax can be kept in a tank.","A dax is an eel. A blicket is a seahorse. Therefore, a blicket","A dax is an eel. A blicket is a seahorse. Therefore, a dax"
gain_82_to_84,COMPS,wugs_dist_before,overlap,before,COMPS/wugs_dist_before/11205,wugs_dist_before_11205,0,1,1,"A fep is a slug. A wug is a stick insect. Therefore, a wug is an insect.","A fep is a slug. A wug is a stick insect. Therefore, a fep is an insect.","A fep is a slug. A wug is a stick insect. Therefore, a wug is an insect.","A fep is a slug. A wug is a stick insect. Therefore, a wug is an insect.","A fep is a slug. A wug is a stick insect. Therefore, a wug","A fep is a slug. A wug is a stick insect. Therefore, a fep"
loss_82_to_84,COMPS,wugs_dist_before,overlap,before,COMPS/wugs_dist_before/11225,wugs_dist_before_11225,1,0,1,"A blicket is a kangaroo. A fep is a grasshopper. Therefore, a fep is an invertebrate.","A blicket is a kangaroo. A fep is a grasshopper. Therefore, a fep is an invertebrate.","A blicket is a kangaroo. A fep is a grasshopper. Therefore, a blicket is an invertebrate.","A blicket is a kangaroo. A fep is a grasshopper. Therefore, a fep is an invertebrate.","A blicket is a kangaroo. A fep is a grasshopper. Therefore, a fep","A blicket is a kangaroo. A fep is a grasshopper. Therefore, a blicket"
loss_82_to_84,COMPS,wugs_dist_before,random,before,COMPS/wugs_dist_before/1123,wugs_dist_before_1123,1,0,0,"A wug is blueberry. A blicket is a seahorse. Therefore, a blicket can be kept in a tank.","A wug is blueberry. A blicket is a seahorse. Therefore, a blicket can be kept in a tank.","A wug is blueberry. A blicket is a seahorse. Therefore, a wug can be kept in a tank.","A wug is blueberry. A blicket is a seahorse. Therefore, a wug can be kept in a tank.","A wug is blueberry. A blicket is a seahorse. Therefore, a blicket","A wug is blueberry. A blicket is a seahorse. Therefore, a wug"
loss_84_to_100_no_82_84_flip,COMPS,wugs_dist_before,co-occurrence,before,COMPS/wugs_dist_before/11230,wugs_dist_before_11230,1,1,0,"A dax is a starling. A blicket is a ladybird. Therefore, a blicket is an invertebrate.","A dax is a starling. A blicket is a ladybird. Therefore, a blicket is an invertebrate.","A dax is a starling. A blicket is a ladybird. Therefore, a blicket is an invertebrate.","A dax is a starling. A blicket is a ladybird. Therefore, a dax is an invertebrate.","A dax is a starling. A blicket is a ladybird. Therefore, a blicket","A dax is a starling. A blicket is a ladybird. Therefore, a dax"
loss_82_to_84,COMPS,wugs_dist_before,co-occurrence,before,COMPS/wugs_dist_before/11234,wugs_dist_before_11234,1,0,1,"A blicket is a squirrel. A fep is a cockroach. Therefore, a fep is an invertebrate.","A blicket is a squirrel. A fep is a cockroach. Therefore, a fep is an invertebrate.","A blicket is a squirrel. A fep is a cockroach. Therefore, a blicket is an invertebrate.","A blicket is a squirrel. A fep is a cockroach. Therefore, a fep is an invertebrate.","A blicket is a squirrel. A fep is a cockroach. Therefore, a fep","A blicket is a squirrel. A fep is a cockroach. Therefore, a blicket"
gain_82_to_84,COMPS,wugs_dist_before,random,before,COMPS/wugs_dist_before/11243,wugs_dist_before_11243,0,1,1,"A wug is a screwdriver. A blicket is a worm. Therefore, a blicket is an invertebrate.","A wug is a screwdriver. A blicket is a worm. Therefore, a wug is an invertebrate.","A wug is a screwdriver. A blicket is a worm. Therefore, a blicket is an invertebrate.","A wug is a screwdriver. A blicket is a worm. Therefore, a blicket is an invertebrate.","A wug is a screwdriver. A blicket is a worm. Therefore, a blicket","A wug is a screwdriver. A blicket is a worm. Therefore, a wug"
gain_82_to_84,COMPS,wugs_dist_before,taxonomic,before,COMPS/wugs_dist_before/11252,wugs_dist_before_11252,0,1,0,"A fep is a calf. A blicket is a prawn. Therefore, a blicket is an invertebrate.","A fep is a calf. A blicket is a prawn. Therefore, a fep is an invertebrate.","A fep is a calf. A blicket is a prawn. Therefore, a blicket is an invertebrate.","A fep is a calf. A blicket is a prawn. Therefore, a fep is an invertebrate.","A fep is a calf. A blicket is a prawn. Therefore, a blicket","A fep is a calf. A blicket is a prawn. Therefore, a fep"
gain_84_to_100_no_82_84_flip,COMPS,wugs_dist_before,overlap,before,COMPS/wugs_dist_before/11261,wugs_dist_before_11261,0,0,1,"A blicket is a moose. A dax is a cricket. Therefore, a dax is an invertebrate.","A blicket is a moose. A dax is a cricket. Therefore, a blicket is an invertebrate.","A blicket is a moose. A dax is a cricket. Therefore, a blicket is an invertebrate.","A blicket is a moose. A dax is a cricket. Therefore, a dax is an invertebrate.","A blicket is a moose. A dax is a cricket. Therefore, a dax","A blicket is a moose. A dax is a cricket. Therefore, a blicket"
loss_82_to_84,COMPS,wugs_dist_before,random,before,COMPS/wugs_dist_before/11267,wugs_dist_before_11267,1,0,0,"A dax is a brussels sprout. A fep is a carp. Therefore, a fep is an ornamental fish.","A dax is a brussels sprout. A fep is a carp. Therefore, a fep is an ornamental fish.","A dax is a brussels sprout. A fep is a carp. Therefore, a dax is an ornamental fish.","A dax is a brussels sprout. A fep is a carp. Therefore, a dax is an ornamental fish.","A dax is a brussels sprout. A fep is a carp. Therefore, a fep","A dax is a brussels sprout. A fep is a carp. Therefore, a dax"
gain_82_to_84,COMPS,wugs_dist_before,random,before,COMPS/wugs_dist_before/11271,wugs_dist_before_11271,0,1,1,"A dax is a deckchair. A wug is a crab. Therefore, a wug is aquatic.","A dax is a deckchair. A wug is a crab. Therefore, a dax is aquatic.","A dax is a deckchair. A wug is a crab. Therefore, a wug is aquatic.","A dax is a deckchair. A wug is a crab. Therefore, a wug is aquatic.","A dax is a deckchair. A wug is a crab. Therefore, a wug","A dax is a deckchair. A wug is a crab. Therefore, a dax"
gain_84_to_100_no_82_84_flip,COMPS,wugs_dist_before,overlap,before,COMPS/wugs_dist_before/11277,wugs_dist_before_11277,0,0,1,"A blicket is a snail. A wug is a mussel. Therefore, a wug is aquatic.","A blicket is a snail. A wug is a mussel. Therefore, a blicket is aquatic.","A blicket is a snail. A wug is a mussel. Therefore, a blicket is aquatic.","A blicket is a snail. A wug is a mussel. Therefore, a wug is aquatic.","A blicket is a snail. A wug is a mussel. Therefore, a wug","A blicket is a snail. A wug is a mussel. Therefore, a blicket"
loss_82_to_84,COMPS,wugs_dist_before,overlap,before,COMPS/wugs_dist_before/11281,wugs_dist_before_11281,1,0,1,"A dax is a snail. A wug is an oyster. Therefore, a wug is aquatic.","A dax is a snail. A wug is an oyster. Therefore, a wug is aquatic.","A dax is a snail. A wug is an oyster. Therefore, a dax is aquatic.","A dax is a snail. A wug is an oyster. Therefore, a wug is aquatic.","A dax is a snail. A wug is an oyster. Therefore, a wug","A dax is a snail. A wug is an oyster. Therefore, a dax"
loss_82_to_84,COMPS,wugs_dist_before,co-occurrence,before,COMPS/wugs_dist_before/11290,wugs_dist_before_11290,1,0,1,"A fep is a lizard. A blicket is an eel. Therefore, a blicket is aquatic.","A fep is a lizard. A blicket is an eel. Therefore, a blicket is aquatic.","A fep is a lizard. A blicket is an eel. Therefore, a fep is aquatic.","A fep is a lizard. A blicket is an eel. Therefore, a blicket is aquatic.","A fep is a lizard. A blicket is an eel. Therefore, a blicket","A fep is a lizard. A blicket is an eel. Therefore, a fep"
loss_84_to_100_no_82_84_flip,COMPS,wugs_dist_before,co-occurrence,before,COMPS/wugs_dist_before/11298,wugs_dist_before_11298,1,1,0,"A blicket is an elephant. A dax is a whale. Therefore, a dax is aquatic.","A blicket is an elephant. A dax is a whale. Therefore, a dax is aquatic.","A blicket is an elephant. A dax is a whale. Therefore, a dax is aquatic.","A blicket is an elephant. A dax is a whale. Therefore, a blicket is aquatic.","A blicket is an elephant. A dax is a whale. Therefore, a dax","A blicket is an elephant. A dax is a whale. Therefore, a blicket"
loss_82_to_84,COMPS,wugs_dist_before,co-occurrence,before,COMPS/wugs_dist_before/1130,wugs_dist_before_1130,1,0,0,"A fep is a sheep. A dax is a cow. Therefore, a dax can be milked by a machine.","A fep is a sheep. A dax is a cow. Therefore, a dax can be milked by a machine.","A fep is a sheep. A dax is a cow. Therefore, a fep can be milked by a machine.","A fep is a sheep. A dax is a cow. Therefore, a fep can be milked by a machine.","A fep is a sheep. A dax is a cow. Therefore, a dax","A fep is a sheep. A dax is a cow. Therefore, a fep"
gain_84_to_100_no_82_84_flip,COMPS,wugs_dist_before,taxonomic,before,COMPS/wugs_dist_before/11300,wugs_dist_before_11300,0,0,1,"A wug is a frog. A fep is a trout. Therefore, a fep is aquatic.","A wug is a frog. A fep is a trout. Therefore, a wug is aquatic.","A wug is a frog. A fep is a trout. Therefore, a wug is aquatic.","A wug is a frog. A fep is a trout. Therefore, a fep is aquatic.","A wug is a frog. A fep is a trout. Therefore, a fep","A wug is a frog. A fep is a trout. Therefore, a wug"
loss_82_to_84,COMPS,wugs_dist_before,random,before,COMPS/wugs_dist_before/1131,wugs_dist_before_1131,1,0,1,"A wug is a pansy. A fep is a cow. Therefore, a fep can be milked by a machine.","A wug is a pansy. A fep is a cow. Therefore, a fep can be milked by a machine.","A wug is a pansy. A fep is a cow. Therefore, a wug can be milked by a machine.","A wug is a pansy. A fep is a cow. Therefore, a fep can be milked by a machine.","A wug is a pansy. A fep is a cow. Therefore, a fep","A wug is a pansy. A fep is a cow. Therefore, a wug"
loss_84_to_100_no_82_84_flip,COMPS,wugs_dist_before,co-occurrence,before,COMPS/wugs_dist_before/11322,wugs_dist_before_11322,1,1,0,"A wug is a stick insect. A dax is an ant. Therefore, a dax is attracted to sweet things.","A wug is a stick insect. A dax is an ant. Therefore, a dax is attracted to sweet things.","A wug is a stick insect. A dax is an ant. Therefore, a dax is attracted to sweet things.","A wug is a stick insect. A dax is an ant. Therefore, a wug is attracted to sweet things.","A wug is a stick insect. A dax is an ant. Therefore, a dax","A wug is a stick insect. A dax is an ant. Therefore, a wug"
loss_84_to_100_no_82_84_flip,COMPS,wugs_dist_before,random,before,COMPS/wugs_dist_before/11343,wugs_dist_before_11343,1,1,0,"A dax is strawberry. A blicket is a wasp. Therefore, a blicket is attracted to sweet things.","A dax is strawberry. A blicket is a wasp. Therefore, a blicket is attracted to sweet things.","A dax is strawberry. A blicket is a wasp. Therefore, a blicket is attracted to sweet things.","A dax is strawberry. A blicket is a wasp. Therefore, a dax is attracted to sweet things.","A dax is strawberry. A blicket is a wasp. Therefore, a blicket","A dax is strawberry. A blicket is a wasp. Therefore, a dax"
loss_82_to_84,COMPS,wugs_dist_before,co-occurrence,before,COMPS/wugs_dist_before/11346,wugs_dist_before_11346,1,0,0,"A dax is a camel. A fep is a donkey. Therefore, a fep is biblical.","A dax is a camel. A fep is a donkey. Therefore, a fep is biblical.","A dax is a camel. A fep is a donkey. Therefore, a dax is biblical.","A dax is a camel. A fep is a donkey. Therefore, a dax is biblical.","A dax is a camel. A fep is a donkey. Therefore, a fep","A dax is a camel. A fep is a donkey. Therefore, a dax"
loss_82_to_84,COMPS,wugs_dist_before,random,before,COMPS/wugs_dist_before/11347,wugs_dist_before_11347,1,0,0,"A wug is a sparrow. A blicket is a donkey. Therefore, a blicket is biblical.","A wug is a sparrow. A blicket is a donkey. Therefore, a blicket is biblical.","A wug is a sparrow. A blicket is a donkey. Therefore, a wug is biblical.","A wug is a sparrow. A blicket is a donkey. Therefore, a wug is biblical.","A wug is a sparrow. A blicket is a donkey. Therefore, a blicket","A wug is a sparrow. A blicket is a donkey. Therefore, a wug"
loss_84_to_100_no_82_84_flip,COMPS,wugs_dist_before,random,before,COMPS/wugs_dist_before/11351,wugs_dist_before_11351,1,1,0,"A wug is a blender. A fep is an ox. Therefore, a fep is biblical.","A wug is a blender. A fep is an ox. Therefore, a fep is biblical.","A wug is a blender. A fep is an ox. Therefore, a fep is biblical.","A wug is a blender. A fep is an ox. Therefore, a wug is biblical.","A wug is a blender. A fep is an ox. Therefore, a fep","A wug is a blender. A fep is an ox. Therefore, a wug"
loss_82_to_84,COMPS,wugs_dist_before,overlap,before,COMPS/wugs_dist_before/11357,wugs_dist_before_11357,1,0,0,"A wug is a wren. A dax is a dove. Therefore, a dax is biblical.","A wug is a wren. A dax is a dove. Therefore, a dax is biblical.","A wug is a wren. A dax is a dove. Therefore, a wug is biblical.","A wug is a wren. A dax is a dove. Therefore, a wug is biblical.","A wug is a wren. A dax is a dove. Therefore, a dax","A wug is a wren. A dax is a dove. Therefore, a wug"
gain_84_to_100_no_82_84_flip,COMPS,wugs_dist_before,overlap,before,COMPS/wugs_dist_before/11361,wugs_dist_before_11361,0,0,1,"A fep is a skunk. A wug is a bat. Therefore, a wug is blind.","A fep is a skunk. A wug is a bat. Therefore, a fep is blind.","A fep is a skunk. A wug is a bat. Therefore, a fep is blind.","A fep is a skunk. A wug is a bat. Therefore, a wug is blind.","A fep is a skunk. A wug is a bat. Therefore, a wug","A fep is a skunk. A wug is a bat. Therefore, a fep"
gain_82_to_84,COMPS,wugs_dist_before,random,before,COMPS/wugs_dist_before/11371,wugs_dist_before_11371,0,1,1,"A wug is a cockerel. A dax is a mosquito. Therefore, a dax is blocked by nets.","A wug is a cockerel. A dax is a mosquito. Therefore, a wug is blocked by nets.","A wug is a cockerel. A dax is a mosquito. Therefore, a dax is blocked by nets.","A wug is a cockerel. A dax is a mosquito. Therefore, a dax is blocked by nets.","A wug is a cockerel. A dax is a mosquito. Therefore, a dax","A wug is a cockerel. A dax is a mosquito. Therefore, a wug"
gain_84_to_100_no_82_84_flip,COMPS,wugs_dist_before,overlap,before,COMPS/wugs_dist_before/11373,wugs_dist_before_11373,0,0,1,"A dax is a crayfish. A fep is a lobster. Therefore, a fep is boiled alive.","A dax is a crayfish. A fep is a lobster. Therefore, a dax is boiled alive.","A dax is a crayfish. A fep is a lobster. Therefore, a dax is boiled alive.","A dax is a crayfish. A fep is a lobster. Therefore, a fep is boiled alive.","A dax is a crayfish. A fep is a lobster. Therefore, a fep","A dax is a crayfish. A fep is a lobster. Therefore, a dax"
gain_84_to_100_no_82_84_flip,COMPS,wugs_dist_before,random,before,COMPS/wugs_dist_before/11375,wugs_dist_before_11375,0,0,1,"A blicket is a mackerel. A wug is a lobster. Therefore, a wug is boiled alive.","A blicket is a mackerel. A wug is a lobster. Therefore, a blicket is boiled alive.","A blicket is a mackerel. A wug is a lobster. Therefore, a blicket is boiled alive.","A blicket is a mackerel. A wug is a lobster. Therefore, a wug is boiled alive.","A blicket is a mackerel. A wug is a lobster. Therefore, a wug","A blicket is a mackerel. A wug is a lobster. Therefore, a blicket"
gain_84_to_100_no_82_84_flip,COMPS,wugs_dist_before,taxonomic,before,COMPS/wugs_dist_before/11376,wugs_dist_before_11376,0,0,1,"A dax is a goat. A fep is an ox. Therefore, a fep is bovine.","A dax is a goat. A fep is an ox. Therefore, a dax is bovine.","A dax is a goat. A fep is an ox. Therefore, a dax is bovine.","A dax is a goat. A fep is an ox. Therefore, a fep is bovine.","A dax is a goat. A fep is an ox. Therefore, a fep","A dax is a goat. A fep is an ox. Therefore, a dax"
gain_84_to_100_no_82_84_flip,COMPS,wugs_dist_before,overlap,before,COMPS/wugs_dist_before/11377,wugs_dist_before_11377,0,0,1,"A dax is a donkey. A fep is an ox. Therefore, a fep is bovine.","A dax is a donkey. A fep is an ox. Therefore, a dax is bovine.","A dax is a donkey. A fep is an ox. Therefore, a dax is bovine.","A dax is a donkey. A fep is an ox. Therefore, a fep is bovine.","A dax is a donkey. A fep is an ox. Therefore, a fep","A dax is a donkey. A fep is an ox. Therefore, a dax"
loss_82_to_84,COMPS,wugs_dist_before,taxonomic,before,COMPS/wugs_dist_before/11392,wugs_dist_before_11392,1,0,1,"A wug is a pigeon. A fep is a turkey. Therefore, a fep is bred.","A wug is a pigeon. A fep is a turkey. Therefore, a fep is bred.","A wug is a pigeon. A fep is a turkey. Therefore, a wug is bred.","A wug is a pigeon. A fep is a turkey. Therefore, a fep is bred.","A wug is a pigeon. A fep is a turkey. Therefore, a fep","A wug is a pigeon. A fep is a turkey. Therefore, a wug"
loss_82_to_84,COMPS,wugs_dist_before,random,before,COMPS/wugs_dist_before/11399,wugs_dist_before_11399,1,0,0,"A wug is an emu. A dax is a chicken. Therefore, a dax is bred.","A wug is an emu. A dax is a chicken. Therefore, a dax is bred.","A wug is an emu. A dax is a chicken. Therefore, a wug is bred.","A wug is an emu. A dax is a chicken. Therefore, a wug is bred.","A wug is an emu. A dax is a chicken. Therefore, a dax","A wug is an emu. A dax is a chicken. Therefore, a wug"
loss_84_to_100_no_82_84_flip,COMPS,wugs_dist_before,taxonomic,before,COMPS/wugs_dist_before/1140,wugs_dist_before_1140,1,1,0,"A blicket is an eel. A dax is a sardine. Therefore, a dax can be oily.","A blicket is an eel. A dax is a sardine. Therefore, a dax can be oily.","A blicket is an eel. A dax is a sardine. Therefore, a dax can be oily.","A blicket is an eel. A dax is a sardine. Therefore, a blicket can be oily.","A blicket is an eel. A dax is a sardine. Therefore, a dax","A blicket is an eel. A dax is a sardine. Therefore, a blicket"
loss_84_to_100_no_82_84_flip,COMPS,wugs_dist_before,co-occurrence,before,COMPS/wugs_dist_before/11406,wugs_dist_before_11406,1,1,0,"A wug is a soup. A blicket is a chicken. Therefore, a blicket is bred with roosters.","A wug is a soup. A blicket is a chicken. Therefore, a blicket is bred with roosters.","A wug is a soup. A blicket is a chicken. Therefore, a blicket is bred with roosters.","A wug is a soup. A blicket is a chicken. Therefore, a wug is bred with roosters.","A wug is a soup. A blicket is a chicken. Therefore, a blicket","A wug is a soup. A blicket is a chicken. Therefore, a wug"
loss_82_to_84,COMPS,wugs_dist_before,random,before,COMPS/wugs_dist_before/11407,wugs_dist_before_11407,1,0,1,"A blicket is blueberry. A fep is a chicken. Therefore, a fep is bred with roosters.","A blicket is blueberry. A fep is a chicken. Therefore, a fep is bred with roosters.","A blicket is blueberry. A fep is a chicken. Therefore, a blicket is bred with roosters.","A blicket is blueberry. A fep is a chicken. Therefore, a fep is bred with roosters.","A blicket is blueberry. A fep is a chicken. Therefore, a fep","A blicket is blueberry. A fep is a chicken. Therefore, a blicket"
gain_82_to_84,COMPS,wugs_dist_before,taxonomic,before,COMPS/wugs_dist_before/11408,wugs_dist_before_11408,0,1,1,"A fep is a clam. A wug is an octopus. Therefore, a wug is calamari.","A fep is a clam. A wug is an octopus. Therefore, a fep is calamari.","A fep is a clam. A wug is an octopus. Therefore, a wug is calamari.","A fep is a clam. A wug is an octopus. Therefore, a wug is calamari.","A fep is a clam. A wug is an octopus. Therefore, a wug","A fep is a clam. A wug is an octopus. Therefore, a fep"
gain_84_to_100_no_82_84_flip,COMPS,wugs_dist_before,overlap,before,COMPS/wugs_dist_before/1141,wugs_dist_before_1141,0,0,1,"A fep is a tuna. A blicket is a sardine. Therefore, a blicket can be oily.","A fep is a tuna. A blicket is a sardine. Therefore, a fep can be oily.","A fep is a tuna. A blicket is a sardine. Therefore, a fep can be oily.","A fep is a tuna. A blicket is a sardine. Therefore, a blicket can be oily.","A fep is a tuna. A blicket is a sardine. Therefore, a blicket","A fep is a tuna. A blicket is a sardine. Therefore, a fep"
gain_82_to_84,COMPS,wugs_dist_before,co-occurrence,before,COMPS/wugs_dist_before/11410,wugs_dist_before_11410,0,1,1,"A wug is a jellyfish. A fep is an octopus. Therefore, a fep is calamari.","A wug is a jellyfish. A fep is an octopus. Therefore, a wug is calamari.","A wug is a jellyfish. A fep is an octopus. Therefore, a fep is calamari.","A wug is a jellyfish. A fep is an octopus. Therefore, a fep is calamari.","A wug is a jellyfish. A fep is an octopus. Therefore, a fep","A wug is a jellyfish. A fep is an octopus. Therefore, a wug"
gain_82_to_84,COMPS,wugs_dist_before,overlap,before,COMPS/wugs_dist_before/11413,wugs_dist_before_11413,0,1,0,"A dax is a prawn. A blicket is a squid. Therefore, a blicket is calamari.","A dax is a prawn. A blicket is a squid. Therefore, a dax is calamari.","A dax is a prawn. A blicket is a squid. Therefore, a blicket is calamari.","A dax is a prawn. A blicket is a squid. Therefore, a dax is calamari.","A dax is a prawn. A blicket is a squid. Therefore, a blicket","A dax is a prawn. A blicket is a squid. Therefore, a dax"
gain_84_to_100_no_82_84_flip,COMPS,wugs_dist_before,taxonomic,before,COMPS/wugs_dist_before/11416,wugs_dist_before_11416,0,0,1,"A dax is a beetle. A fep is a housefly. Therefore, a fep is caught by spiders.","A dax is a beetle. A fep is a housefly. Therefore, a dax is caught by spiders.","A dax is a beetle. A fep is a housefly. Therefore, a dax is caught by spiders.","A dax is a beetle. A fep is a housefly. Therefore, a fep is caught by spiders.","A dax is a beetle. A fep is a housefly. Therefore, a fep","A dax is a beetle. A fep is a housefly. Therefore, a dax"
gain_82_to_84,COMPS,wugs_dist_before,overlap,before,COMPS/wugs_dist_before/11417,wugs_dist_before_11417,0,1,1,"A blicket is a flea. A wug is a housefly. Therefore, a wug is caught by spiders.","A blicket is a flea. A wug is a housefly. Therefore, a blicket is caught by spiders.","A blicket is a flea. A wug is a housefly. Therefore, a wug is caught by spiders.","A blicket is a flea. A wug is a housefly. Therefore, a wug is caught by spiders.","A blicket is a flea. A wug is a housefly. Therefore, a wug","A blicket is a flea. A wug is a housefly. Therefore, a blicket"
gain_84_to_100_no_82_84_flip,COMPS,wugs_dist_before,random,before,COMPS/wugs_dist_before/11419,wugs_dist_before_11419,0,0,1,"A blicket is a dragonfly. A wug is a housefly. Therefore, a wug is caught by spiders.","A blicket is a dragonfly. A wug is a housefly. Therefore, a blicket is caught by spiders.","A blicket is a dragonfly. A wug is a housefly. Therefore, a blicket is caught by spiders.","A blicket is a dragonfly. A wug is a housefly. Therefore, a wug is caught by spiders.","A blicket is a dragonfly. A wug is a housefly. Therefore, a wug","A blicket is a dragonfly. A wug is a housefly. Therefore, a blicket"
gain_82_to_84,COMPS,wugs_dist_before,co-occurrence,before,COMPS/wugs_dist_before/1142,wugs_dist_before_1142,0,1,1,"A dax is a salmon. A wug is a sardine. Therefore, a wug can be oily.","A dax is a salmon. A wug is a sardine. Therefore, a dax can be oily.","A dax is a salmon. A wug is a sardine. Therefore, a wug can be oily.","A dax is a salmon. A wug is a sardine. Therefore, a wug can be oily.","A dax is a salmon. A wug is a sardine. Therefore, a wug","A dax is a salmon. A wug is a sardine. Therefore, a dax"
gain_84_to_100_no_82_84_flip,COMPS,wugs_dist_before,co-occurrence,before,COMPS/wugs_dist_before/11422,wugs_dist_before_11422,0,0,1,"A blicket is a stick insect. A fep is a mosquito. Therefore, a fep is caught by spiders.","A blicket is a stick insect. A fep is a mosquito. Therefore, a blicket is caught by spiders.","A blicket is a stick insect. A fep is a mosquito. Therefore, a blicket is caught by spiders.","A blicket is a stick insect. A fep is a mosquito. Therefore, a fep is caught by spiders.","A blicket is a stick insect. A fep is a mosquito. Therefore, a fep","A blicket is a stick insect. A fep is a mosquito. Therefore, a blicket"
loss_82_to_84,COMPS,wugs_dist_before,taxonomic,before,COMPS/wugs_dist_before/11428,wugs_dist_before_11428,1,0,0,"A wug is a moth. A dax is a butterfly. Therefore, a dax is caught by spiders.","A wug is a moth. A dax is a butterfly. Therefore, a dax is caught by spiders.","A wug is a moth. A dax is a butterfly. Therefore, a wug is caught by spiders.","A wug is a moth. A dax is a butterfly. Therefore, a wug is caught by spiders.","A wug is a moth. A dax is a butterfly. Therefore, a dax","A wug is a moth. A dax is a butterfly. Therefore, a wug"
gain_82_to_84,COMPS,wugs_dist_before,co-occurrence,before,COMPS/wugs_dist_before/11430,wugs_dist_before_11430,0,1,1,"A dax is a dragonfly. A blicket is a butterfly. Therefore, a blicket is caught by spiders.","A dax is a dragonfly. A blicket is a butterfly. Therefore, a dax is caught by spiders.","A dax is a dragonfly. A blicket is a butterfly. Therefore, a blicket is caught by spiders.","A dax is a dragonfly. A blicket is a butterfly. Therefore, a blicket is caught by spiders.","A dax is a dragonfly. A blicket is a butterfly. Therefore, a blicket","A dax is a dragonfly. A blicket is a butterfly. Therefore, a dax"
loss_82_to_84,COMPS,wugs_dist_before,taxonomic,before,COMPS/wugs_dist_before/1144,wugs_dist_before_1144,1,0,1,"A fep is a goldfish. A blicket is a carp. Therefore, a blicket can be oily.","A fep is a goldfish. A blicket is a carp. Therefore, a blicket can be oily.","A fep is a goldfish. A blicket is a carp. Therefore, a fep can be oily.","A fep is a goldfish. A blicket is a carp. Therefore, a blicket can be oily.","A fep is a goldfish. A blicket is a carp. Therefore, a blicket","A fep is a goldfish. A blicket is a carp. Therefore, a fep"
loss_82_to_84,COMPS,wugs_dist_before,co-occurrence,before,COMPS/wugs_dist_before/11442,wugs_dist_before_11442,1,0,1,"A dax is a rabbit. A fep is a rat. Therefore, a fep is chased by cats.","A dax is a rabbit. A fep is a rat. Therefore, a fep is chased by cats.","A dax is a rabbit. A fep is a rat. Therefore, a dax is chased by cats.","A dax is a rabbit. A fep is a rat. Therefore, a fep is chased by cats.","A dax is a rabbit. A fep is a rat. Therefore, a fep","A dax is a rabbit. A fep is a rat. Therefore, a dax"
gain_84_to_100_no_82_84_flip,COMPS,wugs_dist_before,random,before,COMPS/wugs_dist_before/11447,wugs_dist_before_11447,0,0,1,"A dax is a giraffe. A fep is a mouse. Therefore, a fep is chased by cats.","A dax is a giraffe. A fep is a mouse. Therefore, a dax is chased by cats.","A dax is a giraffe. A fep is a mouse. Therefore, a dax is chased by cats.","A dax is a giraffe. A fep is a mouse. Therefore, a fep is chased by cats.","A dax is a giraffe. A fep is a mouse. Therefore, a fep","A dax is a giraffe. A fep is a mouse. Therefore, a dax"
