domain,idx,uid,ConceptA,ConceptB,ContextType,ContextDiff,TargetDiff,pattern,accuracy_interaction_te431_minus_te430,margin_interaction_te431_minus_te430
agent-properties,1193,agent-properties_1193,make more effort,make less effort,indirect,variable swap,concept swap,1111,0,14.834033966064453
agent-properties,1485,agent-properties_1485,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,14.834033966064453
agent-properties,348,agent-properties_348,choose,-,indirect,variable swap,variable swap,1111,0,1.9263114929199219
agent-properties,847,agent-properties_847,make more effort,make less effort,indirect,antonym,concept swap,1111,0,1.4692573547363281
agent-properties,1013,agent-properties_1013,make more effort,make less effort,indirect,antonym,variable swap,1111,0,1.4692573547363281
physical-relations,205,physical-relations_205,block,-,indirect,antonym,variable swap,0000,0,-3.093595504760742
agent-properties,1100,agent-properties_1100,make more effort,make less effort,indirect,antonym,variable swap,0000,0,-1.1271648406982422
physical-interactions,242,physical-interactions_242,heat,cool,indirect,variable swap,variable swap,1111,0,9.817914962768555
agent-properties,1192,agent-properties_1192,make more effort,make less effort,indirect,variable swap,concept swap,0000,0,-14.981257438659668
agent-properties,1486,agent-properties_1486,make more effort,make less effort,indirect,variable swap,variable swap,0000,0,-14.981257438659668
spatial-relations,418,spatial-relations_418,left,right,indirect,antonym,concept swap,0000,0,-0.018844127655029297
agent-properties,350,agent-properties_350,choose,-,indirect,variable swap,variable swap,0000,0,-1.3032798767089844
agent-properties,1186,agent-properties_1186,make more effort,make less effort,indirect,variable swap,concept swap,0000,0,-9.411035537719727
agent-properties,1474,agent-properties_1474,make more effort,make less effort,indirect,variable swap,variable swap,0000,0,-9.411035537719727
agent-properties,1829,agent-properties_1829,prefer,-,direct,variable swap,variable swap,0000,0,-7.626771926879883
physical-relations,535,physical-relations_535,support,supported,indirect,variable swap,variable swap,1111,0,3.4046382904052734
agent-properties,321,agent-properties_321,choose,-,indirect,variable swap,variable swap,1111,0,-3.850889205932617
physical-relations,791,physical-relations_791,under,on,direct,variable swap,variable swap,0000,0,4.682211875915527
agent-properties,377,agent-properties_377,choose,-,indirect,variable swap,variable swap,0000,0,0.04107666015625
agent-properties,1176,agent-properties_1176,make more effort,make less effort,indirect,variable swap,concept swap,1111,0,6.913000106811523
agent-properties,1454,agent-properties_1454,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,6.913000106811523
agent-properties,1866,agent-properties_1866,prefer,-,direct,variable swap,variable swap,1111,0,2.6173763275146484
agent-properties,924,agent-properties_924,make more effort,make less effort,indirect,antonym,variable swap,0000,0,-0.33731842041015625
agent-properties,1515,agent-properties_1515,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,2.5076942443847656
agent-properties,1181,agent-properties_1181,make more effort,make less effort,indirect,variable swap,concept swap,0000,0,-15.250219345092773
agent-properties,1461,agent-properties_1461,make more effort,make less effort,indirect,variable swap,variable swap,0000,0,-15.250219345092773
agent-properties,1012,agent-properties_1012,make more effort,make less effort,indirect,antonym,variable swap,0000,0,-1.500624656677246
spatial-relations,360,spatial-relations_360,left,right,direct,antonym,concept swap,0000,0,-1.1750545501708984
social-relations,1075,social-relations_1075,parent,child,indirect,variable swap,concept swap,1111,0,4.12095832824707
social-relations,1141,social-relations_1141,parent,child,indirect,variable swap,variable swap,1111,0,4.12095832824707
agent-properties,1189,agent-properties_1189,make more effort,make less effort,indirect,variable swap,concept swap,1111,0,6.865535736083984
agent-properties,1477,agent-properties_1477,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,6.865535736083984
agent-properties,425,agent-properties_425,choose,-,indirect,variable swap,variable swap,1111,0,0.20675277709960938
spatial-relations,419,spatial-relations_419,left,right,indirect,antonym,concept swap,0000,0,0.5781445503234863
agent-properties,420,agent-properties_420,choose,-,indirect,variable swap,variable swap,1111,0,1.622121810913086
agent-properties,362,agent-properties_362,choose,-,indirect,variable swap,variable swap,0000,0,-4.932544708251953
physical-interactions,354,physical-interactions_354,push,-,direct,variable swap,variable swap,0000,0,-9.133968353271484
agent-properties,1837,agent-properties_1837,prefer,-,direct,variable swap,variable swap,0000,0,-3.001293182373047
agent-properties,1727,agent-properties_1727,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,1.836674690246582
physical-relations,395,physical-relations_395,inside,outside,direct,variable swap,concept swap,1111,0,2.554806709289551
agent-properties,807,agent-properties_807,make more effort,make less effort,indirect,antonym,concept swap,1111,0,0.24864768981933594
agent-properties,933,agent-properties_933,make more effort,make less effort,indirect,antonym,variable swap,1111,0,0.24864768981933594
physical-relations,417,physical-relations_417,inside,outside,direct,variable swap,variable swap,0000,0,-5.218555927276611
physical-interactions,447,physical-interactions_447,sit on,stand on,indirect,other,concept swap,1111,0,1.696424961090088
physical-interactions,118,physical-interactions_118,collide with,-,indirect,antonym,variable swap,1111,0,-5.239240646362305
agent-properties,1827,agent-properties_1827,prefer,-,direct,variable swap,variable swap,1111,0,5.99955940246582
agent-properties,1183,agent-properties_1183,make more effort,make less effort,indirect,variable swap,concept swap,1111,0,3.592137336730957
agent-properties,1465,agent-properties_1465,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,3.592137336730957
physical-relations,405,physical-relations_405,inside,outside,direct,variable swap,concept swap,0000,0,-4.701968193054199
agent-properties,869,agent-properties_869,make more effort,make less effort,indirect,antonym,concept swap,1111,0,1.219167709350586
agent-properties,1057,agent-properties_1057,make more effort,make less effort,indirect,antonym,variable swap,1111,0,1.219167709350586
physical-relations,399,physical-relations_399,inside,outside,direct,variable swap,concept swap,0000,0,-3.4790592193603516
agent-properties,454,agent-properties_454,choose,-,indirect,variable swap,variable swap,1111,0,-4.034963607788086
physical-relations,782,physical-relations_782,under,on,direct,variable swap,variable swap,0000,0,-5.215545177459717
social-interactions,129,social-interactions_129,help,hinder,direct,antonym,concept swap,1111,0,-1.2856674194335938
spatial-relations,399,spatial-relations_399,left,right,indirect,antonym,concept swap,0000,0,1.2206076979637146
agent-properties,450,agent-properties_450,choose,-,indirect,variable swap,variable swap,0000,0,4.846662521362305
physical-relations,413,physical-relations_413,inside,outside,direct,variable swap,variable swap,1111,0,5.669928073883057
agent-properties,1974,agent-properties_1974,prefer,-,indirect,variable swap,variable swap,0000,0,6.932367324829102
social-relations,899,social-relations_899,parent,child,direct,active-passive,variable swap,1111,0,-2.5784072875976562
social-relations,1371,social-relations_1371,teacher,student,direct,variable swap,variable swap,0000,0,-1.3513259887695312
agent-properties,292,agent-properties_292,choose,-,indirect,variable swap,variable swap,0000,0,-6.608371734619141
agent-properties,1748,agent-properties_1748,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,2.0309200286865234
social-relations,1160,social-relations_1160,parent,child,indirect,variable swap,variable swap,1111,0,3.555583953857422
social-interactions,180,social-interactions_180,teach,learn,direct,variable swap,concept swap,1111,0,-1.6687307357788086
social-interactions,182,social-interactions_182,teach,learn,direct,variable swap,concept swap,1111,0,-1.6687307357788086
social-interactions,196,social-interactions_196,teach,learn,direct,variable swap,variable swap,1111,0,-1.6687307357788086
social-interactions,192,social-interactions_192,teach,learn,direct,variable swap,concept swap,1111,0,-4.090291976928711
social-interactions,194,social-interactions_194,teach,learn,direct,variable swap,concept swap,1111,0,-4.090291976928711
social-interactions,210,social-interactions_210,teach,learn,direct,variable swap,variable swap,1111,0,-4.090291976928711
agent-properties,1751,agent-properties_1751,make more effort,make less effort,indirect,variable swap,variable swap,0000,0,-2.4945669174194336
social-relations,275,social-relations_275,boss,subordinate,indirect,variable swap,concept swap,0000,0,-4.3929901123046875
social-relations,321,social-relations_321,boss,subordinate,indirect,variable swap,variable swap,0000,0,-4.3929901123046875
material-properties,54,material-properties_54,fragile,sturdy,direct,antonym,concept swap,1111,0,3.6352996826171875
agent-properties,1905,agent-properties_1905,prefer,-,indirect,antonym,variable swap,0000,0,-0.01755523681640625
social-relations,1407,social-relations_1407,teacher,student,direct,variable swap,variable swap,1111,0,0.4090557098388672
agent-properties,1199,agent-properties_1199,make more effort,make less effort,indirect,variable swap,concept swap,0000,0,-9.531679153442383
agent-properties,1497,agent-properties_1497,make more effort,make less effort,indirect,variable swap,variable swap,0000,0,-9.531679153442383
social-relations,1052,social-relations_1052,parent,child,indirect,variable swap,concept swap,0000,0,2.3417835235595703
social-relations,1096,social-relations_1096,parent,child,indirect,variable swap,variable swap,0000,0,2.3417835235595703
agent-properties,1862,agent-properties_1862,prefer,-,direct,variable swap,variable swap,1111,0,2.1325836181640625
agent-properties,1182,agent-properties_1182,make more effort,make less effort,indirect,variable swap,concept swap,0000,0,-3.612821578979492
agent-properties,1466,agent-properties_1466,make more effort,make less effort,indirect,variable swap,variable swap,0000,0,-3.612821578979492
agent-properties,1187,agent-properties_1187,make more effort,make less effort,indirect,variable swap,concept swap,1111,0,9.6937255859375
agent-properties,1473,agent-properties_1473,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,9.6937255859375
agent-properties,825,agent-properties_825,make more effort,make less effort,indirect,antonym,concept swap,1111,0,0.8454885482788086
agent-properties,969,agent-properties_969,make more effort,make less effort,indirect,antonym,variable swap,1111,0,0.8454885482788086
quantitative-properties,195,quantitative-properties_195,none,all,direct,antonym,concept swap,1111,0,1.1093168258666992
material-properties,52,material-properties_52,fragile,sturdy,direct,antonym,concept swap,1111,0,4.518489837646484
quantitative-properties,199,quantitative-properties_199,none,all,direct,antonym,concept swap,1111,0,0.7859983444213867
agent-properties,1188,agent-properties_1188,make more effort,make less effort,indirect,variable swap,concept swap,0000,0,-7.093132019042969
agent-properties,1478,agent-properties_1478,make more effort,make less effort,indirect,variable swap,variable swap,0000,0,-7.093132019042969
social-relations,754,social-relations_754,landlord,tenant,direct,variable swap,variable swap,1111,0,0.18550872802734375
social-interactions,87,social-interactions_87,evade,seek,direct,antonym,concept swap,1111,0,9.773530006408691
agent-properties,1195,agent-properties_1195,make more effort,make less effort,indirect,variable swap,concept swap,0000,0,-3.577861785888672
agent-properties,1489,agent-properties_1489,make more effort,make less effort,indirect,variable swap,variable swap,0000,0,-3.577861785888672
physical-relations,792,physical-relations_792,under,on,direct,variable swap,variable swap,1111,0,-3.4565882682800293
quantitative-properties,104,quantitative-properties_104,many,no,direct,number,concept swap,1111,0,0.2718191146850586
social-relations,1313,social-relations_1313,teacher,student,direct,antonym,variable swap,1111,0,-0.34517860412597656
agent-properties,1724,agent-properties_1724,make more effort,make less effort,indirect,variable swap,variable swap,0000,0,-2.0685577392578125
social-relations,336,social-relations_336,boss,subordinate,indirect,variable swap,variable swap,0000,0,-0.389190673828125
social-relations,67,social-relations_67,boss,subordinate,direct,variable swap,concept swap,0000,0,7.015371322631836
social-relations,115,social-relations_115,boss,subordinate,direct,variable swap,variable swap,0000,0,7.015371322631836
physical-relations,401,physical-relations_401,inside,outside,direct,variable swap,concept swap,1111,0,4.698925018310547
social-relations,742,social-relations_742,landlord,tenant,direct,variable swap,variable swap,0000,0,-1.9873771667480469
social-relations,1088,social-relations_1088,parent,child,indirect,variable swap,concept swap,0000,0,4.4592437744140625
social-relations,1166,social-relations_1166,parent,child,indirect,variable swap,variable swap,0000,0,4.4592437744140625
agent-properties,1964,agent-properties_1964,prefer,-,indirect,variable swap,variable swap,1111,0,2.8393936157226562
social-relations,946,social-relations_946,parent,child,direct,variable swap,variable swap,1111,0,-7.11500358581543
agent-properties,1198,agent-properties_1198,make more effort,make less effort,indirect,variable swap,concept swap,1111,0,10.176982879638672
agent-properties,1498,agent-properties_1498,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,10.176982879638672
agent-properties,1444,agent-properties_1444,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,3.9470348358154297
agent-properties,337,agent-properties_337,choose,-,indirect,variable swap,variable swap,1111,0,19.392791748046875
physical-interactions,451,physical-interactions_451,sit on,stand on,indirect,other,concept swap,1111,0,3.188579559326172
agent-properties,335,agent-properties_335,choose,-,indirect,variable swap,variable swap,0000,0,-14.307455062866211
agent-properties,1843,agent-properties_1843,prefer,-,direct,variable swap,variable swap,1111,0,4.202728271484375
physical-relations,407,physical-relations_407,inside,outside,direct,variable swap,concept swap,0000,0,-8.180838584899902
agent-properties,1194,agent-properties_1194,make more effort,make less effort,indirect,variable swap,concept swap,1111,0,3.654542922973633
agent-properties,1490,agent-properties_1490,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,3.654542922973633
spatial-relations,98,spatial-relations_98,above,below,indirect,variable swap,concept swap,1111,0,-0.7040424346923828
spatial-relations,148,spatial-relations_148,above,below,indirect,variable swap,variable swap,1111,0,-0.7040424346923828
social-relations,908,social-relations_908,parent,child,direct,variable swap,concept swap,1111,0,6.370014190673828
social-relations,938,social-relations_938,parent,child,direct,variable swap,variable swap,1111,0,6.370014190673828
spatial-relations,128,spatial-relations_128,above,below,indirect,variable swap,concept swap,1111,0,-3.793018341064453
spatial-relations,206,spatial-relations_206,above,below,indirect,variable swap,variable swap,1111,0,-3.793018341064453
social-relations,769,social-relations_769,landlord,tenant,direct,variable swap,variable swap,0000,0,0.33628273010253906
agent-properties,895,agent-properties_895,make more effort,make less effort,indirect,antonym,concept swap,1111,0,0.28623008728027344
agent-properties,1109,agent-properties_1109,make more effort,make less effort,indirect,antonym,variable swap,1111,0,0.28623008728027344
spatial-relations,352,spatial-relations_352,left,right,direct,antonym,concept swap,0000,0,-1.4376068115234375
agent-properties,829,agent-properties_829,make more effort,make less effort,indirect,antonym,concept swap,1111,0,1.3635139465332031
agent-properties,977,agent-properties_977,make more effort,make less effort,indirect,antonym,variable swap,1111,0,1.3635139465332031
physical-relations,406,physical-relations_406,inside,outside,direct,variable swap,concept swap,1111,0,8.286788940429688
physical-relations,426,physical-relations_426,inside,outside,direct,variable swap,variable swap,1111,0,8.286788940429688
spatial-relations,204,spatial-relations_204,above,below,indirect,variable swap,variable swap,0000,0,-3.6921157836914062
agent-properties,968,agent-properties_968,make more effort,make less effort,indirect,antonym,variable swap,0000,0,-0.6351833343505859
physical-interactions,120,physical-interactions_120,collide with,-,indirect,antonym,variable swap,1111,0,-0.7135372161865234
physical-interactions,348,physical-interactions_348,push,-,direct,variable swap,variable swap,0000,0,-3.905231475830078
agent-properties,827,agent-properties_827,make more effort,make less effort,indirect,antonym,concept swap,1111,0,0.19074249267578125
agent-properties,973,agent-properties_973,make more effort,make less effort,indirect,antonym,variable swap,1111,0,0.19074249267578125
physical-interactions,487,physical-interactions_487,throw,climb on,indirect,antonym,concept swap,0000,0,-5.419534683227539
physical-relations,743,physical-relations_743,under,on,direct,variable swap,variable swap,1111,0,-6.266324996948242
agent-properties,797,agent-properties_797,make more effort,make less effort,indirect,antonym,concept swap,0000,0,-2.2570114135742188
agent-properties,913,agent-properties_913,make more effort,make less effort,indirect,antonym,variable swap,0000,0,-2.2570114135742188
social-relations,1464,social-relations_1464,teacher,student,indirect,other,variable swap,0000,0,-3.4445667266845703
agent-properties,1155,agent-properties_1155,make more effort,make less effort,indirect,variable swap,concept swap,0000,0,-3.4825592041015625
agent-properties,1409,agent-properties_1409,make more effort,make less effort,indirect,variable swap,variable swap,0000,0,-3.4825592041015625
physical-relations,316,physical-relations_316,contain,inside,indirect,variable swap,variable swap,0000,0,-0.5439243316650391
agent-properties,1704,agent-properties_1704,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,-3.4217758178710938
agent-properties,1143,agent-properties_1143,make more effort,make less effort,indirect,variable swap,concept swap,1111,0,2.2628116607666016
agent-properties,1385,agent-properties_1385,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,2.2628116607666016
agent-properties,1707,agent-properties_1707,make more effort,make less effort,indirect,variable swap,variable swap,0000,0,1.604990005493164
social-relations,129,social-relations_129,boss,subordinate,direct,variable swap,variable swap,1111,0,3.4408817291259766
spatial-relations,415,spatial-relations_415,left,right,indirect,antonym,concept swap,0000,0,0.6500757932662964
physical-interactions,111,physical-interactions_111,collide with,-,direct,variable swap,variable swap,1111,0,5.484592437744141
physical-interactions,355,physical-interactions_355,push,-,direct,variable swap,variable swap,0000,0,-2.2846059799194336
social-relations,66,social-relations_66,boss,subordinate,direct,variable swap,concept swap,1111,0,-5.574512481689453
social-relations,112,social-relations_112,boss,subordinate,direct,variable swap,variable swap,1111,0,-5.574512481689453
physical-relations,402,physical-relations_402,inside,outside,direct,variable swap,concept swap,0000,0,-7.341331481933594
physical-relations,422,physical-relations_422,inside,outside,direct,variable swap,variable swap,0000,0,-7.341331481933594
agent-properties,1171,agent-properties_1171,make more effort,make less effort,indirect,variable swap,concept swap,1111,0,11.126327514648438
agent-properties,1441,agent-properties_1441,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,11.126327514648438
agent-properties,1839,agent-properties_1839,prefer,-,direct,variable swap,variable swap,1111,0,1.5476722717285156
material-properties,56,material-properties_56,fragile,sturdy,direct,antonym,concept swap,1111,0,7.047277450561523
agent-properties,1064,agent-properties_1064,make more effort,make less effort,indirect,antonym,variable swap,0000,0,-0.7271881103515625
agent-properties,448,agent-properties_448,choose,-,indirect,variable swap,variable swap,0000,0,4.412561416625977
agent-properties,885,agent-properties_885,make more effort,make less effort,indirect,antonym,concept swap,0000,0,-2.2077484130859375
agent-properties,1089,agent-properties_1089,make more effort,make less effort,indirect,antonym,variable swap,0000,0,-2.2077484130859375
material-properties,100,material-properties_100,smooth,rough,direct,antonym,concept swap,0000,0,0.4703397750854492
physical-relations,744,physical-relations_744,under,on,direct,variable swap,variable swap,0000,0,3.2529184818267822
agent-properties,2038,agent-properties_2038,prefer,-,indirect,variable swap,variable swap,1111,0,-7.413898468017578
agent-properties,1056,agent-properties_1056,make more effort,make less effort,indirect,antonym,variable swap,0000,0,-1.576059341430664
social-interactions,128,social-interactions_128,help,hinder,direct,antonym,concept swap,1111,0,-0.43772220611572266
agent-properties,873,agent-properties_873,make more effort,make less effort,indirect,antonym,concept swap,1111,0,1.0938949584960938
agent-properties,1065,agent-properties_1065,make more effort,make less effort,indirect,antonym,variable swap,1111,0,1.0938949584960938
agent-properties,1142,agent-properties_1142,make more effort,make less effort,indirect,variable swap,concept swap,0000,0,-2.7632694244384766
agent-properties,1386,agent-properties_1386,make more effort,make less effort,indirect,variable swap,variable swap,0000,0,-2.7632694244384766
social-interactions,132,social-interactions_132,help,hinder,direct,antonym,concept swap,1111,0,-0.422055721282959
spatial-relations,228,spatial-relations_228,close,far,direct,antonym,concept swap,1111,0,0.6301581859588623
social-relations,753,social-relations_753,landlord,tenant,direct,variable swap,variable swap,0000,0,-3.3603343963623047
social-relations,363,social-relations_363,boss,subordinate,indirect,variable swap,variable swap,0000,0,9.328933715820312
social-relations,920,social-relations_920,parent,child,direct,variable swap,variable swap,1111,0,-0.5790500640869141
agent-properties,1447,agent-properties_1447,make more effort,make less effort,indirect,variable swap,variable swap,0000,0,-3.5204906463623047
agent-properties,912,agent-properties_912,make more effort,make less effort,indirect,antonym,variable swap,1111,0,2.084451675415039
social-interactions,181,social-interactions_181,teach,learn,direct,variable swap,concept swap,0000,0,1.7184085845947266
social-interactions,183,social-interactions_183,teach,learn,direct,variable swap,concept swap,0000,0,1.7184085845947266
social-interactions,199,social-interactions_199,teach,learn,direct,variable swap,variable swap,0000,0,1.7184085845947266
physical-relations,774,physical-relations_774,under,on,direct,variable swap,variable swap,1111,0,6.36046838760376
physical-relations,404,physical-relations_404,inside,outside,direct,variable swap,concept swap,1111,0,7.1573486328125
physical-relations,424,physical-relations_424,inside,outside,direct,variable swap,variable swap,1111,0,7.1573486328125
agent-properties,1508,agent-properties_1508,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,1.7702560424804688
agent-properties,1532,agent-properties_1532,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,0.23778915405273438
social-interactions,189,social-interactions_189,teach,learn,direct,variable swap,concept swap,0000,0,-12.667900085449219
social-interactions,191,social-interactions_191,teach,learn,direct,variable swap,concept swap,0000,0,-12.667900085449219
social-interactions,207,social-interactions_207,teach,learn,direct,variable swap,variable swap,0000,0,-12.667900085449219
social-relations,1149,social-relations_1149,parent,child,indirect,variable swap,variable swap,1111,0,-4.683343887329102
physical-relations,403,physical-relations_403,inside,outside,direct,variable swap,concept swap,1111,0,7.272234916687012
agent-properties,1303,agent-properties_1303,make more effort,make less effort,indirect,variable swap,concept swap,1111,0,2.413156509399414
agent-properties,1705,agent-properties_1705,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,2.413156509399414
spatial-relations,90,spatial-relations_90,above,below,indirect,variable swap,concept swap,0000,0,1.2822914123535156
spatial-relations,132,spatial-relations_132,above,below,indirect,variable swap,variable swap,0000,0,1.2822914123535156
agent-properties,851,agent-properties_851,make more effort,make less effort,indirect,antonym,concept swap,1111,0,1.1411151885986328
agent-properties,1021,agent-properties_1021,make more effort,make less effort,indirect,antonym,variable swap,1111,0,1.1411151885986328
agent-properties,972,agent-properties_972,make more effort,make less effort,indirect,antonym,variable swap,0000,0,0.3728599548339844
social-interactions,83,social-interactions_83,evade,seek,direct,antonym,concept swap,1111,0,9.544981002807617
social-relations,1498,social-relations_1498,teacher,student,indirect,variable swap,variable swap,0000,0,-5.096745491027832
social-relations,1094,social-relations_1094,parent,child,indirect,variable swap,variable swap,1111,0,-5.854000091552734
physical-relations,394,physical-relations_394,inside,outside,direct,variable swap,concept swap,0000,0,-3.29156494140625
physical-relations,414,physical-relations_414,inside,outside,direct,variable swap,variable swap,0000,0,-3.29156494140625
social-relations,662,social-relations_662,landlord,tenant,direct,variable swap,concept swap,0000,0,2.3187942504882812
social-relations,706,social-relations_706,landlord,tenant,direct,variable swap,variable swap,0000,0,2.3187942504882812
physical-interactions,167,physical-interactions_167,heat,cool,direct,variable_swap,variable swap,1111,0,3.0330114364624023
social-relations,359,social-relations_359,boss,subordinate,indirect,variable swap,variable swap,0000,0,9.591590881347656
agent-properties,841,agent-properties_841,make more effort,make less effort,indirect,antonym,concept swap,0000,0,-2.68605899810791
agent-properties,1001,agent-properties_1001,make more effort,make less effort,indirect,antonym,variable swap,0000,0,-2.68605899810791
agent-properties,391,agent-properties_391,choose,-,indirect,variable swap,variable swap,0000,0,18.68442726135254
social-relations,1051,social-relations_1051,parent,child,indirect,variable swap,concept swap,1111,0,1.2261123657226562
social-relations,1091,social-relations_1091,parent,child,indirect,variable swap,variable swap,1111,0,1.2261123657226562
physical-relations,718,physical-relations_718,under,on,direct,variable swap,concept swap,1111,0,17.315585613250732
physical-relations,780,physical-relations_780,under,on,direct,variable swap,variable swap,1111,0,17.315585613250732
agent-properties,932,agent-properties_932,make more effort,make less effort,indirect,antonym,variable swap,0000,0,-0.34161949157714844
physical-interactions,449,physical-interactions_449,sit on,stand on,indirect,other,concept swap,1111,0,-1.023355484008789
physical-relations,511,physical-relations_511,support,supported,indirect,variable swap,variable swap,1111,0,4.636043548583984
agent-properties,1539,agent-properties_1539,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,-0.18426895141601562
agent-properties,1154,agent-properties_1154,make more effort,make less effort,indirect,variable swap,concept swap,1111,0,3.257474899291992
agent-properties,1410,agent-properties_1410,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,3.257474899291992
agent-properties,1230,agent-properties_1230,make more effort,make less effort,indirect,variable swap,concept swap,0000,0,-3.7546825408935547
agent-properties,1562,agent-properties_1562,make more effort,make less effort,indirect,variable swap,variable swap,0000,0,-3.7546825408935547
physical-relations,230,physical-relations_230,block,-,indirect,variable swap,variable swap,1111,0,3.754396438598633
agent-properties,1535,agent-properties_1535,make more effort,make less effort,indirect,variable swap,variable swap,0000,0,0.014211654663085938
agent-properties,863,agent-properties_863,make more effort,make less effort,indirect,antonym,concept swap,0000,0,-1.4525794982910156
agent-properties,1045,agent-properties_1045,make more effort,make less effort,indirect,antonym,variable swap,0000,0,-1.4525794982910156
social-relations,1501,social-relations_1501,teacher,student,indirect,variable swap,variable swap,1111,0,6.486269950866699
agent-properties,819,agent-properties_819,make more effort,make less effort,indirect,antonym,concept swap,0000,0,-1.4631519317626953
agent-properties,957,agent-properties_957,make more effort,make less effort,indirect,antonym,variable swap,0000,0,-1.4631519317626953
spatial-relations,364,spatial-relations_364,left,right,direct,antonym,concept swap,0000,0,1.0080089569091797
agent-properties,1331,agent-properties_1331,make more effort,make less effort,indirect,variable swap,concept swap,0000,0,4.118412017822266
agent-properties,1761,agent-properties_1761,make more effort,make less effort,indirect,variable swap,variable swap,0000,0,4.118412017822266
agent-properties,1157,agent-properties_1157,make more effort,make less effort,indirect,variable swap,concept swap,1111,0,1.65960693359375
agent-properties,1413,agent-properties_1413,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,1.65960693359375
agent-properties,2008,agent-properties_2008,prefer,-,indirect,variable swap,variable swap,1111,0,-0.9755744934082031
spatial-relations,425,spatial-relations_425,left,right,indirect,variable swap,concept swap,1111,0,1.5272083282470703
physical-interactions,446,physical-interactions_446,sit on,stand on,indirect,other,concept swap,0000,0,-2.776218891143799
social-relations,1398,social-relations_1398,teacher,student,direct,variable swap,variable swap,0000,0,-2.941211700439453
social-relations,1073,social-relations_1073,parent,child,indirect,variable swap,concept swap,0000,0,-3.8767566680908203
social-relations,1137,social-relations_1137,parent,child,indirect,variable swap,variable swap,0000,0,-3.8767566680908203
agent-properties,427,agent-properties_427,choose,-,indirect,variable swap,variable swap,0000,0,-3.4303131103515625
agent-properties,1860,agent-properties_1860,prefer,-,direct,variable swap,variable swap,0000,0,-4.15777587890625
physical-relations,400,physical-relations_400,inside,outside,direct,variable swap,concept swap,0000,0,-7.539218902587891
physical-relations,420,physical-relations_420,inside,outside,direct,variable swap,variable swap,0000,0,-7.539218902587891
physical-interactions,341,physical-interactions_341,push,-,direct,other,variable swap,0000,0,0.5917396545410156
agent-properties,1330,agent-properties_1330,make more effort,make less effort,indirect,variable swap,concept swap,1111,0,-4.155574798583984
agent-properties,1762,agent-properties_1762,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,-4.155574798583984
agent-properties,1318,agent-properties_1318,make more effort,make less effort,indirect,variable swap,concept swap,0000,0,4.231288909912109
agent-properties,1738,agent-properties_1738,make more effort,make less effort,indirect,variable swap,variable swap,0000,0,4.231288909912109
social-relations,673,social-relations_673,landlord,tenant,direct,variable swap,concept swap,0000,0,8.129261016845703
social-relations,727,social-relations_727,landlord,tenant,direct,variable swap,variable swap,0000,0,8.129261016845703
social-properties,65,social-properties_65,dominant,submissive,direct,antonym,concept swap,0000,0,-3.8976402282714844
agent-properties,956,agent-properties_956,make more effort,make less effort,indirect,antonym,variable swap,1111,0,1.0407142639160156
agent-properties,1841,agent-properties_1841,prefer,-,direct,variable swap,variable swap,0000,0,-2.9783191680908203
quantitative-properties,197,quantitative-properties_197,none,all,direct,antonym,concept swap,1111,0,0.9000024795532227
physical-relations,398,physical-relations_398,inside,outside,direct,variable swap,concept swap,1111,0,3.79020357131958
physical-relations,418,physical-relations_418,inside,outside,direct,variable swap,variable swap,1111,0,3.79020357131958
social-relations,1110,social-relations_1110,parent,child,indirect,variable swap,variable swap,1111,0,3.066028594970703
agent-properties,1088,agent-properties_1088,make more effort,make less effort,indirect,antonym,variable swap,1111,0,2.654684066772461
social-relations,770,social-relations_770,landlord,tenant,direct,variable swap,variable swap,1111,0,-1.3008460998535156
spatial-relations,136,spatial-relations_136,above,below,indirect,variable swap,variable swap,1111,0,1.377798080444336
physical-relations,785,physical-relations_785,under,on,direct,variable swap,variable swap,1111,0,5.265692710876465
social-relations,542,social-relations_542,friend,stranger,direct,negation,concept swap,1111,0,-2.882992744445801
physical-interactions,356,physical-interactions_356,push,-,direct,variable swap,variable swap,0000,0,-6.5628461837768555
agent-properties,1170,agent-properties_1170,make more effort,make less effort,indirect,variable swap,concept swap,0000,0,-11.799156188964844
agent-properties,1442,agent-properties_1442,make more effort,make less effort,indirect,variable swap,variable swap,0000,0,-11.799156188964844
