endpoint,split,example_id,row_index,correct,gold,prediction,prompt,solution0,solution1,group,label,prediction_path
ms64,nonparallel,group0123_ex000086_eng_latn_0_v1,47,1,Peel overripe bananas and mash them with a fork., Peel overripe bananas and mash them with a fork.,How do you prep bananas for making banana bread?,Peel unripened bananas and mash them with a fork.,Peel overripe bananas and mash them with a fork.,ms,1,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms64,nonparallel,group0123_ex000020_eng_latn_0_v1,48,0,"Rub your fingers on stainless steel, like your kitchen sink."," Rub your fingers on stainless steel, like your chopping board.",How to remove garlic odor from your hands?,"Rub your fingers on stainless steel, like your chopping board.","Rub your fingers on stainless steel, like your kitchen sink.",ms,1,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms64,nonparallel,group0123_ex000057_eng_latn_0_v1,49,0,"Use a hair dryer to heat up a spot on the PVC pipe and slowly apply pressure on the area you want to bend. Once you've made a bend to the desired angle and after it has cooled, you can remove the auger."," Use a hair dryer to heat up a spot on the PVC pipe and slowly apply pressure on the area you want to bend after it has cooled. Once you've made a bend to the desired angle, you can remove the auger.",How to bend PVC pipe?,"Use a hair dryer to heat up a spot on the PVC pipe and slowly apply pressure on the area you want to bend after it has cooled. Once you've made a bend to the desired angle, you can remove the auger.","Use a hair dryer to heat up a spot on the PVC pipe and slowly apply pressure on the area you want to bend. Once you've made a bend to the desired angle and after it has cooled, you can remove the auger.",ms,1,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms64,nonparallel,group0123_ex000092_eng_latn_0_v1,50,0,use a wrench., use a hammer.,"To remove the bolts from the assembly of a bike reflector, you can",use a hammer.,use a wrench.,ms,1,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms64,nonparallel,group0123_ex000037_eng_latn_0_v1,51,0,Place some sausage links in a pot and cover with an inch of water. Simmer for ten minutes or until firm. Allow to cool before serving., Place some sausage links in a pot and cover with an inch of water. Simmer for ten minutes or until soft. Allow to cool before serving.,How to cook raw sausages?,Place some sausage links in a pot and cover with an inch of water. Simmer for ten minutes or until firm. Allow to cool before serving.,Place some sausage links in a pot and cover with an inch of water. Simmer for ten minutes or until soft. Allow to cool before serving.,ms,0,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms64,nonparallel,group0123_ex000044_eng_latn_0_v1,52,0,"Wash jeans on cold cycle using laundry soap and oxyclean, repeat if stain is still there."," Wash jeans on hot cycle using laundry soap and oxyclean, repeat if stain is still there.",How to remove blood from jeans:,"Wash jeans on cold cycle using laundry soap and oxyclean, repeat if stain is still there.","Wash jeans on hot cycle using laundry soap and oxyclean, repeat if stain is still there.",ms,0,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms64,nonparallel,group0123_ex000083_eng_latn_0_v1,53,1,open one end of the can. Flip the can over and open the bottom. Push the paste out like a Push-Up Pop., open one end of the can. Flip the can over and open the bottom. Push the paste out like a Push-Up Pop.,"To get tomato paste out of the can easily,",open one end of the can. Flip the can over and open the bottom. Push the paste out like a Push-Up Pop.,open one end of the can. Flip the can over and open the side. Push the paste out like a Push-Up Pop.,ms,0,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms64,nonparallel,group0123_ex000008_eng_latn_0_v1,54,0,Use a pot that holds at least eight quarts., Use a pot that holds at least eight pints.,What size pot should be used to boil two gallons of liquid?,Use a pot that holds at least eight pints.,Use a pot that holds at least eight quarts.,ms,1,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms64,nonparallel,group0123_ex000032_eng_latn_0_v1,55,1,Place the clay sticks onto a baking sheet and bake at 350°F for one minute., Place the clay sticks onto a baking sheet and bake at 350°F for one minute.,How do you bake small polymer clay sticks to make clay sprinkles?,Place the clay sticks onto a baking sheet and bake at 350°F for one minute.,Place the clay sticks onto a baking sheet and bake at 350°F for twenty minutes.,ms,0,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms64,nonparallel,group0123_ex000096_eng_latn_0_v1,56,1,don't try to cut all the way through in one go., don't try to cut all the way through in one go.,"To make sure the veneer doesn't split when cutting,",try to cut all the way through in one go.,don't try to cut all the way through in one go.,ms,1,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms64,nonparallel,group0123_ex000084_eng_latn_0_v1,57,1,Place a dry towel on the counter first., Place a dry towel on the counter first.,How do I protect the counter from the heat of the iron ?,Place a wet towel on the counter first.,Place a dry towel on the counter first.,ms,1,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms64,nonparallel,group0123_ex000038_eng_latn_0_v1,58,1,Bolt the bike racks above the cars and other furniture., Bolt the bike racks above the cars and other furniture.,How to use bike racks to take up less space in a garage?,Bolt the bike racks level with cars and other furniture.,Bolt the bike racks above the cars and other furniture.,ms,1,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms64,nonparallel,group0123_ex000005_eng_latn_0_v1,59,1,insert a toothpick into the middle of the bread. If it comes out clean it is done., insert a toothpick into the middle of the bread. If it comes out clean it is done.,"To ensure the jalapeno bread is cooked throughy,",insert a toothpick into the middle of the bread. If it comes out clean it is done.,insert a toothpick into the middle of the bread. If it comes out covered in batter it is done.,ms,0,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms64,nonparallel,group0123_ex000058_eng_latn_0_v1,60,0,Lift the page up and push it to the left side., Lift the page up and push it to the right side.,How do you turn the page on a book?,Lift the page up and push it to the right side.,Lift the page up and push it to the left side.,ms,1,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms64,nonparallel,group0123_ex000001_eng_latn_0_v1,61,0,"preheat oven to 450 degrees Fahrenheit. Toss the broccoli florets with the olive oil, garlic, salt, and pepper. Spread them out on a baking sheet and then roast, without stirring, until the edges are crispy and the stems are crisp tender."," preheat oven to 450 degrees Fahrenheit. Toss the broccoli florets with the olive pits, garlic, salt, and pepper. Spread them out on a baking sheet and then roast, without stirring, until the edges are crispy and the stems are crisp tender.","To make roast broccoli,","preheat oven to 450 degrees Fahrenheit. Toss the broccoli florets with the olive pits, garlic, salt, and pepper. Spread them out on a baking sheet and then roast, without stirring, until the edges are crispy and the stems are crisp tender.","preheat oven to 450 degrees Fahrenheit. Toss the broccoli florets with the olive oil, garlic, salt, and pepper. Spread them out on a baking sheet and then roast, without stirring, until the edges are crispy and the stems are crisp tender.",ms,1,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms64,nonparallel,group0123_ex000047_eng_latn_0_v1,62,1,use a solder pen to melt it free and remove by hand., use a solder pen to melt it free and remove by hand.,"To remove a capacitor from a circuit board, you can",use a felt tip pen to melt it free and remove by hand.,use a solder pen to melt it free and remove by hand.,ms,1,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms64,nonparallel,group0123_ex000069_eng_latn_0_v1,63,0,"mix together two tablespoons each of bentonite clay, cornstarch, and tapioca starch and mix well. You can mix in a bit of cocoa powder if you have dark hair."," mix together two tablespoons each of red clay, cornstarch, and tapioca pudding and mix well. You can mix in a bit of cocoa powder if you have dark hair.","To make your own dry shampoo,","mix together two tablespoons each of red clay, cornstarch, and tapioca pudding and mix well. You can mix in a bit of cocoa powder if you have dark hair.","mix together two tablespoons each of bentonite clay, cornstarch, and tapioca starch and mix well. You can mix in a bit of cocoa powder if you have dark hair.",ms,1,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms64,nonparallel,group0123_ex000023_eng_latn_0_v1,64,0,It is best if a skateboard has four wheels to provide balance and traction., It is best if a skateboard has two wheels to provide balance and traction.,How many wheels should a skateboard have?,It is best if a skateboard has two wheels to provide balance and traction.,It is best if a skateboard has four wheels to provide balance and traction.,ms,1,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms64,nonparallel,group0123_ex000098_eng_latn_0_v1,65,0,spray WD-40 on the the hinges., spray WD-40 on the the handles.,"To silence a squeaky bi-fold door,",spray WD-40 on the the handles.,spray WD-40 on the the hinges.,ms,1,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms64,nonparallel,group0123_ex000011_eng_latn_0_v1,66,1,remove any nails and fill nail holes with spackling., remove any nails and fill nail holes with spackling.,"To get your walls ready to paint,",remove any nails and fill nail holes with primer.,remove any nails and fill nail holes with spackling.,ms,1,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms64,nonparallel,group0123_ex000009_eng_latn_0_v1,67,0,put a piece of aluminum foil under the food on the lower rack., put a piece of plastic wrap under the food on the lower rack.,"To avoid making a mess in the oven,",put a piece of plastic wrap under the food on the lower rack.,put a piece of aluminum foil under the food on the lower rack.,ms,1,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms64,nonparallel,group0123_ex000055_eng_latn_0_v1,68,0,line the plate with plastic wrap then place the cake on it., place the cake on the plate then line it with plastic wrap.,"To quickly transfer leftover cake,",place the cake on the plate then line it with plastic wrap.,line the plate with plastic wrap then place the cake on it.,ms,1,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms64,nonparallel,group0123_ex000027_eng_latn_0_v1,69,0,take a sip of lemonade., take a sip of soda.,"To neutralize spicy foods,",take a sip of soda.,take a sip of lemonade.,ms,1,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms64,nonparallel,group0123_ex000051_eng_latn_0_v1,70,1,dry your hair with a tee shirt instead of a towel., dry your hair with a tee shirt instead of a towel.,"To avoid damaging your curly hair,",dry your hair with a tee shirt instead of a towel.,dry your hair with a blow dryer instead of a towel.,ms,0,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms64,nonparallel,group0123_ex000004_eng_latn_0_v1,71,0,"Clean and gut fish. Sprinkle with salt and pepper. Add about an inch of oil in pan, turn stove on medhigh. Once oil is hot, gently put fish in. Fry each side for 5 minutes until crispy yellow brown."," Clean and gut fish. Sprinkle with salt and pepper. Add about an inch of oil in pan, turn stove on low. Once oil is hot, gently put fish in. Fry each side for 5 minutes until crispy yellow brown.",How to fry a whole fish.,"Clean and gut fish. Sprinkle with salt and pepper. Add about an inch of oil in pan, turn stove on low. Once oil is hot, gently put fish in. Fry each side for 5 minutes until crispy yellow brown.","Clean and gut fish. Sprinkle with salt and pepper. Add about an inch of oil in pan, turn stove on medhigh. Once oil is hot, gently put fish in. Fry each side for 5 minutes until crispy yellow brown.",ms,1,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms64,nonparallel,group0123_ex000080_eng_latn_0_v1,72,1,Heat it up on the stove top on low temperature., Heat it up on the stove top on low temperature.,What's the best way to heat up a cup of coffee?,Heat it up on the stove top on high temperature.,Heat it up on the stove top on low temperature.,ms,1,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms64,nonparallel,group0123_ex000054_eng_latn_0_v1,73,1,wait for the edges to brown and the top to bubble. Slide the spatula under the pancake so it's centered. Quickly flip your wrist 180 degrees to one side so the pancake flips over evenly., wait for the edges to brown and the top to bubble. Slide the spatula under the pancake so it's centered. Quickly flip your wrist 180 degrees to one side so the pancake flips over evenly.,"To flip a pancake correctly,",wait for the edges to brown and the top to bubble. Slide the spatula under the pancake so it's centered. Quickly flip your wrist 180 degrees to one side so the pancake flips over evenly.,wait for the edges to brown and the top to bubble. Slide the spatula under the pancake so it's centered. Quickly flip your wrist 90 degrees to one side so the pancake flips over evenly.,ms,0,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms64,nonparallel,group0123_ex000016_eng_latn_0_v1,74,1,use rubbing alcohol., use rubbing alcohol.,"To clean electronics without leaving moisture,",use rubbing alcohol.,use window cleaner.,ms,0,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms64,nonparallel,group0123_ex000066_eng_latn_0_v1,75,0,soak the beans for a day and then rinse them before cooking., boil the beans for a day and then rinse them after cooking.,"To reduce the gas that beans cause after eating them,",boil the beans for a day and then rinse them after cooking.,soak the beans for a day and then rinse them before cooking.,ms,1,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms64,nonparallel,group0123_ex000079_eng_latn_0_v1,76,1,wear light clothing., wear light clothing.,"To be safe when outside late at night, you can",wear dark clothing.,wear light clothing.,ms,1,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms64,nonparallel,group0123_ex000074_eng_latn_0_v1,77,1,place the chicken on a tray and bake on a high heat., place the chicken on a tray and bake on a high heat.,"To reheat fried chicken without softening it,",place the chicken on a tray and bake on a high heat.,wrap the chicken in a damp paper towel and heat in the microwave.,ms,0,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms64,nonparallel,group0123_ex000090_eng_latn_0_v1,78,0,Use a bucket with a mesh lid., Use a bucket with a solid lid.,What sort of bucket should I use to catch water from my gutters?,Use a bucket with a solid lid.,Use a bucket with a mesh lid.,ms,1,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms64,nonparallel,group0123_ex000099_eng_latn_0_v1,79,1,rub a pencil tip on the teeth of the zipper., rub a pencil tip on the teeth of the zipper.,"To unstick a zipper,",rub a pencil tip on the pull tab of the zipper.,rub a pencil tip on the teeth of the zipper.,ms,1,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms64,nonparallel,group0123_ex000060_eng_latn_0_v1,80,1,rub a dryer sheet on your hair., rub a dryer sheet on your hair.,"When brushing your hair, if you get static cling you can",rub a dryer sheet on your brush.,rub a dryer sheet on your hair.,ms,1,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms64,nonparallel,group0123_ex000085_eng_latn_0_v1,81,1,by placing a white sock over the head., by placing a white sock over the head.,Prevent a rubber mallet from leaving black marks on a surface,by placing a white sock over the head.,by placing a white sock over the handle.,ms,0,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms64,nonparallel,group0123_ex000043_eng_latn_0_v1,82,0,mashing up egg whites into a paste., mashing up egg yolk into a paste.,Make organic glue by,mashing up egg whites into a paste.,mashing up egg yolk into a paste.,ms,0,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms64,nonparallel,group0123_ex000050_eng_latn_0_v1,83,0,"In a large bowl, combine 4 cups half and half light cream, 1 1/2 cups sugar, and 1 tablespoon vanilla. Stir until sugar dissolved. Stir in 2 teaspoons whipping cream. Add 4 cups diced fresh pitted cherries to mixture. Freeze in 4 or 5 quart ice cream freezer according to manufacturers directions. Top with whipped cream and a fresh cherry on top."," In a large bowl, combine 4 teaspoons half and half light cream, 1 1/2 cups sugar, and 1 tablespoon vanilla. Stir until sugar dissolved. Stir in 2 teaspoons whipping cream. Add 4 cups diced fresh pitted cherries to mixture. Freeze in 4 or 5 quart ice cream freezer according to manufacturers directions. Top with whipped cream and a fresh cherry on top.",How to make cherry ice cream at home?,"In a large bowl, combine 4 teaspoons half and half light cream, 1 1/2 cups sugar, and 1 tablespoon vanilla. Stir until sugar dissolved. Stir in 2 teaspoons whipping cream. Add 4 cups diced fresh pitted cherries to mixture. Freeze in 4 or 5 quart ice cream freezer according to manufacturers directions. Top with whipped cream and a fresh cherry on top.","In a large bowl, combine 4 cups half and half light cream, 1 1/2 cups sugar, and 1 tablespoon vanilla. Stir until sugar dissolved. Stir in 2 teaspoons whipping cream. Add 4 cups diced fresh pitted cherries to mixture. Freeze in 4 or 5 quart ice cream freezer according to manufacturers directions. Top with whipped cream and a fresh cherry on top.",ms,1,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms64,nonparallel,group0123_ex000077_eng_latn_0_v1,84,0,spray the 9x9 glass pan with cooking spray., spray the 9x9 glass pan with cleaning spray.,"To prevent the brownies from sticking to the pan,",spray the 9x9 glass pan with cleaning spray.,spray the 9x9 glass pan with cooking spray.,ms,1,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
